"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2014 - Personlige stemmer i alt";"EV2014 - A - personlige stemmer i alt";"EV2014 - B - personlige stemmer i alt";"EV2014 - C - personlige stemmer i alt";"EV2014 - F - personlige stemmer i alt";"EV2014 - I - personlige stemmer i alt";"EV2014 - N - personlige stemmer i alt";"EV2014 - O - personlige stemmer i alt";"EV2014 - V - personlige stemmer i alt";"EV2014 - A-01";"EV2014 - A-02";"EV2014 - A-03";"EV2014 - A-04";"EV2014 - A-05";"EV2014 - A-06";"EV2014 - A-07";"EV2014 - A-08";"EV2014 - B-01";"EV2014 - B-02";"EV2014 - B-03";"EV2014 - B-04";"EV2014 - B-05";"EV2014 - B-06";"EV2014 - B-07";"EV2014 - C-01";"EV2014 - C-02";"EV2014 - C-03";"EV2014 - C-04";"EV2014 - C-05";"EV2014 - C-06";"EV2014 - C-07";"EV2014 - C-08";"EV2014 - C-09";"EV2014 - C-10";"EV2014 - F-01";"EV2014 - F-02";"EV2014 - F-03";"EV2014 - F-04";"EV2014 - F-05";"EV2014 - F-06";"EV2014 - F-07";"EV2014 - F-08";"EV2014 - F-09";"EV2014 - F-10";"EV2014 - F-11";"EV2014 - F-12";"EV2014 - F-13";"EV2014 - F-14";"EV2014 - F-15";"EV2014 - F-16";"EV2014 - F-17";"EV2014 - F-18";"EV2014 - F-19";"EV2014 - F-20";"EV2014 - I-01";"EV2014 - I-02";"EV2014 - I-03";"EV2014 - I-04";"EV2014 - I-05";"EV2014 - I-06";"EV2014 - I-07";"EV2014 - I-08";"EV2014 - I-09";"EV2014 - N-01";"EV2014 - N-02";"EV2014 - N-03";"EV2014 - N-04";"EV2014 - N-05";"EV2014 - N-06";"EV2014 - N-07";"EV2014 - N-08";"EV2014 - N-09";"EV2014 - N-10";"EV2014 - N-11";"EV2014 - N-12";"EV2014 - N-13";"EV2014 - N-14";"EV2014 - N-15";"EV2014 - N-16";"EV2014 - N-17";"EV2014 - N-18";"EV2014 - N-19";"EV2014 - N-20";"EV2014 - O-01";"EV2014 - O-02";"EV2014 - O-03";"EV2014 - O-04";"EV2014 - O-05";"EV2014 - O-06";"EV2014 - O-07";"EV2014 - O-08";"EV2014 - O-09";"EV2014 - O-10";"EV2014 - V-01";"EV2014 - V-02";"EV2014 - V-03";"EV2014 - V-04";"EV2014 - V-05";"EV2014 - V-06";"EV2014 - V-07";"EV2014 - V-08";"EV2014 - V-09";"EV2014 - V-10";"EV2014 - V-11";"EV2014 - V-12";"EV2014 - V-13";"EV2014 - V-14";"EV2014 - V-15";"EV2014 - V-16"
"787004";"787004";"87";"10";"3";"319";"59";"8";"31";"34";"11";"13";"102";"61";"30";"24";"3";"0";"1";"1";"0";"0";"7";"0";"0";"0";"0";"0";"1";"21";"0";"10";"0";"0";"0";"0";"0";"0";"0";"25";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"11";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"87";"1";"1";"0";"0";"10";"1";"1";"1";"0";"29";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"0"
"787005";"787005";"87";"10";"3";"229";"39";"5";"8";"15";"3";"4";"107";"48";"20";"15";"1";"0";"2";"0";"0";"1";"5";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"2";"0";"1";"0";"9";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"29";"0";"0";"0"
"787006";"787006";"87";"10";"3";"587";"78";"15";"82";"32";"9";"20";"170";"181";"41";"30";"6";"1";"0";"0";"0";"0";"12";"1";"0";"1";"1";"0";"0";"73";"4";"5";"0";"0";"0";"0";"0";"0";"0";"23";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"1";"0";"2";"0";"0";"0";"1";"1";"0";"8";"0";"0";"0";"1";"0";"0";"0";"0";"13";"0";"4";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"152";"5";"4";"2";"0";"4";"3";"0";"0";"0";"85";"0";"12";"0";"0";"1";"5";"0";"10";"2";"1";"1";"63";"1";"0";"0"
"787007";"787007";"87";"10";"3";"485";"89";"16";"70";"35";"19";"11";"104";"141";"42";"32";"8";"0";"3";"1";"2";"1";"14";"0";"1";"0";"1";"0";"0";"66";"0";"1";"1";"0";"1";"0";"0";"0";"1";"23";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"9";"1";"0";"1";"0";"0";"0";"18";"0";"0";"0";"0";"0";"1";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"97";"2";"3";"0";"0";"1";"1";"0";"0";"0";"66";"0";"3";"0";"0";"2";"4";"0";"12";"0";"0";"2";"52";"0";"0";"0"
"787008";"787008";"87";"10";"3";"499";"112";"18";"51";"43";"14";"19";"124";"118";"55";"47";"6";"0";"2";"1";"1";"0";"15";"0";"1";"1";"1";"0";"0";"44";"1";"5";"0";"1";"0";"0";"0";"0";"0";"36";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"13";"0";"0";"0";"0";"0";"1";"0";"0";"15";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"110";"3";"2";"3";"0";"5";"0";"1";"0";"0";"48";"1";"5";"1";"0";"0";"4";"0";"6";"0";"0";"0";"53";"0";"0";"0"
"787009";"787009";"87";"10";"3";"224";"29";"8";"28";"14";"2";"15";"69";"59";"13";"10";"4";"1";"0";"0";"0";"1";"5";"0";"1";"2";"0";"0";"0";"23";"0";"5";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"59";"2";"1";"0";"0";"7";"0";"0";"0";"0";"27";"2";"1";"1";"0";"0";"1";"1";"4";"1";"0";"0";"21";"0";"0";"0"
"787010";"787010";"87";"10";"3";"666";"136";"10";"66";"49";"8";"24";"269";"104";"67";"56";"4";"0";"1";"5";"2";"1";"6";"3";"0";"0";"1";"0";"0";"57";"2";"5";"0";"0";"2";"0";"0";"0";"0";"39";"1";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"1";"2";"0";"0";"2";"0";"0";"0";"7";"0";"0";"1";"0";"0";"0";"0";"0";"15";"1";"0";"0";"0";"1";"3";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"224";"2";"6";"1";"0";"32";"0";"2";"1";"1";"52";"0";"2";"0";"0";"2";"4";"0";"5";"0";"0";"0";"39";"0";"0";"0"
"787011";"787011";"87";"10";"3";"164";"11";"6";"17";"15";"3";"7";"59";"46";"5";"5";"1";"0";"0";"0";"0";"0";"5";"1";"0";"0";"0";"0";"0";"13";"0";"2";"1";"0";"1";"0";"0";"0";"0";"13";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"53";"2";"2";"0";"0";"1";"0";"1";"0";"0";"25";"0";"1";"0";"0";"1";"2";"0";"2";"0";"0";"1";"14";"0";"0";"0"
"787012";"787012";"87";"10";"3";"1397";"287";"61";"154";"102";"40";"44";"417";"292";"122";"130";"22";"5";"5";"2";"0";"1";"56";"4";"0";"0";"0";"0";"1";"133";"3";"17";"0";"0";"1";"0";"0";"0";"0";"85";"2";"1";"1";"0";"0";"1";"1";"0";"1";"1";"3";"0";"3";"0";"0";"0";"2";"0";"1";"38";"0";"0";"0";"1";"1";"0";"0";"0";"34";"2";"2";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"377";"9";"13";"3";"0";"12";"0";"2";"1";"0";"119";"1";"5";"2";"1";"13";"3";"3";"24";"4";"0";"0";"117";"0";"0";"0"
"787013";"787013";"87";"10";"3";"132";"17";"6";"17";"19";"1";"4";"49";"19";"8";"5";"2";"1";"1";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"15";"0";"2";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"45";"1";"1";"1";"0";"1";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"4";"0";"0";"0"
"787014";"787014";"87";"10";"3";"232";"24";"4";"34";"14";"3";"12";"65";"76";"16";"4";"2";"1";"0";"0";"1";"0";"4";"0";"0";"0";"0";"0";"0";"31";"1";"2";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"1";"4";"4";"1";"4";"0";"1";"0";"1";"31";"0";"4";"0";"0";"0";"6";"0";"6";"0";"0";"0";"29";"0";"0";"0"
"787015";"787015";"87";"10";"3";"419";"81";"13";"29";"42";"12";"29";"114";"99";"32";"41";"4";"1";"1";"1";"1";"0";"9";"2";"1";"0";"1";"0";"0";"22";"0";"4";"1";"1";"1";"0";"0";"0";"0";"39";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"10";"0";"0";"0";"0";"1";"0";"1";"0";"23";"1";"0";"0";"0";"1";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106";"1";"3";"0";"0";"3";"1";"0";"0";"0";"44";"0";"3";"0";"0";"0";"2";"0";"4";"1";"0";"0";"45";"0";"0";"0"
"787016";"787016";"87";"10";"3";"335";"42";"3";"25";"16";"4";"12";"121";"112";"19";"19";"2";"0";"1";"0";"1";"0";"2";"1";"0";"0";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"8";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"1";"4";"1";"0";"13";"1";"1";"0";"0";"59";"0";"5";"0";"0";"0";"1";"0";"6";"1";"0";"0";"40";"0";"0";"0"
"787017";"787017";"87";"10";"3";"636";"87";"16";"40";"26";"6";"13";"241";"207";"30";"44";"5";"1";"2";"0";"4";"1";"11";"0";"0";"3";"2";"0";"0";"34";"0";"1";"1";"0";"4";"0";"0";"0";"0";"21";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"9";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"201";"4";"4";"1";"0";"27";"0";"1";"3";"0";"32";"1";"1";"0";"0";"3";"0";"0";"5";"1";"0";"0";"163";"1";"0";"0"
"787018";"787018";"87";"10";"3";"283";"30";"6";"23";"15";"9";"12";"104";"84";"10";"16";"3";"0";"0";"0";"1";"0";"3";"0";"2";"0";"1";"0";"0";"22";"0";"1";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"1";"0";"1";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"2";"0";"1";"0";"11";"0";"0";"0";"0";"28";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"51";"0";"0";"1"
"787019";"787019";"87";"10";"3";"310";"67";"19";"24";"37";"3";"15";"84";"61";"34";"23";"4";"0";"3";"0";"3";"0";"19";"0";"0";"0";"0";"0";"0";"22";"0";"2";"0";"0";"0";"0";"0";"0";"0";"28";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"2";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"8";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"73";"2";"0";"2";"0";"5";"0";"1";"1";"0";"25";"1";"0";"0";"0";"1";"0";"0";"4";"1";"0";"0";"29";"0";"0";"0"
"787020";"787020";"87";"10";"3";"350";"93";"10";"22";"28";"7";"21";"87";"82";"36";"46";"4";"2";"3";"0";"1";"1";"8";"0";"1";"1";"0";"0";"0";"20";"0";"1";"0";"0";"0";"0";"0";"1";"0";"21";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"7";"0";"0";"0";"0";"0";"0";"0";"0";"14";"1";"1";"1";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71";"2";"4";"0";"1";"8";"0";"1";"0";"0";"42";"1";"3";"0";"0";"2";"0";"0";"3";"0";"0";"0";"31";"0";"0";"0"
"787021";"787021";"87";"10";"3";"130";"28";"6";"10";"23";"3";"9";"19";"32";"11";"14";"3";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"7";"1";"1";"0";"0";"0";"1";"0";"0";"0";"20";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"16";"2";"0";"0";"0";"0";"0";"0";"1";"0";"12";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"16";"0";"0";"0"
"787023";"787023";"87";"10";"3";"731";"99";"21";"101";"59";"15";"27";"238";"171";"58";"28";"4";"2";"6";"1";"0";"0";"16";"0";"0";"3";"0";"0";"2";"89";"0";"10";"0";"1";"0";"0";"0";"1";"0";"47";"0";"1";"1";"0";"0";"0";"1";"3";"0";"0";"0";"0";"3";"0";"0";"2";"1";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"1";"0";"0";"1";"2";"0";"0";"0";"3";"1";"0";"0";"2";"0";"0";"0";"0";"0";"206";"7";"5";"0";"1";"15";"0";"1";"2";"1";"92";"0";"5";"0";"0";"2";"9";"0";"2";"0";"0";"0";"60";"0";"0";"1"
"787024";"787024";"87";"10";"3";"1130";"202";"23";"191";"52";"13";"31";"319";"299";"115";"62";"12";"7";"2";"1";"3";"0";"19";"1";"0";"1";"2";"0";"0";"165";"2";"20";"1";"0";"1";"2";"0";"0";"0";"43";"2";"0";"1";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"1";"0";"10";"0";"0";"0";"0";"1";"0";"2";"0";"22";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"288";"11";"0";"1";"3";"13";"1";"2";"0";"0";"161";"1";"4";"1";"0";"2";"10";"0";"15";"1";"0";"0";"103";"1";"0";"0"
"787025";"787025";"87";"10";"3";"612";"95";"15";"79";"63";"12";"20";"193";"135";"46";"42";"4";"0";"0";"3";"0";"0";"10";"2";"0";"2";"0";"1";"0";"72";"0";"5";"0";"0";"2";"0";"0";"0";"0";"54";"0";"0";"0";"1";"0";"1";"0";"2";"1";"0";"0";"1";"2";"0";"0";"0";"1";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"14";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"172";"5";"3";"0";"0";"12";"0";"1";"0";"0";"65";"0";"0";"0";"1";"0";"2";"2";"15";"0";"0";"0";"50";"0";"0";"0"
"787026";"787026";"87";"10";"3";"647";"101";"13";"106";"35";"10";"26";"186";"170";"64";"19";"7";"1";"5";"0";"3";"2";"9";"0";"0";"0";"2";"1";"1";"88";"2";"16";"0";"0";"0";"0";"0";"0";"0";"30";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1";"15";"0";"4";"0";"1";"0";"2";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"166";"4";"4";"2";"1";"9";"0";"0";"0";"0";"75";"1";"7";"0";"0";"0";"6";"0";"13";"2";"0";"0";"65";"0";"0";"1"
"787027";"787027";"87";"10";"3";"424";"60";"16";"46";"39";"5";"18";"127";"113";"36";"16";"6";"0";"1";"1";"0";"0";"14";"1";"0";"0";"1";"0";"0";"42";"0";"3";"0";"0";"0";"0";"0";"1";"0";"34";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"12";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"115";"1";"2";"1";"0";"7";"0";"1";"0";"0";"43";"0";"3";"0";"0";"1";"2";"1";"5";"1";"0";"0";"57";"0";"0";"0"
"791001";"791001";"75";"9";"3";"986";"160";"33";"90";"70";"14";"28";"330";"261";"117";"3";"11";"10";"9";"0";"9";"1";"27";"0";"3";"0";"3";"0";"0";"73";"0";"12";"2";"0";"1";"0";"1";"1";"0";"55";"1";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"1";"0";"1";"10";"1";"0";"0";"0";"0";"1";"2";"0";"16";"3";"0";"3";"0";"2";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299";"12";"7";"0";"3";"1";"0";"6";"0";"2";"65";"1";"6";"2";"0";"8";"6";"0";"21";"1";"0";"1";"149";"0";"0";"1"
"791002";"791002";"75";"9";"3";"1218";"216";"79";"105";"154";"23";"53";"233";"355";"171";"5";"19";"9";"4";"4";"2";"2";"61";"6";"1";"4";"6";"0";"1";"95";"3";"2";"1";"2";"0";"0";"0";"0";"2";"124";"4";"0";"3";"1";"2";"1";"1";"1";"0";"0";"0";"0";"15";"1";"0";"0";"1";"0";"0";"21";"0";"0";"0";"1";"1";"0";"0";"0";"37";"3";"3";"2";"2";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"219";"8";"0";"3";"2";"0";"1";"0";"0";"0";"86";"0";"4";"0";"1";"2";"10";"0";"15";"0";"0";"0";"235";"1";"0";"1"
"791003";"791003";"75";"9";"3";"1033";"152";"25";"89";"61";"16";"42";"373";"275";"109";"6";"12";"9";"8";"2";"1";"5";"14";"4";"2";"1";"2";"0";"2";"78";"1";"9";"0";"0";"0";"0";"0";"1";"0";"47";"0";"0";"1";"1";"1";"0";"0";"1";"1";"0";"2";"2";"3";"0";"0";"0";"1";"1";"0";"15";"0";"0";"0";"0";"0";"1";"0";"0";"24";"4";"0";"4";"3";"0";"0";"0";"0";"0";"1";"1";"3";"0";"2";"0";"0";"0";"0";"0";"338";"12";"8";"2";"4";"0";"2";"3";"1";"3";"96";"0";"4";"1";"0";"11";"11";"0";"17";"2";"0";"0";"131";"0";"1";"1"
"791004";"791004";"75";"9";"3";"1292";"204";"39";"122";"112";"20";"35";"313";"447";"145";"9";"19";"15";"11";"1";"2";"2";"33";"2";"0";"1";"2";"0";"1";"94";"6";"17";"0";"1";"0";"1";"0";"3";"0";"87";"1";"3";"2";"0";"2";"0";"0";"1";"0";"0";"1";"0";"10";"1";"0";"1";"1";"2";"0";"14";"2";"0";"2";"0";"0";"1";"0";"1";"26";"2";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"286";"15";"3";"1";"2";"1";"1";"2";"0";"2";"105";"0";"12";"3";"1";"2";"10";"0";"34";"0";"1";"2";"276";"0";"1";"0"
"791005";"791005";"75";"9";"3";"721";"103";"28";"60";"48";"6";"23";"226";"227";"75";"5";"6";"13";"2";"2";"0";"0";"26";"2";"0";"0";"0";"0";"0";"49";"3";"5";"0";"1";"0";"1";"0";"0";"1";"35";"0";"2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"5";"1";"0";"0";"0";"2";"0";"5";"0";"1";"0";"0";"0";"0";"0";"0";"15";"3";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"184";"23";"4";"0";"4";"2";"1";"5";"0";"3";"85";"0";"5";"1";"1";"4";"8";"0";"6";"1";"0";"0";"113";"2";"1";"0"
"791006";"791006";"75";"9";"3";"1022";"153";"45";"85";"67";"24";"44";"324";"280";"109";"7";"11";"17";"4";"4";"0";"1";"31";"10";"2";"1";"0";"1";"0";"77";"0";"4";"2";"1";"0";"0";"0";"1";"0";"51";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"3";"0";"6";"0";"0";"0";"1";"2";"0";"22";"0";"0";"1";"0";"0";"1";"0";"0";"28";"7";"0";"2";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"2";"268";"49";"1";"1";"0";"2";"0";"3";"0";"0";"104";"1";"3";"0";"1";"7";"17";"2";"13";"0";"0";"0";"131";"1";"0";"0"
"791007";"791007";"75";"9";"3";"757";"90";"36";"44";"41";"8";"24";"321";"193";"58";"3";"11";"15";"2";"1";"0";"0";"27";"9";"0";"0";"0";"0";"0";"35";"1";"6";"0";"1";"0";"0";"0";"0";"1";"30";"1";"1";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"1";"1";"5";"1";"0";"1";"0";"0";"0";"0";"1";"19";"2";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"149";"3";"2";"1";"1";"0";"2";"0";"1";"75";"1";"5";"0";"0";"2";"12";"0";"8";"3";"0";"0";"86";"1";"0";"0"
"791008";"791008";"75";"9";"3";"8377";"1643";"424";"664";"871";"151";"350";"2031";"2243";"1175";"49";"182";"83";"54";"49";"37";"14";"315";"27";"13";"24";"31";"3";"11";"549";"18";"47";"24";"4";"7";"4";"1";"8";"2";"658";"7";"10";"9";"10";"13";"4";"2";"4";"2";"2";"10";"1";"97";"4";"1";"10";"8";"12";"7";"132";"6";"2";"5";"0";"2";"3";"0";"1";"247";"23";"3";"23";"2";"4";"6";"3";"1";"5";"4";"4";"2";"2";"11";"1";"6";"2";"1";"0";"1882";"71";"21";"7";"9";"6";"5";"20";"4";"6";"495";"5";"14";"16";"3";"31";"33";"10";"120";"30";"6";"2";"1467";"6";"1";"4"
"791009";"791009";"76";"9";"3";"2314";"338";"110";"282";"189";"41";"59";"730";"565";"236";"9";"33";"32";"9";"9";"8";"2";"87";"10";"2";"3";"7";"0";"1";"229";"8";"34";"4";"0";"2";"3";"0";"2";"0";"157";"2";"4";"1";"4";"4";"2";"1";"1";"1";"1";"4";"0";"6";"1";"0";"0";"0";"0";"0";"33";"4";"0";"0";"0";"0";"2";"1";"1";"35";"3";"0";"7";"2";"0";"2";"0";"2";"0";"1";"2";"0";"3";"1";"0";"0";"1";"0";"0";"679";"21";"8";"4";"1";"6";"3";"5";"0";"3";"236";"3";"8";"5";"0";"21";"17";"2";"57";"1";"2";"0";"207";"3";"2";"1"
"791010";"791010";"76";"9";"3";"883";"155";"22";"89";"69";"13";"22";"310";"203";"109";"11";"18";"4";"6";"3";"1";"3";"18";"0";"1";"1";"1";"1";"0";"75";"0";"8";"2";"1";"1";"2";"0";"0";"0";"51";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"3";"1";"7";"0";"1";"2";"0";"0";"0";"10";"1";"1";"1";"0";"0";"0";"0";"0";"14";"3";"0";"2";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"289";"9";"4";"1";"2";"0";"1";"1";"0";"3";"87";"1";"0";"0";"2";"4";"2";"0";"19";"0";"0";"0";"82";"3";"3";"0"
"791011";"791011";"76";"9";"3";"741";"85";"27";"68";"61";"16";"32";"239";"213";"54";"8";"14";"5";"3";"1";"0";"0";"22";"2";"0";"2";"1";"0";"0";"62";"2";"1";"2";"0";"0";"1";"0";"0";"0";"51";"0";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"1";"0";"1";"0";"15";"0";"0";"1";"0";"0";"0";"0";"0";"21";"1";"1";"2";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"3";"0";"0";"0";"0";"0";"222";"7";"1";"0";"4";"3";"1";"1";"0";"0";"63";"1";"16";"2";"0";"5";"7";"0";"14";"1";"0";"0";"101";"1";"2";"0"
"791012";"791012";"76";"9";"3";"1374";"157";"38";"146";"68";"19";"29";"430";"487";"115";"8";"18";"7";"5";"0";"4";"0";"30";"1";"1";"3";"2";"0";"1";"124";"2";"16";"1";"0";"0";"0";"2";"1";"0";"54";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"6";"1";"0";"1";"2";"0";"0";"15";"0";"0";"4";"0";"0";"0";"0";"0";"17";"4";"1";"0";"0";"2";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"405";"2";"9";"0";"4";"3";"2";"3";"0";"2";"165";"0";"16";"4";"1";"7";"14";"2";"13";"2";"1";"1";"256";"3";"2";"0"
"791013";"791013";"76";"9";"3";"4351";"778";"267";"417";"427";"75";"129";"946";"1312";"545";"28";"85";"66";"23";"15";"13";"3";"218";"23";"6";"6";"7";"1";"6";"352";"11";"38";"4";"3";"1";"2";"0";"4";"2";"325";"2";"7";"7";"3";"3";"4";"1";"1";"1";"1";"2";"0";"57";"2";"0";"2";"5";"3";"1";"66";"3";"0";"3";"3";"0";"0";"0";"0";"87";"9";"5";"9";"2";"4";"3";"1";"2";"1";"2";"0";"0";"0";"3";"0";"1";"0";"0";"0";"864";"35";"14";"1";"11";"9";"3";"5";"2";"2";"287";"3";"10";"7";"0";"19";"19";"1";"107";"9";"1";"0";"844";"3";"0";"2"
