"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1984 - Stemmeberettigede";"EV1984 - Afgivne stemmer";"EV1984 - Blanke stemmer";"EV1984 - Andre ugyldige stemmer";"EV1984 - Gyldige stemmer";"EV1984 - A. Socialdemokratiet";"EV1984 - B. Det Radikale Venstre";"EV1984 - C. Det Konservative Folkeparti";"EV1984 - F. Socialistisk Folkeparti";"EV1984 - M. Centrum-Demokraterne";"EV1984 - N. Folkebevægelsen mod EF";"EV1984 - Q. Kristeligt Folkeparti";"EV1984 - V. Venstre, Danmarks Liberale Parti";"EV1984 - Y. Venstresocialisterne";"EV1984 - Z. Fremskridtspartiet"
"737002";"737002";"89";"15";"3";"3108";"1766";"12";"0";"1754";"316";"89";"378";"140";"134";"316";"34";"242";"25";"80"
"737003";"737003";"89";"15";"3";"697";"409";"2";"0";"407";"47";"22";"76";"30";"15";"88";"7";"99";"8";"15"
"737004";"737004";"89";"15";"3";"945";"524";"7";"0";"517";"94";"24";"94";"41";"28";"114";"3";"94";"8";"17"
"737005";"737005";"89";"15";"3";"1314";"670";"5";"0";"665";"100";"40";"124";"69";"35";"99";"7";"164";"6";"21"
"739001";"739001";"86";"15";"3";"1908";"994";"12";"1";"981";"165";"45";"207";"49";"88";"171";"53";"161";"7";"35"
"739002";"739002";"86";"15";"3";"1213";"642";"10";"1";"631";"125";"15";"96";"46";"50";"120";"22";"111";"3";"43"
"739003";"739003";"86";"15";"3";"599";"339";"3";"0";"336";"66";"21";"53";"18";"27";"67";"19";"52";"0";"13"
"739004";"739004";"86";"15";"3";"576";"354";"7";"1";"346";"43";"10";"82";"21";"33";"69";"5";"60";"5";"18"
"741001";"741001";"88";"15";"3";"844";"451";"3";"0";"448";"88";"25";"146";"16";"39";"52";"4";"67";"2";"9"
"741002";"741002";"88";"15";"3";"744";"340";"3";"0";"337";"78";"28";"69";"19";"22";"52";"7";"53";"3";"6"
"741003";"741003";"88";"15";"3";"516";"272";"5";"0";"267";"40";"16";"51";"14";"23";"33";"2";"81";"2";"5"
"741004";"741004";"88";"15";"3";"516";"297";"5";"2";"290";"37";"19";"49";"9";"28";"38";"4";"101";"3";"2"
"741005";"741005";"88";"15";"3";"586";"314";"1";"2";"311";"59";"24";"62";"13";"20";"41";"1";"81";"2";"8"
"741006";"741006";"88";"15";"3";"464";"259";"3";"0";"256";"30";"13";"77";"9";"14";"47";"1";"59";"2";"4"
"743001";"743001";"89";"15";"3";"6782";"3609";"36";"10";"3563";"798";"190";"814";"385";"141";"768";"115";"181";"64";"107"
"743002";"743002";"89";"15";"3";"1889";"1125";"11";"1";"1113";"352";"37";"193";"158";"51";"226";"22";"46";"9";"19"
"743003";"743003";"89";"15";"3";"4371";"2405";"18";"2";"2385";"583";"147";"523";"307";"166";"378";"42";"156";"21";"62"
"743004";"743004";"89";"15";"3";"5254";"2635";"27";"4";"2604";"677";"127";"564";"312";"150";"486";"48";"134";"27";"79"
"743005";"743005";"89";"15";"3";"1327";"751";"8";"0";"743";"126";"39";"244";"63";"49";"120";"18";"54";"5";"25"
"743006";"743006";"89";"15";"3";"2699";"1398";"9";"0";"1389";"235";"93";"443";"110";"98";"166";"30";"152";"9";"53"
"743007";"743007";"89";"15";"3";"310";"165";"1";"1";"163";"20";"11";"31";"6";"15";"14";"1";"59";"1";"5"
"743008";"743008";"89";"15";"3";"1272";"687";"4";"1";"682";"135";"39";"154";"54";"45";"89";"17";"99";"7";"43"
"743009";"743009";"89";"15";"3";"2590";"1158";"16";"3";"1139";"233";"56";"296";"138";"81";"151";"30";"104";"7";"43"
"743010";"743010";"89";"15";"3";"553";"317";"3";"1";"313";"57";"16";"68";"13";"22";"43";"7";"67";"1";"19"
"743011";"743011";"89";"15";"3";"201";"123";"3";"0";"120";"19";"5";"25";"2";"8";"4";"8";"46";"0";"3"
"743012";"743012";"89";"15";"3";"515";"283";"4";"0";"279";"37";"18";"51";"14";"11";"35";"8";"89";"8";"8"
"743013";"743013";"89";"15";"3";"727";"399";"2";"1";"396";"67";"24";"87";"31";"22";"61";"9";"71";"10";"14"
"743014";"743014";"89";"15";"3";"339";"228";"0";"0";"228";"35";"19";"61";"14";"7";"39";"12";"32";"6";"3"
"743015";"743015";"89";"15";"3";"1049";"571";"5";"2";"564";"129";"38";"145";"51";"34";"68";"17";"55";"6";"21"
"743016";"743016";"89";"15";"3";"2200";"1242";"6";"0";"1236";"222";"79";"439";"125";"56";"161";"23";"68";"6";"57"
"743017";"743017";"89";"15";"3";"315";"190";"3";"0";"187";"21";"7";"37";"7";"14";"15";"2";"79";"2";"3"
"743018";"743018";"89";"15";"3";"276";"180";"2";"0";"178";"13";"23";"24";"10";"16";"14";"1";"68";"1";"8"
"743019";"743019";"89";"15";"3";"517";"283";"5";"1";"277";"30";"22";"55";"23";"19";"25";"14";"76";"4";"9"
"743020";"743020";"89";"15";"3";"1714";"994";"7";"0";"987";"172";"50";"337";"76";"59";"99";"34";"104";"4";"52"
"745001";"745001";"88";"15";"3";"5692";"2742";"24";"6";"2712";"592";"73";"559";"306";"155";"638";"24";"251";"29";"85"
"745002";"745002";"88";"15";"3";"2329";"1280";"24";"2";"1254";"222";"49";"315";"116";"112";"231";"11";"164";"3";"31"
"745003";"745003";"88";"15";"3";"1386";"807";"11";"2";"794";"106";"28";"159";"58";"63";"145";"9";"185";"13";"28"
"745004";"745004";"88";"15";"3";"559";"312";"4";"0";"308";"39";"16";"61";"22";"25";"44";"1";"75";"11";"14"
"745005";"745005";"88";"15";"3";"993";"559";"2";"0";"557";"63";"15";"106";"33";"56";"92";"8";"156";"5";"23"
"745006";"745006";"88";"15";"3";"2739";"1489";"14";"8";"1467";"253";"54";"407";"117";"99";"281";"32";"171";"6";"47"
"747001";"747001";"84";"15";"3";"173";"93";"4";"0";"89";"11";"1";"10";"10";"6";"10";"3";"36";"0";"2"
"747002";"747002";"84";"15";"3";"378";"228";"1";"2";"225";"31";"4";"37";"8";"15";"31";"4";"82";"1";"12"
"747003";"747003";"84";"15";"3";"1681";"878";"5";"1";"872";"150";"29";"260";"41";"89";"102";"13";"162";"3";"23"
"747004";"747004";"84";"15";"3";"385";"194";"0";"1";"193";"34";"8";"38";"9";"12";"18";"3";"50";"1";"20"
"747005";"747005";"84";"15";"3";"1819";"901";"10";"0";"891";"253";"35";"183";"63";"66";"91";"17";"136";"3";"44"
"747006";"747006";"84";"15";"3";"542";"341";"1";"1";"339";"46";"7";"66";"18";"20";"28";"1";"140";"3";"10"
"747007";"747007";"84";"15";"3";"784";"351";"2";"1";"348";"60";"10";"42";"31";"20";"72";"6";"87";"5";"15"
"749001";"749001";"89";"15";"3";"1999";"1006";"6";"0";"1000";"237";"41";"206";"68";"54";"121";"26";"203";"8";"36"
"749002";"749002";"89";"15";"3";"540";"296";"5";"0";"291";"35";"11";"63";"16";"28";"30";"6";"80";"1";"21"
"749003";"749003";"89";"15";"3";"1530";"837";"3";"0";"834";"132";"45";"213";"51";"52";"132";"22";"140";"7";"40"
"749004";"749004";"89";"15";"3";"236";"113";"1";"0";"112";"27";"1";"30";"2";"7";"9";"6";"24";"1";"5"
"751001";"751001";"82";"15";"3";"10569";"6334";"46";"13";"6275";"1026";"155";"1387";"854";"324";"1765";"99";"259";"255";"151"
"751002";"751002";"82";"15";"3";"8608";"4791";"31";"6";"4754";"1129";"112";"903";"604";"200";"1363";"77";"170";"79";"117"
"751003";"751003";"82";"15";"3";"5032";"2837";"17";"7";"2813";"544";"74";"592";"394";"214";"711";"43";"150";"44";"47"
"751004";"751004";"82";"15";"3";"6939";"4321";"29";"9";"4283";"538";"120";"1316";"434";"340";"925";"95";"328";"67";"120"
"751006";"751006";"82";"15";"3";"4715";"2459";"30";"6";"2423";"573";"79";"477";"328";"154";"536";"33";"159";"16";"68"
"751007";"751007";"83";"15";"3";"5666";"3436";"21";"4";"3411";"566";"109";"861";"393";"218";"885";"55";"186";"53";"85"
"751009";"751009";"82";"15";"3";"2504";"1483";"15";"3";"1465";"159";"47";"376";"166";"119";"375";"18";"134";"37";"34"
"751011";"751011";"82";"15";"3";"1960";"1186";"10";"1";"1175";"207";"43";"244";"126";"96";"242";"14";"157";"14";"32"
"751012";"751012";"82";"15";"3";"2133";"1250";"11";"1";"1238";"184";"61";"238";"131";"90";"321";"18";"152";"15";"28"
"751013";"751013";"82";"15";"3";"2325";"1351";"6";"2";"1343";"202";"45";"321";"103";"107";"235";"14";"267";"9";"40"
"751016";"751016";"83";"15";"3";"371";"250";"4";"1";"245";"31";"8";"35";"20";"21";"63";"2";"36";"15";"14"
"751018";"751018";"83";"15";"3";"2552";"1295";"9";"2";"1284";"214";"39";"236";"164";"106";"303";"18";"144";"12";"48"
"751019";"751019";"83";"15";"3";"1418";"819";"5";"3";"811";"116";"40";"218";"58";"46";"189";"13";"85";"18";"28"
"751021";"751021";"80";"15";"3";"9009";"4793";"35";"9";"4749";"586";"92";"706";"881";"202";"1660";"49";"157";"293";"123"
"751022";"751022";"83";"15";"3";"3074";"1929";"13";"2";"1914";"304";"51";"371";"262";"134";"501";"47";"118";"66";"60"
"751023";"751023";"83";"15";"3";"4613";"2734";"22";"1";"2711";"466";"72";"546";"336";"185";"787";"42";"149";"45";"83"
"751025";"751025";"83";"15";"3";"6467";"3426";"31";"7";"3388";"627";"83";"385";"617";"121";"1215";"47";"113";"103";"77"
"751026";"751026";"83";"15";"3";"4241";"2179";"21";"3";"2155";"272";"67";"383";"381";"119";"635";"20";"137";"91";"50"
"751030";"751030";"83";"15";"3";"2374";"1427";"12";"2";"1413";"276";"28";"347";"111";"129";"235";"20";"209";"19";"39"
"751031";"751031";"83";"15";"3";"483";"315";"3";"0";"312";"86";"6";"36";"18";"10";"54";"8";"71";"7";"16"
"751033";"751033";"83";"15";"3";"996";"534";"11";"0";"523";"92";"31";"114";"43";"43";"101";"9";"70";"0";"20"
"751034";"751034";"83";"15";"3";"512";"293";"1";"0";"292";"54";"10";"49";"26";"20";"61";"2";"48";"8";"14"
"751041";"751041";"80";"15";"3";"11104";"6302";"38";"16";"6248";"845";"153";"604";"1315";"143";"2382";"50";"168";"478";"110"
"751042";"751042";"81";"15";"3";"16548";"9466";"63";"37";"9366";"1918";"202";"1122";"1619";"315";"3253";"185";"267";"306";"179"
"751043";"751043";"81";"15";"3";"8177";"4510";"37";"7";"4466";"1049";"114";"569";"772";"140";"1423";"63";"161";"109";"66"
"751044";"751044";"81";"15";"3";"933";"483";"3";"0";"480";"82";"9";"86";"57";"18";"121";"2";"62";"27";"16"
"751045";"751045";"80";"15";"3";"7392";"4501";"29";"10";"4462";"504";"146";"1351";"435";"353";"1056";"74";"336";"96";"111"
"751047";"751047";"81";"15";"3";"4890";"2528";"19";"0";"2509";"430";"80";"588";"287";"178";"560";"50";"218";"34";"84"
"751048";"751048";"80";"15";"3";"1348";"771";"9";"1";"761";"151";"22";"102";"80";"52";"196";"6";"110";"21";"21"
"751049";"751049";"80";"15";"3";"3408";"1983";"13";"4";"1966";"239";"61";"558";"190";"164";"450";"29";"186";"20";"69"
"751050";"751050";"80";"15";"3";"2147";"1148";"6";"5";"1137";"114";"34";"364";"116";"92";"245";"10";"101";"12";"49"
"751051";"751051";"80";"15";"3";"3498";"1853";"6";"0";"1847";"268";"61";"538";"162";"166";"340";"18";"220";"13";"61"
"751053";"751053";"81";"15";"3";"1876";"944";"8";"0";"936";"225";"17";"123";"100";"60";"232";"10";"124";"10";"35"
"751055";"751055";"81";"15";"3";"559";"345";"3";"0";"342";"53";"11";"83";"25";"23";"57";"7";"63";"5";"15"
"751056";"751056";"81";"15";"3";"1235";"718";"5";"0";"713";"111";"21";"109";"52";"53";"117";"2";"210";"11";"27"
"751061";"751061";"80";"15";"3";"7413";"4289";"35";"7";"4247";"608";"134";"824";"657";"230";"1264";"49";"262";"137";"82"
"751062";"751062";"83";"15";"3";"3069";"1595";"12";"5";"1578";"368";"33";"250";"259";"66";"449";"26";"54";"36";"37"
"751063";"751063";"81";"15";"3";"9099";"4950";"31";"11";"4908";"1028";"112";"558";"826";"184";"1718";"73";"181";"124";"104"
"751064";"751064";"83";"15";"3";"5066";"2937";"26";"6";"2905";"623";"79";"416";"457";"127";"888";"24";"104";"96";"91"
"751101";"751101";"83";"15";"3";"7671";"4121";"34";"10";"4077";"885";"106";"819";"513";"198";"1119";"82";"167";"61";"127"
"751102";"751102";"82";"15";"3";"416";"221";"1";"0";"220";"21";"11";"36";"21";"18";"59";"2";"47";"1";"4"
"751103";"751103";"83";"15";"3";"4708";"2908";"35";"2";"2871";"435";"106";"699";"309";"204";"726";"45";"223";"34";"90"
"751104";"751104";"82";"15";"3";"514";"296";"3";"0";"293";"38";"10";"54";"15";"17";"66";"0";"81";"2";"10"
"751105";"751105";"83";"15";"3";"3411";"1727";"10";"1";"1716";"366";"49";"305";"238";"80";"458";"23";"133";"28";"36"
"761001";"761001";"94";"16";"3";"3674";"1667";"16";"2";"1649";"274";"59";"394";"82";"155";"195";"108";"318";"12";"52"
"761002";"761002";"94";"16";"3";"1465";"580";"8";"0";"572";"170";"20";"110";"31";"32";"73";"28";"77";"3";"28"
"761003";"761003";"94";"16";"3";"242";"130";"0";"1";"129";"16";"10";"21";"7";"7";"10";"7";"45";"1";"5"
"761004";"761004";"94";"16";"3";"261";"148";"2";"0";"146";"17";"5";"27";"5";"6";"16";"7";"59";"0";"4"
"761005";"761005";"94";"16";"3";"421";"262";"0";"2";"260";"22";"13";"40";"4";"30";"16";"27";"89";"2";"17"
"761006";"761006";"94";"16";"3";"746";"425";"3";"0";"422";"55";"20";"86";"17";"37";"46";"28";"117";"2";"14"
"761007";"761007";"94";"16";"3";"606";"239";"4";"1";"234";"33";"9";"38";"8";"17";"33";"12";"69";"1";"14"
"761008";"761008";"94";"16";"3";"425";"202";"0";"1";"201";"25";"11";"43";"9";"15";"29";"5";"59";"1";"4"
"761009";"761009";"94";"16";"3";"1331";"722";"6";"2";"714";"136";"26";"147";"42";"76";"93";"23";"132";"2";"37"
"761010";"761010";"94";"16";"3";"428";"255";"2";"0";"253";"22";"4";"37";"10";"19";"16";"45";"89";"1";"10"
"763001";"763001";"92";"16";"3";"2123";"1075";"12";"2";"1061";"190";"82";"174";"78";"53";"84";"36";"306";"3";"55"
"763002";"763002";"92";"16";"3";"1823";"924";"6";"0";"918";"117";"78";"148";"35";"60";"78";"21";"333";"0";"48"
"763003";"763003";"92";"16";"3";"1830";"911";"8";"3";"900";"143";"66";"153";"71";"64";"98";"16";"249";"4";"36"
"765001";"765001";"90";"16";"3";"1662";"666";"11";"0";"655";"105";"14";"67";"25";"14";"71";"16";"310";"1";"32"
"765002";"765002";"90";"16";"3";"738";"310";"0";"0";"310";"43";"3";"32";"14";"16";"29";"14";"139";"0";"20"
"765003";"765003";"90";"16";"3";"114";"68";"0";"0";"68";"6";"0";"8";"3";"2";"1";"7";"41";"0";"0"
"765004";"765004";"90";"16";"3";"525";"220";"2";"0";"218";"22";"8";"25";"20";"8";"48";"17";"65";"0";"5"
"765006";"765006";"90";"16";"3";"281";"153";"1";"0";"152";"23";"5";"16";"6";"10";"34";"8";"47";"0";"3"
"765105";"765105";"90";"16";"3";"822";"411";"2";"1";"408";"67";"10";"58";"21";"12";"55";"22";"149";"2";"12"
"767101";"767101";"94";"16";"3";"430";"217";"8";"0";"209";"25";"13";"42";"10";"19";"19";"12";"57";"0";"12"
"767102";"767102";"94";"16";"3";"299";"191";"4";"0";"187";"22";"12";"34";"4";"20";"22";"5";"65";"1";"2"
"767103";"767103";"94";"16";"3";"301";"154";"3";"1";"150";"27";"11";"25";"9";"7";"11";"2";"44";"0";"14"
"767104";"767104";"94";"16";"3";"294";"143";"1";"2";"140";"20";"6";"37";"8";"3";"12";"2";"45";"0";"7"
"767105";"767105";"94";"16";"3";"162";"83";"0";"0";"83";"13";"1";"16";"2";"12";"5";"3";"25";"2";"4"
"767106";"767106";"94";"16";"3";"1052";"493";"8";"1";"484";"102";"24";"90";"28";"34";"57";"20";"90";"3";"36"
"767107";"767107";"94";"16";"3";"1300";"714";"13";"1";"700";"217";"31";"153";"29";"75";"70";"19";"71";"4";"31"
"767108";"767108";"94";"16";"3";"324";"185";"0";"0";"185";"17";"7";"32";"5";"13";"16";"15";"69";"0";"11"
"767109";"767109";"94";"16";"3";"435";"234";"2";"0";"232";"28";"10";"39";"14";"22";"18";"11";"77";"2";"11"
"767110";"767110";"94";"16";"3";"157";"85";"3";"1";"81";"10";"3";"20";"7";"2";"7";"0";"28";"0";"4"
"769001";"769001";"94";"16";"3";"468";"241";"3";"0";"238";"56";"9";"37";"14";"8";"32";"16";"58";"3";"5"
"769002";"769002";"94";"16";"3";"1831";"893";"10";"0";"883";"150";"37";"168";"48";"67";"86";"54";"225";"4";"44"
"769003";"769003";"94";"16";"3";"1789";"914";"14";"0";"900";"197";"25";"209";"41";"91";"100";"34";"156";"2";"45"
"769004";"769004";"94";"16";"3";"826";"464";"7";"0";"457";"94";"6";"142";"21";"40";"53";"19";"67";"0";"15"
"771001";"771001";"94";"16";"3";"1703";"894";"5";"0";"889";"117";"44";"178";"47";"57";"73";"90";"233";"2";"48"
"771002";"771002";"94";"16";"3";"503";"296";"4";"2";"290";"28";"8";"58";"6";"37";"30";"33";"72";"2";"16"
"771003";"771003";"94";"16";"3";"3056";"1593";"27";"2";"1564";"320";"81";"378";"69";"152";"161";"82";"255";"1";"65"
"771004";"771004";"94";"16";"3";"483";"293";"5";"0";"288";"29";"11";"44";"9";"21";"28";"19";"108";"4";"15"
"771005";"771005";"94";"16";"3";"866";"413";"3";"1";"409";"72";"18";"49";"24";"28";"33";"21";"143";"3";"18"
"771006";"771006";"94";"16";"3";"1722";"919";"8";"0";"911";"114";"40";"157";"45";"92";"90";"56";"272";"2";"43"
"771007";"771007";"94";"16";"3";"1080";"620";"2";"0";"618";"65";"24";"92";"14";"55";"62";"79";"195";"4";"28"
"771008";"771008";"94";"16";"3";"546";"298";"4";"0";"294";"40";"12";"50";"11";"18";"22";"22";"106";"0";"13"
"773001";"773001";"91";"16";"3";"956";"535";"3";"3";"529";"99";"17";"42";"28";"29";"67";"39";"148";"1";"59"
"773002";"773002";"91";"16";"3";"704";"320";"2";"0";"318";"33";"12";"33";"15";"16";"55";"5";"108";"1";"40"
"773003";"773003";"91";"16";"3";"327";"181";"2";"0";"179";"15";"4";"16";"3";"8";"21";"4";"94";"1";"13"
"773004";"773004";"91";"16";"3";"495";"219";"0";"0";"219";"28";"4";"18";"18";"14";"49";"5";"73";"0";"10"
"773005";"773005";"91";"16";"3";"435";"204";"3";"0";"201";"20";"5";"10";"13";"14";"35";"4";"91";"0";"9"
"773006";"773006";"91";"16";"3";"393";"237";"4";"0";"233";"16";"5";"39";"9";"10";"42";"7";"94";"1";"10"
"773007";"773007";"91";"16";"3";"740";"401";"8";"2";"391";"36";"10";"38";"14";"19";"36";"3";"214";"0";"21"
"773008";"773008";"91";"16";"3";"563";"256";"0";"0";"256";"24";"6";"33";"14";"19";"24";"3";"112";"0";"21"
"773009";"773009";"91";"16";"3";"760";"419";"0";"1";"418";"36";"18";"37";"23";"29";"46";"9";"199";"3";"18"
"773010";"773010";"91";"16";"3";"568";"310";"5";"0";"305";"36";"4";"39";"3";"26";"38";"15";"135";"0";"9"
"773011";"773011";"91";"16";"3";"647";"359";"3";"1";"355";"56";"10";"17";"15";"12";"26";"10";"185";"3";"21"
"773012";"773012";"91";"16";"3";"734";"443";"8";"0";"435";"53";"11";"47";"12";"29";"38";"25";"195";"2";"23"
"773013";"773013";"91";"16";"3";"729";"379";"7";"1";"371";"41";"10";"33";"14";"28";"37";"24";"156";"1";"27"
"773014";"773014";"91";"16";"3";"912";"533";"4";"1";"528";"56";"9";"56";"25";"42";"58";"13";"227";"5";"37"
"773015";"773015";"91";"16";"3";"622";"357";"2";"0";"355";"39";"12";"46";"11";"20";"26";"26";"131";"0";"44"
"773016";"773016";"91";"16";"3";"603";"326";"1";"0";"325";"27";"7";"31";"13";"21";"31";"23";"141";"0";"31"
"773017";"773017";"91";"16";"3";"791";"411";"0";"0";"411";"69";"15";"34";"9";"27";"29";"33";"164";"2";"29"
"773018";"773018";"91";"16";"3";"7260";"3523";"29";"10";"3484";"944";"83";"556";"246";"211";"504";"139";"604";"11";"186"
"775001";"775001";"93";"16";"3";"607";"265";"2";"0";"263";"37";"10";"38";"14";"21";"17";"9";"105";"2";"10"
"775002";"775002";"93";"16";"3";"739";"382";"1";"0";"381";"47";"6";"82";"4";"34";"24";"21";"143";"1";"19"
"775003";"775003";"93";"16";"3";"526";"323";"3";"1";"319";"40";"9";"35";"14";"16";"30";"10";"153";"2";"10"
"775004";"775004";"93";"16";"3";"1486";"744";"4";"2";"738";"99";"15";"154";"14";"43";"63";"52";"265";"2";"31"
"775005";"775005";"93";"16";"3";"1367";"699";"12";"1";"686";"109";"14";"138";"48";"44";"89";"14";"212";"6";"12"
"775006";"775006";"93";"16";"3";"699";"375";"1";"0";"374";"37";"18";"78";"5";"31";"31";"23";"135";"2";"14"
"777001";"777001";"92";"16";"3";"1337";"599";"7";"0";"592";"126";"51";"82";"50";"32";"86";"23";"106";"1";"35"
"777002";"777002";"92";"16";"3";"1381";"664";"1";"1";"662";"89";"40";"113";"22";"56";"53";"61";"198";"2";"28"
"777003";"777003";"92";"16";"3";"1280";"544";"4";"0";"540";"92";"43";"86";"18";"42";"51";"11";"165";"0";"32"
"777004";"777004";"92";"16";"3";"624";"313";"0";"1";"312";"37";"12";"44";"21";"17";"18";"0";"135";"0";"28"
"779005";"779005";"92";"16";"3";"1044";"562";"4";"0";"558";"51";"51";"84";"5";"46";"50";"6";"243";"3";"19"
"779006";"779006";"92";"16";"3";"673";"382";"2";"0";"380";"67";"37";"65";"10";"25";"45";"32";"77";"2";"20"
"779007";"779007";"92";"16";"3";"764";"396";"8";"1";"387";"69";"47";"65";"14";"27";"36";"8";"108";"1";"12"
"779111";"779111";"92";"16";"3";"14944";"7114";"68";"13";"7033";"1685";"358";"1415";"636";"525";"1222";"220";"742";"37";"193"
"779114";"779114";"92";"16";"3";"2754";"1305";"19";"0";"1286";"293";"81";"288";"64";"78";"111";"20";"299";"6";"46"
"781001";"781001";"92";"16";"3";"958";"496";"3";"0";"493";"108";"62";"70";"21";"38";"51";"5";"121";"2";"15"
"781002";"781002";"92";"16";"3";"440";"226";"4";"0";"222";"20";"19";"20";"11";"8";"25";"5";"97";"0";"17"
"781004";"781004";"92";"16";"3";"682";"369";"7";"0";"362";"76";"23";"34";"17";"23";"62";"3";"113";"1";"10"
"781005";"781005";"92";"16";"3";"301";"175";"5";"1";"169";"20";"17";"19";"13";"9";"11";"2";"76";"0";"2"
"781006";"781006";"92";"16";"3";"824";"441";"5";"5";"431";"90";"64";"51";"11";"20";"57";"10";"107";"0";"21"
"781008";"781008";"92";"16";"3";"615";"340";"4";"0";"336";"67";"41";"38";"18";"11";"43";"12";"95";"0";"11"
"781009";"781009";"92";"16";"3";"721";"374";"5";"1";"368";"63";"26";"67";"19";"25";"35";"6";"115";"0";"12"
"781010";"781010";"92";"16";"3";"1130";"555";"5";"2";"548";"129";"66";"80";"26";"20";"35";"29";"151";"2";"10"
"783001";"783001";"92";"16";"3";"859";"442";"2";"0";"440";"36";"18";"78";"12";"37";"57";"61";"122";"0";"19"
"783002";"783002";"92";"16";"3";"887";"450";"4";"1";"445";"51";"43";"50";"30";"23";"65";"36";"125";"5";"17"
"783003";"783003";"92";"16";"3";"648";"320";"2";"0";"318";"49";"42";"23";"24";"13";"30";"10";"116";"1";"10"
"783004";"783004";"92";"16";"3";"355";"232";"3";"2";"227";"25";"30";"31";"3";"25";"27";"5";"74";"0";"7"
"783005";"783005";"92";"16";"3";"1177";"626";"7";"3";"616";"104";"59";"86";"35";"38";"50";"18";"203";"1";"22"
"783006";"783006";"92";"16";"3";"1361";"647";"12";"2";"633";"130";"57";"106";"50";"41";"70";"14";"144";"1";"20"
"785001";"785001";"90";"16";"3";"2020";"1125";"6";"1";"1118";"149";"15";"179";"30";"54";"109";"106";"410";"7";"59"
"785002";"785002";"90";"16";"3";"2704";"1349";"4";"1";"1344";"184";"24";"301";"41";"92";"126";"116";"416";"3";"41"
"785003";"785003";"90";"16";"3";"1579";"754";"5";"0";"749";"80";"21";"113";"30";"48";"97";"66";"255";"5";"34"
"785004";"785004";"90";"16";"3";"1745";"905";"3";"1";"901";"135";"4";"134";"18";"56";"57";"146";"319";"3";"29"
"785005";"785005";"90";"16";"3";"1248";"686";"5";"1";"680";"56";"4";"126";"31";"49";"73";"67";"229";"4";"41"
"787001";"787001";"90";"16";"3";"6825";"3208";"15";"3";"3190";"674";"98";"542";"204";"141";"574";"130";"715";"19";"93"
"787002";"787002";"90";"16";"3";"1007";"492";"2";"0";"490";"90";"8";"66";"13";"33";"55";"63";"140";"3";"19"
"787003";"787003";"90";"16";"3";"883";"514";"3";"0";"511";"47";"8";"61";"22";"20";"58";"41";"241";"2";"11"
"787004";"787004";"90";"16";"3";"930";"433";"3";"0";"430";"42";"13";"62";"21";"11";"62";"41";"158";"6";"14"
"787005";"787005";"90";"16";"3";"607";"210";"1";"0";"209";"38";"2";"14";"11";"8";"18";"6";"101";"2";"9"
"787006";"787006";"90";"16";"3";"1283";"698";"2";"1";"695";"79";"18";"95";"12";"25";"61";"81";"281";"2";"41"
"787007";"787007";"90";"16";"3";"867";"499";"1";"0";"498";"45";"18";"97";"22";"15";"73";"19";"197";"1";"11"
"787008";"787008";"90";"16";"3";"1134";"538";"5";"0";"533";"51";"32";"59";"19";"23";"88";"16";"216";"4";"25"
"787009";"787009";"90";"16";"3";"578";"308";"2";"0";"306";"14";"8";"45";"10";"18";"28";"47";"117";"3";"16"
"787010";"787010";"90";"16";"3";"1835";"862";"4";"0";"858";"119";"41";"125";"28";"41";"106";"64";"291";"3";"40"
"787011";"787011";"90";"16";"3";"374";"211";"3";"0";"208";"7";"1";"27";"9";"13";"17";"31";"93";"0";"10"
"787012";"787012";"90";"16";"3";"2996";"1537";"7";"1";"1529";"229";"42";"285";"85";"85";"248";"73";"427";"4";"51"
"787013";"787013";"90";"16";"3";"361";"197";"1";"0";"196";"11";"6";"26";"10";"10";"27";"26";"60";"4";"16"
"787014";"787014";"90";"16";"3";"529";"320";"1";"0";"319";"24";"8";"34";"8";"19";"27";"23";"168";"1";"7"
"787015";"787015";"90";"16";"3";"1091";"544";"1";"1";"542";"73";"13";"39";"28";"19";"90";"16";"239";"3";"22"
"787016";"787016";"90";"16";"3";"953";"452";"2";"1";"449";"56";"4";"57";"14";"19";"85";"9";"181";"2";"22"
"789001";"789001";"93";"16";"3";"663";"377";"4";"1";"372";"81";"19";"66";"19";"39";"24";"15";"90";"3";"16"
"789002";"789002";"93";"16";"3";"349";"198";"8";"1";"189";"32";"9";"24";"4";"13";"15";"13";"73";"1";"5"
"789003";"789003";"93";"16";"3";"392";"231";"1";"1";"229";"50";"9";"25";"5";"15";"33";"2";"77";"2";"11"
"789004";"789004";"93";"16";"3";"696";"384";"1";"2";"381";"49";"9";"60";"9";"29";"31";"15";"162";"1";"16"
"789005";"789005";"93";"16";"3";"677";"401";"1";"0";"400";"47";"12";"69";"22";"22";"44";"37";"133";"4";"10"
"789006";"789006";"93";"16";"3";"391";"223";"4";"1";"218";"38";"22";"52";"7";"11";"16";"7";"61";"0";"4"
"789007";"789007";"93";"16";"3";"613";"345";"4";"1";"340";"66";"6";"50";"10";"20";"21";"16";"137";"3";"11"
"789008";"789008";"93";"16";"3";"687";"364";"1";"1";"362";"49";"18";"63";"10";"29";"30";"32";"115";"2";"14"
"789009";"789009";"93";"16";"3";"399";"238";"3";"1";"234";"22";"19";"51";"9";"14";"18";"4";"83";"2";"12"
