"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2009 - Stemmeberettigede";"EV2009 - Afgivne stemmer";"EV2009 - Blanke stemmer";"EV2009 - Andre ugyldige stemmer";"EV2009 - Gyldige stemmer";"EV2009 - A. Socialdemokratiet";"EV2009 - B. Det Radikale Venstre";"EV2009 - C. Det Konservative Folkeparti";"EV2009 - F. SF - Socialistisk Folkeparti";"EV2009 - I. Liberal Alliance";"EV2009 - J. JuniBevægelsen";"EV2009 - N. Folkebevægelsen mod EU";"EV2009 - O. Dansk Folkeparti";"EV2009 - V. Venstre, Danmarks Liberale Parti"
"479003";"479003";"47";"6";"2";"5283";"3016";"77";"13";"2926";"882";"120";"323";"509";"9";"93";"279";"399";"312"
"479004";"479004";"47";"6";"2";"813";"534";"16";"0";"518";"108";"25";"66";"72";"0";"15";"48";"73";"111"
"479005";"479005";"47";"6";"2";"3148";"2172";"63";"5";"2104";"410";"101";"346";"282";"14";"63";"115";"285";"488"
"479006";"479006";"47";"6";"2";"61";"56";"2";"0";"54";"6";"5";"5";"5";"1";"4";"8";"2";"18"
"479007";"479007";"47";"6";"2";"1947";"1473";"35";"4";"1434";"285";"55";"230";"258";"10";"53";"85";"177";"281"
"479008";"479008";"47";"6";"2";"832";"538";"20";"0";"518";"105";"17";"65";"65";"0";"14";"45";"87";"120"
"479009";"479009";"47";"6";"2";"1969";"1257";"48";"0";"1209";"264";"69";"142";"237";"7";"26";"62";"161";"241"
"479010";"479010";"47";"6";"2";"2809";"1992";"58";"6";"1928";"415";"77";"329";"303";"8";"56";"99";"254";"387"
"479011";"479011";"47";"6";"2";"2230";"1356";"50";"0";"1306";"387";"20";"176";"179";"3";"30";"86";"215";"210"
"479014";"479014";"47";"6";"2";"1040";"674";"19";"3";"652";"156";"15";"94";"110";"4";"15";"44";"93";"121"
"479016";"479016";"47";"6";"2";"1540";"1087";"34";"0";"1053";"197";"38";"107";"265";"6";"45";"121";"105";"169"
"479017";"479017";"47";"6";"2";"1994";"1207";"41";"3";"1163";"303";"30";"174";"154";"4";"29";"86";"161";"222"
"479019";"479019";"47";"6";"2";"2196";"1438";"50";"3";"1385";"267";"52";"179";"290";"9";"51";"118";"153";"266"
"479021";"479021";"47";"6";"2";"984";"638";"27";"3";"608";"122";"13";"101";"81";"5";"16";"35";"82";"153"
"479023";"479023";"47";"6";"2";"1240";"776";"29";"0";"747";"188";"33";"105";"105";"2";"14";"35";"106";"159"
"479025";"479025";"47";"6";"2";"1166";"734";"31";"0";"703";"157";"20";"101";"122";"1";"14";"50";"102";"136"
"479027";"479027";"47";"6";"2";"1441";"994";"26";"3";"965";"198";"34";"135";"190";"4";"31";"76";"103";"194"
"480001";"480001";"45";"6";"2";"2993";"1868";"52";"2";"1814";"612";"35";"340";"167";"5";"35";"87";"273";"260"
"480002";"480002";"45";"6";"2";"806";"462";"17";"0";"445";"110";"8";"82";"41";"1";"14";"26";"63";"100"
"480003";"480003";"45";"6";"2";"1283";"737";"19";"2";"716";"181";"17";"140";"80";"2";"11";"33";"113";"139"
"480004";"480004";"45";"6";"2";"986";"628";"16";"0";"612";"161";"8";"116";"43";"0";"10";"29";"103";"142"
"480005";"480005";"45";"6";"2";"1568";"967";"17";"2";"948";"255";"22";"186";"75";"6";"17";"64";"143";"180"
"480006";"480006";"45";"6";"2";"3840";"2349";"61";"6";"2282";"716";"37";"505";"197";"8";"38";"74";"327";"380"
"480007";"480007";"45";"6";"2";"1027";"631";"15";"2";"614";"138";"5";"140";"57";"1";"9";"25";"86";"153"
"480008";"480008";"45";"6";"2";"967";"624";"24";"1";"599";"152";"20";"109";"80";"1";"9";"43";"85";"100"
"480009";"480009";"45";"6";"2";"1123";"723";"24";"1";"698";"246";"9";"103";"71";"1";"18";"30";"103";"117"
"480010";"480010";"45";"6";"2";"1039";"614";"20";"0";"594";"153";"12";"119";"61";"4";"8";"27";"98";"112"
"480011";"480011";"45";"6";"2";"1969";"1372";"35";"1";"1336";"461";"25";"256";"99";"6";"33";"54";"158";"244"
"480012";"480012";"45";"6";"2";"1245";"807";"21";"0";"786";"239";"18";"155";"69";"2";"13";"35";"114";"141"
"480013";"480013";"45";"6";"2";"3217";"1964";"46";"3";"1915";"653";"29";"400";"163";"9";"17";"78";"247";"319"
"482001";"482001";"47";"6";"2";"879";"430";"14";"2";"414";"59";"10";"74";"45";"1";"9";"31";"97";"88"
"482002";"482002";"47";"6";"2";"1439";"841";"32";"3";"806";"144";"31";"134";"71";"3";"20";"60";"133";"210"
"482003";"482003";"47";"6";"2";"805";"416";"9";"1";"406";"63";"9";"76";"40";"1";"12";"27";"67";"111"
"482004";"482004";"47";"6";"2";"906";"506";"11";"0";"495";"123";"9";"69";"57";"0";"9";"37";"90";"101"
"482005";"482005";"47";"6";"2";"3935";"2171";"76";"12";"2083";"531";"53";"284";"360";"12";"66";"162";"315";"300"
"482006";"482006";"47";"6";"2";"151";"121";"3";"1";"117";"23";"4";"3";"36";"1";"2";"19";"10";"19"
"482007";"482007";"47";"6";"2";"1154";"650";"18";"2";"630";"116";"13";"106";"62";"3";"12";"53";"96";"169"
"482008";"482008";"47";"6";"2";"594";"361";"9";"0";"352";"60";"4";"55";"66";"0";"14";"36";"49";"68"
"482009";"482009";"47";"6";"2";"524";"313";"13";"0";"300";"59";"12";"33";"50";"1";"9";"25";"50";"61"
"482010";"482010";"47";"6";"2";"534";"311";"12";"0";"299";"54";"9";"46";"46";"0";"7";"21";"70";"46"
"492001";"492001";"48";"6";"2";"1944";"1121";"30";"4";"1087";"226";"20";"309";"104";"10";"27";"86";"180";"125"
"492002";"492002";"48";"6";"2";"557";"363";"11";"2";"350";"72";"4";"98";"51";"0";"10";"28";"42";"45"
"492003";"492003";"48";"6";"2";"426";"245";"8";"1";"236";"33";"12";"44";"38";"1";"4";"14";"35";"55"
"492004";"492004";"48";"6";"2";"694";"394";"9";"0";"385";"60";"10";"73";"30";"3";"7";"19";"51";"132"
"492005";"492005";"48";"6";"2";"291";"193";"9";"0";"184";"26";"3";"40";"20";"2";"3";"10";"24";"56"
"492006";"492006";"48";"6";"2";"864";"549";"21";"1";"527";"135";"13";"90";"79";"3";"19";"38";"57";"93"
"492007";"492007";"48";"6";"2";"612";"328";"7";"0";"321";"50";"3";"78";"42";"0";"9";"30";"48";"61"
"510001";"510001";"61";"7";"2";"2253";"1325";"51";"2";"1272";"239";"30";"189";"145";"4";"29";"59";"209";"368"
"510002";"510002";"61";"7";"2";"711";"403";"10";"1";"392";"57";"4";"73";"36";"0";"6";"19";"87";"110"
"510003";"510003";"61";"7";"2";"223";"136";"5";"0";"131";"16";"2";"21";"10";"0";"6";"5";"31";"40"
"510004";"510004";"61";"7";"2";"294";"180";"9";"1";"170";"18";"2";"26";"21";"2";"2";"9";"30";"60"
"510005";"510005";"61";"7";"2";"2619";"1538";"40";"2";"1496";"314";"71";"204";"230";"6";"30";"84";"208";"349"
"510006";"510006";"61";"7";"2";"2407";"1248";"46";"3";"1199";"275";"30";"152";"171";"8";"29";"64";"268";"202"
"510007";"510007";"61";"7";"2";"3060";"1554";"78";"6";"1470";"323";"61";"175";"271";"8";"34";"69";"249";"280"
"510008";"510008";"61";"7";"2";"2994";"1871";"68";"3";"1800";"334";"73";"242";"333";"12";"36";"107";"260";"403"
"510009";"510009";"61";"7";"2";"1134";"771";"34";"3";"734";"103";"18";"112";"63";"1";"13";"30";"141";"253"
"510010";"510010";"61";"7";"2";"2444";"1399";"50";"7";"1342";"339";"30";"169";"203";"5";"19";"57";"240";"280"
"510011";"510011";"61";"7";"2";"1972";"1095";"27";"1";"1067";"214";"41";"164";"168";"6";"13";"52";"171";"238"
"510012";"510012";"61";"7";"2";"378";"251";"6";"2";"243";"32";"4";"36";"25";"3";"1";"6";"61";"75"
"510013";"510013";"61";"7";"2";"953";"577";"14";"1";"562";"94";"20";"72";"80";"4";"16";"32";"110";"134"
"510014";"510014";"61";"7";"2";"2075";"1331";"50";"3";"1278";"290";"40";"170";"133";"7";"16";"75";"253";"294"
"510015";"510015";"61";"7";"2";"576";"387";"11";"0";"376";"81";"13";"48";"56";"3";"9";"18";"60";"88"
"510016";"510016";"61";"7";"2";"378";"268";"5";"1";"262";"36";"6";"39";"28";"2";"2";"13";"49";"87"
"510017";"510017";"61";"7";"2";"332";"221";"7";"0";"214";"32";"8";"29";"25";"2";"8";"10";"40";"60"
"510018";"510018";"61";"7";"2";"1228";"774";"26";"0";"748";"148";"17";"87";"130";"3";"20";"41";"132";"170"
"510019";"510019";"61";"7";"2";"1135";"737";"16";"3";"718";"154";"13";"94";"86";"2";"20";"40";"122";"187"
"510020";"510020";"61";"7";"2";"151";"93";"0";"0";"93";"13";"5";"13";"11";"0";"0";"4";"17";"30"
"510021";"510021";"61";"7";"2";"636";"424";"16";"0";"408";"81";"12";"67";"34";"4";"8";"16";"85";"101"
"510022";"510022";"61";"7";"2";"544";"361";"17";"1";"343";"45";"8";"46";"38";"2";"6";"10";"61";"127"
"510024";"510024";"61";"7";"2";"1005";"578";"17";"2";"559";"83";"12";"58";"78";"0";"14";"32";"95";"187"
"510025";"510025";"61";"7";"2";"1048";"594";"16";"4";"574";"106";"7";"68";"36";"3";"8";"31";"138";"177"
"510026";"510026";"61";"7";"2";"2726";"1626";"60";"4";"1562";"367";"32";"179";"183";"1";"24";"80";"345";"351"
"510028";"510028";"61";"7";"2";"2568";"1418";"60";"5";"1353";"326";"30";"151";"195";"2";"29";"57";"262";"301"
"510029";"510029";"61";"7";"2";"831";"497";"28";"1";"468";"92";"7";"57";"37";"1";"7";"27";"116";"124"
"510030";"510030";"61";"7";"2";"1136";"758";"22";"3";"733";"163";"24";"87";"97";"5";"4";"22";"99";"232"
"510031";"510031";"61";"7";"2";"451";"309";"14";"1";"294";"53";"6";"32";"31";"2";"4";"17";"58";"91"
"510032";"510032";"61";"7";"2";"376";"230";"8";"0";"222";"43";"2";"25";"15";"1";"0";"6";"34";"96"
"510033";"510033";"61";"7";"2";"900";"550";"31";"0";"519";"85";"12";"39";"45";"0";"5";"24";"106";"203"
"510034";"510034";"61";"7";"2";"467";"258";"7";"1";"250";"34";"6";"43";"21";"2";"2";"8";"51";"83"
"510035";"510035";"61";"7";"2";"669";"435";"17";"3";"415";"69";"11";"57";"46";"1";"8";"21";"67";"135"
"510036";"510036";"61";"7";"2";"1067";"531";"18";"0";"513";"125";"13";"43";"63";"1";"5";"12";"113";"138"
"530001";"530001";"55";"7";"2";"4693";"2755";"81";"13";"2661";"435";"97";"476";"226";"14";"42";"109";"387";"875"
"530002";"530002";"55";"7";"2";"1807";"1028";"34";"4";"990";"216";"23";"142";"91";"6";"11";"50";"157";"294"
"530003";"530003";"55";"7";"2";"1612";"891";"43";"1";"847";"152";"29";"133";"90";"2";"25";"34";"132";"250"
"530004";"530004";"55";"7";"2";"751";"401";"12";"1";"388";"37";"6";"73";"36";"1";"9";"15";"73";"138"
"530005";"530005";"55";"7";"2";"721";"387";"14";"1";"372";"69";"3";"40";"20";"1";"4";"16";"65";"154"
"530006";"530006";"55";"7";"2";"8028";"4272";"131";"8";"4133";"945";"103";"643";"367";"19";"57";"182";"690";"1127"
"530007";"530007";"55";"7";"2";"1589";"827";"32";"1";"794";"123";"14";"122";"55";"0";"8";"19";"171";"282"
"540001";"540001";"49";"7";"2";"1914";"1149";"40";"3";"1106";"252";"29";"157";"120";"3";"19";"73";"258";"195"
"540002";"540002";"49";"7";"2";"1005";"613";"23";"5";"585";"127";"10";"75";"51";"4";"4";"31";"128";"155"
"540003";"540003";"49";"7";"2";"1252";"686";"28";"2";"656";"136";"18";"70";"63";"3";"20";"28";"143";"175"
"540004";"540004";"49";"7";"2";"700";"383";"11";"2";"370";"78";"9";"37";"50";"0";"16";"15";"55";"110"
"540005";"540005";"49";"7";"2";"3046";"1845";"74";"5";"1766";"446";"56";"194";"165";"3";"34";"110";"332";"426"
"540006";"540006";"49";"7";"2";"1184";"634";"30";"2";"602";"147";"16";"70";"72";"0";"14";"22";"148";"113"
"540007";"540007";"49";"7";"2";"445";"312";"6";"2";"304";"64";"13";"40";"24";"1";"1";"16";"44";"101"
"540008";"540008";"49";"7";"2";"610";"366";"20";"1";"345";"114";"11";"23";"29";"0";"2";"10";"87";"69"
"540009";"540009";"49";"7";"2";"401";"251";"14";"0";"237";"49";"6";"17";"37";"0";"1";"7";"53";"67"
"540010";"540010";"49";"7";"2";"3637";"2257";"79";"5";"2173";"502";"64";"280";"211";"16";"51";"112";"426";"511"
"540011";"540011";"49";"7";"2";"1193";"696";"22";"1";"673";"137";"25";"97";"63";"1";"12";"32";"120";"186"
"540012";"540012";"49";"7";"2";"699";"392";"22";"4";"366";"83";"8";"40";"38";"1";"6";"19";"75";"96"
"540013";"540013";"49";"7";"2";"2114";"1148";"47";"3";"1098";"292";"15";"133";"110";"9";"24";"70";"224";"221"
"540014";"540014";"49";"7";"2";"2431";"1448";"56";"6";"1386";"395";"23";"137";"100";"6";"29";"76";"297";"323"
"540015";"540015";"49";"7";"2";"1761";"958";"34";"3";"921";"250";"18";"106";"107";"6";"21";"49";"190";"174"
"540016";"540016";"49";"7";"2";"1140";"641";"17";"1";"623";"146";"13";"70";"61";"7";"9";"40";"151";"126"
"540017";"540017";"49";"7";"2";"400";"245";"11";"1";"233";"35";"9";"25";"17";"0";"3";"7";"71";"66"
"540018";"540018";"49";"7";"2";"632";"393";"21";"2";"370";"71";"8";"33";"40";"5";"5";"11";"93";"104"
"540019";"540019";"49";"7";"2";"690";"424";"23";"0";"401";"100";"10";"41";"35";"0";"16";"18";"99";"82"
"540020";"540020";"49";"7";"2";"863";"513";"20";"1";"492";"79";"19";"62";"45";"11";"12";"33";"103";"128"
"540021";"540021";"49";"7";"2";"538";"364";"10";"1";"353";"82";"6";"42";"21";"1";"14";"15";"77";"95"
"540022";"540022";"49";"7";"2";"1460";"928";"34";"2";"892";"170";"26";"107";"89";"4";"15";"44";"158";"279"
"540023";"540023";"49";"7";"2";"966";"542";"19";"1";"522";"117";"5";"68";"53";"1";"7";"28";"126";"117"
"540024";"540024";"49";"7";"2";"2486";"1553";"48";"2";"1503";"299";"53";"218";"127";"10";"29";"57";"249";"461"
"540025";"540025";"49";"7";"2";"1156";"649";"31";"2";"616";"112";"15";"98";"50";"5";"18";"34";"123";"161"
"540026";"540026";"49";"7";"2";"863";"500";"19";"1";"480";"102";"11";"67";"50";"1";"12";"29";"73";"135"
"540027";"540027";"49";"7";"2";"424";"269";"7";"0";"262";"58";"12";"22";"26";"1";"11";"13";"51";"68"
"540028";"540028";"49";"7";"2";"5559";"3109";"82";"8";"3019";"578";"134";"378";"405";"34";"65";"169";"570";"686"
"540029";"540029";"49";"7";"2";"3124";"1860";"57";"8";"1795";"434";"57";"185";"222";"11";"30";"121";"373";"362"
"540030";"540030";"49";"7";"2";"2719";"1455";"55";"7";"1393";"393";"40";"119";"168";"4";"23";"91";"343";"212"
"540031";"540031";"49";"7";"2";"2536";"1731";"47";"1";"1683";"342";"69";"262";"178";"5";"39";"66";"329";"393"
"540032";"540032";"49";"7";"2";"3948";"2364";"64";"4";"2296";"515";"67";"280";"268";"9";"34";"120";"490";"513"
"540033";"540033";"49";"7";"2";"1776";"1116";"39";"5";"1072";"250";"28";"123";"105";"6";"19";"45";"191";"305"
"540034";"540034";"49";"7";"2";"2610";"1315";"48";"6";"1261";"324";"39";"124";"151";"7";"21";"81";"307";"207"
"550001";"550001";"51";"7";"2";"1507";"838";"31";"4";"803";"159";"17";"143";"54";"2";"11";"38";"144";"235"
"550002";"550002";"51";"7";"2";"604";"331";"14";"1";"316";"45";"4";"39";"20";"2";"11";"23";"44";"128"
"550003";"550003";"51";"7";"2";"453";"257";"16";"0";"241";"40";"6";"39";"18";"0";"4";"13";"32";"89"
"550004";"550004";"51";"7";"2";"1417";"718";"29";"3";"686";"141";"16";"95";"76";"2";"15";"38";"109";"194"
"550007";"550007";"51";"7";"2";"511";"302";"10";"0";"292";"42";"4";"48";"22";"1";"3";"17";"45";"110"
"550008";"550008";"51";"7";"2";"930";"600";"31";"0";"569";"106";"16";"87";"71";"1";"15";"27";"91";"155"
"550012";"550012";"51";"7";"2";"2654";"1448";"40";"4";"1404";"217";"59";"191";"140";"9";"30";"65";"211";"482"
"550014";"550014";"51";"7";"2";"1021";"518";"14";"1";"503";"69";"11";"86";"39";"2";"11";"20";"82";"183"
"550015";"550015";"51";"7";"2";"644";"381";"11";"1";"369";"42";"7";"50";"40";"1";"18";"15";"55";"141"
"550016";"550016";"51";"7";"2";"682";"407";"17";"2";"388";"46";"6";"43";"25";"0";"6";"22";"86";"154"
"550017";"550017";"51";"7";"2";"1669";"1023";"38";"2";"983";"155";"10";"175";"71";"5";"13";"51";"163";"340"
"550018";"550018";"51";"7";"2";"576";"348";"10";"1";"337";"33";"7";"40";"33";"2";"4";"15";"75";"128"
"550019";"550019";"51";"7";"2";"416";"225";"11";"0";"214";"24";"7";"26";"30";"0";"7";"11";"29";"80"
"550021";"550021";"51";"7";"2";"533";"269";"12";"2";"255";"34";"5";"21";"37";"2";"9";"14";"38";"95"
"550023";"550023";"51";"7";"2";"3171";"1821";"77";"3";"1741";"319";"34";"273";"168";"3";"19";"63";"305";"557"
"550024";"550024";"51";"7";"2";"792";"443";"25";"0";"418";"61";"10";"58";"45";"3";"14";"18";"69";"140"
"550025";"550025";"51";"7";"2";"6382";"3420";"98";"17";"3305";"682";"131";"437";"530";"12";"89";"212";"425";"787"
"550027";"550027";"51";"7";"2";"857";"483";"23";"2";"458";"67";"8";"61";"44";"0";"11";"28";"89";"150"
"550029";"550029";"51";"7";"2";"812";"459";"21";"2";"436";"88";"22";"55";"43";"0";"5";"26";"57";"140"
"550051";"550051";"51";"7";"2";"521";"307";"5";"0";"302";"30";"8";"43";"43";"0";"14";"20";"55";"89"
"550061";"550061";"51";"7";"2";"2892";"1508";"59";"5";"1444";"285";"44";"205";"110";"3";"26";"69";"274";"428"
"550071";"550071";"51";"7";"2";"512";"311";"16";"1";"294";"32";"6";"36";"16";"0";"4";"12";"50";"138"
"561001";"561001";"52";"7";"2";"5718";"2728";"89";"3";"2636";"602";"88";"276";"393";"19";"43";"260";"413";"542"
"561002";"561002";"52";"7";"2";"4112";"2135";"74";"7";"2054";"521";"79";"193";"352";"12";"32";"199";"265";"401"
"561003";"561003";"52";"7";"2";"2158";"933";"31";"5";"897";"260";"17";"60";"134";"3";"22";"100";"183";"118"
"561004";"561004";"52";"7";"2";"3426";"1777";"49";"5";"1723";"520";"32";"128";"296";"10";"32";"197";"284";"224"
"561005";"561005";"52";"7";"2";"4670";"2209";"58";"12";"2139";"679";"49";"139";"337";"10";"23";"240";"361";"301"
"561006";"561006";"52";"7";"2";"4809";"2572";"63";"6";"2503";"708";"91";"200";"400";"6";"39";"242";"334";"483"
"561007";"561007";"52";"7";"2";"3688";"1775";"53";"6";"1716";"539";"37";"106";"289";"5";"27";"154";"347";"212"
"561008";"561008";"53";"7";"2";"1428";"841";"39";"1";"801";"141";"10";"86";"84";"3";"17";"25";"178";"257"
"561009";"561009";"53";"7";"2";"445";"230";"15";"0";"215";"28";"6";"20";"17";"1";"2";"14";"31";"96"
"561010";"561010";"53";"7";"2";"186";"121";"2";"0";"119";"19";"6";"10";"14";"2";"2";"5";"21";"40"
"561011";"561011";"52";"7";"2";"3032";"1777";"50";"10";"1717";"354";"57";"203";"199";"1";"28";"131";"264";"480"
"561012";"561012";"53";"7";"2";"1643";"999";"30";"1";"968";"227";"25";"95";"96";"7";"15";"43";"160";"300"
"561013";"561013";"53";"7";"2";"396";"263";"5";"1";"257";"49";"4";"22";"37";"2";"3";"14";"44";"82"
"561014";"561014";"53";"7";"2";"171";"95";"2";"0";"93";"10";"0";"10";"10";"0";"2";"4";"22";"35"
"561015";"561015";"52";"7";"2";"5453";"3155";"80";"4";"3071";"723";"73";"269";"412";"11";"57";"234";"577";"715"
"561016";"561016";"53";"7";"2";"5222";"3132";"87";"7";"3038";"592";"101";"373";"340";"15";"42";"136";"466";"973"
"561017";"561017";"53";"7";"2";"969";"564";"15";"0";"549";"128";"9";"59";"59";"2";"6";"37";"70";"179"
"561018";"561018";"53";"7";"2";"451";"255";"12";"0";"243";"42";"5";"30";"25";"0";"3";"18";"37";"83"
"561019";"561019";"53";"7";"2";"234";"131";"1";"0";"130";"24";"4";"8";"20";"0";"2";"13";"21";"38"
"561020";"561020";"53";"7";"2";"2190";"1336";"32";"2";"1302";"335";"37";"120";"162";"2";"22";"95";"195";"334"
"561021";"561021";"52";"7";"2";"2857";"1374";"43";"7";"1324";"428";"31";"98";"192";"3";"18";"99";"246";"209"
"561022";"561022";"52";"7";"2";"2599";"1258";"38";"5";"1215";"285";"31";"142";"115";"6";"19";"98";"217";"302"
"561023";"561023";"52";"7";"2";"2976";"1629";"51";"4";"1574";"515";"34";"101";"224";"3";"39";"116";"247";"295"
"561024";"561024";"53";"7";"2";"2564";"1353";"35";"1";"1317";"365";"36";"146";"169";"6";"20";"59";"236";"280"
"561025";"561025";"53";"7";"2";"5416";"3078";"110";"6";"2962";"695";"89";"387";"316";"20";"59";"132";"483";"781"
"561026";"561026";"53";"7";"2";"896";"569";"36";"1";"532";"104";"16";"40";"85";"0";"11";"31";"70";"175"
"561028";"561028";"53";"7";"2";"6904";"3991";"103";"15";"3873";"803";"128";"380";"821";"13";"102";"329";"483";"814"
"561029";"561029";"53";"7";"2";"568";"355";"21";"0";"334";"63";"5";"42";"57";"2";"6";"19";"28";"112"
"561030";"561030";"53";"7";"2";"421";"242";"12";"1";"229";"35";"9";"29";"18";"1";"1";"10";"47";"79"
"561031";"561031";"53";"7";"2";"202";"125";"7";"0";"118";"19";"3";"9";"16";"0";"1";"8";"11";"51"
"561032";"561032";"53";"7";"2";"1525";"893";"28";"3";"862";"168";"22";"115";"127";"2";"15";"61";"122";"230"
"561033";"561033";"53";"7";"2";"1383";"785";"34";"4";"747";"133";"12";"115";"79";"1";"9";"40";"121";"237"
"561034";"561034";"53";"7";"2";"190";"131";"1";"0";"130";"8";"4";"18";"6";"0";"2";"4";"14";"74"
"561035";"561035";"53";"7";"2";"34";"23";"2";"0";"21";"5";"0";"4";"3";"0";"2";"2";"1";"4"
"561036";"561036";"53";"7";"2";"168";"112";"3";"0";"109";"17";"3";"9";"4";"0";"2";"8";"18";"48"
"561037";"561037";"53";"7";"2";"492";"307";"9";"2";"296";"54";"9";"37";"30";"2";"9";"13";"54";"88"
"561038";"561038";"53";"7";"2";"490";"299";"11";"0";"288";"43";"8";"28";"32";"3";"8";"22";"51";"93"
"561039";"561039";"53";"7";"2";"345";"202";"4";"0";"198";"25";"3";"28";"12";"0";"3";"12";"27";"88"
"561040";"561040";"53";"7";"2";"1860";"1071";"51";"3";"1017";"193";"30";"114";"113";"4";"15";"62";"176";"310"
"561041";"561041";"53";"7";"2";"497";"304";"16";"1";"287";"60";"8";"33";"42";"1";"7";"17";"35";"84"
"561042";"561042";"53";"7";"2";"707";"459";"13";"1";"445";"83";"14";"62";"66";"6";"12";"24";"64";"114"
"561050";"561050";"53";"7";"2";"562";"360";"7";"0";"353";"68";"8";"28";"69";"1";"8";"16";"43";"112"
"561060";"561060";"53";"7";"2";"852";"473";"16";"2";"455";"78";"17";"54";"31";"2";"5";"17";"81";"170"
"563001";"563001";"52";"7";"2";"2227";"1452";"59";"4";"1389";"226";"64";"111";"287";"4";"43";"156";"216";"282"
"563002";"563002";"52";"7";"2";"287";"213";"1";"0";"212";"48";"13";"20";"54";"0";"10";"18";"16";"33"
"573001";"573001";"54";"7";"2";"10242";"5322";"201";"15";"5106";"1036";"132";"702";"545";"23";"107";"233";"820";"1508"
"573004";"573004";"54";"7";"2";"830";"533";"30";"1";"502";"77";"15";"58";"65";"5";"6";"15";"71";"190"
"573005";"573005";"54";"7";"2";"597";"389";"15";"0";"374";"57";"7";"42";"36";"0";"9";"14";"52";"157"
"573006";"573006";"54";"7";"2";"639";"407";"25";"2";"380";"35";"9";"56";"34";"2";"7";"12";"54";"171"
"573007";"573007";"54";"7";"2";"1079";"715";"27";"1";"687";"139";"22";"73";"61";"4";"14";"23";"104";"247"
"573008";"573008";"54";"7";"2";"884";"548";"21";"2";"525";"70";"14";"37";"51";"2";"9";"17";"77";"248"
"573009";"573009";"54";"7";"2";"1000";"603";"25";"1";"577";"83";"19";"60";"70";"2";"14";"28";"82";"219"
"573010";"573010";"54";"7";"2";"1043";"601";"27";"0";"574";"68";"18";"72";"48";"1";"10";"21";"102";"234"
"573013";"573013";"54";"7";"2";"1812";"1024";"48";"2";"974";"129";"31";"117";"94";"3";"20";"55";"181";"344"
"573014";"573014";"54";"7";"2";"616";"378";"14";"2";"362";"28";"8";"76";"27";"2";"8";"19";"53";"141"
"573015";"573015";"54";"7";"2";"1227";"739";"24";"4";"711";"98";"16";"92";"56";"6";"11";"34";"98";"300"
"573018";"573018";"54";"7";"2";"2783";"1626";"69";"2";"1555";"293";"32";"186";"160";"9";"25";"83";"281";"486"
"573019";"573019";"54";"7";"2";"455";"289";"6";"0";"283";"44";"6";"34";"37";"2";"5";"10";"55";"90"
"573022";"573022";"54";"7";"2";"882";"530";"24";"1";"505";"79";"12";"54";"31";"0";"11";"13";"93";"212"
"573023";"573023";"54";"7";"2";"1223";"717";"32";"2";"683";"95";"17";"93";"56";"2";"5";"20";"113";"282"
"573024";"573024";"54";"7";"2";"515";"314";"18";"0";"296";"26";"4";"32";"15";"1";"1";"15";"58";"144"
"573026";"573026";"54";"7";"2";"1089";"703";"24";"1";"678";"97";"18";"97";"51";"1";"15";"24";"93";"282"
"573027";"573027";"54";"7";"2";"844";"491";"19";"2";"470";"63";"13";"82";"38";"2";"9";"9";"62";"192"
"573028";"573028";"54";"7";"2";"1035";"659";"24";"4";"631";"75";"19";"79";"46";"2";"11";"15";"86";"298"
"573030";"573030";"54";"7";"2";"4538";"2712";"97";"4";"2611";"342";"99";"473";"169";"13";"32";"83";"411";"989"
"573031";"573031";"54";"7";"2";"1526";"865";"40";"2";"823";"107";"22";"119";"62";"0";"3";"30";"118";"362"
"573032";"573032";"54";"7";"2";"1430";"791";"40";"1";"750";"156";"23";"101";"73";"5";"10";"29";"128";"225"
"573033";"573033";"54";"7";"2";"641";"419";"9";"0";"410";"42";"9";"66";"49";"0";"12";"14";"53";"165"
"575001";"575001";"55";"7";"2";"4179";"2392";"67";"7";"2318";"448";"56";"329";"245";"10";"42";"100";"353";"735"
"575002";"575002";"55";"7";"2";"684";"370";"10";"1";"359";"44";"12";"45";"31";"2";"11";"25";"75";"114"
"575003";"575003";"55";"7";"2";"2764";"1537";"67";"4";"1466";"271";"39";"184";"159";"2";"28";"66";"289";"428"
"575004";"575004";"55";"7";"2";"884";"518";"21";"0";"497";"62";"12";"74";"48";"5";"9";"24";"68";"195"
"575005";"575005";"55";"7";"2";"950";"571";"22";"1";"548";"71";"14";"70";"47";"9";"12";"18";"100";"207"
"575006";"575006";"55";"7";"2";"429";"264";"12";"0";"252";"33";"7";"35";"27";"0";"6";"8";"48";"88"
"575007";"575007";"55";"7";"2";"2682";"1580";"65";"8";"1507";"242";"52";"261";"162";"6";"27";"51";"221";"485"
"575008";"575008";"55";"7";"2";"742";"410";"17";"0";"393";"57";"8";"64";"54";"3";"7";"22";"42";"136"
"575009";"575009";"55";"7";"2";"1897";"1131";"32";"7";"1092";"189";"26";"144";"109";"4";"25";"44";"209";"342"
"575010";"575010";"55";"7";"2";"557";"327";"14";"1";"312";"34";"8";"51";"17";"0";"5";"11";"51";"135"
"575011";"575011";"55";"7";"2";"1353";"842";"23";"4";"815";"150";"18";"110";"80";"1";"10";"27";"159";"260"
