"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - A. Socialdemokratiet";"FV2011 - B. Radikale Venstre";"FV2011 - C. Det Konservative Folkeparti";"FV2011 - F. SF - Socialistisk Folkeparti";"FV2011 - I. Liberal Alliance";"FV2011 - K. Kristendemokraterne";"FV2011 - O. Dansk Folkeparti";"FV2011 - V. Venstre, Danmarks Liberale Parti";"FV2011 - Ø. Enhedslisten - De Rød-Grønne";"FV2011 - 1. Uden for partierne";"FV2011 - 2. Uden for partierne";"FV2011 - 3. Uden for partierne";"FV2011 - 4. Uden for partierne";"FV2011 - 5. Uden for partierne";"FV2011 - 6. Uden for partierne"
"746010";"746010";"70";"8";"3";"3025";"2790";"18";"6";"2766";"760";"247";"125";"216";"115";"8";"283";"936";"76";"0";"0";"-";"-";"-";"-"
"746011";"746011";"70";"8";"3";"1536";"1443";"4";"2";"1437";"321";"131";"62";"143";"74";"21";"126";"490";"69";"0";"0";"-";"-";"-";"-"
"746012";"746012";"70";"8";"3";"1559";"1421";"6";"2";"1413";"334";"111";"47";"94";"78";"5";"175";"521";"48";"0";"0";"-";"-";"-";"-"
"751001";"751001";"62";"8";"3";"13232";"12007";"76";"24";"11907";"2514";"2182";"586";"1240";"825";"53";"578";"2783";"1144";"1";"1";"-";"-";"-";"-"
"751002";"751002";"62";"8";"3";"6192";"5429";"47";"9";"5373";"1508";"783";"214";"556";"323";"49";"357";"1055";"524";"1";"3";"-";"-";"-";"-"
"751003";"751003";"62";"8";"3";"6620";"5855";"24";"16";"5815";"1746";"613";"237";"586";"224";"28";"541";"1375";"460";"3";"2";"-";"-";"-";"-"
"751004";"751004";"62";"8";"3";"4138";"3727";"23";"10";"3694";"1010";"544";"183";"364";"176";"24";"256";"873";"264";"0";"0";"-";"-";"-";"-"
"751006";"751006";"62";"8";"3";"6327";"5757";"29";"20";"5708";"2063";"384";"239";"417";"161";"17";"732";"1462";"232";"0";"1";"-";"-";"-";"-"
"751007";"751007";"63";"8";"3";"5296";"4769";"39";"12";"4718";"1259";"640";"233";"463";"217";"25";"374";"1156";"348";"3";"0";"-";"-";"-";"-"
"751008";"751008";"63";"8";"3";"8695";"7459";"63";"24";"7372";"2250";"768";"297";"765";"347";"27";"764";"1576";"573";"3";"2";"-";"-";"-";"-"
"751009";"751009";"62";"8";"3";"3436";"3183";"16";"5";"3162";"814";"418";"136";"334";"109";"14";"240";"876";"221";"0";"0";"-";"-";"-";"-"
"751011";"751011";"62";"8";"3";"3439";"3136";"9";"6";"3121";"889";"296";"105";"368";"123";"8";"255";"837";"240";"0";"0";"-";"-";"-";"-"
"751012";"751012";"62";"8";"3";"3644";"3436";"11";"9";"3416";"859";"496";"170";"320";"162";"7";"214";"987";"200";"0";"1";"-";"-";"-";"-"
"751013";"751013";"62";"8";"3";"3675";"3370";"27";"14";"3329";"842";"276";"127";"275";"180";"7";"368";"1098";"155";"0";"1";"-";"-";"-";"-"
"751016";"751016";"63";"8";"3";"436";"395";"3";"1";"391";"90";"37";"14";"32";"18";"1";"54";"108";"37";"0";"0";"-";"-";"-";"-"
"751018";"751018";"63";"8";"3";"4313";"3887";"34";"11";"3842";"1227";"268";"109";"326";"162";"16";"489";"1074";"171";"0";"0";"-";"-";"-";"-"
"751019";"751019";"63";"8";"3";"2989";"2784";"11";"4";"2769";"720";"343";"116";"328";"126";"4";"247";"624";"261";"0";"0";"-";"-";"-";"-"
"751021";"751021";"65";"8";"3";"13039";"11055";"64";"19";"10972";"2011";"2222";"489";"1227";"941";"42";"372";"2246";"1415";"3";"4";"-";"-";"-";"-"
"751022";"751022";"64";"8";"3";"3145";"2894";"9";"11";"2874";"764";"426";"113";"348";"130";"19";"210";"599";"258";"3";"4";"-";"-";"-";"-"
"751023";"751023";"64";"8";"3";"5907";"5145";"34";"10";"5101";"1394";"787";"189";"596";"267";"71";"352";"931";"510";"3";"1";"-";"-";"-";"-"
"751024";"751024";"63";"8";"3";"5720";"5216";"20";"11";"5185";"1273";"751";"254";"466";"255";"45";"480";"1375";"285";"1";"0";"-";"-";"-";"-"
"751025";"751025";"63";"8";"3";"5164";"3940";"21";"39";"3880";"1250";"809";"66";"417";"110";"86";"250";"336";"548";"4";"4";"-";"-";"-";"-"
"751026";"751026";"63";"8";"3";"4454";"3944";"20";"7";"3917";"1181";"369";"108";"422";"154";"32";"419";"857";"359";"15";"1";"-";"-";"-";"-"
"751028";"751028";"63";"8";"3";"5888";"5000";"28";"27";"4945";"1765";"408";"161";"425";"184";"34";"553";"1089";"318";"6";"2";"-";"-";"-";"-"
"751030";"751030";"63";"8";"3";"3249";"2925";"19";"6";"2900";"861";"241";"107";"208";"123";"9";"319";"888";"144";"0";"0";"-";"-";"-";"-"
"751031";"751031";"63";"8";"3";"530";"491";"1";"1";"489";"130";"61";"13";"49";"15";"3";"42";"123";"53";"0";"0";"-";"-";"-";"-"
"751033";"751033";"63";"8";"3";"2353";"2093";"13";"8";"2072";"599";"166";"79";"168";"93";"4";"288";"575";"100";"0";"0";"-";"-";"-";"-"
"751041";"751041";"65";"8";"3";"12545";"11334";"66";"34";"11234";"2083";"2562";"412";"1473";"826";"68";"399";"1837";"1572";"1";"1";"-";"-";"-";"-"
"751042";"751042";"64";"8";"3";"9329";"8438";"59";"20";"8359";"1939";"1608";"311";"1106";"495";"69";"429";"1397";"999";"2";"4";"-";"-";"-";"-"
"751043";"751043";"64";"8";"3";"10045";"8834";"52";"24";"8758";"2099";"1545";"343";"988";"656";"82";"498";"1628";"910";"1";"8";"-";"-";"-";"-"
"751044";"751044";"64";"8";"3";"1226";"1038";"6";"3";"1029";"244";"158";"29";"144";"63";"11";"83";"210";"86";"0";"1";"-";"-";"-";"-"
"751045";"751045";"65";"8";"3";"7427";"6970";"38";"24";"6908";"1220";"1062";"436";"534";"452";"54";"387";"2380";"382";"1";"0";"-";"-";"-";"-"
"751047";"751047";"64";"8";"3";"8000";"7273";"40";"11";"7222";"2021";"731";"338";"671";"314";"38";"724";"2028";"354";"1";"2";"-";"-";"-";"-"
"751048";"751048";"65";"8";"3";"2267";"2096";"14";"3";"2079";"633";"280";"56";"285";"40";"7";"152";"371";"254";"0";"1";"-";"-";"-";"-"
"751049";"751049";"65";"8";"3";"3559";"3298";"19";"10";"3269";"760";"349";"205";"223";"144";"6";"319";"1107";"154";"1";"1";"-";"-";"-";"-"
"751050";"751050";"65";"8";"3";"3635";"3319";"13";"6";"3300";"664";"296";"201";"198";"166";"6";"346";"1273";"150";"0";"0";"-";"-";"-";"-"
"751051";"751051";"65";"8";"3";"5433";"4967";"29";"9";"4929";"1207";"543";"209";"385";"304";"21";"470";"1543";"245";"0";"2";"-";"-";"-";"-"
"751053";"751053";"64";"8";"3";"2176";"1887";"6";"7";"1874";"656";"151";"49";"206";"63";"11";"235";"375";"127";"1";"0";"-";"-";"-";"-"
"751055";"751055";"64";"8";"3";"757";"685";"6";"2";"677";"170";"53";"30";"62";"27";"5";"70";"223";"36";"1";"0";"-";"-";"-";"-"
"751056";"751056";"64";"8";"3";"1417";"1272";"8";"6";"1258";"335";"104";"34";"108";"32";"4";"153";"432";"56";"0";"0";"-";"-";"-";"-"
"751061";"751061";"65";"8";"3";"7663";"6627";"51";"19";"6557";"1864";"1028";"218";"840";"311";"92";"438";"1008";"753";"2";"3";"-";"-";"-";"-"
"751062";"751062";"63";"8";"3";"2479";"2003";"12";"5";"1986";"843";"155";"48";"211";"42";"4";"233";"238";"200";"12";"0";"-";"-";"-";"-"
"751063";"751063";"64";"8";"3";"8786";"7480";"65";"26";"7389";"2429";"1009";"210";"961";"277";"81";"571";"906";"930";"13";"2";"-";"-";"-";"-"
"751064";"751064";"63";"8";"3";"4954";"4388";"30";"8";"4350";"1362";"575";"145";"592";"169";"25";"320";"650";"511";"1";"0";"-";"-";"-";"-"
"751065";"751065";"65";"8";"3";"5766";"5331";"31";"21";"5279";"1416";"768";"232";"595";"226";"33";"379";"1247";"382";"0";"1";"-";"-";"-";"-"
"751066";"751066";"62";"8";"3";"4373";"3953";"16";"4";"3933";"663";"509";"256";"245";"309";"17";"294";"1406";"233";"1";"0";"-";"-";"-";"-"
"751067";"751067";"64";"8";"3";"4353";"3926";"32";"6";"3888";"906";"746";"143";"466";"253";"38";"183";"704";"448";"0";"1";"-";"-";"-";"-"
"751068";"751068";"64";"8";"3";"3143";"2696";"13";"11";"2672";"1003";"250";"42";"400";"74";"22";"277";"256";"343";"2";"3";"-";"-";"-";"-"
"756001";"756001";"79";"9";"3";"1806";"1579";"8";"6";"1565";"299";"87";"67";"83";"83";"30";"325";"537";"53";"1";"0";"-";"-";"-";"-"
"756002";"756002";"79";"9";"3";"407";"358";"3";"0";"355";"69";"16";"8";"21";"24";"11";"63";"137";"6";"0";"0";"-";"-";"-";"-"
"756003";"756003";"79";"9";"3";"1855";"1637";"10";"3";"1624";"340";"77";"59";"149";"58";"12";"396";"451";"80";"1";"1";"-";"-";"-";"-"
"756004";"756004";"79";"9";"3";"388";"333";"0";"0";"333";"79";"15";"9";"20";"20";"3";"88";"89";"10";"0";"0";"-";"-";"-";"-"
"756005";"756005";"79";"9";"3";"797";"686";"13";"3";"670";"125";"45";"17";"48";"21";"23";"139";"226";"26";"0";"0";"-";"-";"-";"-"
"756006";"756006";"79";"9";"3";"360";"318";"1";"0";"317";"78";"22";"11";"21";"9";"0";"66";"95";"15";"0";"0";"-";"-";"-";"-"
"756007";"756007";"79";"9";"3";"5285";"4567";"32";"13";"4522";"808";"279";"273";"353";"202";"66";"701";"1724";"114";"1";"1";"-";"-";"-";"-"
"756008";"756008";"79";"9";"3";"721";"604";"9";"6";"589";"74";"24";"48";"30";"31";"22";"116";"225";"18";"1";"0";"-";"-";"-";"-"
"756009";"756009";"79";"9";"3";"345";"304";"3";"0";"301";"38";"15";"17";"17";"17";"2";"42";"151";"2";"0";"0";"-";"-";"-";"-"
"756010";"756010";"79";"9";"3";"238";"223";"2";"0";"221";"21";"13";"15";"21";"14";"3";"39";"92";"3";"0";"0";"-";"-";"-";"-"
"756011";"756011";"79";"9";"3";"11685";"10235";"74";"35";"10126";"2352";"656";"512";"520";"472";"141";"1424";"3801";"239";"8";"1";"-";"-";"-";"-"
"756012";"756012";"79";"9";"3";"747";"699";"5";"2";"692";"102";"39";"22";"26";"43";"18";"120";"314";"8";"0";"0";"-";"-";"-";"-"
"756013";"756013";"79";"9";"3";"2362";"2142";"13";"6";"2123";"464";"129";"84";"101";"98";"75";"286";"835";"50";"1";"0";"-";"-";"-";"-"
"756014";"756014";"79";"9";"3";"295";"271";"2";"0";"269";"34";"7";"6";"11";"15";"7";"53";"132";"4";"0";"0";"-";"-";"-";"-"
"756015";"756015";"79";"9";"3";"1782";"1604";"12";"2";"1590";"580";"101";"51";"89";"68";"24";"214";"404";"59";"0";"0";"-";"-";"-";"-"
"760001";"760001";"83";"9";"3";"3335";"2892";"15";"12";"2865";"651";"179";"111";"177";"85";"190";"361";"1034";"74";"3";"0";"-";"-";"-";"-"
"760002";"760002";"83";"9";"3";"1033";"936";"3";"0";"933";"109";"42";"40";"77";"40";"29";"133";"445";"18";"0";"0";"-";"-";"-";"-"
"760003";"760003";"83";"9";"3";"465";"405";"2";"1";"402";"50";"23";"13";"31";"24";"14";"57";"178";"12";"0";"0";"-";"-";"-";"-"
"760004";"760004";"83";"9";"3";"516";"449";"1";"0";"448";"56";"17";"20";"29";"26";"18";"68";"206";"8";"0";"0";"-";"-";"-";"-"
"760005";"760005";"83";"9";"3";"423";"363";"1";"0";"362";"46";"24";"8";"16";"23";"9";"56";"170";"10";"0";"0";"-";"-";"-";"-"
"760006";"760006";"83";"9";"3";"329";"300";"3";"1";"296";"36";"23";"14";"22";"21";"30";"31";"109";"10";"0";"0";"-";"-";"-";"-"
"760007";"760007";"83";"9";"3";"455";"378";"3";"3";"372";"60";"14";"18";"23";"22";"22";"67";"138";"8";"0";"0";"-";"-";"-";"-"
"760008";"760008";"83";"9";"3";"667";"582";"2";"2";"578";"103";"18";"9";"42";"16";"21";"88";"269";"12";"0";"0";"-";"-";"-";"-"
"760009";"760009";"83";"9";"3";"568";"489";"2";"0";"487";"98";"39";"18";"38";"24";"37";"58";"155";"18";"2";"0";"-";"-";"-";"-"
"760010";"760010";"83";"9";"3";"2547";"2177";"11";"3";"2163";"300";"76";"77";"133";"73";"120";"383";"968";"33";"0";"0";"-";"-";"-";"-"
"760011";"760011";"83";"9";"3";"279";"264";"2";"0";"262";"31";"18";"9";"14";"19";"15";"31";"115";"10";"0";"0";"-";"-";"-";"-"
"760012";"760012";"83";"9";"3";"944";"874";"1";"3";"870";"146";"76";"22";"103";"51";"17";"88";"323";"44";"0";"0";"-";"-";"-";"-"
"760013";"760013";"83";"9";"3";"329";"304";"5";"0";"299";"35";"22";"5";"19";"16";"3";"43";"151";"4";"1";"0";"-";"-";"-";"-"
"760014";"760014";"83";"9";"3";"3763";"3289";"21";"6";"3262";"692";"236";"115";"372";"150";"62";"399";"1121";"115";"0";"0";"-";"-";"-";"-"
"760015";"760015";"83";"9";"3";"3015";"2694";"14";"3";"2677";"522";"190";"92";"289";"138";"90";"346";"960";"50";"0";"0";"-";"-";"-";"-"
"760016";"760016";"83";"9";"3";"649";"574";"7";"0";"567";"103";"27";"23";"58";"28";"10";"87";"218";"13";"0";"0";"-";"-";"-";"-"
"760017";"760017";"83";"9";"3";"297";"271";"7";"0";"264";"22";"20";"10";"8";"20";"3";"22";"152";"6";"1";"0";"-";"-";"-";"-"
"760018";"760018";"83";"9";"3";"472";"432";"1";"2";"429";"65";"20";"8";"33";"18";"2";"75";"193";"15";"0";"0";"-";"-";"-";"-"
"760019";"760019";"83";"9";"3";"356";"316";"0";"0";"316";"29";"18";"10";"17";"21";"5";"39";"165";"12";"0";"0";"-";"-";"-";"-"
"760020";"760020";"83";"9";"3";"569";"519";"0";"1";"518";"63";"43";"15";"31";"32";"3";"64";"258";"9";"0";"0";"-";"-";"-";"-"
"760021";"760021";"83";"9";"3";"1054";"934";"8";"4";"922";"190";"56";"40";"79";"37";"19";"146";"336";"19";"0";"0";"-";"-";"-";"-"
"760022";"760022";"83";"9";"3";"897";"802";"6";"1";"795";"123";"46";"22";"63";"27";"11";"101";"372";"30";"0";"0";"-";"-";"-";"-"
"760023";"760023";"83";"9";"3";"267";"245";"2";"0";"243";"32";"21";"4";"24";"22";"4";"36";"90";"8";"2";"0";"-";"-";"-";"-"
"760024";"760024";"83";"9";"3";"5904";"5199";"36";"10";"5153";"1146";"273";"195";"297";"170";"335";"557";"2085";"95";"0";"0";"-";"-";"-";"-"
"760025";"760025";"83";"9";"3";"964";"880";"8";"2";"870";"143";"48";"24";"53";"37";"24";"91";"435";"15";"0";"0";"-";"-";"-";"-"
"760026";"760026";"83";"9";"3";"617";"548";"0";"0";"548";"50";"29";"14";"28";"16";"54";"73";"280";"4";"0";"0";"-";"-";"-";"-"
"760027";"760027";"83";"9";"3";"1241";"1101";"4";"1";"1096";"125";"55";"30";"52";"37";"135";"86";"552";"21";"1";"2";"-";"-";"-";"-"
"760028";"760028";"83";"9";"3";"882";"783";"7";"0";"776";"141";"40";"21";"42";"36";"22";"81";"362";"30";"0";"1";"-";"-";"-";"-"
"760029";"760029";"83";"9";"3";"531";"496";"6";"1";"489";"53";"26";"15";"20";"13";"52";"68";"233";"9";"0";"0";"-";"-";"-";"-"
"760030";"760030";"83";"9";"3";"3256";"2890";"24";"4";"2862";"524";"123";"105";"152";"95";"271";"460";"1090";"42";"0";"0";"-";"-";"-";"-"
"760031";"760031";"83";"9";"3";"501";"453";"3";"0";"450";"50";"22";"14";"28";"38";"33";"81";"180";"4";"0";"0";"-";"-";"-";"-"
"760032";"760032";"83";"9";"3";"599";"533";"1";"2";"530";"105";"20";"13";"49";"28";"15";"99";"188";"12";"1";"0";"-";"-";"-";"-"
"760033";"760033";"83";"9";"3";"1351";"1223";"6";"1";"1216";"195";"74";"43";"59";"51";"114";"174";"488";"18";"0";"0";"-";"-";"-";"-"
"760034";"760034";"83";"9";"3";"506";"455";"6";"0";"449";"66";"14";"5";"13";"14";"21";"71";"236";"9";"0";"0";"-";"-";"-";"-"
"760035";"760035";"83";"9";"3";"1743";"1538";"10";"3";"1525";"192";"78";"35";"100";"86";"63";"219";"724";"26";"2";"0";"-";"-";"-";"-"
"760036";"760036";"83";"9";"3";"473";"415";"3";"0";"412";"54";"31";"9";"31";"38";"10";"61";"164";"14";"0";"0";"-";"-";"-";"-"
"766001";"766001";"72";"8";"3";"5698";"5094";"27";"19";"5048";"1031";"331";"194";"234";"286";"74";"694";"2103";"101";"0";"0";"-";"-";"-";"-"
"766002";"766002";"72";"8";"3";"3054";"2700";"28";"6";"2666";"831";"139";"91";"181";"103";"92";"386";"776";"67";"0";"0";"-";"-";"-";"-"
"766003";"766003";"72";"8";"3";"1522";"1393";"6";"1";"1386";"256";"71";"35";"57";"83";"120";"194";"544";"26";"0";"0";"-";"-";"-";"-"
"766004";"766004";"72";"8";"3";"1197";"1104";"10";"2";"1092";"214";"115";"45";"60";"66";"14";"151";"404";"23";"0";"0";"-";"-";"-";"-"
"766005";"766005";"72";"8";"3";"476";"443";"8";"1";"434";"64";"30";"13";"14";"24";"33";"94";"153";"9";"0";"0";"-";"-";"-";"-"
"766006";"766006";"72";"8";"3";"1023";"937";"7";"3";"927";"248";"51";"20";"60";"47";"3";"139";"317";"42";"0";"0";"-";"-";"-";"-"
"766007";"766007";"72";"8";"3";"3300";"2962";"14";"10";"2938";"598";"180";"125";"150";"161";"12";"473";"1153";"86";"0";"0";"-";"-";"-";"-"
"766008";"766008";"72";"8";"3";"563";"511";"4";"2";"505";"91";"19";"13";"31";"33";"2";"75";"225";"16";"0";"0";"-";"-";"-";"-"
"766010";"766010";"72";"8";"3";"1306";"1163";"17";"4";"1142";"237";"46";"34";"95";"64";"7";"207";"398";"54";"0";"0";"-";"-";"-";"-"
"766011";"766011";"72";"8";"3";"1106";"995";"7";"5";"983";"209";"59";"36";"78";"53";"4";"166";"343";"35";"0";"0";"-";"-";"-";"-"
"766012";"766012";"72";"8";"3";"1481";"1284";"16";"3";"1265";"281";"74";"53";"85";"67";"6";"196";"481";"22";"0";"0";"-";"-";"-";"-"
"766013";"766013";"72";"8";"3";"1262";"1129";"11";"1";"1117";"195";"83";"38";"104";"72";"15";"149";"410";"51";"0";"0";"-";"-";"-";"-"
"766014";"766014";"72";"8";"3";"1170";"1027";"5";"1";"1021";"210";"66";"31";"95";"74";"6";"182";"313";"44";"0";"0";"-";"-";"-";"-"
"766015";"766015";"72";"8";"3";"1695";"1564";"15";"8";"1541";"311";"100";"48";"105";"98";"7";"222";"587";"61";"0";"2";"-";"-";"-";"-"
"766016";"766016";"72";"8";"3";"88";"85";"2";"0";"83";"11";"12";"6";"11";"5";"0";"5";"23";"10";"0";"0";"-";"-";"-";"-"
"766017";"766017";"72";"8";"3";"1049";"953";"13";"1";"939";"209";"71";"19";"73";"35";"4";"166";"334";"28";"0";"0";"-";"-";"-";"-"
"766018";"766018";"72";"8";"3";"403";"374";"6";"0";"368";"58";"18";"10";"19";"24";"4";"73";"146";"16";"0";"0";"-";"-";"-";"-"
"766019";"766019";"72";"8";"3";"604";"538";"4";"3";"531";"83";"29";"22";"48";"42";"4";"90";"193";"20";"0";"0";"-";"-";"-";"-"
"766020";"766020";"72";"8";"3";"1358";"1227";"8";"0";"1219";"259";"63";"36";"66";"50";"33";"164";"516";"32";"0";"0";"-";"-";"-";"-"
"766021";"766021";"72";"8";"3";"2135";"1842";"7";"7";"1828";"357";"113";"53";"116";"92";"25";"361";"661";"50";"0";"0";"-";"-";"-";"-"
"766022";"766022";"72";"8";"3";"1178";"1040";"9";"4";"1027";"217";"62";"19";"57";"46";"6";"180";"413";"26";"1";"0";"-";"-";"-";"-"
"766023";"766023";"72";"8";"3";"619";"564";"3";"2";"559";"108";"36";"14";"46";"33";"1";"105";"205";"11";"0";"0";"-";"-";"-";"-"
"766024";"766024";"72";"8";"3";"726";"642";"2";"1";"639";"131";"44";"20";"38";"32";"4";"108";"247";"15";"0";"0";"-";"-";"-";"-"
"766025";"766025";"72";"8";"3";"344";"308";"3";"1";"304";"41";"21";"10";"21";"19";"0";"56";"118";"18";"0";"0";"-";"-";"-";"-"
"773001";"773001";"87";"10";"3";"683";"595";"4";"1";"590";"203";"27";"21";"36";"14";"14";"82";"155";"38";"0";"-";"-";"-";"-";"-"
"773002";"773002";"87";"10";"3";"542";"488";"0";"1";"487";"168";"41";"11";"29";"9";"0";"77";"123";"29";"0";"-";"-";"-";"-";"-"
"773003";"773003";"87";"10";"3";"306";"287";"7";"0";"280";"70";"27";"9";"24";"18";"0";"25";"98";"9";"0";"-";"-";"-";"-";"-"
"773004";"773004";"87";"10";"3";"449";"416";"1";"1";"414";"132";"25";"16";"27";"18";"3";"59";"121";"13";"0";"-";"-";"-";"-";"-"
"773005";"773005";"87";"10";"3";"345";"310";"4";"1";"305";"74";"17";"6";"24";"20";"1";"53";"106";"4";"0";"-";"-";"-";"-";"-"
"773006";"773006";"87";"10";"3";"301";"273";"2";"0";"271";"58";"24";"22";"18";"8";"2";"37";"86";"16";"0";"-";"-";"-";"-";"-"
"773007";"773007";"87";"10";"3";"718";"631";"5";"1";"625";"198";"31";"19";"29";"15";"3";"75";"246";"9";"0";"-";"-";"-";"-";"-"
"773008";"773008";"87";"10";"3";"524";"474";"1";"2";"471";"154";"28";"18";"20";"15";"2";"67";"143";"24";"0";"-";"-";"-";"-";"-"
"773009";"773009";"87";"10";"3";"683";"616";"3";"0";"613";"199";"28";"26";"39";"29";"2";"72";"197";"19";"2";"-";"-";"-";"-";"-"
"773010";"773010";"87";"10";"3";"497";"435";"2";"0";"433";"149";"21";"21";"23";"19";"6";"58";"123";"13";"0";"-";"-";"-";"-";"-"
"773011";"773011";"87";"10";"3";"480";"420";"3";"0";"417";"131";"25";"11";"26";"15";"8";"66";"123";"12";"0";"-";"-";"-";"-";"-"
"773012";"773012";"87";"10";"3";"675";"612";"5";"0";"607";"171";"33";"21";"48";"31";"4";"82";"207";"10";"0";"-";"-";"-";"-";"-"
"773013";"773013";"87";"10";"3";"671";"580";"5";"2";"573";"163";"45";"13";"25";"33";"0";"82";"198";"14";"0";"-";"-";"-";"-";"-"
"773014";"773014";"87";"10";"3";"724";"637";"7";"1";"629";"161";"24";"20";"38";"76";"3";"93";"199";"15";"0";"-";"-";"-";"-";"-"
"773015";"773015";"87";"10";"3";"509";"459";"4";"1";"454";"132";"15";"10";"22";"28";"9";"75";"143";"20";"0";"-";"-";"-";"-";"-"
"773016";"773016";"87";"10";"3";"498";"434";"1";"1";"432";"98";"22";"17";"29";"15";"6";"65";"156";"24";"0";"-";"-";"-";"-";"-"
"773017";"773017";"87";"10";"3";"542";"480";"5";"1";"474";"155";"18";"7";"29";"17";"4";"86";"139";"19";"0";"-";"-";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7245";"6138";"33";"25";"6080";"2434";"315";"231";"451";"201";"58";"595";"1564";"229";"2";"-";"-";"-";"-";"-"
"779001";"779001";"74";"9";"3";"6121";"5056";"46";"18";"4992";"1512";"340";"175";"538";"222";"25";"659";"1272";"246";"3";"0";"-";"-";"-";"-"
"779002";"779002";"74";"9";"3";"4902";"4358";"29";"8";"4321";"1194";"400";"153";"331";"190";"45";"464";"1425";"119";"0";"0";"-";"-";"-";"-"
"779003";"779003";"74";"9";"3";"5273";"4622";"39";"6";"4577";"1647";"326";"121";"462";"198";"39";"552";"1042";"190";"0";"0";"-";"-";"-";"-"
"779004";"779004";"74";"9";"3";"2967";"2724";"16";"6";"2702";"702";"173";"58";"208";"105";"12";"469";"895";"80";"0";"0";"-";"-";"-";"-"
"779005";"779005";"74";"9";"3";"1068";"962";"11";"5";"946";"164";"70";"22";"59";"36";"9";"157";"393";"36";"0";"0";"-";"-";"-";"-"
"779006";"779006";"74";"9";"3";"655";"586";"3";"5";"578";"137";"42";"20";"60";"32";"8";"94";"170";"15";"0";"0";"-";"-";"-";"-"
"779007";"779007";"74";"9";"3";"737";"670";"3";"0";"667";"186";"41";"10";"57";"28";"3";"66";"253";"21";"2";"0";"-";"-";"-";"-"
"779008";"779008";"74";"9";"3";"589";"524";"5";"1";"518";"164";"45";"10";"43";"23";"5";"54";"152";"22";"0";"0";"-";"-";"-";"-"
"779009";"779009";"74";"9";"3";"742";"641";"5";"1";"635";"191";"54";"6";"50";"39";"0";"46";"232";"17";"0";"0";"-";"-";"-";"-"
"779010";"779010";"74";"9";"3";"1165";"1009";"9";"1";"999";"303";"75";"16";"64";"43";"15";"112";"340";"31";"0";"0";"-";"-";"-";"-"
"779011";"779011";"74";"9";"3";"1558";"1347";"8";"3";"1336";"352";"102";"38";"115";"54";"9";"180";"431";"55";"0";"0";"-";"-";"-";"-"
"779012";"779012";"74";"9";"3";"1140";"985";"8";"3";"974";"263";"56";"28";"67";"42";"22";"111";"353";"32";"0";"0";"-";"-";"-";"-"
"779013";"779013";"74";"9";"3";"1780";"1555";"16";"1";"1538";"458";"101";"26";"127";"54";"10";"168";"553";"41";"0";"0";"-";"-";"-";"-"
"779015";"779015";"74";"9";"3";"1336";"1179";"5";"2";"1172";"395";"96";"22";"71";"59";"5";"120";"373";"30";"1";"0";"-";"-";"-";"-"
"779017";"779017";"74";"9";"3";"623";"554";"5";"0";"549";"174";"29";"7";"41";"25";"2";"80";"168";"23";"0";"0";"-";"-";"-";"-"
"779019";"779019";"74";"9";"3";"762";"661";"3";"1";"657";"195";"45";"10";"51";"23";"5";"96";"198";"34";"0";"0";"-";"-";"-";"-"
"779020";"779020";"74";"9";"3";"685";"602";"7";"2";"593";"112";"42";"23";"51";"18";"20";"62";"233";"32";"0";"0";"-";"-";"-";"-"
"779021";"779021";"74";"9";"3";"1173";"1023";"8";"3";"1012";"272";"68";"21";"89";"27";"12";"114";"353";"55";"1";"0";"-";"-";"-";"-"
"779024";"779024";"74";"9";"3";"1437";"1287";"8";"3";"1276";"295";"99";"19";"123";"63";"6";"131";"490";"50";"0";"0";"-";"-";"-";"-"
"779025";"779025";"74";"9";"3";"1296";"1135";"16";"4";"1115";"348";"77";"18";"89";"41";"7";"121";"375";"39";"0";"0";"-";"-";"-";"-"
"787001";"787001";"87";"10";"3";"7004";"5938";"39";"24";"5875";"2071";"328";"253";"398";"183";"85";"639";"1682";"233";"3";"-";"-";"-";"-";"-"
"787002";"787002";"87";"10";"3";"989";"881";"4";"4";"873";"289";"48";"34";"38";"26";"28";"133";"257";"20";"0";"-";"-";"-";"-";"-"
"787003";"787003";"87";"10";"3";"755";"643";"5";"3";"635";"163";"28";"31";"26";"31";"8";"87";"239";"22";"0";"-";"-";"-";"-";"-"
"787004";"787004";"87";"10";"3";"783";"660";"5";"0";"655";"182";"32";"37";"50";"14";"24";"106";"166";"43";"1";"-";"-";"-";"-";"-"
"787005";"787005";"87";"10";"3";"523";"478";"2";"1";"475";"152";"29";"18";"16";"9";"3";"116";"118";"14";"0";"-";"-";"-";"-";"-"
"787006";"787006";"87";"10";"3";"1225";"1099";"5";"2";"1092";"237";"48";"58";"56";"45";"14";"131";"475";"28";"0";"-";"-";"-";"-";"-"
"787007";"787007";"87";"10";"3";"954";"867";"8";"3";"856";"229";"53";"59";"40";"23";"3";"91";"340";"17";"1";"-";"-";"-";"-";"-"
"787008";"787008";"87";"10";"3";"1105";"997";"7";"4";"986";"300";"72";"44";"69";"35";"13";"110";"317";"26";"0";"-";"-";"-";"-";"-"
