"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Personlige stemmer i alt";"FV2015 - A - personlige stemmer i alt";"FV2015 - B - personlige stemmer i alt";"FV2015 - C - personlige stemmer i alt";"FV2015 - F - personlige stemmer i alt";"FV2015 - I - personlige stemmer i alt";"FV2015 - K - personlige stemmer i alt";"FV2015 - O - personlige stemmer i alt";"FV2015 - V - personlige stemmer i alt";"FV2015 - Ø - personlige stemmer i alt";"FV2015 - Å - personlige stemmer i alt";"FV2015 - A-01";"FV2015 - A-02";"FV2015 - A-03";"FV2015 - A-04";"FV2015 - A-05";"FV2015 - A-06";"FV2015 - A-07";"FV2015 - A-08";"FV2015 - A-09";"FV2015 - A-10";"FV2015 - A-11";"FV2015 - A-12";"FV2015 - A-13";"FV2015 - B-01";"FV2015 - B-02";"FV2015 - B-03";"FV2015 - B-04";"FV2015 - B-05";"FV2015 - B-06";"FV2015 - B-07";"FV2015 - B-08";"FV2015 - B-09";"FV2015 - B-10";"FV2015 - B-11";"FV2015 - B-12";"FV2015 - C-01";"FV2015 - C-02";"FV2015 - C-03";"FV2015 - C-04";"FV2015 - C-05";"FV2015 - C-06";"FV2015 - C-07";"FV2015 - C-08";"FV2015 - C-09";"FV2015 - F-01";"FV2015 - F-02";"FV2015 - F-03";"FV2015 - F-04";"FV2015 - F-05";"FV2015 - F-06";"FV2015 - F-07";"FV2015 - F-08";"FV2015 - F-09";"FV2015 - F-10";"FV2015 - F-11";"FV2015 - F-12";"FV2015 - F-13";"FV2015 - I-01";"FV2015 - I-02";"FV2015 - I-03";"FV2015 - I-04";"FV2015 - I-05";"FV2015 - I-06";"FV2015 - I-07";"FV2015 - I-08";"FV2015 - I-09";"FV2015 - I-10";"FV2015 - I-11";"FV2015 - K-01";"FV2015 - K-02";"FV2015 - K-03";"FV2015 - K-04";"FV2015 - K-05";"FV2015 - K-06";"FV2015 - K-07";"FV2015 - K-08";"FV2015 - K-09";"FV2015 - K-10";"FV2015 - K-11";"FV2015 - O-01";"FV2015 - O-02";"FV2015 - O-03";"FV2015 - O-04";"FV2015 - O-05";"FV2015 - O-06";"FV2015 - O-07";"FV2015 - O-08";"FV2015 - O-09";"FV2015 - O-10";"FV2015 - O-11";"FV2015 - O-12";"FV2015 - O-13";"FV2015 - V-01";"FV2015 - V-02";"FV2015 - V-03";"FV2015 - V-04";"FV2015 - V-05";"FV2015 - V-06";"FV2015 - V-07";"FV2015 - V-08";"FV2015 - V-09";"FV2015 - V-10";"FV2015 - V-11";"FV2015 - V-12";"FV2015 - V-13";"FV2015 - Ø-01";"FV2015 - Ø-02";"FV2015 - Ø-03";"FV2015 - Ø-04";"FV2015 - Ø-05";"FV2015 - Ø-06";"FV2015 - Ø-07";"FV2015 - Ø-08";"FV2015 - Ø-09";"FV2015 - Ø-10";"FV2015 - Ø-11";"FV2015 - Ø-12";"FV2015 - Å-01";"FV2015 - Å-02";"FV2015 - Å-03";"FV2015 - Å-04";"FV2015 - Å-05";"FV2015 - Å-06";"FV2015 - Å-07";"FV2015 - Å-08";"FV2015 - Å-09";"FV2015 - Å-10";"FV2015 - Å-11";"FV2015 - Å-12";"FV2015 - Å-13"
"791013";"791013";"76";"9";"3";"4609";"1182";"152";"864";"254";"156";"43";"414";"1417";"66";"61";"4";"28";"4";"28";"5";"845";"74";"40";"48";"106";"-";"-";"-";"4";"1";"83";"23";"41";"-";"-";"-";"-";"-";"-";"-";"838";"6";"13";"0";"5";"2";"-";"-";"-";"1";"11";"16";"35";"31";"151";"5";"0";"1";"2";"1";"-";"-";"66";"46";"4";"4";"6";"2";"28";"0";"-";"-";"-";"1";"27";"0";"0";"3";"5";"6";"0";"1";"0";"0";"2";"13";"38";"42";"27";"13";"249";"5";"7";"5";"13";"-";"-";"17";"7";"9";"0";"3";"150";"18";"628";"2";"118";"465";"-";"-";"2";"13";"25";"15";"6";"1";"2";"2";"0";"-";"-";"-";"28";"24";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791014";"791014";"76";"9";"3";"1302";"275";"29";"172";"64";"50";"11";"152";"520";"15";"14";"2";"4";"1";"10";"0";"199";"20";"7";"14";"18";"-";"-";"-";"1";"0";"14";"8";"6";"-";"-";"-";"-";"-";"-";"-";"169";"0";"0";"1";"0";"2";"-";"-";"-";"0";"0";"6";"16";"1";"40";"1";"0";"0";"0";"0";"-";"-";"24";"9";"2";"0";"0";"0";"15";"0";"-";"-";"-";"0";"6";"0";"0";"1";"1";"3";"0";"0";"0";"0";"3";"3";"10";"15";"8";"5";"93";"3";"3";"1";"8";"-";"-";"8";"3";"3";"2";"1";"52";"2";"289";"2";"32";"126";"-";"-";"0";"1";"7";"5";"1";"0";"0";"0";"1";"-";"-";"-";"6";"5";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791015";"791015";"76";"9";"3";"1208";"229";"13";"212";"42";"28";"43";"170";"445";"16";"10";"0";"1";"5";"4";"1";"169";"17";"9";"11";"12";"-";"-";"-";"0";"1";"6";"2";"4";"-";"-";"-";"-";"-";"-";"-";"210";"1";"0";"1";"0";"0";"-";"-";"-";"0";"2";"1";"10";"1";"27";"0";"0";"0";"0";"1";"-";"-";"13";"5";"2";"1";"0";"2";"5";"0";"-";"-";"-";"2";"23";"0";"0";"1";"0";"13";"0";"1";"1";"2";"2";"5";"8";"27";"8";"2";"108";"6";"1";"0";"3";"-";"-";"3";"3";"1";"1";"10";"9";"2";"326";"1";"30";"59";"-";"-";"1";"1";"6";"3";"2";"0";"2";"0";"1";"-";"-";"-";"3";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791016";"791016";"76";"9";"3";"1402";"271";"10";"163";"60";"44";"11";"200";"614";"18";"11";"0";"4";"3";"9";"0";"203";"17";"7";"14";"14";"-";"-";"-";"1";"1";"5";"1";"2";"-";"-";"-";"-";"-";"-";"-";"156";"1";"2";"1";"2";"1";"-";"-";"-";"0";"1";"4";"18";"0";"33";"1";"0";"0";"3";"0";"-";"-";"15";"16";"1";"2";"0";"0";"10";"0";"-";"-";"-";"0";"2";"0";"0";"1";"4";"4";"0";"0";"0";"0";"3";"6";"58";"10";"9";"7";"96";"5";"1";"1";"4";"-";"-";"3";"2";"1";"1";"0";"40";"6";"283";"0";"20";"258";"-";"-";"0";"2";"8";"3";"3";"0";"1";"0";"1";"-";"-";"-";"3";"7";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791017";"791017";"76";"9";"3";"1174";"241";"21";"140";"36";"53";"18";"211";"434";"10";"10";"1";"12";"4";"13";"0";"171";"16";"5";"9";"10";"-";"-";"-";"1";"2";"8";"5";"5";"-";"-";"-";"-";"-";"-";"-";"129";"1";"3";"0";"6";"1";"-";"-";"-";"1";"1";"1";"4";"1";"27";"0";"0";"1";"0";"0";"-";"-";"28";"14";"3";"0";"1";"0";"5";"2";"-";"-";"-";"0";"8";"0";"1";"2";"2";"4";"0";"0";"0";"1";"1";"4";"17";"10";"10";"4";"156";"1";"1";"3";"4";"-";"-";"6";"5";"3";"0";"0";"33";"5";"258";"0";"10";"114";"-";"-";"0";"3";"3";"3";"0";"0";"0";"0";"1";"-";"-";"-";"6";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810001";"810001";"86";"10";"3";"321";"74";"2";"12";"9";"10";"0";"54";"138";"17";"5";"3";"3";"33";"15";"0";"0";"18";"2";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"1";"0";"0";"0";"-";"-";"-";"4";"0";"0";"8";"0";"-";"-";"-";"-";"0";"4";"1";"2";"0";"0";"2";"0";"0";"-";"-";"-";"-";"2";"6";"0";"0";"0";"2";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"1";"3";"34";"2";"1";"7";"1";"0";"5";"-";"-";"-";"-";"0";"2";"34";"33";"43";"19";"4";"3";"0";"-";"-";"-";"-";"0";"9";"0";"0";"0";"4";"1";"0";"3";"-";"-";"-";"3";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810002";"810002";"86";"10";"3";"662";"259";"9";"20";"13";"26";"4";"96";"190";"38";"7";"4";"2";"106";"58";"1";"2";"78";"4";"4";"-";"-";"-";"-";"0";"1";"1";"2";"1";"3";"0";"0";"1";"-";"-";"-";"14";"0";"1";"2";"3";"-";"-";"-";"-";"1";"0";"1";"8";"1";"0";"2";"0";"0";"-";"-";"-";"-";"16";"7";"0";"1";"0";"2";"0";"-";"-";"-";"-";"2";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"5";"10";"53";"19";"1";"2";"2";"2";"2";"-";"-";"-";"-";"0";"1";"30";"48";"51";"43";"12";"5";"0";"-";"-";"-";"-";"0";"23";"1";"3";"1";"10";"0";"0";"0";"-";"-";"-";"5";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810003";"810003";"86";"10";"3";"1788";"566";"59";"59";"87";"56";"17";"234";"629";"59";"22";"23";"10";"278";"94";"4";"2";"125";"24";"6";"-";"-";"-";"-";"1";"4";"5";"7";"4";"34";"1";"2";"1";"-";"-";"-";"36";"0";"0";"23";"0";"-";"-";"-";"-";"6";"4";"0";"63";"1";"0";"12";"0";"1";"-";"-";"-";"-";"28";"21";"1";"3";"1";"1";"1";"-";"-";"-";"-";"2";"1";"5";"9";"0";"-";"-";"-";"-";"-";"-";"4";"31";"106";"40";"6";"24";"2";"8";"13";"-";"-";"-";"-";"4";"2";"16";"199";"226";"132";"39";"10";"1";"-";"-";"-";"-";"0";"39";"3";"2";"3";"8";"3";"1";"0";"-";"-";"-";"8";"4";"7";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810004";"810004";"86";"10";"3";"485";"139";"11";"14";"9";"13";"5";"82";"177";"21";"14";"5";"3";"40";"27";"2";"0";"57";"4";"1";"-";"-";"-";"-";"1";"3";"0";"1";"0";"3";"1";"1";"1";"-";"-";"-";"7";"0";"0";"7";"0";"-";"-";"-";"-";"0";"0";"0";"7";"0";"0";"2";"0";"0";"-";"-";"-";"-";"6";"5";"1";"0";"0";"1";"0";"-";"-";"-";"-";"0";"2";"0";"3";"0";"-";"-";"-";"-";"-";"-";"2";"5";"53";"6";"1";"5";"1";"3";"6";"-";"-";"-";"-";"0";"8";"9";"85";"43";"25";"6";"1";"0";"-";"-";"-";"-";"2";"14";"0";"2";"0";"3";"0";"0";"0";"-";"-";"-";"11";"0";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810005";"810005";"86";"10";"3";"1651";"579";"32";"33";"39";"56";"11";"184";"684";"20";"13";"25";"9";"241";"116";"3";"5";"141";"27";"12";"-";"-";"-";"-";"0";"7";"4";"6";"3";"10";"1";"1";"0";"-";"-";"-";"24";"0";"0";"9";"0";"-";"-";"-";"-";"7";"1";"0";"18";"2";"1";"8";"2";"0";"-";"-";"-";"-";"16";"33";"1";"2";"1";"3";"0";"-";"-";"-";"-";"4";"0";"0";"5";"2";"-";"-";"-";"-";"-";"-";"7";"19";"89";"38";"2";"16";"1";"4";"8";"-";"-";"-";"-";"4";"8";"2";"273";"232";"119";"33";"12";"1";"-";"-";"-";"-";"0";"16";"1";"0";"1";"1";"0";"0";"1";"-";"-";"-";"8";"1";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810006";"810006";"86";"10";"3";"751";"221";"17";"17";"22";"26";"3";"96";"292";"43";"14";"8";"3";"96";"44";"1";"1";"60";"7";"1";"-";"-";"-";"-";"0";"2";"2";"1";"0";"11";"0";"0";"1";"-";"-";"-";"6";"0";"2";"8";"1";"-";"-";"-";"-";"2";"3";"2";"7";"0";"0";"8";"0";"0";"-";"-";"-";"-";"10";"13";"1";"0";"2";"0";"0";"-";"-";"-";"-";"1";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"2";"10";"50";"13";"0";"8";"0";"2";"11";"-";"-";"-";"-";"2";"1";"1";"142";"86";"40";"15";"4";"1";"-";"-";"-";"-";"0";"28";"0";"1";"0";"13";"0";"1";"0";"-";"-";"-";"8";"0";"5";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810010";"810010";"86";"10";"3";"4449";"1679";"98";"143";"265";"133";"32";"575";"1319";"166";"39";"55";"47";"836";"291";"11";"3";"333";"86";"17";"-";"-";"-";"-";"3";"12";"9";"18";"4";"39";"1";"8";"4";"-";"-";"-";"71";"3";"1";"58";"10";"-";"-";"-";"-";"18";"2";"6";"214";"2";"1";"21";"0";"1";"-";"-";"-";"-";"30";"85";"8";"2";"1";"6";"1";"-";"-";"-";"-";"5";"10";"13";"0";"4";"-";"-";"-";"-";"-";"-";"5";"52";"212";"145";"8";"103";"9";"9";"32";"-";"-";"-";"-";"7";"10";"8";"304";"579";"244";"138";"24";"5";"-";"-";"-";"-";"0";"117";"5";"6";"3";"28";"1";"3";"3";"-";"-";"-";"18";"0";"10";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810034";"810034";"86";"10";"3";"231";"82";"0";"15";"1";"12";"3";"32";"77";"7";"2";"3";"1";"50";"11";"1";"0";"13";"3";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"8";"0";"0";"6";"1";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"2";"8";"1";"0";"0";"1";"0";"-";"-";"-";"-";"0";"0";"2";"1";"0";"-";"-";"-";"-";"-";"-";"2";"2";"15";"5";"0";"3";"1";"1";"3";"-";"-";"-";"-";"0";"2";"0";"20";"28";"12";"14";"0";"1";"-";"-";"-";"-";"0";"7";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810040";"810040";"86";"10";"3";"472";"139";"8";"11";"17";"25";"6";"89";"161";"10";"6";"1";"0";"56";"38";"0";"1";"37";"6";"0";"-";"-";"-";"-";"0";"0";"0";"1";"1";"5";"0";"1";"0";"-";"-";"-";"4";"0";"0";"6";"1";"-";"-";"-";"-";"3";"2";"1";"8";"0";"0";"3";"0";"0";"-";"-";"-";"-";"5";"13";"1";"1";"0";"5";"0";"-";"-";"-";"-";"1";"0";"1";"4";"0";"-";"-";"-";"-";"-";"-";"2";"5";"39";"8";"2";"25";"3";"2";"3";"-";"-";"-";"-";"0";"0";"0";"41";"71";"20";"26";"3";"0";"-";"-";"-";"-";"0";"9";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"4";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810050";"810050";"86";"10";"3";"595";"200";"10";"30";"30";"44";"6";"52";"200";"21";"2";"9";"2";"80";"51";"0";"1";"46";"9";"2";"-";"-";"-";"-";"1";"1";"1";"3";"1";"2";"0";"1";"0";"-";"-";"-";"9";"0";"0";"20";"1";"-";"-";"-";"-";"4";"0";"0";"20";"1";"0";"4";"1";"0";"-";"-";"-";"-";"8";"28";"1";"2";"2";"3";"0";"-";"-";"-";"-";"2";"0";"1";"2";"1";"-";"-";"-";"-";"-";"-";"1";"2";"26";"11";"1";"8";"0";"0";"3";"-";"-";"-";"-";"0";"7";"1";"63";"74";"38";"16";"1";"0";"-";"-";"-";"-";"1";"15";"3";"1";"0";"1";"0";"0";"0";"-";"-";"-";"1";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810056";"810056";"86";"10";"3";"276";"84";"2";"20";"4";"7";"2";"33";"105";"14";"5";"2";"1";"32";"13";"3";"1";"26";"5";"1";"-";"-";"-";"-";"1";"0";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"19";"1";"-";"-";"-";"-";"0";"0";"0";"2";"0";"0";"2";"0";"0";"-";"-";"-";"-";"1";"4";"0";"0";"0";"1";"1";"-";"-";"-";"-";"0";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"3";"12";"8";"0";"7";"0";"1";"2";"-";"-";"-";"-";"1";"1";"0";"46";"32";"16";"8";"1";"0";"-";"-";"-";"-";"0";"7";"2";"3";"0";"1";"0";"1";"0";"-";"-";"-";"2";"0";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810070";"810070";"86";"10";"3";"915";"206";"12";"121";"33";"26";"4";"161";"302";"40";"10";"4";"6";"78";"43";"4";"1";"60";"9";"1";"-";"-";"-";"-";"0";"2";"0";"2";"0";"5";"1";"0";"2";"-";"-";"-";"16";"1";"1";"101";"2";"-";"-";"-";"-";"4";"2";"2";"20";"1";"0";"4";"0";"0";"-";"-";"-";"-";"13";"11";"0";"0";"0";"2";"0";"-";"-";"-";"-";"2";"0";"1";"1";"0";"-";"-";"-";"-";"-";"-";"5";"13";"84";"25";"4";"18";"3";"4";"5";"-";"-";"-";"-";"0";"2";"2";"124";"100";"37";"32";"3";"2";"-";"-";"-";"-";"0";"24";"3";"1";"0";"12";"0";"0";"0";"-";"-";"-";"7";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810080";"810080";"86";"10";"3";"348";"106";"2";"17";"21";"9";"7";"41";"125";"17";"3";"4";"2";"45";"23";"1";"1";"23";"3";"4";"-";"-";"-";"-";"0";"2";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"5";"1";"0";"11";"0";"-";"-";"-";"-";"0";"1";"0";"19";"0";"0";"1";"0";"0";"-";"-";"-";"-";"2";"5";"0";"0";"0";"1";"1";"-";"-";"-";"-";"1";"0";"6";"0";"0";"-";"-";"-";"-";"-";"-";"1";"4";"22";"8";"0";"5";"1";"0";"0";"-";"-";"-";"-";"0";"0";"1";"35";"68";"10";"11";"0";"0";"-";"-";"-";"-";"0";"12";"2";"1";"0";"2";"0";"0";"0";"-";"-";"-";"2";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813001";"813001";"84";"10";"3";"2785";"1166";"36";"66";"48";"94";"11";"413";"818";"109";"24";"21";"17";"37";"85";"5";"3";"972";"18";"8";"-";"-";"-";"-";"2";"5";"5";"0";"1";"19";"2";"1";"1";"-";"-";"-";"59";"1";"1";"4";"1";"-";"-";"-";"-";"7";"21";"1";"6";"1";"0";"11";"0";"1";"-";"-";"-";"-";"42";"27";"3";"13";"3";"4";"2";"-";"-";"-";"-";"2";"0";"2";"4";"3";"-";"-";"-";"-";"-";"-";"12";"50";"271";"16";"1";"15";"10";"14";"24";"-";"-";"-";"-";"3";"3";"55";"206";"402";"72";"70";"4";"3";"-";"-";"-";"-";"2";"76";"4";"3";"0";"1";"0";"4";"19";"-";"-";"-";"18";"2";"3";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813002";"813002";"84";"10";"3";"55";"17";"0";"3";"1";"0";"0";"9";"21";"3";"1";"0";"0";"1";"2";"0";"0";"14";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"2";"5";"2";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"3";"2";"13";"2";"1";"0";"0";"-";"-";"-";"-";"0";"0";"2";"0";"0";"0";"0";"0";"1";"-";"-";"-";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813003";"813003";"84";"10";"3";"716";"251";"8";"22";"6";"16";"5";"134";"226";"42";"6";"2";"1";"11";"18";"0";"1";"211";"5";"2";"-";"-";"-";"-";"0";"1";"4";"0";"0";"2";"1";"0";"0";"-";"-";"-";"20";"0";"1";"0";"1";"-";"-";"-";"-";"2";"2";"0";"0";"0";"0";"2";"0";"0";"-";"-";"-";"-";"5";"4";"5";"1";"0";"0";"1";"-";"-";"-";"-";"1";"0";"1";"1";"2";"-";"-";"-";"-";"-";"-";"3";"13";"89";"6";"0";"2";"2";"12";"7";"-";"-";"-";"-";"0";"2";"21";"52";"102";"27";"21";"1";"0";"-";"-";"-";"-";"1";"16";"0";"2";"0";"0";"0";"0";"23";"-";"-";"-";"6";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813004";"813004";"84";"10";"3";"357";"132";"3";"7";"2";"11";"0";"96";"91";"11";"4";"3";"4";"2";"1";"1";"0";"120";"0";"1";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"2";"0";"-";"-";"-";"7";"0";"0";"0";"0";"-";"-";"-";"-";"0";"1";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"4";"3";"1";"2";"0";"1";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"4";"4";"65";"2";"1";"4";"3";"9";"4";"-";"-";"-";"-";"2";"0";"4";"27";"39";"11";"5";"0";"3";"-";"-";"-";"-";"1";"9";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"1";"0";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813005";"813005";"84";"10";"3";"643";"259";"9";"9";"7";"15";"3";"122";"193";"24";"2";"0";"4";"6";"15";"1";"0";"230";"3";"0";"-";"-";"-";"-";"0";"0";"7";"0";"0";"2";"0";"0";"0";"-";"-";"-";"8";"0";"0";"1";"0";"-";"-";"-";"-";"0";"6";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"-";"5";"6";"0";"3";"0";"0";"1";"-";"-";"-";"-";"0";"0";"0";"0";"3";"-";"-";"-";"-";"-";"-";"6";"11";"83";"3";"3";"4";"1";"6";"5";"-";"-";"-";"-";"0";"2";"15";"76";"55";"17";"28";"0";"0";"-";"-";"-";"-";"0";"18";"2";"1";"0";"0";"0";"0";"3";"-";"-";"-";"1";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813006";"813006";"84";"10";"3";"902";"290";"19";"34";"23";"28";"47";"166";"271";"20";"4";"5";"3";"8";"14";"0";"2";"250";"5";"3";"-";"-";"-";"-";"0";"0";"8";"1";"0";"7";"1";"2";"0";"-";"-";"-";"32";"0";"0";"1";"1";"-";"-";"-";"-";"2";"16";"0";"1";"0";"0";"3";"0";"1";"-";"-";"-";"-";"11";"9";"0";"8";"0";"0";"0";"-";"-";"-";"-";"6";"1";"3";"14";"23";"-";"-";"-";"-";"-";"-";"3";"9";"125";"9";"2";"8";"2";"4";"4";"-";"-";"-";"-";"0";"11";"15";"110";"88";"15";"23";"8";"1";"-";"-";"-";"-";"0";"14";"1";"0";"1";"0";"0";"1";"3";"-";"-";"-";"3";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813007";"813007";"84";"10";"3";"2153";"1082";"51";"40";"54";"61";"9";"302";"465";"69";"20";"11";"20";"40";"48";"3";"6";"928";"22";"4";"-";"-";"-";"-";"0";"3";"27";"1";"0";"13";"0";"2";"5";"-";"-";"-";"35";"0";"0";"4";"1";"-";"-";"-";"-";"7";"31";"2";"3";"0";"0";"10";"1";"0";"-";"-";"-";"-";"27";"16";"4";"12";"0";"1";"1";"-";"-";"-";"-";"2";"0";"1";"5";"1";"-";"-";"-";"-";"-";"-";"6";"25";"179";"11";"2";"17";"14";"25";"23";"-";"-";"-";"-";"3";"5";"35";"215";"136";"27";"39";"5";"0";"-";"-";"-";"-";"4";"49";"1";"0";"1";"0";"1";"1";"12";"-";"-";"-";"14";"0";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813008";"813008";"84";"10";"3";"3171";"1348";"84";"56";"115";"119";"15";"482";"777";"148";"27";"21";"26";"43";"67";"6";"8";"1147";"20";"10";"-";"-";"-";"-";"2";"4";"56";"1";"0";"16";"1";"1";"3";"-";"-";"-";"47";"0";"2";"3";"4";"-";"-";"-";"-";"19";"65";"1";"10";"0";"1";"16";"1";"2";"-";"-";"-";"-";"38";"25";"0";"50";"3";"1";"2";"-";"-";"-";"-";"2";"0";"0";"11";"2";"-";"-";"-";"-";"-";"-";"20";"51";"278";"22";"7";"29";"12";"25";"38";"-";"-";"-";"-";"2";"2";"53";"355";"237";"65";"55";"4";"4";"-";"-";"-";"-";"1";"113";"3";"5";"2";"2";"2";"3";"17";"-";"-";"-";"15";"0";"8";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813009";"813009";"84";"10";"3";"2569";"1061";"65";"58";"61";"86";"13";"349";"772";"95";"9";"21";"21";"43";"65";"6";"2";"887";"12";"4";"-";"-";"-";"-";"0";"0";"45";"0";"0";"11";"1";"1";"7";"-";"-";"-";"52";"0";"2";"4";"0";"-";"-";"-";"-";"8";"37";"0";"5";"1";"0";"9";"0";"1";"-";"-";"-";"-";"35";"18";"2";"25";"1";"4";"1";"-";"-";"-";"-";"1";"1";"1";"1";"9";"-";"-";"-";"-";"-";"-";"8";"30";"233";"12";"2";"16";"8";"21";"19";"-";"-";"-";"-";"0";"8";"63";"303";"260";"84";"49";"5";"0";"-";"-";"-";"-";"0";"73";"5";"3";"0";"4";"1";"5";"4";"-";"-";"-";"7";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813010";"813010";"84";"10";"3";"740";"247";"16";"14";"21";"19";"7";"106";"272";"34";"4";"5";"15";"8";"9";"0";"1";"203";"3";"3";"-";"-";"-";"-";"0";"1";"7";"0";"0";"7";"0";"0";"1";"-";"-";"-";"12";"0";"0";"2";"0";"-";"-";"-";"-";"3";"9";"1";"2";"0";"0";"5";"1";"0";"-";"-";"-";"-";"4";"5";"0";"5";"1";"4";"0";"-";"-";"-";"-";"0";"0";"0";"3";"4";"-";"-";"-";"-";"-";"-";"1";"12";"61";"3";"2";"9";"3";"10";"5";"-";"-";"-";"-";"0";"1";"15";"126";"71";"26";"32";"1";"0";"-";"-";"-";"-";"0";"27";"2";"1";"0";"0";"0";"1";"3";"-";"-";"-";"2";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813011";"813011";"84";"10";"3";"773";"217";"20";"11";"7";"48";"7";"79";"362";"16";"6";"3";"3";"9";"20";"0";"3";"174";"4";"1";"-";"-";"-";"-";"0";"0";"13";"0";"0";"6";"0";"0";"1";"-";"-";"-";"9";"0";"0";"2";"0";"-";"-";"-";"-";"2";"1";"0";"1";"0";"0";"3";"0";"0";"-";"-";"-";"-";"11";"22";"0";"13";"0";"2";"0";"-";"-";"-";"-";"1";"0";"0";"4";"2";"-";"-";"-";"-";"-";"-";"6";"5";"53";"3";"0";"4";"2";"3";"3";"-";"-";"-";"-";"0";"2";"18";"211";"82";"33";"15";"0";"1";"-";"-";"-";"-";"0";"10";"2";"1";"1";"1";"0";"0";"1";"-";"-";"-";"5";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813012";"813012";"84";"10";"3";"3596";"1305";"68";"107";"88";"110";"28";"542";"1196";"123";"29";"33";"29";"68";"133";"4";"9";"972";"49";"8";"-";"-";"-";"-";"2";"8";"23";"0";"2";"23";"4";"6";"0";"-";"-";"-";"91";"2";"4";"6";"4";"-";"-";"-";"-";"9";"46";"2";"10";"0";"2";"16";"2";"1";"-";"-";"-";"-";"42";"34";"2";"23";"3";"5";"1";"-";"-";"-";"-";"1";"2";"5";"14";"6";"-";"-";"-";"-";"-";"-";"13";"52";"378";"26";"5";"27";"5";"17";"19";"-";"-";"-";"-";"1";"24";"199";"301";"457";"132";"65";"13";"4";"-";"-";"-";"-";"0";"96";"0";"3";"2";"3";"1";"3";"15";"-";"-";"-";"17";"4";"5";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
