"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1998 - Stemmeberettigede";"FV1998 - Afgivne stemmer";"FV1998 - Blanke stemmer";"FV1998 - Andre ugyldige stemmer";"FV1998 - Gyldige stemmer";"FV1998 - A. Socialdemokratiet";"FV1998 - B. Det Radikale Venstre";"FV1998 - C. Det Konservative Folkeparti";"FV1998 - D. Centrum-Demokraterne";"FV1998 - F. Socialistisk Folkeparti";"FV1998 - O. Dansk Folkeparti";"FV1998 - Q. Kristeligt Folkeparti";"FV1998 - U. Demokratisk Fornyelse";"FV1998 - V. Venstre, Danmarks Liberale Parti";"FV1998 - Z. Fremskridtspartiet";"FV1998 - Ø. Enhedslisten - De Rød-Grønne";"FV1998 - 1. Uden for partierne";"FV1998 - 2. Uden for partierne";"FV1998 - 3. Uden for partierne"
"745001";"745001";"88";"15";"3";"6165";"5190";"28";"7";"5155";"2138";"165";"323";"215";"395";"312";"78";"21";"1314";"64";"125";"5";"-";"-"
"745002";"745002";"88";"15";"3";"2674";"2429";"7";"4";"2418";"874";"84";"167";"115";"166";"156";"35";"9";"749";"31";"32";"0";"-";"-"
"745003";"745003";"88";"15";"3";"1489";"1323";"15";"0";"1308";"418";"59";"69";"75";"74";"102";"28";"3";"426";"27";"27";"0";"-";"-"
"745004";"745004";"88";"15";"3";"561";"503";"3";"0";"500";"148";"19";"30";"23";"43";"33";"11";"2";"174";"4";"12";"1";"-";"-"
"745005";"745005";"88";"15";"3";"1030";"904";"5";"4";"895";"234";"29";"51";"28";"62";"81";"17";"3";"330";"18";"42";"0";"-";"-"
"745006";"745006";"88";"15";"3";"3390";"2956";"13";"5";"2938";"1018";"118";"249";"129";"167";"154";"54";"16";"954";"37";"40";"2";"-";"-"
"747001";"747001";"84";"15";"3";"151";"143";"1";"1";"141";"46";"3";"7";"4";"7";"14";"8";"0";"49";"2";"1";"0";"-";"-"
"747002";"747002";"84";"15";"3";"371";"319";"0";"0";"319";"110";"8";"21";"9";"11";"16";"6";"1";"118";"10";"9";"0";"-";"-"
"747003";"747003";"84";"15";"3";"1910";"1712";"8";"0";"1704";"534";"48";"195";"76";"33";"123";"31";"5";"621";"29";"7";"2";"-";"-"
"747004";"747004";"84";"15";"3";"378";"313";"2";"0";"311";"115";"9";"14";"8";"15";"28";"6";"0";"104";"4";"7";"1";"-";"-"
"747005";"747005";"84";"15";"3";"2031";"1762";"5";"3";"1754";"786";"47";"100";"71";"66";"116";"45";"7";"464";"29";"22";"1";"-";"-"
"747006";"747006";"84";"15";"3";"500";"432";"0";"0";"432";"134";"8";"28";"22";"23";"28";"14";"2";"154";"12";"7";"0";"-";"-"
"747007";"747007";"84";"15";"3";"792";"695";"7";"1";"687";"277";"22";"49";"22";"38";"51";"17";"2";"183";"13";"13";"0";"-";"-"
"749001";"749001";"89";"15";"3";"2376";"2062";"16";"3";"2043";"674";"60";"150";"85";"109";"148";"75";"3";"646";"49";"43";"1";"-";"-"
"749002";"749002";"89";"15";"3";"642";"580";"4";"0";"576";"120";"11";"37";"37";"44";"41";"23";"2";"227";"18";"16";"0";"-";"-"
"749003";"749003";"89";"15";"3";"1522";"1267";"5";"3";"1259";"384";"57";"93";"69";"82";"70";"27";"2";"411";"37";"27";"0";"-";"-"
"749004";"749004";"89";"15";"3";"422";"341";"3";"1";"337";"100";"9";"20";"7";"38";"27";"16";"0";"99";"5";"16";"0";"-";"-"
"751001";"751001";"82";"15";"3";"10692";"9407";"37";"12";"9358";"3128";"641";"851";"417";"993";"362";"202";"37";"2111";"83";"531";"2";"-";"-"
"751002";"751002";"82";"15";"3";"8568";"7304";"32";"15";"7257";"3006";"381";"610";"248";"638";"376";"132";"22";"1502";"90";"249";"3";"-";"-"
"751003";"751003";"82";"15";"3";"5956";"5141";"21";"7";"5113";"2147";"207";"423";"194";"466";"333";"104";"23";"1008";"59";"148";"1";"-";"-"
"751004";"751004";"82";"15";"3";"4262";"3723";"16";"8";"3699";"1426";"173";"315";"166";"325";"218";"104";"26";"768";"46";"131";"1";"-";"-"
"751006";"751006";"82";"15";"3";"5792";"5124";"25";"4";"5095";"2420";"109";"340";"278";"275";"343";"97";"6";"1075";"74";"77";"1";"-";"-"
"751007";"751007";"83";"15";"3";"5462";"4816";"17";"1";"4798";"1902";"203";"441";"173";"427";"287";"111";"22";"997";"67";"166";"2";"-";"-"
"751009";"751009";"82";"15";"3";"3087";"2784";"9";"2";"2773";"964";"133";"195";"149";"290";"146";"54";"5";"718";"24";"94";"1";"-";"-"
"751011";"751011";"82";"15";"3";"2991";"2640";"7";"4";"2629";"982";"92";"175";"137";"235";"153";"53";"16";"662";"30";"94";"0";"-";"-"
"751012";"751012";"82";"15";"3";"2660";"2427";"18";"4";"2405";"867";"130";"157";"116";"266";"114";"52";"14";"569";"30";"90";"0";"-";"-"
"751013";"751013";"82";"15";"3";"3216";"2849";"12";"4";"2833";"1026";"75";"182";"165";"194";"174";"51";"15";"844";"50";"57";"0";"-";"-"
"751016";"751016";"83";"15";"3";"409";"360";"1";"1";"358";"115";"14";"17";"14";"23";"28";"10";"4";"101";"10";"22";"0";"-";"-"
"751018";"751018";"83";"15";"3";"3723";"3281";"13";"6";"3262";"1451";"90";"206";"157";"201";"228";"47";"8";"767";"49";"57";"1";"-";"-"
"751019";"751019";"83";"15";"3";"2532";"2226";"10";"2";"2214";"826";"86";"167";"101";"268";"138";"38";"8";"438";"25";"115";"4";"-";"-"
"751021";"751021";"80";"15";"3";"11050";"8925";"39";"14";"8872";"2969";"783";"708";"397";"1111";"265";"153";"45";"1815";"56";"569";"1";"-";"-"
"751022";"751022";"83";"15";"3";"3106";"2772";"4";"2";"2766";"1026";"156";"219";"121";"278";"187";"70";"17";"536";"33";"122";"1";"-";"-"
"751023";"751023";"83";"15";"3";"4721";"4111";"21";"14";"4076";"1640";"197";"324";"145";"381";"270";"105";"20";"787";"49";"158";"0";"-";"-"
"751025";"751025";"83";"15";"3";"4815";"3788";"14";"10";"3764";"1718";"148";"180";"111";"358";"315";"121";"19";"560";"45";"189";"0";"-";"-"
"751026";"751026";"83";"15";"3";"4927";"4367";"14";"3";"4350";"1751";"185";"289";"205";"355";"296";"101";"13";"940";"42";"172";"1";"-";"-"
"751030";"751030";"83";"15";"3";"2741";"2443";"13";"3";"2427";"954";"61";"174";"114";"141";"177";"47";"4";"648";"30";"76";"1";"-";"-"
"751031";"751031";"83";"15";"3";"522";"467";"1";"0";"466";"182";"19";"22";"13";"46";"28";"9";"4";"112";"8";"23";"0";"-";"-"
"751033";"751033";"83";"15";"3";"1418";"1265";"5";"1";"1259";"492";"36";"101";"48";"68";"110";"33";"4";"322";"23";"22";"0";"-";"-"
"751034";"751034";"83";"15";"3";"541";"482";"2";"1";"479";"159";"10";"19";"26";"30";"55";"15";"4";"140";"11";"10";"0";"-";"-"
"751041";"751041";"80";"15";"3";"11773";"10289";"45";"18";"10226";"3601";"889";"733";"415";"1484";"261";"190";"56";"1733";"68";"792";"4";"-";"-"
"751042";"751042";"81";"15";"3";"16357";"14012";"67";"16";"13929";"5830";"880";"854";"540";"1686";"621";"343";"53";"2267";"112";"735";"8";"-";"-"
"751043";"751043";"81";"15";"3";"8682";"7374";"37";"12";"7325";"2997";"452";"559";"311";"711";"353";"177";"29";"1336";"84";"313";"3";"-";"-"
"751044";"751044";"81";"15";"3";"1076";"842";"3";"1";"838";"316";"34";"42";"42";"102";"46";"24";"6";"170";"6";"50";"0";"-";"-"
"751045";"751045";"80";"15";"3";"7495";"6864";"24";"14";"6826";"1943";"419";"834";"335";"548";"307";"144";"22";"1984";"53";"237";"0";"-";"-"
"751047";"751047";"81";"15";"3";"6616";"5777";"24";"11";"5742";"2314";"174";"431";"269";"413";"320";"157";"20";"1418";"109";"117";"0";"-";"-"
"751048";"751048";"80";"15";"3";"1825";"1618";"4";"3";"1611";"709";"67";"64";"74";"205";"91";"24";"1";"285";"17";"74";"0";"-";"-"
"751049";"751049";"80";"15";"3";"3523";"3145";"9";"2";"3134";"1018";"116";"365";"195";"177";"197";"48";"15";"873";"61";"68";"1";"-";"-"
"751050";"751050";"80";"15";"3";"3476";"3094";"5";"3";"3086";"938";"102";"331";"161";"197";"224";"56";"5";"956";"44";"72";"0";"-";"-"
"751051";"751051";"80";"15";"3";"4167";"3652";"14";"5";"3633";"1297";"117";"313";"209";"219";"235";"83";"15";"1020";"49";"75";"1";"-";"-"
"751053";"751053";"81";"15";"3";"1950";"1632";"8";"2";"1622";"702";"41";"91";"72";"126";"161";"21";"6";"344";"20";"38";"0";"-";"-"
"751055";"751055";"81";"15";"3";"600";"542";"3";"0";"539";"204";"17";"37";"23";"29";"40";"11";"5";"133";"24";"16";"0";"-";"-"
"751056";"751056";"81";"15";"3";"1322";"1182";"7";"1";"1174";"447";"30";"50";"51";"72";"81";"25";"3";"379";"14";"22";"0";"-";"-"
"751061";"751061";"80";"15";"3";"6788";"5831";"37";"11";"5783";"2297";"356";"450";"205";"641";"275";"204";"21";"1034";"59";"239";"2";"-";"-"
"751062";"751062";"83";"15";"3";"2789";"2224";"9";"4";"2211";"1262";"39";"93";"63";"160";"174";"33";"2";"307";"30";"48";"0";"-";"-"
"751063";"751063";"81";"15";"3";"8528";"7104";"28";"13";"7063";"3412";"326";"423";"224";"686";"456";"134";"29";"974";"64";"334";"1";"-";"-"
"751064";"751064";"83";"15";"3";"5054";"4398";"19";"7";"4372";"1945";"157";"263";"148";"550";"290";"94";"22";"637";"56";"206";"4";"-";"-"
"751065";"751065";"80";"15";"3";"5255";"4783";"13";"5";"4765";"1835";"210";"423";"210";"476";"215";"131";"18";"1014";"55";"178";"0";"-";"-"
"751066";"751066";"82";"15";"3";"4366";"3845";"13";"7";"3825";"963";"163";"547";"194";"239";"203";"81";"12";"1292";"43";"86";"2";"-";"-"
"751101";"751101";"83";"15";"3";"8016";"6729";"35";"7";"6687";"3050";"234";"467";"258";"532";"496";"139";"23";"1201";"90";"197";"0";"-";"-"
"751103";"751103";"83";"15";"3";"5105";"4563";"20";"8";"4535";"1575";"194";"415";"205";"344";"342";"105";"19";"1141";"58";"134";"3";"-";"-"
"751105";"751105";"83";"15";"3";"4280";"3599";"13";"13";"3573";"1693";"82";"192";"114";"214";"319";"76";"9";"711";"68";"95";"0";"-";"-"
"761001";"761001";"94";"16";"3";"4220";"3595";"20";"6";"3569";"1167";"139";"261";"160";"168";"204";"184";"8";"1173";"78";"27";"-";"-";"-"
"761002";"761002";"94";"16";"3";"1525";"1318";"12";"4";"1302";"564";"38";"65";"62";"34";"95";"43";"0";"349";"36";"16";"-";"-";"-"
"761003";"761003";"94";"16";"3";"224";"189";"0";"2";"187";"53";"14";"11";"7";"5";"17";"8";"1";"64";"3";"4";"-";"-";"-"
"761004";"761004";"94";"16";"3";"264";"231";"1";"0";"230";"56";"5";"12";"4";"7";"24";"16";"1";"101";"4";"0";"-";"-";"-"
"761005";"761005";"94";"16";"3";"420";"380";"1";"0";"379";"111";"14";"16";"12";"14";"34";"23";"0";"146";"8";"1";"-";"-";"-"
"761006";"761006";"94";"16";"3";"740";"634";"4";"3";"627";"170";"21";"30";"20";"24";"53";"49";"2";"232";"16";"10";"-";"-";"-"
"761007";"761007";"94";"16";"3";"688";"587";"3";"1";"583";"162";"23";"28";"25";"18";"72";"32";"4";"201";"16";"2";"-";"-";"-"
"761008";"761008";"94";"16";"3";"391";"353";"2";"1";"350";"110";"7";"16";"22";"17";"27";"17";"1";"117";"12";"4";"-";"-";"-"
"761009";"761009";"94";"16";"3";"1487";"1268";"5";"2";"1261";"470";"33";"72";"68";"38";"87";"42";"4";"420";"23";"4";"-";"-";"-"
"761010";"761010";"94";"16";"3";"402";"353";"4";"0";"349";"81";"8";"13";"12";"20";"29";"49";"4";"126";"5";"2";"-";"-";"-"
"763001";"763001";"92";"16";"3";"2306";"1990";"12";"4";"1974";"583";"138";"124";"72";"90";"171";"57";"5";"666";"46";"22";"-";"-";"-"
"763002";"763002";"92";"16";"3";"1784";"1561";"8";"1";"1552";"442";"120";"97";"66";"59";"118";"61";"3";"520";"53";"13";"-";"-";"-"
"763003";"763003";"92";"16";"3";"1818";"1618";"14";"5";"1599";"541";"91";"100";"48";"65";"138";"38";"6";"528";"33";"11";"-";"-";"-"
"765001";"765001";"90";"16";"3";"1765";"1395";"5";"4";"1386";"458";"33";"113";"47";"50";"153";"32";"5";"437";"44";"14";"-";"-";"-"
"765002";"765002";"90";"16";"3";"746";"626";"4";"1";"621";"176";"12";"57";"34";"21";"54";"20";"3";"219";"21";"4";"-";"-";"-"
"765003";"765003";"90";"16";"3";"129";"111";"2";"0";"109";"28";"1";"7";"5";"4";"12";"1";"0";"50";"1";"0";"-";"-";"-"
"765004";"765004";"90";"16";"3";"607";"514";"1";"0";"513";"161";"30";"54";"25";"29";"36";"16";"1";"136";"17";"8";"-";"-";"-"
"765006";"765006";"90";"16";"3";"250";"220";"0";"1";"219";"47";"10";"18";"10";"21";"12";"10";"2";"78";"4";"7";"-";"-";"-"
"765105";"765105";"90";"16";"3";"853";"698";"5";"0";"693";"216";"26";"48";"32";"43";"37";"34";"1";"202";"30";"24";"-";"-";"-"
"767001";"767001";"94";"16";"3";"3059";"2602";"12";"7";"2583";"863";"96";"157";"122";"100";"201";"80";"7";"866";"71";"20";"-";"-";"-"
"767002";"767002";"94";"16";"3";"1956";"1697";"11";"1";"1685";"583";"52";"90";"88";"57";"127";"70";"3";"570";"37";"8";"-";"-";"-"
"769001";"769001";"94";"16";"3";"485";"420";"0";"0";"420";"120";"11";"31";"20";"23";"48";"17";"2";"133";"10";"5";"-";"-";"-"
"769002";"769002";"94";"16";"3";"1925";"1675";"14";"6";"1655";"575";"47";"105";"62";"45";"182";"90";"5";"506";"24";"14";"-";"-";"-"
"769003";"769003";"94";"16";"3";"1853";"1598";"8";"0";"1590";"559";"34";"141";"81";"30";"147";"42";"0";"511";"33";"12";"-";"-";"-"
"769004";"769004";"94";"16";"3";"746";"637";"5";"1";"631";"225";"5";"61";"25";"18";"77";"25";"2";"180";"11";"2";"-";"-";"-"
"771001";"771001";"94";"16";"3";"1837";"1617";"14";"4";"1599";"468";"58";"101";"56";"53";"92";"118";"5";"608";"23";"17";"-";"-";"-"
"771002";"771002";"94";"16";"3";"453";"393";"1";"2";"390";"121";"16";"15";"12";"26";"23";"34";"0";"122";"14";"7";"-";"-";"-"
"771003";"771003";"94";"16";"3";"3384";"2928";"15";"12";"2901";"1129";"122";"205";"107";"102";"205";"127";"7";"826";"51";"20";"-";"-";"-"
"771004";"771004";"94";"16";"3";"451";"396";"4";"0";"392";"90";"14";"23";"19";"5";"18";"48";"0";"161";"12";"2";"-";"-";"-"
"771005";"771005";"94";"16";"3";"823";"707";"6";"2";"699";"219";"21";"25";"19";"17";"54";"27";"4";"289";"13";"11";"-";"-";"-"
"771006";"771006";"94";"16";"3";"1723";"1519";"12";"2";"1505";"442";"49";"62";"58";"55";"148";"70";"7";"548";"54";"12";"-";"-";"-"
"771007";"771007";"94";"16";"3";"1043";"903";"6";"6";"891";"217";"27";"51";"24";"30";"91";"98";"2";"300";"43";"8";"-";"-";"-"
"771008";"771008";"94";"16";"3";"531";"478";"4";"0";"474";"131";"12";"22";"17";"22";"38";"35";"0";"181";"12";"4";"-";"-";"-"
"773001";"773001";"91";"16";"3";"848";"721";"9";"0";"712";"301";"23";"38";"15";"17";"25";"46";"1";"127";"111";"8";"-";"-";"-"
"773002";"773002";"91";"16";"3";"656";"566";"0";"0";"566";"216";"23";"17";"15";"34";"24";"9";"3";"126";"93";"6";"-";"-";"-"
"773003";"773003";"91";"16";"3";"336";"297";"1";"1";"295";"77";"17";"9";"10";"22";"15";"5";"5";"82";"48";"5";"-";"-";"-"
"773004";"773004";"91";"16";"3";"483";"436";"3";"0";"433";"174";"24";"25";"22";"27";"17";"13";"1";"80";"40";"10";"-";"-";"-"
"773005";"773005";"91";"16";"3";"391";"320";"0";"0";"320";"98";"10";"26";"11";"11";"15";"10";"3";"104";"29";"3";"-";"-";"-"
"773006";"773006";"91";"16";"3";"375";"320";"1";"1";"318";"67";"18";"16";"18";"22";"24";"3";"2";"100";"37";"11";"-";"-";"-"
"773007";"773007";"91";"16";"3";"754";"647";"2";"0";"645";"213";"22";"35";"8";"22";"20";"10";"4";"247";"61";"3";"-";"-";"-"
"773008";"773008";"91";"16";"3";"567";"493";"5";"0";"488";"188";"7";"36";"24";"17";"22";"13";"1";"147";"31";"2";"-";"-";"-"
"773009";"773009";"91";"16";"3";"775";"702";"3";"1";"698";"237";"27";"43";"33";"17";"27";"21";"1";"206";"81";"5";"-";"-";"-"
"773010";"773010";"91";"16";"3";"564";"484";"3";"0";"481";"191";"12";"26";"15";"11";"25";"21";"1";"139";"39";"1";"-";"-";"-"
"773011";"773011";"91";"16";"3";"568";"498";"4";"2";"492";"176";"19";"22";"10";"18";"36";"14";"3";"148";"43";"3";"-";"-";"-"
"773012";"773012";"91";"16";"3";"724";"646";"2";"0";"644";"212";"16";"44";"15";"25";"42";"26";"2";"189";"69";"4";"-";"-";"-"
"773013";"773013";"91";"16";"3";"705";"619";"3";"1";"615";"170";"24";"27";"17";"37";"22";"32";"3";"202";"72";"9";"-";"-";"-"
"773014";"773014";"91";"16";"3";"824";"720";"2";"3";"715";"202";"28";"52";"22";"43";"39";"30";"2";"224";"67";"6";"-";"-";"-"
"773015";"773015";"91";"16";"3";"535";"469";"3";"0";"466";"161";"8";"23";"19";"22";"27";"23";"3";"119";"57";"4";"-";"-";"-"
"773016";"773016";"91";"16";"3";"568";"498";"8";"1";"489";"150";"18";"42";"7";"18";"35";"24";"0";"144";"47";"4";"-";"-";"-"
"773017";"773017";"91";"16";"3";"698";"599";"1";"3";"595";"219";"12";"23";"10";"18";"44";"28";"0";"163";"75";"3";"-";"-";"-"
"773018";"773018";"91";"16";"3";"7463";"6314";"31";"9";"6274";"3154";"224";"482";"197";"306";"244";"189";"14";"1094";"320";"50";"-";"-";"-"
"775001";"775001";"93";"16";"3";"607";"545";"3";"0";"542";"137";"9";"22";"16";"25";"42";"17";"3";"238";"26";"7";"-";"-";"-"
"775002";"775002";"93";"16";"3";"810";"719";"5";"0";"714";"174";"25";"46";"27";"35";"62";"35";"7";"267";"30";"6";"-";"-";"-"
"775003";"775003";"93";"16";"3";"500";"434";"3";"2";"429";"96";"10";"30";"10";"13";"42";"16";"1";"201";"6";"4";"-";"-";"-"
"775004";"775004";"93";"16";"3";"1476";"1284";"8";"4";"1272";"338";"18";"99";"41";"35";"96";"76";"0";"514";"47";"8";"-";"-";"-"
"775005";"775005";"93";"16";"3";"1497";"1311";"6";"7";"1298";"389";"30";"113";"46";"82";"85";"31";"3";"480";"27";"12";"-";"-";"-"
"775006";"775006";"93";"16";"3";"716";"643";"2";"1";"640";"178";"16";"48";"14";"18";"44";"38";"2";"256";"18";"8";"-";"-";"-"
"777001";"777001";"92";"16";"3";"1471";"1283";"10";"0";"1273";"538";"76";"90";"57";"54";"105";"19";"2";"294";"31";"7";"-";"-";"-"
"777002";"777002";"92";"16";"3";"1287";"1097";"7";"4";"1086";"356";"77";"82";"37";"30";"75";"56";"1";"331";"36";"5";"-";"-";"-"
"777003";"777003";"92";"16";"3";"1282";"1131";"9";"2";"1120";"466";"63";"65";"43";"28";"76";"27";"0";"312";"30";"10";"-";"-";"-"
"777004";"777004";"92";"16";"3";"596";"514";"1";"0";"513";"138";"26";"22";"20";"28";"28";"8";"1";"207";"26";"9";"-";"-";"-"
"779001";"779001";"92";"16";"3";"5899";"4884";"35";"19";"4830";"2000";"295";"425";"153";"327";"316";"113";"18";"1023";"86";"74";"-";"-";"-"
"779002";"779002";"92";"16";"3";"4814";"4166";"25";"6";"4135";"1546";"288";"456";"181";"245";"266";"82";"19";"960";"56";"36";"-";"-";"-"
"779003";"779003";"92";"16";"3";"5071";"4376";"19";"13";"4344";"1980";"240";"324";"173";"304";"280";"86";"10";"827";"69";"51";"-";"-";"-"
"779004";"779004";"92";"16";"3";"2859";"2542";"9";"6";"2527";"943";"142";"208";"70";"112";"263";"49";"5";"681";"37";"17";"-";"-";"-"
"779005";"779005";"92";"16";"3";"1078";"962";"5";"1";"956";"235";"66";"46";"32";"29";"108";"19";"1";"382";"27";"11";"-";"-";"-"
"779006";"779006";"92";"16";"3";"658";"595";"6";"1";"588";"194";"45";"42";"26";"30";"48";"31";"2";"139";"18";"13";"-";"-";"-"
"779007";"779007";"92";"16";"3";"740";"671";"4";"4";"663";"225";"55";"50";"23";"35";"53";"11";"2";"191";"14";"4";"-";"-";"-"
"781001";"781001";"92";"16";"3";"1059";"922";"6";"2";"914";"380";"100";"61";"28";"33";"43";"11";"2";"240";"11";"5";"-";"-";"-"
"781002";"781002";"92";"16";"3";"440";"390";"4";"2";"384";"141";"30";"24";"13";"12";"35";"4";"1";"114";"7";"3";"-";"-";"-"
"781004";"781004";"92";"16";"3";"667";"578";"6";"1";"571";"200";"51";"28";"16";"39";"47";"7";"2";"165";"8";"8";"-";"-";"-"
"781005";"781005";"92";"16";"3";"279";"252";"3";"0";"249";"78";"26";"17";"4";"3";"15";"2";"0";"88";"9";"7";"-";"-";"-"
"781006";"781006";"92";"16";"3";"814";"699";"8";"1";"690";"266";"75";"30";"22";"32";"51";"20";"5";"169";"18";"2";"-";"-";"-"
"781008";"781008";"92";"16";"3";"585";"522";"5";"2";"515";"192";"49";"26";"16";"18";"29";"20";"0";"142";"10";"13";"-";"-";"-"
"781009";"781009";"92";"16";"3";"744";"645";"3";"2";"640";"233";"61";"31";"25";"39";"49";"16";"3";"169";"10";"4";"-";"-";"-"
"781010";"781010";"92";"16";"3";"1135";"1006";"8";"4";"994";"372";"88";"62";"29";"35";"55";"40";"2";"286";"15";"10";"-";"-";"-"
"783001";"783001";"92";"16";"3";"766";"637";"5";"0";"632";"140";"46";"48";"22";"24";"45";"79";"2";"176";"42";"8";"-";"-";"-"
"783002";"783002";"92";"16";"3";"805";"686";"7";"2";"677";"226";"71";"26";"16";"32";"40";"46";"4";"175";"32";"9";"-";"-";"-"
"783003";"783003";"92";"16";"3";"544";"472";"2";"0";"470";"159";"30";"18";"19";"22";"36";"17";"5";"140";"17";"7";"-";"-";"-"
"783004";"783004";"92";"16";"3";"308";"279";"1";"1";"277";"67";"23";"22";"7";"17";"24";"6";"0";"105";"4";"2";"-";"-";"-"
"783005";"783005";"92";"16";"3";"1194";"1060";"5";"5";"1050";"348";"100";"62";"36";"65";"60";"24";"3";"326";"17";"9";"-";"-";"-"
"783006";"783006";"92";"16";"3";"1375";"1200";"3";"1";"1196";"498";"82";"71";"39";"53";"69";"28";"2";"315";"32";"7";"-";"-";"-"
"785001";"785001";"90";"16";"3";"1862";"1575";"6";"3";"1566";"424";"49";"112";"36";"64";"100";"104";"3";"527";"130";"17";"-";"-";"-"
"785002";"785002";"90";"16";"3";"2713";"2308";"9";"2";"2297";"736";"72";"280";"77";"75";"146";"153";"2";"651";"92";"13";"-";"-";"-"
"785003";"785003";"90";"16";"3";"1536";"1300";"4";"0";"1296";"382";"46";"116";"34";"79";"84";"86";"5";"367";"77";"20";"-";"-";"-"
"785004";"785004";"90";"16";"3";"1624";"1393";"3";"3";"1387";"405";"23";"120";"38";"47";"99";"158";"3";"423";"62";"9";"-";"-";"-"
"785005";"785005";"90";"16";"3";"1097";"963";"5";"2";"956";"242";"28";"94";"35";"51";"71";"69";"11";"287";"48";"20";"-";"-";"-"
"787001";"787001";"90";"16";"3";"7032";"5944";"23";"19";"5902";"2564";"226";"500";"209";"376";"328";"215";"17";"1266";"109";"92";"-";"-";"-"
"787002";"787002";"90";"16";"3";"999";"859";"6";"1";"852";"303";"19";"56";"27";"33";"64";"89";"1";"209";"44";"7";"-";"-";"-"
"787003";"787003";"90";"16";"3";"823";"733";"2";"2";"729";"166";"20";"72";"27";"44";"40";"31";"3";"295";"23";"8";"-";"-";"-"
"787004";"787004";"90";"16";"3";"890";"745";"3";"0";"742";"223";"41";"75";"18";"55";"58";"54";"5";"160";"28";"25";"-";"-";"-"
"787005";"787005";"90";"16";"3";"552";"465";"2";"1";"462";"183";"5";"25";"27";"16";"37";"12";"1";"136";"17";"3";"-";"-";"-"
"787006";"787006";"90";"16";"3";"1271";"1141";"7";"2";"1132";"300";"27";"96";"35";"46";"85";"115";"4";"380";"36";"8";"-";"-";"-"
"787007";"787007";"90";"16";"3";"946";"855";"5";"0";"850";"233";"35";"88";"34";"45";"47";"32";"3";"303";"19";"11";"-";"-";"-"
"787008";"787008";"90";"16";"3";"1102";"994";"8";"0";"986";"330";"35";"68";"40";"51";"53";"41";"6";"301";"42";"19";"-";"-";"-"
"787009";"787009";"90";"16";"3";"561";"506";"1";"1";"504";"127";"19";"41";"11";"30";"42";"52";"1";"147";"27";"7";"-";"-";"-"
"787010";"787010";"90";"16";"3";"1695";"1444";"4";"2";"1438";"521";"56";"113";"52";"58";"127";"83";"9";"309";"86";"24";"-";"-";"-"
"787011";"787011";"90";"16";"3";"348";"304";"4";"1";"299";"58";"8";"28";"11";"16";"28";"24";"1";"100";"15";"10";"-";"-";"-"
"787012";"787012";"90";"16";"3";"3161";"2802";"19";"4";"2779";"1039";"108";"259";"129";"131";"161";"168";"4";"693";"67";"20";"-";"-";"-"
"787013";"787013";"90";"16";"3";"357";"311";"3";"1";"307";"66";"13";"32";"13";"30";"25";"44";"2";"66";"9";"7";"-";"-";"-"
"787014";"787014";"90";"16";"3";"475";"424";"1";"0";"423";"89";"20";"42";"14";"12";"31";"28";"3";"163";"18";"3";"-";"-";"-"
"787015";"787015";"90";"16";"3";"1003";"863";"7";"2";"854";"251";"36";"34";"16";"52";"63";"25";"12";"309";"32";"24";"-";"-";"-"
"787016";"787016";"90";"16";"3";"923";"781";"4";"3";"774";"226";"10";"52";"23";"33";"52";"27";"2";"305";"41";"3";"-";"-";"-"
"789001";"789001";"93";"16";"3";"689";"600";"3";"2";"595";"209";"21";"33";"22";"23";"31";"21";"1";"220";"7";"7";"-";"-";"-"
"789002";"789002";"93";"16";"3";"307";"264";"1";"0";"263";"86";"11";"8";"3";"13";"13";"9";"1";"110";"6";"3";"-";"-";"-"
"789003";"789003";"93";"16";"3";"378";"323";"1";"0";"322";"100";"13";"13";"11";"23";"19";"8";"1";"115";"8";"11";"-";"-";"-"
"789004";"789004";"93";"16";"3";"664";"602";"5";"1";"596";"156";"16";"40";"8";"22";"34";"22";"2";"273";"15";"8";"-";"-";"-"
"789005";"789005";"93";"16";"3";"747";"682";"5";"1";"676";"175";"26";"35";"21";"40";"51";"33";"1";"274";"8";"12";"-";"-";"-"
"789006";"789006";"93";"16";"3";"353";"313";"0";"0";"313";"88";"19";"20";"9";"24";"24";"7";"0";"109";"11";"2";"-";"-";"-"
"789007";"789007";"93";"16";"3";"613";"530";"6";"2";"522";"144";"20";"31";"9";"22";"29";"17";"2";"223";"9";"16";"-";"-";"-"
"789008";"789008";"93";"16";"3";"663";"598";"5";"1";"592";"149";"16";"26";"30";"24";"47";"35";"2";"233";"25";"5";"-";"-";"-"
"789009";"789009";"93";"16";"3";"369";"327";"4";"1";"322";"70";"5";"14";"12";"11";"29";"21";"2";"131";"15";"12";"-";"-";"-"
"789010";"789010";"93";"16";"3";"1334";"1194";"4";"2";"1188";"317";"59";"81";"41";"41";"97";"58";"6";"446";"32";"10";"-";"-";"-"
"791001";"791001";"93";"16";"3";"19782";"16622";"95";"62";"16465";"6247";"637";"1128";"678";"936";"1130";"369";"52";"4764";"256";"268";"-";"-";"-"
"791002";"791002";"93";"16";"3";"2300";"2055";"10";"1";"2044";"575";"74";"121";"75";"103";"161";"55";"1";"828";"34";"17";"-";"-";"-"
