"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - A. Socialdemokratiet";"FV2005 - B. Det Radikale Venstre";"FV2005 - C. Det Konservative Folkeparti";"FV2005 - D. Centrum-Demokraterne";"FV2005 - F. Socialistisk Folkeparti";"FV2005 - K. Kristendemokraterne";"FV2005 - M. Minoritetspartiet";"FV2005 - O. Dansk Folkeparti";"FV2005 - V. Venstre, Danmarks Liberale Parti";"FV2005 - Ø. Enhedslisten - De Rød-Grønne";"FV2005 - 1. Uden for partierne";"FV2005 - 2. Uden for partierne";"FV2005 - 3. Uden for partierne"
"751004";"751004";"82";"15";"3";"4144";"3578";"24";"3";"3551";"1028";"447";"422";"27";"256";"67";"8";"317";"794";"185";"0";"-";"-"
"751006";"751006";"82";"15";"3";"5793";"5180";"23";"1";"5156";"1911";"296";"533";"43";"229";"57";"9";"645";"1329";"104";"0";"-";"-"
"751007";"751007";"83";"15";"3";"5231";"4600";"19";"11";"4570";"1419";"516";"516";"37";"319";"54";"15";"425";"1056";"208";"5";"-";"-"
"751008";"751008";"83";"15";"3";"8016";"6650";"50";"9";"6591";"2232";"666";"605";"75";"447";"109";"28";"884";"1289";"256";"0";"-";"-"
"751009";"751009";"82";"15";"3";"3251";"2951";"19";"2";"2930";"792";"313";"312";"32";"234";"43";"5";"248";"830";"121";"0";"-";"-"
"751011";"751011";"82";"15";"3";"3156";"2787";"5";"4";"2778";"831";"262";"258";"28";"227";"24";"3";"261";"756";"128";"0";"-";"-"
"751012";"751012";"82";"15";"3";"2926";"2708";"16";"3";"2689";"727";"319";"290";"31";"224";"33";"5";"212";"727";"121";"0";"-";"-"
"751013";"751013";"82";"15";"3";"3484";"3105";"19";"4";"3082";"852";"220";"300";"31";"148";"26";"6";"331";"1073";"94";"1";"-";"-"
"751016";"751016";"83";"15";"3";"401";"365";"3";"0";"362";"90";"28";"43";"8";"25";"5";"0";"36";"106";"21";"0";"-";"-"
"751018";"751018";"83";"15";"3";"4271";"3672";"26";"4";"3642";"1221";"228";"375";"31";"171";"49";"3";"520";"941";"101";"2";"-";"-"
"751019";"751019";"83";"15";"3";"2656";"2378";"11";"6";"2361";"652";"251";"232";"15";"239";"29";"4";"248";"532";"159";"0";"-";"-"
"751021";"751021";"80";"15";"3";"11890";"9502";"72";"19";"9411";"2179";"1952";"1052";"163";"896";"120";"61";"441";"1922";"620";"5";"-";"-"
"751022";"751022";"83";"15";"3";"3135";"2756";"12";"4";"2740";"775";"390";"284";"25";"222";"64";"12";"259";"536";"172";"1";"-";"-"
"751023";"751023";"83";"15";"3";"5229";"4467";"23";"13";"4431";"1403";"574";"404";"52";"338";"131";"29";"406";"887";"205";"2";"-";"-"
"751024";"751024";"83";"15";"3";"4902";"4352";"28";"5";"4319";"1136";"428";"517";"47";"257";"87";"11";"538";"1151";"146";"1";"-";"-"
"751025";"751025";"83";"15";"3";"5475";"4220";"19";"29";"4172";"1471";"1032";"166";"42";"271";"163";"47";"349";"423";"205";"3";"-";"-"
"751026";"751026";"83";"15";"3";"4611";"3979";"26";"3";"3950";"1197";"362";"393";"46";"276";"98";"12";"465";"897";"202";"2";"-";"-"
"751028";"751028";"83";"15";"3";"5618";"4585";"27";"14";"4544";"1637";"324";"402";"35";"209";"73";"14";"664";"1074";"112";"0";"-";"-"
"751030";"751030";"83";"15";"3";"3119";"2795";"18";"1";"2776";"870";"158";"274";"27";"124";"29";"8";"357";"841";"87";"1";"-";"-"
"751031";"751031";"83";"15";"3";"520";"453";"0";"1";"452";"132";"52";"18";"8";"29";"11";"4";"48";"125";"25";"0";"-";"-"
"751033";"751033";"83";"15";"3";"2120";"1820";"14";"4";"1802";"538";"104";"176";"17";"92";"24";"4";"270";"535";"42";"0";"-";"-"
"751041";"751041";"80";"15";"3";"11882";"10362";"67";"6";"10289";"2399";"2441";"988";"150";"1114";"163";"49";"435";"1666";"882";"2";"-";"-"
"751042";"751042";"81";"15";"3";"9172";"7976";"33";"7";"7936";"2277";"1471";"699";"116";"778";"178";"26";"473";"1410";"507";"1";"-";"-"
"751043";"751043";"81";"15";"3";"8967";"7516";"42";"9";"7465";"2185";"1194";"789";"111";"664";"181";"37";"513";"1406";"380";"5";"-";"-"
"751044";"751044";"81";"15";"3";"1093";"852";"6";"0";"846";"248";"88";"57";"15";"84";"23";"1";"93";"177";"60";"0";"-";"-"
"751045";"751045";"80";"15";"3";"7316";"6642";"22";"3";"6617";"1303";"951";"935";"57";"416";"102";"16";"447";"2150";"240";"0";"-";"-"
"751047";"751047";"81";"15";"3";"7151";"6278";"24";"6";"6248";"1879";"532";"686";"65";"349";"108";"20";"698";"1741";"169";"1";"-";"-"
"751048";"751048";"80";"15";"3";"2048";"1830";"1";"2";"1827";"581";"251";"123";"12";"168";"28";"10";"142";"353";"159";"0";"-";"-"
"751049";"751049";"80";"15";"3";"3500";"3148";"26";"4";"3118";"762";"287";"450";"30";"126";"34";"6";"345";"1004";"74";"0";"-";"-"
"751050";"751050";"80";"15";"3";"3588";"3141";"12";"5";"3124";"666";"215";"463";"33";"132";"38";"10";"355";"1125";"87";"0";"-";"-"
"751051";"751051";"80";"15";"3";"4682";"4151";"21";"4";"4126";"1030";"356";"487";"34";"238";"58";"10";"448";"1334";"128";"3";"-";"-"
"751053";"751053";"81";"15";"3";"2111";"1787";"4";"2";"1781";"602";"142";"122";"22";"93";"27";"12";"279";"406";"75";"1";"-";"-"
"751055";"751055";"81";"15";"3";"623";"564";"2";"1";"561";"148";"32";"39";"0";"30";"11";"5";"78";"199";"19";"0";"-";"-"
"751056";"751056";"81";"15";"3";"1334";"1165";"5";"0";"1160";"329";"80";"84";"13";"55";"20";"2";"142";"397";"37";"1";"-";"-"
"751061";"751061";"80";"15";"3";"7778";"6586";"46";"8";"6532";"1977";"959";"606";"93";"635";"226";"30";"445";"1178";"382";"1";"-";"-"
"751062";"751062";"83";"15";"3";"2620";"2034";"12";"5";"2017";"957";"131";"94";"19";"126";"15";"11";"320";"275";"69";"0";"-";"-"
"751063";"751063";"81";"15";"3";"8794";"7195";"43";"20";"7132";"2772";"889";"473";"80";"612";"168";"24";"667";"1027";"419";"1";"-";"-"
"751064";"751064";"83";"15";"3";"4807";"4104";"16";"10";"4078";"1423";"502";"334";"43";"414";"65";"13";"400";"613";"271";"0";"-";"-"
"751065";"751065";"80";"15";"3";"5259";"4779";"20";"7";"4752";"1356";"584";"579";"40";"384";"91";"14";"417";"1097";"189";"1";"-";"-"
"751066";"751066";"82";"15";"3";"4373";"3841";"17";"1";"3823";"683";"391";"667";"27";"193";"57";"12";"324";"1359";"110";"0";"-";"-"
"751067";"751067";"81";"15";"3";"4036";"3494";"33";"2";"3459";"1017";"595";"333";"54";"340";"89";"11";"233";"613";"173";"1";"-";"-"
"751068";"751068";"81";"15";"3";"3173";"2625";"6";"6";"2613";"1182";"244";"105";"13";"255";"56";"10";"322";"285";"139";"2";"-";"-"
"761001";"761001";"94";"16";"3";"4672";"3928";"28";"6";"3894";"875";"269";"406";"35";"161";"127";"2";"436";"1537";"46";"-";"-";"-"
"761002";"761002";"94";"16";"3";"2193";"1842";"17";"1";"1824";"509";"82";"133";"22";"51";"43";"1";"274";"696";"13";"-";"-";"-"
"761003";"761003";"94";"16";"3";"847";"729";"4";"2";"723";"142";"41";"57";"8";"38";"17";"1";"111";"296";"12";"-";"-";"-"
"761004";"761004";"94";"16";"3";"2470";"2107";"8";"2";"2097";"523";"111";"156";"16";"68";"84";"6";"291";"817";"25";"-";"-";"-"
"763001";"763001";"92";"16";"3";"2331";"2007";"12";"4";"1991";"485";"126";"127";"13";"92";"34";"2";"280";"815";"17";"-";"-";"-"
"763002";"763002";"92";"16";"3";"1763";"1521";"10";"4";"1507";"359";"90";"91";"11";"71";"19";"1";"232";"621";"12";"-";"-";"-"
"763003";"763003";"92";"16";"3";"1768";"1530";"18";"5";"1507";"401";"116";"90";"7";"47";"20";"3";"224";"582";"17";"-";"-";"-"
"765001";"765001";"90";"16";"3";"1623";"1246";"6";"3";"1237";"322";"68";"108";"18";"34";"16";"0";"276";"387";"8";"-";"-";"-"
"765002";"765002";"90";"16";"3";"791";"650";"5";"3";"642";"136";"30";"46";"6";"25";"9";"3";"110";"271";"6";"-";"-";"-"
"765004";"765004";"90";"16";"3";"612";"514";"3";"1";"510";"120";"56";"48";"2";"31";"11";"0";"63";"167";"12";"-";"-";"-"
"765005";"765005";"90";"16";"3";"859";"716";"6";"1";"709";"218";"38";"54";"8";"36";"19";"1";"80";"221";"34";"-";"-";"-"
"765006";"765006";"90";"16";"3";"237";"201";"1";"1";"199";"42";"9";"20";"2";"23";"10";"1";"17";"71";"4";"-";"-";"-"
"767001";"767001";"94";"16";"3";"3034";"2563";"13";"7";"2543";"690";"133";"214";"23";"82";"35";"2";"348";"977";"39";"-";"-";"-"
"767002";"767002";"94";"16";"3";"2023";"1715";"17";"2";"1696";"424";"79";"122";"17";"57";"30";"3";"204";"742";"18";"-";"-";"-"
"769001";"769001";"94";"16";"3";"467";"400";"0";"0";"400";"107";"30";"25";"0";"13";"14";"1";"48";"155";"7";"-";"-";"-"
"769002";"769002";"94";"16";"3";"1951";"1639";"7";"1";"1631";"459";"77";"111";"13";"48";"43";"1";"243";"619";"17";"-";"-";"-"
"769003";"769003";"94";"16";"3";"1880";"1609";"7";"0";"1602";"402";"84";"114";"16";"35";"31";"3";"257";"647";"13";"-";"-";"-"
"769004";"769004";"94";"16";"3";"716";"607";"3";"1";"603";"166";"11";"41";"3";"23";"17";"1";"115";"216";"10";"-";"-";"-"
"771001";"771001";"94";"16";"3";"1874";"1652";"6";"5";"1641";"351";"78";"123";"11";"48";"97";"5";"178";"733";"17";"-";"-";"-"
"771002";"771002";"94";"16";"3";"492";"434";"1";"1";"432";"109";"25";"20";"5";"21";"28";"0";"56";"157";"11";"-";"-";"-"
"771003";"771003";"94";"16";"3";"3404";"2955";"20";"6";"2929";"797";"180";"242";"18";"76";"92";"5";"416";"1076";"27";"-";"-";"-"
"771004";"771004";"94";"16";"3";"436";"390";"1";"0";"389";"76";"15";"30";"2";"12";"30";"1";"42";"174";"7";"-";"-";"-"
"771005";"771005";"94";"16";"3";"826";"725";"5";"2";"718";"159";"29";"46";"6";"14";"18";"0";"92";"345";"9";"-";"-";"-"
"771006";"771006";"94";"16";"3";"1698";"1476";"12";"3";"1461";"328";"56";"90";"11";"45";"43";"1";"238";"632";"17";"-";"-";"-"
"771007";"771007";"94";"16";"3";"1002";"878";"7";"1";"870";"177";"39";"34";"10";"35";"50";"0";"138";"367";"20";"-";"-";"-"
"771008";"771008";"94";"16";"3";"529";"468";"0";"0";"468";"94";"22";"19";"7";"21";"20";"0";"51";"228";"6";"-";"-";"-"
"773001";"773001";"91";"16";"3";"757";"640";"1";"0";"639";"208";"36";"29";"3";"30";"25";"1";"83";"211";"13";"-";"-";"-"
"773002";"773002";"91";"16";"3";"591";"517";"2";"0";"515";"144";"53";"34";"1";"20";"4";"2";"80";"167";"10";"-";"-";"-"
"773003";"773003";"91";"16";"3";"331";"292";"3";"0";"289";"57";"28";"15";"0";"16";"8";"0";"35";"122";"8";"-";"-";"-"
"773004";"773004";"91";"16";"3";"469";"417";"1";"0";"416";"133";"23";"20";"3";"19";"2";"0";"59";"149";"8";"-";"-";"-"
"773005";"773005";"91";"16";"3";"358";"316";"4";"1";"311";"73";"12";"22";"3";"16";"4";"0";"44";"130";"7";"-";"-";"-"
"773006";"773006";"91";"16";"3";"348";"309";"1";"0";"308";"49";"33";"19";"4";"18";"6";"0";"47";"118";"14";"-";"-";"-"
"773007";"773007";"91";"16";"3";"771";"648";"6";"0";"642";"148";"40";"26";"1";"18";"6";"1";"92";"307";"3";"-";"-";"-"
"773008";"773008";"91";"16";"3";"539";"467";"3";"0";"464";"139";"28";"31";"5";"14";"2";"1";"67";"174";"3";"-";"-";"-"
"773009";"773009";"91";"16";"3";"727";"631";"5";"0";"626";"174";"33";"30";"6";"18";"9";"1";"89";"258";"8";"-";"-";"-"
"773010";"773010";"91";"16";"3";"537";"446";"4";"0";"442";"134";"23";"30";"8";"13";"8";"1";"46";"176";"3";"-";"-";"-"
"773011";"773011";"91";"16";"3";"486";"424";"3";"1";"420";"114";"18";"13";"5";"12";"12";"3";"60";"179";"4";"-";"-";"-"
"773012";"773012";"91";"16";"3";"697";"613";"4";"1";"608";"167";"32";"35";"7";"29";"11";"0";"80";"243";"4";"-";"-";"-"
"773013";"773013";"91";"16";"3";"682";"589";"4";"2";"583";"133";"41";"40";"0";"17";"9";"3";"76";"253";"11";"-";"-";"-"
"773014";"773014";"91";"16";"3";"795";"671";"1";"4";"666";"159";"38";"38";"2";"21";"14";"0";"81";"300";"13";"-";"-";"-"
"773015";"773015";"91";"16";"3";"531";"455";"3";"2";"450";"112";"12";"21";"2";"18";"15";"2";"94";"167";"7";"-";"-";"-"
"773016";"773016";"91";"16";"3";"522";"441";"8";"0";"433";"87";"29";"35";"3";"13";"8";"1";"69";"179";"9";"-";"-";"-"
"773017";"773017";"91";"16";"3";"613";"508";"3";"2";"503";"144";"14";"17";"6";"12";"7";"1";"89";"202";"11";"-";"-";"-"
"773018";"773018";"91";"16";"3";"7280";"5964";"42";"9";"5913";"2127";"346";"453";"46";"310";"140";"7";"643";"1751";"90";"-";"-";"-"
"775001";"775001";"93";"16";"3";"606";"538";"2";"0";"536";"116";"25";"41";"3";"15";"5";"1";"84";"240";"6";"-";"-";"-"
"775002";"775002";"93";"16";"3";"835";"762";"4";"3";"755";"129";"30";"66";"5";"26";"27";"0";"121";"337";"14";"-";"-";"-"
"775003";"775003";"93";"16";"3";"497";"439";"0";"0";"439";"88";"23";"24";"3";"12";"7";"3";"35";"240";"4";"-";"-";"-"
"775004";"775004";"93";"16";"3";"1461";"1240";"7";"2";"1231";"252";"38";"85";"5";"24";"37";"1";"178";"605";"6";"-";"-";"-"
"775005";"775005";"93";"16";"3";"1470";"1297";"8";"3";"1286";"289";"66";"122";"7";"55";"19";"1";"124";"586";"17";"-";"-";"-"
"775006";"775006";"93";"16";"3";"714";"641";"6";"1";"634";"126";"35";"45";"6";"20";"18";"1";"82";"293";"8";"-";"-";"-"
"777001";"777001";"92";"16";"3";"1539";"1329";"5";"1";"1323";"417";"87";"108";"11";"66";"11";"0";"164";"445";"14";"-";"-";"-"
"777002";"777002";"92";"16";"3";"1211";"1027";"6";"4";"1017";"236";"58";"82";"5";"30";"46";"0";"98";"447";"15";"-";"-";"-"
"777003";"777003";"92";"16";"3";"1247";"1042";"7";"3";"1032";"310";"58";"56";"14";"25";"13";"1";"125";"427";"3";"-";"-";"-"
"777004";"777004";"92";"16";"3";"557";"462";"3";"0";"459";"87";"32";"25";"3";"20";"1";"1";"50";"229";"11";"-";"-";"-"
"779001";"779001";"92";"16";"3";"5835";"4600";"30";"12";"4558";"1443";"351";"379";"43";"340";"61";"4";"620";"1241";"76";"-";"-";"-"
"779002";"779002";"92";"16";"3";"4880";"4233";"21";"10";"4202";"1126";"344";"427";"25";"262";"68";"8";"490";"1412";"40";"-";"-";"-"
"779003";"779003";"92";"16";"3";"5090";"4247";"19";"19";"4209";"1527";"281";"308";"27";"326";"52";"4";"538";"1079";"67";"-";"-";"-"
"779004";"779004";"92";"16";"3";"2824";"2502";"16";"7";"2479";"707";"120";"157";"12";"123";"31";"1";"347";"968";"13";"-";"-";"-"
"779005";"779005";"92";"16";"3";"1059";"924";"7";"0";"917";"155";"60";"53";"8";"37";"12";"0";"156";"424";"12";"-";"-";"-"
"779006";"779006";"92";"16";"3";"646";"557";"6";"2";"549";"132";"29";"42";"4";"25";"24";"2";"104";"177";"10";"-";"-";"-"
"779007";"779007";"92";"16";"3";"757";"677";"3";"0";"674";"182";"54";"27";"1";"25";"8";"0";"85";"287";"5";"-";"-";"-"
"781001";"781001";"92";"16";"3";"1063";"925";"6";"0";"919";"266";"94";"44";"5";"31";"11";"0";"108";"353";"7";"-";"-";"-"
"781002";"781002";"92";"16";"3";"495";"423";"1";"1";"421";"126";"31";"21";"2";"16";"1";"0";"65";"156";"3";"-";"-";"-"
"781004";"781004";"92";"16";"3";"632";"537";"5";"1";"531";"167";"47";"21";"0";"22";"3";"1";"67";"192";"11";"-";"-";"-"
"781005";"781005";"92";"16";"3";"281";"244";"3";"1";"240";"43";"20";"9";"4";"14";"4";"1";"27";"114";"4";"-";"-";"-"
"781006";"781006";"92";"16";"3";"766";"644";"6";"0";"638";"174";"66";"25";"7";"17";"7";"1";"101";"230";"10";"-";"-";"-"
"781008";"781008";"92";"16";"3";"603";"523";"5";"0";"518";"131";"50";"43";"5";"24";"8";"1";"64";"180";"12";"-";"-";"-"
"781009";"781009";"92";"16";"3";"735";"623";"3";"1";"619";"175";"78";"33";"11";"34";"5";"0";"51";"224";"8";"-";"-";"-"
"781010";"781010";"92";"16";"3";"1154";"999";"12";"0";"987";"271";"82";"59";"7";"37";"15";"1";"136";"364";"15";"-";"-";"-"
"783001";"783001";"92";"16";"3";"697";"612";"1";"1";"610";"87";"42";"25";"1";"24";"27";"0";"52";"341";"11";"-";"-";"-"
"783002";"783002";"92";"16";"3";"754";"634";"5";"5";"624";"147";"40";"29";"3";"30";"11";"3";"75";"271";"15";"-";"-";"-"
"783003";"783003";"92";"16";"3";"548";"466";"2";"0";"464";"99";"26";"10";"4";"24";"6";"2";"63";"220";"10";"-";"-";"-"
"783004";"783004";"92";"16";"3";"307";"277";"3";"0";"274";"51";"20";"6";"2";"26";"1";"1";"25";"138";"4";"-";"-";"-"
"783005";"783005";"92";"16";"3";"1157";"1036";"4";"1";"1031";"250";"74";"35";"7";"46";"11";"3";"90";"503";"12";"-";"-";"-"
"783006";"783006";"92";"16";"3";"1305";"1139";"3";"1";"1135";"359";"70";"41";"11";"35";"10";"3";"115";"483";"8";"-";"-";"-"
"785001";"785001";"90";"16";"3";"1744";"1453";"6";"3";"1444";"354";"87";"84";"9";"48";"76";"3";"180";"580";"23";"-";"-";"-"
"785002";"785002";"90";"16";"3";"2674";"2222";"13";"0";"2209";"556";"100";"238";"10";"61";"98";"4";"242";"883";"17";"-";"-";"-"
"785003";"785003";"90";"16";"3";"1462";"1217";"11";"0";"1206";"278";"67";"108";"12";"69";"43";"3";"155";"448";"23";"-";"-";"-"
"785004";"785004";"90";"16";"3";"1489";"1269";"8";"1";"1260";"304";"38";"127";"10";"51";"100";"0";"169";"446";"15";"-";"-";"-"
"785005";"785005";"90";"16";"3";"1049";"898";"3";"0";"895";"197";"58";"75";"6";"48";"30";"4";"119";"343";"15";"-";"-";"-"
"787001";"787001";"90";"16";"3";"7050";"5873";"35";"11";"5827";"2025";"360";"446";"38";"320";"139";"13";"642";"1709";"135";"-";"-";"-"
"787002";"787002";"90";"16";"3";"1000";"867";"5";"4";"858";"258";"37";"65";"6";"34";"54";"2";"115";"275";"12";"-";"-";"-"
"787003";"787003";"90";"16";"3";"779";"679";"2";"0";"677";"143";"22";"54";"6";"33";"25";"1";"88";"298";"7";"-";"-";"-"
"787004";"787004";"90";"16";"3";"831";"681";"4";"3";"674";"150";"58";"59";"1";"40";"33";"1";"97";"212";"23";"-";"-";"-"
"787005";"787005";"90";"16";"3";"546";"472";"2";"1";"469";"142";"29";"30";"3";"13";"5";"0";"97";"148";"2";"-";"-";"-"
"787006";"787006";"90";"16";"3";"1234";"1067";"3";"5";"1059";"228";"47";"88";"8";"31";"49";"0";"127";"471";"10";"-";"-";"-"
"787007";"787007";"90";"16";"3";"922";"829";"3";"4";"822";"187";"37";"63";"5";"45";"14";"0";"81";"383";"7";"-";"-";"-"
"787008";"787008";"90";"16";"3";"1107";"966";"7";"0";"959";"266";"73";"56";"6";"49";"22";"0";"116";"352";"19";"-";"-";"-"
"787009";"787009";"90";"16";"3";"503";"449";"0";"3";"446";"70";"22";"30";"4";"22";"42";"0";"72";"174";"10";"-";"-";"-"
"787010";"787010";"90";"16";"3";"1619";"1379";"4";"6";"1369";"431";"58";"93";"10";"44";"30";"6";"242";"418";"37";"-";"-";"-"
"787011";"787011";"90";"16";"3";"340";"305";"1";"0";"304";"47";"18";"21";"0";"22";"13";"2";"51";"118";"12";"-";"-";"-"
"787012";"787012";"90";"16";"3";"3042";"2675";"9";"5";"2661";"797";"142";"214";"20";"137";"92";"0";"314";"916";"29";"-";"-";"-"
"787013";"787013";"90";"16";"3";"332";"289";"0";"2";"287";"61";"15";"20";"4";"26";"16";"0";"49";"90";"6";"-";"-";"-"
"787014";"787014";"90";"16";"3";"460";"401";"1";"0";"400";"76";"21";"30";"3";"15";"22";"0";"41";"186";"6";"-";"-";"-"
"787015";"787015";"90";"16";"3";"946";"831";"6";"0";"825";"199";"38";"48";"5";"64";"18";"0";"105";"324";"24";"-";"-";"-"
"787016";"787016";"90";"16";"3";"911";"775";"2";"3";"770";"182";"25";"55";"4";"29";"5";"1";"118";"344";"7";"-";"-";"-"
"789001";"789001";"93";"16";"3";"693";"599";"1";"3";"595";"151";"37";"36";"4";"19";"10";"1";"68";"263";"6";"-";"-";"-"
"789002";"789002";"93";"16";"3";"301";"248";"1";"1";"246";"44";"16";"12";"0";"6";"1";"0";"35";"129";"3";"-";"-";"-"
"789003";"789003";"93";"16";"3";"360";"319";"2";"1";"316";"80";"17";"21";"1";"26";"5";"1";"34";"117";"14";"-";"-";"-"
"789004";"789004";"93";"16";"3";"742";"665";"7";"3";"655";"151";"27";"34";"3";"22";"13";"1";"69";"327";"8";"-";"-";"-"
"789005";"789005";"93";"16";"3";"786";"714";"7";"0";"707";"159";"46";"50";"4";"42";"20";"0";"68";"309";"9";"-";"-";"-"
"789006";"789006";"93";"16";"3";"339";"297";"1";"1";"295";"65";"23";"18";"4";"24";"7";"1";"56";"94";"3";"-";"-";"-"
"789007";"789007";"93";"16";"3";"600";"501";"10";"2";"489";"112";"17";"26";"3";"25";"9";"1";"48";"241";"7";"-";"-";"-"
"789008";"789008";"93";"16";"3";"645";"568";"6";"2";"560";"100";"21";"39";"4";"23";"26";"0";"70";"268";"9";"-";"-";"-"
"789009";"789009";"93";"16";"3";"342";"289";"3";"1";"285";"43";"17";"16";"4";"13";"11";"0";"36";"140";"5";"-";"-";"-"
"789010";"789010";"93";"16";"3";"1362";"1175";"8";"2";"1165";"247";"74";"91";"6";"37";"43";"0";"144";"514";"9";"-";"-";"-"
"791001";"791001";"93";"16";"3";"20037";"16518";"110";"49";"16359";"4996";"1157";"1360";"145";"912";"265";"36";"1660";"5505";"323";"-";"-";"-"
"791002";"791002";"93";"16";"3";"2370";"2131";"12";"4";"2115";"476";"108";"158";"16";"81";"31";"2";"222";"1001";"20";"-";"-";"-"
"791003";"791003";"93";"16";"3";"2231";"2009";"12";"3";"1994";"430";"173";"179";"13";"152";"25";"0";"197";"781";"44";"-";"-";"-"
"791004";"791004";"93";"16";"3";"8342";"7214";"32";"36";"7146";"1830";"545";"696";"80";"376";"164";"6";"647";"2703";"99";"-";"-";"-"
"793001";"793001";"93";"16";"3";"2528";"2003";"12";"9";"1982";"464";"99";"131";"20";"53";"65";"1";"275";"854";"20";"-";"-";"-"
"793004";"793004";"93";"16";"3";"680";"576";"1";"3";"572";"120";"26";"37";"6";"14";"18";"0";"83";"264";"4";"-";"-";"-"
"793005";"793005";"93";"16";"3";"449";"388";"4";"1";"383";"91";"12";"32";"5";"8";"24";"0";"41";"169";"1";"-";"-";"-"
"793006";"793006";"93";"16";"3";"423";"373";"4";"1";"368";"79";"16";"20";"1";"11";"12";"1";"44";"180";"4";"-";"-";"-"
"793007";"793007";"93";"16";"3";"1162";"968";"3";"4";"961";"307";"57";"42";"8";"35";"24";"1";"125";"351";"11";"-";"-";"-"
"793008";"793008";"93";"16";"3";"388";"335";"2";"0";"333";"60";"8";"17";"2";"12";"8";"0";"54";"168";"4";"-";"-";"-"
"801001";"801001";"102";"17";"3";"1917";"1603";"6";"6";"1591";"689";"79";"107";"13";"48";"25";"4";"115";"481";"30";"0";"0";"0"
"801002";"801002";"102";"17";"3";"874";"707";"2";"2";"703";"277";"37";"44";"6";"30";"6";"0";"73";"211";"19";"0";"0";"0"
"801003";"801003";"102";"17";"3";"564";"465";"0";"0";"465";"140";"17";"29";"7";"19";"4";"2";"66";"171";"10";"0";"0";"0"
"801004";"801004";"102";"17";"3";"619";"534";"1";"0";"533";"153";"29";"49";"9";"26";"7";"1";"57";"193";"8";"1";"0";"0"
"801005";"801005";"102";"17";"3";"907";"782";"8";"1";"773";"208";"35";"60";"7";"27";"21";"1";"85";"318";"11";"0";"0";"0"
"801006";"801006";"102";"17";"3";"909";"744";"4";"2";"738";"203";"30";"63";"3";"17";"8";"0";"111";"300";"3";"0";"0";"0"
"801007";"801007";"102";"17";"3";"323";"253";"3";"0";"250";"69";"17";"34";"0";"11";"3";"1";"28";"82";"5";"0";"0";"0"
"803001";"803001";"98";"17";"3";"2327";"1852";"12";"4";"1836";"538";"133";"209";"14";"46";"67";"2";"200";"602";"21";"0";"3";"1"
"803002";"803002";"98";"17";"3";"1171";"995";"4";"1";"990";"285";"71";"109";"11";"26";"12";"6";"122";"330";"18";"0";"0";"0"
"803003";"803003";"98";"17";"3";"534";"446";"2";"0";"444";"147";"19";"45";"3";"9";"5";"0";"69";"142";"5";"0";"0";"0"
"803004";"803004";"98";"17";"3";"891";"750";"3";"2";"745";"175";"61";"61";"5";"43";"18";"0";"106";"248";"28";"0";"0";"0"
"803005";"803005";"98";"17";"3";"1323";"1140";"6";"4";"1130";"325";"71";"81";"10";"31";"54";"3";"175";"354";"26";"0";"0";"0"
"805010";"805010";"96";"17";"3";"9283";"7808";"49";"13";"7746";"2706";"466";"968";"56";"313";"150";"20";"934";"2019";"113";"0";"0";"1"
"805034";"805034";"96";"17";"3";"535";"455";"2";"2";"451";"107";"30";"61";"2";"25";"23";"0";"54";"141";"8";"0";"0";"0"
"805036";"805036";"96";"17";"3";"331";"279";"3";"0";"276";"53";"17";"31";"2";"6";"15";"2";"41";"106";"3";"0";"0";"0"
"805040";"805040";"96";"17";"3";"717";"640";"4";"0";"636";"184";"36";"77";"7";"29";"13";"1";"80";"196";"12";"1";"0";"0"
"805050";"805050";"96";"17";"3";"1044";"893";"7";"3";"883";"309";"65";"110";"4";"37";"16";"1";"82";"248";"11";"0";"0";"0"
"805054";"805054";"96";"17";"3";"157";"135";"2";"0";"133";"33";"10";"12";"1";"1";"3";"0";"10";"61";"1";"0";"0";"1"
"805056";"805056";"96";"17";"3";"521";"437";"6";"0";"431";"122";"17";"52";"2";"15";"16";"1";"46";"149";"11";"0";"0";"0"
"805060";"805060";"96";"17";"3";"272";"232";"2";"0";"230";"46";"16";"31";"2";"10";"3";"0";"37";"75";"10";"0";"0";"0"
"805070";"805070";"96";"17";"3";"1142";"948";"2";"1";"945";"272";"55";"123";"2";"31";"18";"5";"135";"283";"21";"0";"0";"0"
"805074";"805074";"96";"17";"3";"309";"264";"2";"1";"261";"63";"14";"38";"0";"14";"3";"0";"38";"81";"9";"0";"1";"0"
"805076";"805076";"96";"17";"3";"238";"188";"2";"0";"186";"44";"13";"20";"0";"4";"8";"0";"35";"58";"4";"0";"0";"0"
"805080";"805080";"96";"17";"3";"667";"576";"2";"2";"572";"166";"26";"55";"1";"20";"28";"2";"56";"209";"9";"0";"0";"0"
"807001";"807001";"96";"17";"3";"718";"622";"3";"0";"619";"176";"35";"63";"7";"26";"19";"4";"85";"197";"7";"0";"0";"0"
"807002";"807002";"96";"17";"3";"1555";"1294";"8";"2";"1284";"423";"84";"135";"9";"43";"24";"0";"193";"338";"27";"0";"8";"0"
