"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - A. Socialdemokratiet";"FV2001 - B. Det Radikale Venstre";"FV2001 - C. Det Konservative Folkeparti";"FV2001 - D. Centrum-Demokraterne";"FV2001 - F. Socialistisk Folkeparti";"FV2001 - O. Dansk Folkeparti";"FV2001 - Q. Kristeligt Folkeparti";"FV2001 - V. Venstre, Danmarks Liberale Parti";"FV2001 - Z. Fremskridtspartiet";"FV2001 - Ø. Enhedslisten - De Rød-Grønne";"FV2001 - 1. Uden for partierne"
"743017";"743017";"89";"15";"3";"338";"312";"2";"1";"309";"74";"11";"29";"5";"18";"30";"7";"131";"1";"2";"1"
"743018";"743018";"89";"15";"3";"300";"288";"2";"0";"286";"39";"20";"9";"4";"19";"28";"7";"153";"1";"6";"0"
"743019";"743019";"89";"15";"3";"506";"439";"4";"1";"434";"115";"11";"29";"4";"20";"50";"19";"174";"4";"8";"0"
"743020";"743020";"89";"15";"3";"2250";"2089";"9";"2";"2078";"473";"91";"250";"41";"89";"178";"56";"854";"7";"39";"0"
"745001";"745001";"88";"15";"3";"6249";"5309";"36";"15";"5258";"1807";"213";"406";"70";"311";"516";"91";"1700";"24";"118";"2"
"745002";"745002";"88";"15";"3";"2699";"2486";"12";"5";"2469";"708";"106";"211";"42";"116";"250";"47";"949";"10";"29";"1"
"745003";"745003";"88";"15";"3";"1471";"1348";"14";"2";"1332";"325";"46";"95";"30";"54";"158";"33";"558";"10";"22";"1"
"745004";"745004";"88";"15";"3";"569";"524";"4";"0";"520";"127";"26";"34";"11";"38";"44";"5";"220";"3";"12";"0"
"745005";"745005";"88";"15";"3";"1046";"922";"5";"1";"916";"192";"34";"61";"16";"57";"104";"18";"384";"9";"41";"0"
"745006";"745006";"88";"15";"3";"3604";"3203";"15";"6";"3182";"846";"158";"293";"51";"144";"268";"64";"1299";"10";"44";"5"
"747001";"747001";"84";"15";"3";"151";"137";"1";"1";"135";"33";"6";"7";"0";"7";"15";"6";"60";"1";"0";"0"
"747002";"747002";"84";"15";"3";"350";"321";"1";"1";"319";"93";"9";"19";"6";"8";"30";"4";"143";"1";"6";"0"
"747003";"747003";"84";"15";"3";"1992";"1814";"9";"3";"1802";"448";"53";"170";"20";"30";"184";"40";"841";"6";"10";"0"
"747004";"747004";"84";"15";"3";"356";"301";"2";"0";"299";"102";"7";"10";"5";"15";"35";"6";"112";"2";"4";"1"
"747005";"747005";"84";"15";"3";"2048";"1815";"16";"2";"1797";"645";"60";"125";"16";"52";"233";"36";"597";"8";"22";"3"
"747006";"747006";"84";"15";"3";"497";"433";"6";"0";"427";"110";"8";"28";"11";"16";"49";"12";"180";"1";"12";"0"
"747007";"747007";"84";"15";"3";"777";"705";"4";"4";"697";"223";"20";"48";"8";"32";"83";"21";"239";"6";"16";"1"
"749001";"749001";"89";"15";"3";"2376";"2073";"17";"5";"2051";"524";"72";"179";"38";"108";"277";"57";"757";"9";"29";"1"
"749002";"749002";"89";"15";"3";"680";"643";"8";"0";"635";"103";"23";"52";"30";"35";"81";"21";"275";"5";"10";"0"
"749003";"749003";"89";"15";"3";"1503";"1277";"13";"4";"1260";"292";"54";"92";"34";"88";"143";"36";"487";"11";"22";"1"
"749004";"749004";"89";"15";"3";"373";"313";"2";"0";"311";"86";"17";"12";"0";"35";"39";"10";"101";"2";"9";"0"
"751001";"751001";"82";"15";"3";"13001";"11469";"66";"16";"11387";"3273";"1121";"1060";"320";"878";"696";"259";"3297";"40";"433";"10"
"751002";"751002";"82";"15";"3";"6114";"5300";"24";"8";"5268";"1886";"404";"384";"110";"404";"469";"110";"1313";"22";"165";"1"
"751003";"751003";"82";"15";"3";"6123";"5368";"35";"5";"5328";"1836";"269";"417";"103";"404";"547";"123";"1437";"25";"166";"1"
"751004";"751004";"82";"15";"3";"4151";"3682";"14";"7";"3661";"1214";"251";"352";"73";"272";"326";"99";"929";"17";"127";"1"
"751006";"751006";"82";"15";"3";"5805";"5274";"27";"5";"5242";"2094";"170";"402";"86";"256";"591";"111";"1447";"23";"61";"1"
"751007";"751007";"83";"15";"3";"5307";"4769";"16";"3";"4750";"1596";"301";"455";"71";"368";"449";"112";"1226";"19";"152";"1"
"751008";"751008";"83";"15";"3";"8203";"7071";"43";"16";"7012";"2607";"366";"520";"133";"460";"847";"168";"1691";"33";"183";"4"
"751009";"751009";"82";"15";"3";"3152";"2815";"7";"5";"2803";"792";"172";"220";"38";"251";"229";"74";"928";"5";"92";"2"
"751011";"751011";"82";"15";"3";"3125";"2811";"10";"3";"2798";"908";"155";"200";"49";"202";"279";"46";"858";"12";"89";"0"
"751012";"751012";"82";"15";"3";"2709";"2529";"11";"2";"2516";"734";"196";"188";"55";"231";"186";"72";"747";"9";"98";"0"
"751013";"751013";"82";"15";"3";"3343";"3059";"19";"3";"3037";"887";"113";"229";"69";"163";"308";"57";"1139";"13";"59";"0"
"751016";"751016";"83";"15";"3";"411";"375";"1";"0";"374";"89";"21";"25";"11";"27";"52";"5";"122";"3";"19";"0"
"751018";"751018";"83";"15";"3";"3862";"3502";"19";"7";"3476";"1172";"123";"250";"59";"166";"455";"60";"1121";"12";"56";"2"
"751019";"751019";"83";"15";"3";"2608";"2376";"13";"2";"2361";"749";"129";"167";"43";"264";"216";"52";"630";"10";"100";"1"
"751021";"751021";"80";"15";"3";"11178";"9085";"52";"11";"9022";"2615";"1064";"759";"300";"879";"468";"172";"2277";"19";"461";"8"
"751022";"751022";"83";"15";"3";"3098";"2817";"16";"2";"2799";"932";"223";"194";"60";"235";"267";"102";"657";"11";"117";"1"
"751023";"751023";"83";"15";"3";"5209";"4505";"32";"7";"4466";"1554";"300";"325";"102";"341";"450";"147";"1073";"19";"154";"1"
"751024";"751024";"83";"15";"3";"4995";"4493";"20";"9";"4464";"1312";"247";"429";"69";"264";"513";"128";"1358";"18";"125";"1"
"751025";"751025";"83";"15";"3";"5515";"4235";"34";"17";"4184";"1649";"293";"183";"94";"389";"412";"161";"658";"24";"320";"1"
"751026";"751026";"83";"15";"3";"4860";"4381";"34";"2";"4345";"1360";"231";"309";"93";"314";"493";"113";"1234";"17";"180";"1"
"751028";"751028";"83";"15";"3";"4713";"3910";"20";"13";"3877";"1470";"147";"220";"48";"212";"540";"101";"1030";"29";"80";"0"
"751030";"751030";"83";"15";"3";"2788";"2564";"16";"3";"2545";"801";"96";"194";"50";"131";"293";"50";"855";"14";"59";"2"
"751031";"751031";"83";"15";"3";"514";"466";"2";"0";"464";"146";"31";"23";"8";"27";"60";"15";"128";"3";"23";"0"
"751033";"751033";"83";"15";"3";"1941";"1754";"17";"0";"1737";"568";"57";"136";"30";"106";"212";"43";"542";"21";"22";"0"
"751041";"751041";"80";"15";"3";"11901";"10611";"77";"15";"10519";"3126";"1390";"732";"345";"1256";"483";"272";"2188";"33";"688";"6"
"751042";"751042";"81";"15";"3";"9333";"8306";"47";"14";"8245";"2684";"876";"581";"218";"850";"542";"229";"1878";"16";"369";"2"
"751043";"751043";"81";"15";"3";"8892";"7677";"44";"14";"7619";"2621";"663";"562";"219";"632";"575";"206";"1800";"47";"293";"1"
"751044";"751044";"81";"15";"3";"1106";"880";"4";"2";"874";"261";"53";"57";"15";"86";"90";"26";"234";"8";"44";"0"
"751045";"751045";"80";"15";"3";"7393";"6843";"33";"3";"6807";"1659";"575";"880";"135";"419";"425";"167";"2314";"15";"217";"1"
"751047";"751047";"81";"15";"3";"6897";"6177";"25";"10";"6142";"2020";"287";"520";"116";"367";"635";"151";"1891";"22";"132";"1"
"751048";"751048";"80";"15";"3";"1942";"1763";"7";"1";"1755";"623";"121";"92";"34";"178";"143";"36";"402";"9";"117";"0"
"751049";"751049";"80";"15";"3";"3557";"3237";"10";"2";"3225";"831";"163";"397";"62";"151";"329";"72";"1147";"12";"61";"0"
"751050";"751050";"80";"15";"3";"3572";"3269";"13";"5";"3251";"809";"134";"415";"50";"142";"346";"58";"1228";"13";"54";"2"
"751051";"751051";"80";"15";"3";"4340";"3923";"16";"5";"3902";"1069";"210";"341";"71";"230";"435";"88";"1364";"14";"79";"1"
"751053";"751053";"81";"15";"3";"2002";"1713";"11";"0";"1702";"623";"68";"94";"12";"99";"247";"29";"468";"12";"50";"0"
"751055";"751055";"81";"15";"3";"607";"557";"8";"1";"548";"177";"21";"45";"9";"27";"59";"12";"184";"2";"12";"0"
"751056";"751056";"81";"15";"3";"1330";"1192";"6";"2";"1184";"350";"44";"57";"28";"62";"124";"18";"468";"7";"26";"0"
"751061";"751061";"80";"15";"3";"7355";"6325";"40";"10";"6275";"2155";"562";"412";"152";"629";"466";"224";"1423";"22";"225";"5"
"751062";"751062";"83";"15";"3";"2766";"2300";"19";"2";"2279";"1044";"76";"103";"44";"136";"352";"29";"406";"33";"56";"0"
"751063";"751063";"81";"15";"3";"8938";"7570";"46";"18";"7506";"3100";"526";"417";"138";"657";"728";"181";"1383";"40";"335";"1"
"751064";"751064";"83";"15";"3";"4898";"4299";"22";"15";"4262";"1669";"257";"281";"74";"415";"446";"93";"793";"19";"214";"1"
"751065";"751065";"80";"15";"3";"5184";"4810";"15";"4";"4791";"1540";"337";"463";"85";"397";"364";"136";"1304";"19";"146";"0"
"751066";"751066";"82";"15";"3";"4402";"3925";"16";"5";"3904";"830";"234";"502";"93";"190";"317";"86";"1560";"14";"77";"1"
"751067";"751067";"81";"15";"3";"4060";"3618";"23";"9";"3586";"1197";"333";"249";"102";"329";"264";"126";"845";"10";"131";"0"
"751068";"751068";"81";"15";"3";"3140";"2688";"17";"7";"2664";"1277";"105";"91";"43";"274";"320";"61";"389";"13";"91";"0"
"761001";"761001";"94";"16";"3";"4238";"3691";"34";"16";"3641";"959";"141";"311";"56";"111";"369";"139";"1511";"18";"26";"-"
"761002";"761002";"94";"16";"3";"1585";"1390";"19";"2";"1369";"432";"51";"99";"13";"32";"199";"40";"491";"9";"3";"-"
"761003";"761003";"94";"16";"3";"236";"204";"3";"0";"201";"62";"8";"13";"1";"4";"26";"8";"73";"1";"5";"-"
"761004";"761004";"94";"16";"3";"248";"227";"1";"0";"226";"46";"6";"12";"1";"7";"18";"10";"125";"1";"0";"-"
"761005";"761005";"94";"16";"3";"399";"356";"1";"2";"353";"70";"19";"18";"2";"7";"37";"21";"175";"3";"1";"-"
"761006";"761006";"94";"16";"3";"711";"634";"6";"2";"626";"147";"26";"39";"13";"20";"69";"33";"269";"3";"7";"-"
"761007";"761007";"94";"16";"3";"587";"522";"6";"0";"516";"115";"24";"26";"3";"8";"103";"22";"208";"6";"1";"-"
"761008";"761008";"94";"16";"3";"373";"327";"4";"0";"323";"67";"11";"31";"5";"22";"41";"10";"127";"2";"7";"-"
"761009";"761009";"94";"16";"3";"1453";"1286";"13";"2";"1271";"395";"45";"86";"20";"38";"140";"36";"489";"13";"9";"-"
"761010";"761010";"94";"16";"3";"403";"375";"4";"0";"371";"70";"15";"22";"8";"11";"38";"32";"172";"2";"1";"-"
"763001";"763001";"92";"16";"3";"2312";"2041";"18";"9";"2014";"483";"132";"136";"14";"77";"246";"48";"835";"24";"19";"-"
"763002";"763002";"92";"16";"3";"1759";"1575";"10";"2";"1563";"386";"95";"98";"17";"66";"221";"32";"624";"20";"4";"-"
"763003";"763003";"92";"16";"3";"1796";"1618";"22";"9";"1587";"445";"86";"93";"25";"50";"203";"27";"633";"13";"12";"-"
"765001";"765001";"90";"16";"3";"1681";"1402";"16";"3";"1383";"383";"35";"113";"23";"31";"271";"12";"487";"23";"5";"-"
"765002";"765002";"90";"16";"3";"726";"622";"2";"3";"617";"140";"13";"52";"14";"15";"103";"11";"254";"6";"9";"-"
"765003";"765003";"90";"16";"3";"125";"121";"1";"0";"120";"23";"3";"6";"1";"3";"15";"2";"61";"1";"5";"-"
"765004";"765004";"90";"16";"3";"636";"540";"5";"1";"534";"144";"32";"44";"6";"20";"62";"24";"189";"3";"10";"-"
"765005";"765005";"90";"16";"3";"844";"714";"5";"1";"708";"209";"20";"52";"15";"44";"75";"23";"235";"5";"30";"-"
"765006";"765006";"90";"16";"3";"244";"212";"3";"2";"207";"42";"8";"12";"5";"19";"16";"13";"84";"1";"7";"-"
"767001";"767001";"94";"16";"3";"3032";"2629";"19";"5";"2605";"764";"89";"173";"36";"68";"322";"49";"1067";"19";"18";"-"
"767002";"767002";"94";"16";"3";"1976";"1741";"20";"3";"1718";"468";"54";"93";"27";"39";"214";"48";"753";"12";"10";"-"
"769001";"769001";"94";"16";"3";"481";"422";"3";"0";"419";"126";"13";"23";"3";"19";"51";"22";"155";"6";"1";"-"
"769002";"769002";"94";"16";"3";"1952";"1742";"19";"2";"1721";"514";"56";"88";"19";"36";"263";"63";"657";"10";"15";"-"
"769003";"769003";"94";"16";"3";"1883";"1678";"22";"3";"1653";"495";"50";"125";"26";"27";"264";"32";"622";"7";"5";"-"
"769004";"769004";"94";"16";"3";"730";"654";"6";"2";"646";"206";"6";"43";"4";"20";"105";"20";"229";"8";"5";"-"
"771001";"771001";"94";"16";"3";"1875";"1687";"7";"2";"1678";"378";"50";"71";"23";"56";"178";"93";"793";"24";"12";"-"
"771002";"771002";"94";"16";"3";"450";"407";"1";"1";"405";"123";"14";"16";"2";"14";"35";"27";"161";"5";"8";"-"
"771003";"771003";"94";"16";"3";"3450";"3052";"12";"6";"3034";"991";"131";"201";"33";"76";"339";"95";"1119";"22";"27";"-"
"771004";"771004";"94";"16";"3";"453";"415";"3";"3";"409";"83";"13";"19";"5";"8";"27";"30";"208";"11";"5";"-"
"771005";"771005";"94";"16";"3";"809";"717";"9";"2";"706";"186";"17";"31";"12";"21";"65";"19";"343";"8";"4";"-"
"771006";"771006";"94";"16";"3";"1700";"1502";"12";"5";"1485";"380";"45";"78";"10";"44";"227";"43";"632";"11";"15";"-"
"771007";"771007";"94";"16";"3";"1004";"892";"7";"3";"882";"198";"21";"44";"10";"33";"112";"59";"384";"12";"9";"-"
"771008";"771008";"94";"16";"3";"518";"468";"3";"1";"464";"83";"26";"17";"5";"9";"60";"21";"230";"5";"8";"-"
"773001";"773001";"91";"16";"3";"788";"680";"9";"4";"667";"256";"29";"25";"6";"23";"70";"27";"163";"63";"5";"-"
"773002";"773002";"91";"16";"3";"637";"564";"1";"5";"558";"180";"19";"27";"5";"26";"67";"5";"177";"44";"8";"-"
"773003";"773003";"91";"16";"3";"341";"298";"1";"2";"295";"67";"18";"3";"3";"19";"33";"7";"124";"18";"3";"-"
"773004";"773004";"91";"16";"3";"475";"435";"5";"2";"428";"143";"13";"26";"4";"26";"37";"10";"139";"25";"5";"-"
"773005";"773005";"91";"16";"3";"390";"333";"2";"1";"330";"88";"6";"17";"1";"12";"42";"9";"133";"20";"2";"-"
"773006";"773006";"91";"16";"3";"345";"311";"2";"0";"309";"64";"15";"19";"2";"21";"36";"9";"123";"9";"11";"-"
"773007";"773007";"91";"16";"3";"749";"669";"6";"2";"661";"183";"23";"23";"5";"18";"64";"14";"276";"52";"3";"-"
"773008";"773008";"91";"16";"3";"550";"487";"3";"3";"481";"155";"12";"30";"10";"8";"36";"7";"175";"42";"6";"-"
"773009";"773009";"91";"16";"3";"740";"672";"6";"1";"665";"206";"27";"30";"6";"16";"67";"15";"250";"46";"2";"-"
"773010";"773010";"91";"16";"3";"542";"483";"5";"2";"476";"149";"9";"19";"4";"15";"46";"11";"185";"36";"2";"-"
"773011";"773011";"91";"16";"3";"531";"476";"2";"0";"474";"144";"13";"15";"5";"10";"70";"11";"175";"27";"4";"-"
"773012";"773012";"91";"16";"3";"698";"640";"4";"0";"636";"178";"23";"41";"8";"20";"64";"18";"238";"42";"4";"-"
"773013";"773013";"91";"16";"3";"668";"600";"2";"1";"597";"159";"24";"24";"3";"12";"54";"18";"251";"41";"11";"-"
"773014";"773014";"91";"16";"3";"796";"711";"10";"7";"694";"166";"20";"36";"11";"21";"65";"12";"297";"61";"5";"-"
"773015";"773015";"91";"16";"3";"527";"469";"3";"0";"466";"121";"10";"15";"7";"11";"63";"17";"182";"35";"5";"-"
"773016";"773016";"91";"16";"3";"561";"482";"8";"0";"474";"113";"14";"31";"5";"15";"50";"12";"196";"31";"7";"-"
"773017";"773017";"91";"16";"3";"666";"571";"4";"5";"562";"181";"12";"20";"5";"11";"87";"13";"186";"41";"6";"-"
"773018";"773018";"91";"16";"3";"7365";"6198";"56";"16";"6126";"2552";"172";"463";"75";"231";"553";"165";"1608";"245";"62";"-"
"775001";"775001";"93";"16";"3";"615";"559";"4";"1";"554";"124";"17";"37";"3";"17";"83";"5";"266";"0";"2";"-"
"775002";"775002";"93";"16";"3";"803";"738";"5";"1";"732";"140";"18";"32";"14";"34";"101";"28";"348";"10";"7";"-"
"775003";"775003";"93";"16";"3";"493";"444";"4";"4";"436";"101";"12";"17";"2";"16";"49";"9";"227";"3";"0";"-"
"775004";"775004";"93";"16";"3";"1487";"1304";"22";"4";"1278";"277";"35";"93";"13";"18";"161";"45";"610";"22";"4";"-"
"775005";"775005";"93";"16";"3";"1505";"1382";"10";"7";"1365";"376";"24";"95";"18";"47";"111";"33";"636";"6";"19";"-"
"775006";"775006";"93";"16";"3";"716";"665";"3";"4";"658";"131";"35";"47";"9";"14";"73";"16";"324";"6";"3";"-"
"777001";"777001";"92";"16";"3";"1534";"1368";"24";"4";"1340";"469";"65";"107";"20";"45";"161";"22";"432";"10";"9";"-"
"777002";"777002";"92";"16";"3";"1263";"1087";"10";"3";"1074";"295";"62";"85";"5";"28";"123";"51";"399";"20";"6";"-"
"777003";"777003";"92";"16";"3";"1263";"1121";"12";"6";"1103";"379";"50";"50";"8";"31";"112";"18";"428";"23";"4";"-"
"777004";"777004";"92";"16";"3";"564";"494";"0";"2";"492";"121";"22";"27";"7";"15";"50";"4";"233";"7";"6";"-"
"779001";"779001";"92";"16";"3";"5886";"4926";"28";"27";"4871";"1659";"241";"486";"56";"310";"618";"108";"1300";"29";"64";"-"
"779002";"779002";"92";"16";"3";"4802";"4211";"36";"19";"4156";"1267";"224";"546";"42";"222";"494";"88";"1221";"19";"33";"-"
"779003";"779003";"92";"16";"3";"5107";"4440";"41";"21";"4378";"1709";"200";"336";"68";"268";"576";"84";"1080";"24";"33";"-"
"779004";"779004";"92";"16";"3";"2848";"2579";"16";"7";"2556";"816";"99";"179";"17";"100";"347";"42";"917";"22";"17";"-"
"779005";"779005";"92";"16";"3";"1084";"1000";"13";"5";"982";"191";"58";"55";"5";"30";"170";"22";"425";"11";"15";"-"
"779006";"779006";"92";"16";"3";"642";"581";"6";"4";"571";"139";"30";"59";"7";"35";"65";"28";"193";"8";"7";"-"
"779007";"779007";"92";"16";"3";"759";"677";"7";"1";"669";"194";"49";"45";"7";"21";"78";"14";"250";"8";"3";"-"
"781001";"781001";"92";"16";"3";"1074";"948";"13";"2";"933";"339";"65";"47";"8";"28";"106";"12";"318";"6";"4";"-"
"781002";"781002";"92";"16";"3";"469";"425";"4";"1";"420";"125";"23";"30";"1";"15";"59";"8";"156";"2";"1";"-"
"781004";"781004";"92";"16";"3";"656";"590";"0";"0";"590";"185";"40";"22";"1";"18";"84";"4";"227";"3";"6";"-"
"781005";"781005";"92";"16";"3";"277";"258";"3";"1";"254";"56";"22";"14";"3";"6";"24";"5";"117";"2";"5";"-"
"781006";"781006";"92";"16";"3";"795";"695";"13";"2";"680";"222";"63";"24";"6";"18";"100";"14";"225";"4";"4";"-"
"781008";"781008";"92";"16";"3";"607";"543";"9";"3";"531";"161";"40";"38";"8";"18";"63";"20";"171";"4";"8";"-"
"781009";"781009";"92";"16";"3";"744";"661";"7";"0";"654";"217";"54";"22";"5";"31";"63";"17";"237";"4";"4";"-"
"781010";"781010";"92";"16";"3";"1149";"1042";"17";"3";"1022";"319";"72";"63";"14";"31";"145";"29";"333";"4";"12";"-"
"783001";"783001";"92";"16";"3";"724";"642";"11";"7";"624";"120";"35";"47";"8";"22";"66";"51";"251";"18";"6";"-"
"783002";"783002";"92";"16";"3";"785";"680";"10";"2";"668";"214";"38";"37";"10";"22";"55";"27";"242";"15";"8";"-"
"783003";"783003";"92";"16";"3";"547";"473";"3";"3";"467";"123";"20";"17";"9";"21";"61";"12";"184";"10";"10";"-"
"783004";"783004";"92";"16";"3";"315";"287";"5";"0";"282";"60";"14";"23";"5";"11";"21";"6";"138";"3";"1";"-"
"783005";"783005";"92";"16";"3";"1193";"1083";"11";"5";"1067";"317";"69";"61";"8";"49";"103";"15";"428";"10";"7";"-"
"783006";"783006";"92";"16";"3";"1335";"1183";"7";"4";"1172";"421";"53";"79";"11";"49";"134";"15";"394";"8";"8";"-"
"785001";"785001";"90";"16";"3";"1801";"1548";"14";"1";"1533";"381";"56";"117";"15";"63";"175";"87";"581";"44";"14";"-"
"785002";"785002";"90";"16";"3";"2660";"2250";"18";"11";"2221";"630";"69";"271";"18";"59";"195";"121";"810";"33";"15";"-"
"785003";"785003";"90";"16";"3";"1470";"1278";"10";"3";"1265";"304";"34";"130";"19";"73";"137";"63";"444";"39";"22";"-"
"785004";"785004";"90";"16";"3";"1558";"1353";"10";"2";"1341";"351";"32";"121";"10";"38";"174";"119";"463";"24";"9";"-"
"785005";"785005";"90";"16";"3";"1088";"951";"2";"5";"944";"216";"34";"85";"18";"42";"117";"42";"350";"18";"22";"-"
"787001";"787001";"90";"16";"3";"6998";"5945";"51";"16";"5878";"2202";"176";"579";"60";"302";"620";"189";"1612";"60";"78";"-"
"787002";"787002";"90";"16";"3";"1034";"903";"4";"4";"895";"273";"28";"63";"5";"28";"107";"58";"295";"26";"12";"-"
"787003";"787003";"90";"16";"3";"802";"713";"6";"0";"707";"158";"20";"56";"5";"28";"73";"28";"324";"8";"7";"-"
"787004";"787004";"90";"16";"3";"868";"745";"4";"0";"741";"209";"34";"62";"6";"49";"73";"45";"221";"24";"18";"-"
"787005";"787005";"90";"16";"3";"563";"505";"2";"2";"501";"170";"5";"25";"9";"8";"103";"5";"162";"10";"4";"-"
"787006";"787006";"90";"16";"3";"1245";"1110";"4";"2";"1104";"232";"29";"88";"7";"27";"143";"79";"481";"11";"7";"-"
"787007";"787007";"90";"16";"3";"928";"850";"3";"2";"845";"216";"33";"83";"7";"36";"75";"21";"354";"8";"12";"-"
"787008";"787008";"90";"16";"3";"1105";"993";"11";"3";"979";"295";"38";"69";"9";"46";"88";"34";"366";"22";"12";"-"
"787009";"787009";"90";"16";"3";"523";"470";"3";"1";"466";"85";"21";"35";"4";"19";"63";"46";"170";"19";"4";"-"
"787010";"787010";"90";"16";"3";"1614";"1412";"9";"8";"1395";"431";"38";"113";"20";"40";"203";"49";"384";"91";"26";"-"
"787011";"787011";"90";"16";"3";"335";"302";"2";"0";"300";"44";"8";"20";"5";"9";"56";"18";"107";"16";"17";"-"
"787012";"787012";"90";"16";"3";"3073";"2747";"12";"8";"2727";"910";"101";"250";"31";"131";"291";"123";"844";"20";"26";"-"
"787013";"787013";"90";"16";"3";"339";"306";"2";"1";"303";"62";"9";"19";"6";"28";"36";"35";"91";"7";"10";"-"
"787014";"787014";"90";"16";"3";"463";"429";"1";"0";"428";"81";"16";"33";"2";"14";"47";"25";"198";"7";"5";"-"
"787015";"787015";"90";"16";"3";"990";"863";"10";"4";"849";"213";"24";"46";"6";"36";"105";"23";"359";"14";"23";"-"
"787016";"787016";"90";"16";"3";"916";"782";"7";"1";"774";"178";"16";"41";"6";"30";"101";"11";"363";"20";"8";"-"
"789001";"789001";"93";"16";"3";"702";"634";"5";"0";"629";"178";"23";"36";"8";"24";"65";"17";"272";"3";"3";"-"
"789002";"789002";"93";"16";"3";"294";"263";"2";"0";"261";"58";"8";"8";"0";"10";"28";"7";"135";"3";"4";"-"
"789003";"789003";"93";"16";"3";"365";"337";"2";"0";"335";"83";"18";"13";"0";"21";"29";"13";"144";"2";"12";"-"
"789004";"789004";"93";"16";"3";"696";"646";"5";"2";"639";"134";"23";"30";"8";"20";"53";"19";"342";"5";"5";"-"
"789005";"789005";"93";"16";"3";"762";"703";"6";"0";"697";"171";"30";"46";"10";"35";"65";"16";"308";"6";"10";"-"
"789006";"789006";"93";"16";"3";"333";"304";"0";"0";"304";"78";"15";"12";"7";"15";"51";"8";"111";"1";"6";"-"
"789007";"789007";"93";"16";"3";"585";"498";"3";"0";"495";"129";"14";"23";"6";"17";"54";"17";"221";"7";"7";"-"
"789008";"789008";"93";"16";"3";"639";"579";"6";"0";"573";"119";"16";"31";"3";"20";"74";"25";"274";"7";"4";"-"
"789009";"789009";"93";"16";"3";"334";"300";"3";"0";"297";"57";"10";"8";"6";"9";"36";"12";"146";"3";"10";"-"
"789010";"789010";"93";"16";"3";"1350";"1211";"10";"1";"1200";"245";"54";"81";"19";"41";"146";"55";"538";"10";"11";"-"
"791001";"791001";"93";"16";"3";"20046";"17206";"136";"68";"17002";"5699";"671";"1262";"223";"736";"1605";"344";"6124";"94";"244";"-"
"791002";"791002";"93";"16";"3";"2325";"2098";"21";"5";"2072";"488";"64";"134";"24";"57";"208";"44";"1021";"14";"18";"-"
"791003";"791003";"93";"16";"3";"2199";"1994";"13";"5";"1976";"504";"109";"169";"37";"114";"180";"37";"787";"8";"31";"-"
"791004";"791004";"93";"16";"3";"7870";"7025";"40";"28";"6957";"1927";"314";"596";"110";"316";"568";"216";"2781";"39";"90";"-"
"793001";"793001";"93";"16";"3";"2258";"1921";"28";"13";"1880";"465";"55";"118";"29";"49";"247";"73";"812";"19";"13";"-"
"793004";"793004";"93";"16";"3";"674";"603";"6";"0";"597";"124";"18";"34";"7";"12";"77";"27";"286";"7";"5";"-"
"793005";"793005";"93";"16";"3";"702";"554";"5";"2";"547";"159";"7";"35";"11";"12";"60";"31";"225";"6";"1";"-"
"793006";"793006";"93";"16";"3";"405";"370";"2";"1";"367";"77";"13";"21";"6";"12";"39";"9";"181";"3";"6";"-"
"793007";"793007";"93";"16";"3";"1166";"1015";"16";"7";"992";"342";"24";"58";"12";"36";"116";"37";"347";"10";"10";"-"
"793008";"793008";"93";"16";"3";"401";"349";"0";"1";"348";"64";"15";"13";"5";"5";"53";"14";"170";"6";"3";"-"
"801001";"801001";"102";"17";"3";"1888";"1621";"9";"1";"1611";"792";"40";"86";"14";"42";"109";"31";"469";"13";"15";"-"
"801002";"801002";"102";"17";"3";"876";"771";"7";"4";"760";"330";"19";"38";"4";"21";"60";"14";"247";"11";"16";"-"
"801003";"801003";"102";"17";"3";"555";"487";"4";"1";"482";"160";"13";"24";"7";"9";"54";"9";"190";"6";"10";"-"
"801004";"801004";"102";"17";"3";"650";"574";"4";"2";"568";"196";"16";"24";"7";"15";"64";"10";"214";"5";"17";"-"
"801005";"801005";"102";"17";"3";"877";"790";"4";"0";"786";"252";"14";"38";"4";"16";"67";"25";"351";"10";"9";"-"
"801006";"801006";"102";"17";"3";"948";"835";"5";"1";"829";"273";"19";"38";"6";"12";"110";"12";"341";"13";"5";"-"
"801007";"801007";"102";"17";"3";"334";"279";"4";"1";"274";"94";"5";"21";"0";"6";"22";"5";"114";"4";"3";"-"
"803001";"803001";"98";"17";"3";"2318";"1979";"25";"10";"1944";"605";"113";"161";"18";"61";"170";"94";"687";"13";"22";"-"
"803002";"803002";"98";"17";"3";"1197";"1050";"12";"2";"1036";"290";"71";"71";"13";"30";"134";"18";"385";"7";"17";"-"
"803003";"803003";"98";"17";"3";"536";"467";"8";"0";"459";"158";"18";"30";"4";"10";"55";"5";"172";"2";"5";"-"
"803004";"803004";"98";"17";"3";"888";"745";"5";"4";"736";"187";"48";"57";"8";"37";"102";"24";"249";"3";"21";"-"
