"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1988 - Stemmeberettigede";"FV1988 - Afgivne stemmer";"FV1988 - Blanke stemmer";"FV1988 - Andre ugyldige stemmer";"FV1988 - Gyldige stemmer";"FV1988 - A. Socialdemokratiet";"FV1988 - B. Det Radikale Venstre";"FV1988 - C. Det Konservative Folkeparti";"FV1988 - F. Socialistisk Folkeparti";"FV1988 - G. De Grønne";"FV1988 - K. Danmarks Kommunistiske Parti";"FV1988 - M. Centrum-Demokraterne";"FV1988 - P. Fælles Kurs";"FV1988 - Q. Kristeligt Folkeparti";"FV1988 - V. Venstre, Danmarks Liberale Parti";"FV1988 - Y. Venstresocialisterne";"FV1988 - Z. Fremskridtspartiet";"FV1988 - 1. Uden for partierne";"FV1988 - 2. Uden for partierne";"FV1988 - 3. Uden for partierne"
"729009";"729009";"84";"15";"3";"508";"460";"3";"0";"457";"111";"29";"73";"36";"5";"2";"24";"6";"12";"106";"0";"52";"1";"0";"0"
"729010";"729010";"84";"15";"3";"158";"143";"3";"0";"140";"33";"5";"26";"17";"0";"0";"9";"1";"2";"30";"2";"15";"0";"0";"0"
"731001";"731001";"85";"15";"3";"4133";"3380";"17";"3";"3360";"1441";"93";"491";"606";"50";"20";"65";"85";"46";"183";"28";"224";"28";"0";"0"
"731002";"731002";"85";"15";"3";"3399";"2874";"12";"4";"2858";"1126";"103";"571";"342";"38";"19";"87";"46";"83";"204";"13";"207";"19";"0";"0"
"731003";"731003";"85";"15";"3";"4842";"4165";"16";"3";"4146";"2106";"142";"597";"490";"21";"29";"133";"83";"48";"221";"11";"248";"17";"0";"0"
"731004";"731004";"85";"15";"3";"4273";"3584";"14";"8";"3562";"2005";"81";"291";"520";"29";"20";"67";"85";"57";"179";"13";"205";"10";"0";"0"
"731005";"731005";"85";"15";"3";"3672";"2895";"9";"6";"2880";"952";"110";"565";"477";"39";"19";"67";"71";"63";"214";"22";"264";"17";"0";"0"
"731006";"731006";"85";"15";"3";"5591";"4785";"25";"9";"4751";"1949";"184";"935";"515";"29";"19";"196";"64";"82";"408";"16";"337";"16";"1";"0"
"731007";"731007";"85";"15";"3";"3506";"2991";"5";"7";"2979";"1459";"99";"392";"385";"17";"16";"112";"42";"58";"165";"6";"210";"17";"1";"0"
"731008";"731008";"85";"15";"3";"6219";"5359";"21";"13";"5325";"2317";"211";"863";"541";"42";"18";"206";"77";"116";"436";"11";"472";"15";"0";"0"
"731009";"731009";"85";"15";"3";"5296";"4594";"23";"7";"4564";"1882";"148";"786";"522";"22";"24";"151";"61";"153";"384";"12";"398";"19";"1";"1"
"731010";"731010";"85";"15";"3";"687";"599";"2";"0";"597";"169";"21";"91";"52";"1";"0";"21";"13";"10";"140";"3";"73";"3";"0";"0"
"731011";"731011";"85";"15";"3";"3075";"2678";"4";"4";"2670";"1088";"122";"454";"342";"21";"11";"107";"38";"32";"244";"7";"193";"11";"0";"0"
"731012";"731012";"85";"15";"3";"1209";"1083";"2";"2";"1079";"321";"41";"205";"102";"2";"4";"45";"13";"21";"214";"5";"99";"7";"0";"0"
"731013";"731013";"85";"15";"3";"2218";"2023";"8";"3";"2012";"460";"154";"485";"172";"16";"4";"118";"26";"24";"335";"18";"192";"8";"0";"0"
"733001";"733001";"86";"15";"3";"3546";"3066";"15";"8";"3043";"943";"157";"581";"343";"26";"24";"160";"48";"23";"442";"20";"260";"16";"0";"0"
"733002";"733002";"86";"15";"3";"1330";"1141";"3";"0";"1138";"392";"37";"177";"122";"5";"6";"43";"26";"12";"196";"0";"111";"11";"0";"0"
"733003";"733003";"86";"15";"3";"2115";"1850";"13";"1";"1836";"414";"90";"248";"144";"11";"12";"62";"26";"41";"505";"6";"260";"14";"3";"0"
"735001";"735001";"87";"15";"3";"1004";"855";"3";"0";"852";"244";"44";"86";"91";"12";"7";"30";"18";"20";"208";"4";"79";"9";"0";"0"
"735002";"735002";"87";"15";"3";"1565";"1339";"5";"2";"1332";"408";"48";"208";"96";"4";"3";"59";"29";"48";"276";"5";"140";"8";"0";"0"
"735003";"735003";"87";"15";"3";"1934";"1634";"6";"4";"1624";"572";"53";"288";"160";"7";"8";"48";"25";"34";"220";"5";"196";"7";"1";"0"
"735004";"735004";"87";"15";"3";"1489";"1279";"8";"3";"1268";"306";"53";"189";"139";"11";"16";"54";"13";"49";"290";"4";"136";"7";"1";"0"
"737001";"737001";"89";"15";"3";"469";"422";"0";"0";"422";"93";"32";"50";"67";"6";"4";"12";"10";"2";"85";"9";"51";"1";"0";"0"
"737002";"737002";"89";"15";"3";"3413";"3084";"15";"7";"3062";"793";"203";"569";"463";"36";"18";"133";"34";"41";"460";"34";"263";"15";"0";"0"
"737003";"737003";"89";"15";"3";"727";"637";"5";"0";"632";"127";"35";"64";"106";"26";"9";"24";"15";"12";"133";"7";"67";"7";"0";"0"
"737004";"737004";"89";"15";"3";"1013";"903";"4";"3";"896";"239";"48";"148";"118";"22";"13";"37";"16";"12";"153";"8";"74";"8";"0";"0"
"737005";"737005";"89";"15";"3";"1385";"1207";"7";"2";"1198";"323";"66";"195";"120";"13";"4";"61";"15";"14";"239";"8";"130";"10";"0";"0"
"739001";"739001";"86";"15";"3";"2005";"1752";"13";"1";"1738";"470";"97";"327";"118";"27";"12";"91";"18";"53";"327";"4";"184";"9";"1";"0"
"739002";"739002";"86";"15";"3";"1242";"1090";"12";"2";"1076";"328";"58";"169";"111";"6";"3";"39";"19";"25";"169";"5";"134";"10";"0";"0"
"739003";"739003";"86";"15";"3";"601";"523";"3";"0";"520";"162";"38";"69";"66";"8";"4";"17";"4";"11";"86";"2";"49";"4";"0";"0"
"739004";"739004";"86";"15";"3";"583";"523";"3";"0";"520";"124";"29";"99";"34";"4";"5";"35";"6";"6";"105";"0";"70";"3";"0";"0"
"741001";"741001";"88";"15";"3";"869";"698";"2";"4";"692";"184";"51";"196";"32";"8";"1";"48";"6";"4";"104";"2";"51";"5";"0";"0"
"741002";"741002";"88";"15";"3";"663";"558";"1";"0";"557";"196";"42";"101";"57";"6";"2";"19";"12";"5";"75";"2";"38";"2";"0";"0"
"741003";"741003";"88";"15";"3";"491";"410";"0";"1";"409";"102";"32";"76";"28";"2";"2";"24";"7";"3";"85";"2";"41";"5";"0";"0"
"741004";"741004";"88";"15";"3";"490";"431";"3";"0";"428";"98";"28";"77";"38";"5";"1";"16";"3";"1";"119";"4";"37";"1";"0";"0"
"741005";"741005";"88";"15";"3";"582";"491";"3";"2";"486";"158";"39";"82";"36";"1";"2";"12";"10";"3";"106";"1";"35";"1";"0";"0"
"741006";"741006";"88";"15";"3";"440";"369";"3";"0";"366";"78";"29";"91";"25";"9";"1";"12";"7";"5";"81";"1";"26";"1";"0";"0"
"743001";"743001";"89";"15";"3";"6701";"5603";"40";"12";"5551";"1765";"290";"1162";"865";"85";"69";"197";"74";"151";"440";"48";"367";"38";"0";"0"
"743002";"743002";"89";"15";"3";"1806";"1593";"5";"2";"1586";"753";"62";"217";"226";"11";"17";"51";"21";"22";"92";"6";"102";"5";"1";"0"
"743003";"743003";"89";"15";"3";"4472";"3944";"21";"1";"3922";"1424";"216";"751";"449";"35";"35";"177";"67";"88";"401";"2";"264";"13";"0";"0"
"743004";"743004";"89";"15";"3";"5031";"4294";"18";"8";"4268";"1728";"173";"698";"546";"39";"39";"190";"86";"75";"365";"14";"301";"13";"1";"0"
"743005";"743005";"89";"15";"3";"1483";"1321";"2";"2";"1317";"305";"78";"355";"125";"13";"11";"78";"7";"31";"184";"6";"117";"7";"0";"0"
"743006";"743006";"89";"15";"3";"2818";"2563";"11";"3";"2549";"676";"161";"641";"192";"14";"8";"157";"13";"56";"383";"6";"230";"12";"0";"0"
"743007";"743007";"89";"15";"3";"305";"277";"2";"1";"274";"59";"17";"38";"12";"5";"2";"12";"1";"8";"80";"3";"33";"4";"0";"0"
"743008";"743008";"89";"15";"3";"1422";"1242";"7";"1";"1234";"368";"66";"200";"130";"11";"13";"60";"30";"26";"164";"2";"160";"4";"0";"0"
"743009";"743009";"89";"15";"3";"3331";"2852";"13";"5";"2834";"919";"164";"522";"366";"32";"17";"146";"56";"39";"298";"12";"250";"13";"0";"0"
"743010";"743010";"89";"15";"3";"597";"516";"7";"2";"507";"153";"27";"84";"31";"4";"3";"17";"11";"15";"91";"2";"67";"2";"0";"0"
"743011";"743011";"89";"15";"3";"194";"162";"1";"1";"160";"38";"7";"12";"8";"1";"3";"4";"5";"6";"58";"2";"16";"0";"0";"0"
"743012";"743012";"89";"15";"3";"501";"444";"3";"0";"441";"94";"14";"60";"42";"4";"4";"21";"7";"10";"106";"4";"72";"3";"0";"0"
"743013";"743013";"89";"15";"3";"783";"702";"4";"1";"697";"201";"29";"134";"61";"11";"5";"32";"9";"16";"126";"5";"60";"8";"0";"0"
"743014";"743014";"89";"15";"3";"341";"321";"0";"0";"321";"52";"23";"73";"47";"11";"2";"10";"2";"10";"59";"3";"28";"1";"0";"0"
"743015";"743015";"89";"15";"3";"1104";"968";"6";"3";"959";"319";"51";"198";"102";"9";"7";"46";"10";"17";"126";"0";"69";"5";"0";"0"
"743016";"743016";"89";"15";"3";"2306";"2045";"9";"3";"2033";"558";"122";"498";"229";"32";"11";"97";"15";"33";"218";"3";"209";"8";"0";"0"
"743017";"743017";"89";"15";"3";"317";"282";"2";"0";"280";"41";"19";"39";"28";"3";"1";"12";"6";"2";"95";"1";"30";"3";"0";"0"
"743018";"743018";"89";"15";"3";"280";"256";"2";"0";"254";"40";"17";"41";"19";"3";"1";"7";"2";"2";"88";"2";"30";"2";"0";"0"
"743019";"743019";"89";"15";"3";"519";"451";"3";"1";"447";"91";"23";"63";"31";"2";"2";"27";"7";"13";"120";"0";"66";"2";"0";"0"
"743020";"743020";"89";"15";"3";"1782";"1596";"9";"0";"1587";"365";"102";"395";"120";"17";"4";"101";"13";"31";"241";"6";"187";"5";"0";"0"
"745001";"745001";"88";"15";"3";"5768";"4729";"28";"8";"4693";"1604";"216";"882";"653";"50";"41";"168";"66";"48";"572";"12";"348";"33";"0";"0"
"745002";"745002";"88";"15";"3";"2534";"2286";"4";"1";"2281";"618";"131";"483";"256";"20";"18";"132";"18";"23";"365";"10";"188";"19";"0";"0"
"745003";"745003";"88";"15";"3";"1462";"1291";"10";"4";"1277";"350";"73";"213";"128";"11";"6";"39";"15";"12";"304";"3";"117";"6";"0";"0"
"745004";"745004";"88";"15";"3";"538";"474";"4";"0";"470";"127";"33";"61";"54";"6";"2";"11";"1";"0";"122";"3";"46";"4";"0";"0"
"745005";"745005";"88";"15";"3";"994";"870";"9";"1";"860";"165";"38";"123";"114";"15";"12";"35";"11";"8";"199";"7";"127";"6";"0";"0"
"745006";"745006";"88";"15";"3";"3042";"2637";"9";"5";"2623";"710";"180";"618";"269";"41";"13";"131";"38";"33";"382";"8";"181";"18";"1";"0"
"747001";"747001";"84";"15";"3";"171";"151";"3";"0";"148";"44";"5";"17";"14";"2";"1";"7";"3";"2";"43";"0";"10";"0";"0";"0"
"747002";"747002";"84";"15";"3";"376";"322";"1";"2";"319";"93";"13";"48";"20";"1";"1";"11";"5";"3";"89";"0";"30";"5";"0";"0"
"747003";"747003";"84";"15";"3";"1831";"1636";"9";"3";"1624";"403";"76";"420";"85";"10";"6";"100";"15";"19";"307";"3";"175";"5";"0";"0"
"747004";"747004";"84";"15";"3";"365";"299";"1";"0";"298";"90";"11";"33";"20";"5";"0";"7";"2";"3";"86";"0";"38";"1";"2";"0"
"747005";"747005";"84";"15";"3";"1920";"1658";"9";"6";"1643";"595";"80";"273";"139";"10";"10";"64";"25";"40";"234";"4";"164";"5";"0";"0"
"747006";"747006";"84";"15";"3";"529";"460";"2";"1";"457";"99";"16";"72";"34";"2";"1";"12";"1";"8";"143";"1";"65";"3";"0";"0"
"747007";"747007";"84";"15";"3";"777";"693";"2";"1";"690";"252";"21";"93";"71";"1";"3";"15";"14";"14";"107";"4";"92";"3";"0";"0"
"749001";"749001";"89";"15";"3";"2132";"1801";"13";"2";"1786";"533";"84";"321";"171";"16";"4";"81";"18";"32";"316";"2";"202";"6";"0";"0"
"749002";"749002";"89";"15";"3";"599";"539";"4";"0";"535";"86";"20";"93";"56";"7";"5";"24";"3";"7";"126";"4";"101";"3";"0";"0"
"749003";"749003";"89";"15";"3";"1571";"1335";"7";"2";"1326";"348";"70";"263";"105";"21";"4";"53";"19";"25";"244";"2";"162";"10";"0";"0"
"749004";"749004";"89";"15";"3";"232";"194";"2";"0";"192";"46";"8";"32";"7";"0";"1";"9";"5";"6";"40";"2";"35";"1";"0";"0"
"751001";"751001";"82";"15";"3";"10263";"8902";"50";"4";"8848";"2170";"576";"1757";"2039";"147";"154";"264";"87";"155";"765";"165";"435";"131";"0";"3"
"751002";"751002";"82";"15";"3";"8423";"7225";"29";"7";"7189";"2578";"401";"1305";"1294";"76";"97";"188";"82";"101";"514";"72";"388";"93";"0";"0"
"751003";"751003";"82";"15";"3";"5509";"4843";"13";"7";"4823";"1540";"291";"894";"895";"69";"48";"239";"49";"67";"362";"39";"274";"56";"0";"0"
"751004";"751004";"82";"15";"3";"4450";"3942";"26";"11";"3905";"1155";"220";"820";"605";"61";"44";"175";"43";"88";"381";"21";"255";"36";"1";"0"
"751006";"751006";"82";"15";"3";"5133";"4574";"26";"6";"4542";"1735";"216";"780";"677";"41";"29";"237";"37";"66";"350";"12";"324";"38";"0";"0"
"751007";"751007";"83";"15";"3";"5566";"4983";"16";"2";"4965";"1535";"276";"1025";"823";"43";"64";"235";"32";"56";"462";"50";"327";"37";"0";"0"
"751009";"751009";"82";"15";"3";"2915";"2600";"18";"0";"2582";"577";"201";"516";"448";"59";"20";"160";"24";"40";"322";"23";"160";"31";"1";"0"
"751011";"751011";"82";"15";"3";"2058";"1836";"6";"2";"1828";"517";"106";"364";"244";"23";"13";"93";"15";"25";"284";"15";"103";"26";"0";"0"
"751012";"751012";"82";"15";"3";"2389";"2131";"11";"3";"2117";"573";"155";"376";"364";"32";"15";"113";"13";"29";"250";"22";"148";"26";"1";"0"
"751013";"751013";"82";"15";"3";"2486";"2222";"23";"2";"2197";"567";"129";"493";"195";"20";"12";"90";"23";"17";"417";"10";"203";"20";"1";"0"
"751016";"751016";"83";"15";"3";"372";"339";"3";"3";"333";"85";"12";"57";"46";"5";"3";"10";"5";"1";"58";"14";"32";"5";"0";"0"
"751018";"751018";"83";"15";"3";"3263";"2899";"16";"4";"2879";"942";"174";"464";"428";"19";"20";"158";"52";"24";"310";"16";"248";"24";"0";"0"
"751019";"751019";"83";"15";"3";"1762";"1585";"5";"2";"1578";"441";"100";"296";"253";"20";"22";"100";"4";"21";"176";"20";"102";"23";"0";"0"
"751021";"751021";"80";"15";"3";"9395";"7745";"37";"14";"7694";"1610";"496";"1145";"2413";"205";"167";"180";"78";"92";"579";"217";"324";"187";"0";"1"
"751022";"751022";"83";"15";"3";"3086";"2761";"9";"2";"2750";"754";"194";"487";"470";"32";"30";"114";"25";"58";"283";"63";"214";"24";"2";"0"
"751023";"751023";"83";"15";"3";"4801";"4209";"16";"5";"4188";"1293";"284";"703";"774";"51";"58";"142";"55";"107";"416";"25";"248";"32";"0";"0"
"751025";"751025";"83";"15";"3";"6061";"5020";"32";"4";"4984";"1812";"291";"510";"1122";"71";"99";"136";"91";"67";"331";"87";"302";"63";"2";"0"
"751026";"751026";"83";"15";"3";"4476";"3971";"12";"5";"3954";"1102";"282";"669";"769";"53";"46";"183";"36";"48";"418";"60";"248";"40";"0";"0"
"751030";"751030";"83";"15";"3";"2474";"2215";"10";"6";"2199";"619";"102";"403";"251";"17";"19";"142";"12";"26";"390";"22";"178";"17";"1";"0"
"751031";"751031";"83";"15";"3";"502";"453";"1";"0";"452";"137";"18";"44";"82";"2";"6";"8";"3";"12";"78";"3";"50";"9";"0";"0"
"751033";"751033";"83";"15";"3";"1075";"946";"7";"1";"938";"267";"58";"170";"101";"9";"8";"48";"8";"12";"155";"4";"88";"10";"0";"0"
"751034";"751034";"83";"15";"3";"484";"430";"3";"0";"427";"128";"17";"55";"68";"9";"1";"24";"4";"6";"69";"3";"36";"7";"0";"0"
"751041";"751041";"80";"15";"3";"11272";"9630";"39";"9";"9582";"2359";"628";"1059";"3265";"180";"270";"188";"104";"111";"558";"333";"318";"209";"0";"0"
"751042";"751042";"81";"15";"3";"16302";"13953";"48";"9";"13896";"4901";"751";"1734";"3300";"232";"345";"347";"193";"284";"824";"220";"602";"162";"1";"0"
"751043";"751043";"81";"15";"3";"8344";"7208";"33";"14";"7161";"2725";"381";"938";"1555";"77";"118";"165";"106";"100";"497";"72";"333";"93";"1";"0"
"751044";"751044";"81";"15";"3";"875";"746";"3";"2";"741";"233";"30";"114";"133";"7";"13";"20";"12";"12";"89";"14";"57";"7";"0";"0"
"751045";"751045";"80";"15";"3";"7370";"6630";"29";"5";"6596";"1242";"533";"1845";"926";"79";"58";"337";"35";"105";"935";"58";"395";"45";"2";"1"
"751047";"751047";"81";"15";"3";"5646";"4849";"25";"3";"4821";"1443";"312";"954";"661";"37";"40";"280";"42";"89";"528";"20";"378";"37";"0";"0"
"751048";"751048";"80";"15";"3";"1482";"1310";"10";"1";"1299";"411";"73";"184";"216";"27";"25";"53";"15";"15";"174";"16";"76";"14";"0";"0"
"751049";"751049";"80";"15";"3";"3447";"3097";"16";"6";"3075";"679";"204";"809";"380";"27";"20";"184";"25";"38";"432";"14";"229";"33";"1";"0"
"751050";"751050";"80";"15";"3";"2393";"2112";"10";"0";"2102";"422";"139";"563";"189";"26";"24";"117";"14";"17";"328";"6";"222";"35";"0";"0"
"751051";"751051";"80";"15";"3";"3727";"3268";"23";"0";"3245";"797";"211";"793";"308";"34";"11";"238";"29";"33";"464";"11";"289";"26";"1";"0"
"751053";"751053";"81";"15";"3";"1838";"1561";"5";"1";"1555";"549";"56";"201";"250";"21";"12";"79";"35";"10";"177";"12";"148";"5";"0";"0"
"751055";"751055";"81";"15";"3";"547";"485";"4";"1";"480";"133";"21";"87";"47";"5";"1";"28";"3";"9";"96";"5";"40";"5";"0";"0"
"751056";"751056";"81";"15";"3";"1357";"1176";"3";"2";"1171";"297";"53";"138";"161";"14";"7";"61";"21";"21";"265";"9";"115";"9";"0";"0"
"751061";"751061";"80";"15";"3";"5534";"4737";"22";"4";"4711";"1344";"324";"675";"1212";"60";"62";"124";"65";"73";"437";"75";"207";"52";"1";"0"
"751062";"751062";"83";"15";"3";"2941";"2474";"14";"14";"2446";"1096";"83";"321";"405";"14";"32";"59";"50";"31";"166";"13";"154";"22";"0";"0"
"751063";"751063";"81";"15";"3";"8836";"7474";"29";"12";"7433";"2923";"401";"826";"1533";"98";"152";"226";"142";"123";"506";"76";"369";"58";"0";"0"
"751064";"751064";"83";"15";"3";"5156";"4470";"14";"5";"4451";"1602";"231";"570";"981";"52";"85";"160";"63";"50";"246";"84";"272";"53";"2";"0"
"751065";"751065";"80";"15";"3";"4434";"3964";"16";"4";"3944";"942";"269";"791";"802";"58";"68";"199";"39";"61";"431";"37";"211";"34";"1";"1"
"751066";"751066";"82";"15";"3";"3312";"2995";"10";"4";"2981";"409";"240";"944";"322";"45";"22";"140";"12";"45";"564";"18";"190";"30";"0";"0"
"751101";"751101";"83";"15";"3";"7752";"6539";"29";"9";"6501";"2371";"335";"1095";"1046";"77";"69";"275";"85";"103";"495";"47";"436";"67";"0";"0"
"751102";"751102";"82";"15";"3";"469";"397";"1";"0";"396";"89";"29";"76";"49";"2";"2";"15";"2";"5";"83";"6";"28";"10";"0";"0"
"751103";"751103";"83";"15";"3";"4788";"4291";"18";"3";"4270";"1109";"324";"902";"573";"58";"46";"247";"31";"70";"550";"34";"281";"44";"1";"0"
"751104";"751104";"82";"15";"3";"504";"450";"2";"1";"447";"87";"22";"77";"65";"3";"7";"16";"7";"4";"106";"2";"46";"5";"0";"0"
"751105";"751105";"83";"15";"3";"3814";"3229";"13";"4";"3212";"1234";"134";"448";"494";"35";"34";"123";"52";"49";"308";"19";"251";"31";"0";"0"
"761001";"761001";"94";"16";"3";"3855";"3305";"30";"5";"3270";"778";"186";"684";"265";"37";"4";"177";"42";"138";"614";"10";"335";"0";"0";"-"
"761002";"761002";"94";"16";"3";"1450";"1252";"10";"3";"1239";"441";"61";"183";"78";"9";"4";"62";"30";"39";"131";"2";"198";"1";"0";"-"
"761003";"761003";"94";"16";"3";"240";"201";"0";"0";"201";"40";"21";"21";"14";"3";"0";"5";"1";"3";"60";"2";"31";"0";"0";"-"
"761004";"761004";"94";"16";"3";"268";"235";"4";"0";"231";"49";"12";"42";"18";"1";"0";"5";"1";"6";"66";"0";"31";"0";"0";"-"
"761005";"761005";"94";"16";"3";"415";"367";"1";"0";"366";"53";"27";"45";"16";"1";"0";"14";"3";"25";"121";"2";"59";"0";"0";"-"
"761006";"761006";"94";"16";"3";"748";"656";"1";"0";"655";"128";"43";"96";"47";"8";"4";"32";"8";"43";"162";"3";"81";"0";"0";"-"
"761007";"761007";"94";"16";"3";"593";"492";"3";"0";"489";"99";"28";"89";"23";"1";"0";"22";"23";"14";"105";"1";"84";"0";"0";"-"
"761008";"761008";"94";"16";"3";"402";"342";"1";"1";"340";"81";"16";"45";"19";"7";"0";"14";"4";"6";"92";"3";"53";"0";"0";"-"
"761009";"761009";"94";"16";"3";"1354";"1223";"9";"0";"1214";"339";"78";"195";"81";"4";"8";"81";"12";"47";"224";"2";"143";"0";"0";"-"
"761010";"761010";"94";"16";"3";"424";"383";"3";"1";"379";"78";"17";"54";"26";"1";"0";"13";"3";"46";"108";"0";"33";"0";"0";"-"
"763001";"763001";"92";"16";"3";"2201";"1933";"10";"3";"1920";"448";"176";"374";"126";"6";"8";"62";"24";"53";"379";"3";"261";"0";"0";"-"
"763002";"763002";"92";"16";"3";"1801";"1584";"2";"4";"1578";"320";"166";"268";"110";"11";"5";"57";"14";"25";"391";"1";"210";"0";"0";"-"
"763003";"763003";"92";"16";"3";"1836";"1596";"7";"5";"1584";"398";"127";"240";"86";"11";"6";"91";"33";"14";"344";"1";"233";"0";"0";"-"
"765001";"765001";"90";"16";"3";"1808";"1387";"5";"1";"1381";"421";"38";"241";"72";"10";"5";"27";"35";"39";"290";"1";"202";"0";"0";"-"
"765002";"765002";"90";"16";"3";"740";"627";"1";"0";"626";"156";"16";"125";"22";"4";"1";"21";"4";"31";"138";"1";"106";"0";"1";"-"
"765003";"765003";"90";"16";"3";"137";"119";"2";"0";"117";"22";"5";"26";"4";"0";"0";"3";"5";"2";"32";"0";"18";"0";"0";"-"
"765004";"765004";"90";"16";"3";"539";"448";"3";"2";"443";"110";"30";"80";"44";"5";"0";"14";"3";"28";"77";"2";"50";"0";"0";"-"
"765006";"765006";"90";"16";"3";"264";"224";"0";"1";"223";"53";"15";"37";"19";"2";"0";"11";"1";"13";"55";"1";"16";"0";"0";"-"
"765105";"765105";"90";"16";"3";"817";"698";"4";"0";"694";"184";"30";"119";"58";"6";"2";"21";"9";"30";"157";"2";"75";"0";"1";"-"
"767101";"767101";"94";"16";"3";"437";"396";"2";"1";"393";"105";"26";"45";"31";"6";"0";"29";"10";"14";"70";"1";"55";"0";"1";"-"
"767102";"767102";"94";"16";"3";"303";"262";"2";"0";"260";"49";"18";"23";"21";"5";"0";"8";"1";"3";"101";"2";"29";"0";"0";"-"
"767103";"767103";"94";"16";"3";"313";"272";"0";"0";"272";"62";"12";"22";"5";"4";"0";"14";"14";"4";"72";"0";"63";"0";"0";"-"
"767104";"767104";"94";"16";"3";"283";"240";"1";"0";"239";"58";"12";"39";"18";"3";"2";"10";"2";"5";"50";"1";"39";"0";"0";"-"
"767105";"767105";"94";"16";"3";"148";"129";"2";"0";"127";"28";"10";"18";"8";"1";"1";"2";"1";"4";"33";"0";"21";"0";"0";"-"
"767106";"767106";"94";"16";"3";"1096";"941";"10";"5";"926";"301";"58";"155";"63";"10";"2";"39";"12";"24";"142";"2";"118";"0";"0";"-"
"767107";"767107";"94";"16";"3";"1460";"1275";"16";"3";"1256";"425";"88";"207";"86";"7";"1";"64";"16";"30";"172";"3";"156";"1";"0";"-"
"767108";"767108";"94";"16";"3";"320";"280";"3";"1";"276";"39";"14";"39";"17";"3";"2";"9";"4";"12";"101";"0";"36";"0";"0";"-"
"767109";"767109";"94";"16";"3";"429";"371";"2";"1";"368";"76";"16";"47";"37";"1";"2";"14";"9";"6";"105";"1";"54";"0";"0";"-"
"767110";"767110";"94";"16";"3";"161";"137";"0";"1";"136";"29";"9";"15";"5";"1";"1";"9";"2";"2";"36";"0";"27";"0";"0";"-"
"769001";"769001";"94";"16";"3";"468";"411";"3";"0";"408";"125";"22";"60";"36";"3";"1";"19";"10";"14";"86";"0";"29";"1";"2";"-"
"769002";"769002";"94";"16";"3";"1866";"1641";"14";"4";"1623";"465";"86";"220";"68";"13";"4";"76";"29";"65";"388";"4";"204";"0";"1";"-"
"769003";"769003";"94";"16";"3";"1826";"1584";"7";"2";"1575";"414";"81";"342";"74";"10";"4";"96";"23";"41";"258";"3";"229";"0";"0";"-"
"769004";"769004";"94";"16";"3";"828";"722";"9";"0";"713";"169";"30";"177";"35";"7";"1";"62";"10";"20";"100";"2";"100";"0";"0";"-"
"771001";"771001";"94";"16";"3";"1785";"1551";"11";"3";"1537";"352";"73";"281";"88";"17";"3";"68";"15";"92";"334";"8";"205";"1";"0";"-"
"771002";"771002";"94";"16";"3";"470";"416";"0";"1";"415";"80";"25";"46";"27";"6";"3";"25";"8";"33";"94";"1";"67";"0";"0";"-"
"771003";"771003";"94";"16";"3";"3206";"2812";"18";"3";"2791";"752";"184";"539";"151";"17";"12";"167";"27";"105";"466";"6";"364";"0";"1";"-"
"771004";"771004";"94";"16";"3";"465";"420";"1";"0";"419";"73";"25";"54";"17";"2";"2";"12";"6";"35";"138";"1";"54";"0";"0";"-"
"771005";"771005";"94";"16";"3";"848";"735";"0";"1";"734";"164";"38";"109";"42";"11";"1";"25";"11";"27";"186";"0";"118";"0";"2";"-"
"771006";"771006";"94";"16";"3";"1724";"1513";"15";"2";"1496";"283";"101";"216";"91";"9";"5";"65";"29";"55";"392";"2";"248";"0";"0";"-"
"771007";"771007";"94";"16";"3";"1065";"938";"9";"2";"927";"144";"46";"124";"36";"6";"2";"48";"13";"82";"268";"6";"150";"0";"2";"-"
"771008";"771008";"94";"16";"3";"550";"472";"2";"0";"470";"77";"22";"71";"33";"2";"1";"21";"4";"23";"146";"3";"67";"0";"0";"-"
"773001";"773001";"91";"16";"3";"928";"811";"7";"1";"803";"261";"21";"52";"43";"1";"1";"16";"10";"60";"126";"1";"211";"0";"0";"-"
"773002";"773002";"91";"16";"3";"679";"606";"2";"2";"602";"159";"29";"45";"48";"7";"3";"16";"3";"7";"92";"1";"192";"0";"0";"-"
"773003";"773003";"91";"16";"3";"336";"304";"1";"1";"302";"45";"15";"25";"21";"3";"2";"10";"3";"6";"84";"0";"87";"1";"0";"-"
"773004";"773004";"91";"16";"3";"504";"450";"1";"0";"449";"158";"24";"57";"36";"3";"1";"14";"7";"8";"64";"1";"76";"0";"0";"-"
"773005";"773005";"91";"16";"3";"429";"365";"3";"0";"362";"84";"10";"23";"20";"3";"1";"13";"6";"4";"107";"0";"91";"0";"0";"-"
"773006";"773006";"91";"16";"3";"371";"335";"2";"1";"332";"65";"16";"27";"32";"7";"2";"11";"6";"5";"75";"2";"84";"0";"0";"-"
"773007";"773007";"91";"16";"3";"782";"685";"4";"0";"681";"135";"30";"66";"50";"6";"1";"19";"3";"8";"209";"1";"150";"3";"0";"-"
"773008";"773008";"91";"16";"3";"598";"505";"5";"1";"499";"128";"24";"58";"31";"3";"2";"18";"6";"5";"104";"0";"119";"1";"0";"-"
