"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1994 - Stemmeberettigede";"FV1994 - Afgivne stemmer";"FV1994 - Blanke stemmer";"FV1994 - Andre ugyldige stemmer";"FV1994 - Gyldige stemmer";"FV1994 - A. Socialdemokratiet";"FV1994 - B. Det Radikale Venstre";"FV1994 - C. Det Konservative Folkeparti";"FV1994 - D. Centrum-Demokraterne";"FV1994 - F. Socialistisk Folkeparti";"FV1994 - Q. Kristeligt Folkeparti";"FV1994 - V. Venstre, Danmarks Liberale Parti";"FV1994 - Z. Fremskridtspartiet";"FV1994 - Ø. Enhedslisten - De Rød-Grønne";"FV1994 - 1. Uden for partierne";"FV1994 - 2. Uden for partierne";"FV1994 - 3. Uden for partierne";"FV1994 - 4. Uden for partierne";"FV1994 - 5. Uden for partierne"
"747006";"747006";"84";"15";"3";"515";"446";"3";"3";"440";"121";"6";"43";"13";"17";"9";"174";"27";"6";"0";"24";"0";"-";"-"
"747007";"747007";"84";"15";"3";"799";"664";"2";"1";"661";"246";"20";"72";"13";"30";"13";"184";"29";"13";"0";"41";"0";"-";"-"
"749001";"749001";"89";"15";"3";"2311";"1951";"12";"4";"1935";"575";"73";"243";"36";"110";"42";"623";"117";"25";"0";"91";"0";"-";"-"
"749002";"749002";"89";"15";"3";"641";"559";"4";"0";"555";"109";"25";"69";"13";"27";"8";"217";"52";"5";"0";"30";"0";"-";"-"
"749003";"749003";"89";"15";"3";"1445";"1211";"3";"5";"1203";"341";"49";"155";"34";"63";"13";"398";"79";"25";"0";"45";"1";"-";"-"
"749004";"749004";"89";"15";"3";"374";"310";"1";"0";"309";"90";"6";"35";"2";"24";"7";"99";"21";"5";"0";"20";"0";"-";"-"
"751001";"751001";"82";"15";"3";"10566";"9204";"43";"13";"9148";"2614";"581";"1401";"224";"949";"186";"1797";"366";"513";"2";"515";"0";"-";"-"
"751002";"751002";"82";"15";"3";"8514";"7189";"41";"12";"7136";"2618";"382";"880";"141";"611";"105";"1364";"333";"250";"6";"445";"1";"-";"-"
"751003";"751003";"82";"15";"3";"6074";"5173";"21";"3";"5149";"1964";"219";"709";"156";"426";"71";"892";"270";"144";"0";"298";"0";"-";"-"
"751004";"751004";"82";"15";"3";"4335";"3796";"13";"3";"3780";"1280";"217";"582";"100";"306";"96";"694";"192";"129";"1";"183";"0";"-";"-"
"751006";"751006";"82";"15";"3";"5674";"5040";"18";"6";"5016";"2176";"146";"586";"155";"268";"71";"962";"241";"68";"0";"343";"0";"-";"-"
"751007";"751007";"83";"15";"3";"5570";"4892";"19";"6";"4867";"1738";"220";"726";"118";"390";"72";"898";"249";"187";"0";"269";"0";"-";"-"
"751009";"751009";"82";"15";"3";"3008";"2660";"9";"2";"2649";"783";"155";"373";"102";"251";"51";"591";"97";"87";"0";"159";"0";"-";"-"
"751011";"751011";"82";"15";"3";"2907";"2552";"4";"4";"2544";"828";"101";"287";"78";"201";"31";"613";"111";"54";"2";"238";"0";"-";"-"
"751012";"751012";"82";"15";"3";"2610";"2342";"9";"8";"2325";"786";"124";"274";"84";"216";"31";"484";"94";"71";"0";"161";"0";"-";"-"
"751013";"751013";"82";"15";"3";"3263";"2881";"11";"6";"2864";"907";"96";"344";"80";"147";"36";"816";"150";"71";"1";"216";"0";"-";"-"
"751016";"751016";"83";"15";"3";"392";"342";"2";"0";"340";"92";"11";"34";"8";"28";"3";"80";"22";"20";"0";"42";"0";"-";"-"
"751018";"751018";"83";"15";"3";"3774";"3304";"11";"0";"3293";"1294";"110";"339";"104";"186";"48";"716";"174";"68";"2";"252";"0";"-";"-"
"751019";"751019";"83";"15";"3";"2530";"2258";"7";"6";"2245";"703";"105";"261";"52";"286";"39";"457";"107";"107";"2";"126";"0";"-";"-"
"751021";"751021";"80";"15";"3";"10418";"8427";"63";"15";"8349";"2254";"608";"1062";"183";"1137";"115";"1612";"236";"541";"3";"598";"0";"-";"-"
"751022";"751022";"83";"15";"3";"3141";"2798";"11";"3";"2784";"899";"169";"368";"64";"244";"70";"514";"177";"129";"1";"149";"0";"-";"-"
"751023";"751023";"83";"15";"3";"4721";"4141";"25";"12";"4104";"1440";"211";"511";"100";"400";"96";"737";"205";"138";"1";"265";"0";"-";"-"
"751025";"751025";"83";"15";"3";"4877";"3891";"22";"9";"3860";"1574";"163";"284";"78";"328";"86";"583";"264";"171";"1";"326";"2";"-";"-"
"751026";"751026";"83";"15";"3";"5022";"4430";"27";"5";"4398";"1473";"229";"539";"143";"363";"69";"924";"204";"196";"0";"258";"0";"-";"-"
"751030";"751030";"83";"15";"3";"2702";"2418";"7";"1";"2410";"846";"96";"268";"57";"132";"26";"664";"128";"51";"0";"142";"0";"-";"-"
"751031";"751031";"83";"15";"3";"494";"436";"1";"0";"435";"146";"17";"25";"6";"39";"10";"118";"23";"18";"0";"33";"0";"-";"-"
"751033";"751033";"83";"15";"3";"1352";"1147";"6";"0";"1141";"420";"33";"115";"39";"52";"12";"297";"89";"18";"1";"65";"0";"-";"-"
"751034";"751034";"83";"15";"3";"548";"494";"2";"2";"490";"147";"7";"43";"15";"32";"13";"144";"30";"12";"0";"47";"0";"-";"-"
"751041";"751041";"80";"15";"3";"11884";"10206";"49";"11";"10146";"2835";"885";"1072";"221";"1623";"166";"1503";"229";"870";"2";"740";"0";"-";"-"
"751042";"751042";"81";"15";"3";"16438";"13980";"69";"16";"13895";"5283";"835";"1382";"326";"1640";"324";"2059";"486";"733";"8";"818";"1";"-";"-"
"751043";"751043";"81";"15";"3";"8268";"6999";"36";"11";"6952";"2700";"396";"776";"161";"668";"150";"1095";"287";"286";"2";"431";"0";"-";"-"
"751044";"751044";"81";"15";"3";"1081";"830";"1";"4";"825";"265";"27";"79";"17";"98";"15";"158";"45";"44";"1";"76";"0";"-";"-"
"751045";"751045";"80";"15";"3";"7540";"6771";"26";"3";"6742";"1658";"451";"1341";"207";"502";"114";"1735";"275";"212";"0";"246";"1";"-";"-"
"751047";"751047";"81";"15";"3";"6571";"5662";"32";"7";"5623";"1950";"223";"703";"165";"387";"123";"1300";"281";"117";"6";"368";"0";"-";"-"
"751048";"751048";"80";"15";"3";"1753";"1522";"9";"3";"1510";"576";"63";"117";"37";"166";"13";"304";"80";"58";"0";"96";"0";"-";"-"
"751049";"751049";"80";"15";"3";"3611";"3215";"13";"3";"3199";"927";"160";"571";"110";"151";"40";"863";"156";"77";"0";"144";"0";"-";"-"
"751050";"751050";"80";"15";"3";"3075";"2732";"6";"4";"2722";"735";"93";"473";"88";"151";"42";"763";"198";"72";"0";"107";"0";"-";"-"
"751051";"751051";"80";"15";"3";"4220";"3659";"25";"6";"3628";"1116";"141";"536";"106";"209";"59";"1003";"174";"65";"0";"219";"0";"-";"-"
"751053";"751053";"81";"15";"3";"1899";"1592";"8";"2";"1582";"606";"44";"141";"41";"113";"25";"317";"115";"49";"0";"130";"1";"-";"-"
"751055";"751055";"81";"15";"3";"608";"539";"3";"0";"536";"168";"21";"63";"11";"24";"13";"154";"23";"12";"0";"47";"0";"-";"-"
"751056";"751056";"81";"15";"3";"1389";"1217";"4";"0";"1213";"372";"36";"91";"31";"83";"15";"418";"77";"27";"1";"62";"0";"-";"-"
"751061";"751061";"80";"15";"3";"6352";"5390";"19";"7";"5364";"1865";"353";"634";"134";"596";"177";"925";"170";"222";"0";"287";"1";"-";"-"
"751062";"751062";"83";"15";"3";"2884";"2336";"5";"7";"2324";"1184";"42";"181";"33";"146";"30";"344";"114";"56";"2";"192";"0";"-";"-"
"751063";"751063";"81";"15";"3";"8718";"7232";"28";"10";"7194";"3106";"331";"719";"174";"669";"127";"993";"305";"305";"1";"464";"0";"-";"-"
"751064";"751064";"83";"15";"3";"5137";"4415";"23";"3";"4389";"1768";"157";"416";"108";"510";"87";"572";"240";"199";"3";"329";"0";"-";"-"
"751065";"751065";"80";"15";"3";"5214";"4684";"13";"7";"4664";"1497";"249";"661";"150";"490";"99";"915";"186";"160";"0";"257";"0";"-";"-"
"751066";"751066";"82";"15";"3";"4240";"3762";"11";"4";"3747";"754";"195";"830";"101";"206";"56";"1183";"167";"91";"0";"164";"0";"-";"-"
"751101";"751101";"83";"15";"3";"7904";"6591";"29";"16";"6546";"2634";"264";"776";"159";"487";"94";"1107";"386";"174";"0";"464";"1";"-";"-"
"751103";"751103";"83";"15";"3";"5171";"4570";"23";"5";"4542";"1354";"238";"684";"168";"299";"71";"1097";"292";"116";"0";"222";"1";"-";"-"
"751105";"751105";"83";"15";"3";"4142";"3499";"22";"10";"3467";"1470";"103";"317";"98";"197";"63";"654";"218";"77";"2";"268";"0";"-";"-"
"761001";"761001";"94";"16";"3";"4047";"3465";"29";"5";"3431";"1011";"153";"431";"84";"128";"111";"1277";"192";"44";"-";"-";"-";"-";"-"
"761002";"761002";"94";"16";"3";"1518";"1249";"24";"2";"1223";"490";"42";"149";"24";"29";"35";"352";"94";"8";"-";"-";"-";"-";"-"
"761003";"761003";"94";"16";"3";"231";"191";"1";"0";"190";"46";"13";"13";"3";"4";"4";"80";"17";"10";"-";"-";"-";"-";"-"
"761004";"761004";"94";"16";"3";"266";"232";"1";"0";"231";"60";"7";"21";"6";"4";"7";"103";"17";"6";"-";"-";"-";"-";"-"
"761005";"761005";"94";"16";"3";"407";"357";"0";"0";"357";"67";"21";"33";"4";"18";"19";"163";"26";"6";"-";"-";"-";"-";"-"
"761006";"761006";"94";"16";"3";"742";"628";"6";"1";"621";"159";"28";"69";"12";"23";"38";"241";"42";"9";"-";"-";"-";"-";"-"
"761007";"761007";"94";"16";"3";"669";"556";"5";"2";"549";"141";"23";"51";"17";"15";"17";"204";"75";"6";"-";"-";"-";"-";"-"
"761008";"761008";"94";"16";"3";"393";"344";"6";"1";"337";"94";"20";"39";"6";"12";"8";"123";"31";"4";"-";"-";"-";"-";"-"
"761009";"761009";"94";"16";"3";"1460";"1263";"9";"2";"1252";"409";"36";"153";"25";"48";"37";"430";"109";"5";"-";"-";"-";"-";"-"
"761010";"761010";"94";"16";"3";"416";"357";"3";"1";"353";"83";"10";"30";"1";"18";"32";"150";"24";"5";"-";"-";"-";"-";"-"
"763001";"763001";"92";"16";"3";"2279";"1952";"16";"4";"1932";"560";"131";"269";"37";"81";"36";"604";"181";"33";"-";"-";"-";"-";"-"
"763002";"763002";"92";"16";"3";"1782";"1544";"6";"3";"1535";"434";"111";"167";"41";"45";"24";"541";"159";"13";"-";"-";"-";"-";"-"
"763003";"763003";"92";"16";"3";"1820";"1590";"18";"2";"1570";"490";"102";"182";"28";"64";"17";"533";"132";"22";"-";"-";"-";"-";"-"
"765001";"765001";"90";"16";"3";"1788";"1393";"10";"0";"1383";"472";"36";"178";"26";"35";"19";"411";"196";"10";"-";"-";"-";"-";"-"
"765002";"765002";"90";"16";"3";"734";"608";"5";"2";"601";"152";"12";"89";"14";"15";"13";"221";"70";"15";"-";"-";"-";"-";"-"
"765003";"765003";"90";"16";"3";"137";"112";"0";"0";"112";"25";"2";"17";"3";"0";"0";"51";"10";"4";"-";"-";"-";"-";"-"
"765004";"765004";"90";"16";"3";"573";"481";"4";"2";"475";"140";"34";"72";"15";"26";"11";"125";"44";"8";"-";"-";"-";"-";"-"
"765006";"765006";"90";"16";"3";"247";"215";"0";"0";"215";"47";"15";"26";"4";"22";"7";"78";"10";"6";"-";"-";"-";"-";"-"
"765105";"765105";"90";"16";"3";"857";"683";"8";"3";"672";"206";"25";"72";"16";"35";"32";"194";"62";"30";"-";"-";"-";"-";"-"
"767001";"767001";"94";"16";"3";"3007";"2489";"18";"8";"2463";"820";"99";"275";"60";"85";"44";"846";"204";"30";"-";"-";"-";"-";"-"
"767002";"767002";"94";"16";"3";"1957";"1651";"19";"2";"1630";"543";"67";"146";"43";"62";"51";"577";"122";"19";"-";"-";"-";"-";"-"
"769001";"769001";"94";"16";"3";"493";"430";"3";"0";"427";"136";"9";"56";"10";"26";"8";"139";"37";"6";"-";"-";"-";"-";"-"
"769002";"769002";"94";"16";"3";"1892";"1628";"9";"5";"1614";"508";"56";"166";"29";"53";"68";"533";"191";"10";"-";"-";"-";"-";"-"
"769003";"769003";"94";"16";"3";"1844";"1598";"14";"3";"1581";"475";"46";"240";"56";"39";"26";"518";"172";"9";"-";"-";"-";"-";"-"
"769004";"769004";"94";"16";"3";"756";"664";"5";"2";"657";"205";"6";"110";"21";"10";"23";"200";"73";"9";"-";"-";"-";"-";"-"
"771001";"771001";"94";"16";"3";"1815";"1546";"12";"2";"1532";"413";"64";"188";"24";"57";"95";"566";"96";"29";"-";"-";"-";"-";"-"
"771002";"771002";"94";"16";"3";"464";"405";"4";"1";"400";"106";"18";"28";"9";"19";"34";"134";"42";"10";"-";"-";"-";"-";"-"
"771003";"771003";"94";"16";"3";"3315";"2861";"31";"6";"2824";"908";"133";"386";"62";"97";"79";"923";"202";"34";"-";"-";"-";"-";"-"
"771004";"771004";"94";"16";"3";"462";"414";"2";"0";"412";"79";"12";"30";"6";"11";"27";"212";"29";"6";"-";"-";"-";"-";"-"
"771005";"771005";"94";"16";"3";"827";"694";"5";"1";"688";"183";"19";"57";"13";"23";"16";"294";"73";"10";"-";"-";"-";"-";"-"
"771006";"771006";"94";"16";"3";"1704";"1475";"6";"3";"1466";"355";"63";"155";"34";"53";"42";"591";"156";"17";"-";"-";"-";"-";"-"
"771007";"771007";"94";"16";"3";"1024";"885";"6";"3";"876";"169";"31";"96";"11";"24";"57";"377";"102";"9";"-";"-";"-";"-";"-"
"771008";"771008";"94";"16";"3";"534";"467";"2";"0";"465";"114";"15";"40";"14";"15";"16";"208";"35";"8";"-";"-";"-";"-";"-"
"773001";"773001";"91";"16";"3";"876";"737";"5";"0";"732";"294";"21";"39";"9";"23";"48";"158";"129";"11";"-";"-";"-";"-";"-"
"773002";"773002";"91";"16";"3";"684";"584";"2";"0";"582";"209";"23";"33";"6";"30";"4";"133";"124";"20";"-";"-";"-";"-";"-"
"773003";"773003";"91";"16";"3";"331";"288";"2";"0";"286";"62";"18";"24";"5";"17";"2";"91";"58";"9";"-";"-";"-";"-";"-"
"773004";"773004";"91";"16";"3";"494";"445";"4";"0";"441";"171";"27";"45";"8";"23";"10";"101";"44";"12";"-";"-";"-";"-";"-"
"773005";"773005";"91";"16";"3";"400";"332";"1";"0";"331";"106";"9";"29";"2";"5";"4";"114";"47";"15";"-";"-";"-";"-";"-"
"773006";"773006";"91";"16";"3";"382";"338";"1";"0";"337";"71";"31";"35";"7";"25";"2";"96";"55";"15";"-";"-";"-";"-";"-"
"773007";"773007";"91";"16";"3";"763";"648";"5";"0";"643";"201";"27";"55";"4";"13";"11";"226";"100";"6";"-";"-";"-";"-";"-"
"773008";"773008";"91";"16";"3";"597";"487";"4";"0";"483";"157";"12";"47";"16";"11";"3";"160";"73";"4";"-";"-";"-";"-";"-"
"773009";"773009";"91";"16";"3";"785";"693";"2";"0";"691";"211";"31";"66";"17";"15";"10";"224";"111";"6";"-";"-";"-";"-";"-"
"773010";"773010";"91";"16";"3";"591";"505";"3";"0";"502";"146";"7";"34";"6";"19";"18";"182";"87";"3";"-";"-";"-";"-";"-"
"773011";"773011";"91";"16";"3";"576";"484";"3";"0";"481";"142";"21";"29";"5";"17";"11";"152";"101";"3";"-";"-";"-";"-";"-"
"773012";"773012";"91";"16";"3";"731";"656";"3";"0";"653";"203";"16";"68";"8";"22";"22";"189";"121";"4";"-";"-";"-";"-";"-"
"773013";"773013";"91";"16";"3";"718";"625";"5";"0";"620";"174";"29";"39";"9";"22";"30";"211";"101";"5";"-";"-";"-";"-";"-"
"773014";"773014";"91";"16";"3";"821";"729";"4";"1";"724";"201";"25";"69";"10";"23";"15";"229";"143";"9";"-";"-";"-";"-";"-"
"773015";"773015";"91";"16";"3";"570";"510";"4";"0";"506";"142";"10";"45";"5";"25";"20";"132";"117";"10";"-";"-";"-";"-";"-"
"773016";"773016";"91";"16";"3";"572";"470";"2";"1";"467";"135";"15";"46";"7";"13";"13";"148";"82";"8";"-";"-";"-";"-";"-"
"773017";"773017";"91";"16";"3";"724";"606";"2";"0";"604";"206";"16";"50";"7";"17";"17";"158";"128";"5";"-";"-";"-";"-";"-"
"773018";"773018";"91";"16";"3";"7498";"6241";"32";"17";"6192";"2838";"206";"810";"130";"319";"150";"1115";"553";"71";"-";"-";"-";"-";"-"
"775001";"775001";"93";"16";"3";"603";"516";"5";"1";"510";"126";"19";"48";"7";"20";"6";"220";"53";"11";"-";"-";"-";"-";"-"
"775002";"775002";"93";"16";"3";"747";"637";"6";"0";"631";"136";"14";"82";"10";"23";"32";"263";"56";"15";"-";"-";"-";"-";"-"
"775003";"775003";"93";"16";"3";"512";"448";"5";"0";"443";"84";"14";"43";"12";"21";"7";"228";"31";"3";"-";"-";"-";"-";"-"
"775004";"775004";"93";"16";"3";"1510";"1251";"4";"3";"1244";"311";"23";"194";"26";"23";"50";"469";"134";"14";"-";"-";"-";"-";"-"
"775005";"775005";"93";"16";"3";"1459";"1276";"6";"2";"1268";"386";"34";"172";"17";"55";"19";"498";"76";"11";"-";"-";"-";"-";"-"
"775006";"775006";"93";"16";"3";"680";"608";"4";"1";"603";"150";"14";"91";"6";"17";"11";"245";"58";"11";"-";"-";"-";"-";"-"
"777001";"777001";"92";"16";"3";"1414";"1183";"10";"0";"1173";"489";"55";"169";"25";"58";"14";"264";"86";"13";"-";"-";"-";"-";"-"
"777002";"777002";"92";"16";"3";"1295";"1065";"8";"0";"1057";"338";"75";"165";"25";"19";"44";"307";"74";"10";"-";"-";"-";"-";"-"
"777003";"777003";"92";"16";"3";"1312";"1101";"11";"0";"1090";"437";"66";"139";"22";"21";"14";"302";"83";"6";"-";"-";"-";"-";"-"
"777004";"777004";"92";"16";"3";"586";"486";"5";"3";"478";"130";"17";"68";"3";"21";"1";"181";"48";"9";"-";"-";"-";"-";"-"
"779001";"779001";"92";"16";"3";"5966";"4903";"39";"11";"4853";"1984";"261";"776";"67";"380";"84";"976";"249";"76";"-";"-";"-";"-";"-"
"779002";"779002";"92";"16";"3";"4762";"4067";"18";"5";"4044";"1517";"234";"809";"101";"235";"67";"826";"195";"60";"-";"-";"-";"-";"-"
"779003";"779003";"92";"16";"3";"5178";"4404";"25";"12";"4367";"1914";"207";"650";"97";"357";"60";"805";"221";"56";"-";"-";"-";"-";"-"
"779004";"779004";"92";"16";"3";"2860";"2479";"13";"3";"2463";"944";"116";"363";"35";"108";"29";"643";"204";"21";"-";"-";"-";"-";"-"
"779005";"779005";"92";"16";"3";"1043";"915";"5";"0";"910";"202";"75";"93";"17";"21";"15";"369";"105";"13";"-";"-";"-";"-";"-"
"779006";"779006";"92";"16";"3";"654";"572";"6";"1";"565";"181";"44";"56";"6";"30";"22";"160";"59";"7";"-";"-";"-";"-";"-"
"779007";"779007";"92";"16";"3";"761";"666";"4";"0";"662";"221";"52";"93";"11";"31";"5";"190";"51";"8";"-";"-";"-";"-";"-"
"781001";"781001";"92";"16";"3";"1066";"882";"7";"3";"872";"351";"84";"115";"18";"32";"7";"206";"50";"9";"-";"-";"-";"-";"-"
"781002";"781002";"92";"16";"3";"463";"404";"2";"1";"401";"129";"24";"36";"2";"17";"4";"133";"51";"5";"-";"-";"-";"-";"-"
"781004";"781004";"92";"16";"3";"669";"592";"6";"2";"584";"217";"46";"50";"6";"33";"6";"177";"42";"7";"-";"-";"-";"-";"-"
"781005";"781005";"92";"16";"3";"299";"265";"0";"0";"265";"80";"22";"37";"2";"4";"0";"98";"17";"5";"-";"-";"-";"-";"-"
"781006";"781006";"92";"16";"3";"817";"684";"9";"0";"675";"262";"71";"56";"8";"33";"9";"172";"55";"9";"-";"-";"-";"-";"-"
"781008";"781008";"92";"16";"3";"597";"521";"5";"0";"516";"184";"55";"52";"8";"25";"15";"122";"38";"17";"-";"-";"-";"-";"-"
"781009";"781009";"92";"16";"3";"742";"650";"8";"3";"639";"232";"54";"62";"11";"31";"6";"196";"42";"5";"-";"-";"-";"-";"-"
"781010";"781010";"92";"16";"3";"1138";"993";"8";"5";"980";"369";"84";"118";"12";"39";"32";"256";"61";"9";"-";"-";"-";"-";"-"
"783001";"783001";"92";"16";"3";"766";"654";"3";"3";"648";"141";"40";"106";"8";"25";"63";"156";"100";"9";"-";"-";"-";"-";"-"
"783002";"783002";"92";"16";"3";"820";"700";"4";"4";"692";"227";"63";"70";"21";"26";"27";"182";"62";"14";"-";"-";"-";"-";"-"
"783003";"783003";"92";"16";"3";"576";"480";"7";"0";"473";"164";"45";"43";"5";"20";"8";"146";"30";"12";"-";"-";"-";"-";"-"
"783004";"783004";"92";"16";"3";"325";"291";"1";"2";"288";"59";"31";"36";"6";"14";"7";"101";"24";"10";"-";"-";"-";"-";"-"
"783005";"783005";"92";"16";"3";"1194";"1042";"6";"0";"1036";"308";"92";"128";"19";"67";"12";"330";"62";"18";"-";"-";"-";"-";"-"
"783006";"783006";"92";"16";"3";"1359";"1162";"7";"2";"1153";"457";"81";"138";"11";"43";"25";"299";"89";"10";"-";"-";"-";"-";"-"
"785001";"785001";"90";"16";"3";"1952";"1612";"4";"1";"1607";"433";"45";"215";"19";"41";"94";"496";"247";"17";"-";"-";"-";"-";"-"
"785002";"785002";"90";"16";"3";"2704";"2267";"9";"4";"2254";"689";"74";"419";"52";"69";"138";"602";"193";"18";"-";"-";"-";"-";"-"
"785003";"785003";"90";"16";"3";"1541";"1315";"6";"2";"1307";"357";"42";"211";"34";"62";"69";"357";"152";"23";"-";"-";"-";"-";"-"
"785004";"785004";"90";"16";"3";"1691";"1411";"11";"2";"1398";"385";"24";"201";"21";"42";"146";"380";"178";"21";"-";"-";"-";"-";"-"
"785005";"785005";"90";"16";"3";"1159";"978";"8";"0";"970";"227";"32";"144";"28";"42";"48";"290";"126";"33";"-";"-";"-";"-";"-"
"787001";"787001";"90";"16";"3";"7024";"5895";"29";"13";"5853";"2369";"234";"958";"130";"307";"184";"1177";"397";"97";"-";"-";"-";"-";"-"
"787002";"787002";"90";"16";"3";"1002";"862";"3";"2";"857";"304";"33";"106";"11";"32";"64";"206";"90";"11";"-";"-";"-";"-";"-"
"787003";"787003";"90";"16";"3";"811";"702";"4";"0";"698";"163";"23";"81";"15";"22";"31";"276";"70";"17";"-";"-";"-";"-";"-"
"787004";"787004";"90";"16";"3";"893";"709";"3";"0";"706";"192";"37";"113";"12";"36";"37";"160";"98";"21";"-";"-";"-";"-";"-"
"787005";"787005";"90";"16";"3";"578";"472";"1";"0";"471";"203";"10";"38";"15";"10";"7";"125";"55";"8";"-";"-";"-";"-";"-"
"787006";"787006";"90";"16";"3";"1294";"1136";"8";"2";"1126";"274";"25";"184";"19";"32";"92";"389";"102";"9";"-";"-";"-";"-";"-"
"787007";"787007";"90";"16";"3";"935";"832";"6";"1";"825";"224";"34";"169";"26";"27";"20";"257";"58";"10";"-";"-";"-";"-";"-"
"787008";"787008";"90";"16";"3";"1093";"956";"3";"1";"952";"286";"55";"111";"20";"52";"21";"290";"99";"18";"-";"-";"-";"-";"-"
"787009";"787009";"90";"16";"3";"564";"493";"2";"1";"490";"101";"23";"69";"7";"11";"47";"150";"78";"4";"-";"-";"-";"-";"-"
"787010";"787010";"90";"16";"3";"1706";"1425";"4";"4";"1417";"493";"43";"199";"32";"51";"64";"317";"189";"29";"-";"-";"-";"-";"-"
"787011";"787011";"90";"16";"3";"352";"299";"4";"0";"295";"50";"8";"35";"7";"20";"19";"95";"54";"7";"-";"-";"-";"-";"-"
"787012";"787012";"90";"16";"3";"3234";"2870";"12";"2";"2856";"1006";"120";"488";"62";"118";"124";"689";"220";"29";"-";"-";"-";"-";"-"
"787013";"787013";"90";"16";"3";"365";"304";"1";"1";"302";"61";"19";"38";"4";"25";"28";"86";"31";"10";"-";"-";"-";"-";"-"
"787014";"787014";"90";"16";"3";"502";"430";"3";"0";"427";"82";"19";"72";"14";"12";"31";"158";"37";"2";"-";"-";"-";"-";"-"
"787015";"787015";"90";"16";"3";"1012";"854";"5";"0";"849";"244";"35";"77";"13";"45";"29";"288";"96";"22";"-";"-";"-";"-";"-"
"787016";"787016";"90";"16";"3";"945";"797";"6";"1";"790";"232";"12";"84";"19";"23";"18";"294";"95";"13";"-";"-";"-";"-";"-"
"789001";"789001";"93";"16";"3";"713";"629";"2";"5";"622";"220";"17";"71";"17";"19";"14";"219";"35";"10";"-";"-";"-";"-";"-"
"789002";"789002";"93";"16";"3";"309";"264";"1";"1";"262";"74";"6";"22";"4";"7";"6";"123";"18";"2";"-";"-";"-";"-";"-"
"789003";"789003";"93";"16";"3";"378";"332";"3";"1";"328";"97";"18";"21";"8";"20";"3";"130";"19";"12";"-";"-";"-";"-";"-"
"789004";"789004";"93";"16";"3";"693";"619";"8";"0";"611";"155";"19";"70";"7";"26";"9";"273";"47";"5";"-";"-";"-";"-";"-"
"789005";"789005";"93";"16";"3";"750";"674";"3";"1";"670";"158";"25";"73";"13";"40";"14";"286";"47";"14";"-";"-";"-";"-";"-"
"789006";"789006";"93";"16";"3";"359";"310";"3";"0";"307";"94";"15";"28";"3";"18";"6";"102";"33";"8";"-";"-";"-";"-";"-"
"789007";"789007";"93";"16";"3";"611";"499";"5";"1";"493";"125";"16";"48";"7";"17";"15";"213";"43";"9";"-";"-";"-";"-";"-"
"789008";"789008";"93";"16";"3";"681";"594";"6";"3";"585";"158";"20";"61";"11";"18";"21";"236";"51";"9";"-";"-";"-";"-";"-"
"789009";"789009";"93";"16";"3";"352";"291";"8";"0";"283";"59";"12";"24";"5";"9";"10";"139";"22";"3";"-";"-";"-";"-";"-"
"789010";"789010";"93";"16";"3";"1291";"1129";"6";"1";"1122";"282";"60";"124";"20";"35";"42";"453";"97";"9";"-";"-";"-";"-";"-"
"791001";"791001";"93";"16";"3";"19366";"16107";"107";"48";"15952";"5728";"579";"2257";"387";"910";"263";"4471";"1028";"329";"-";"-";"-";"-";"-"
"791002";"791002";"93";"16";"3";"2303";"2064";"17";"7";"2040";"545";"72";"204";"29";"92";"25";"881";"164";"28";"-";"-";"-";"-";"-"
"791003";"791003";"93";"16";"3";"2106";"1850";"9";"4";"1837";"477";"112";"239";"42";"147";"25";"631";"122";"42";"-";"-";"-";"-";"-"
"791004";"791004";"93";"16";"3";"7414";"6388";"33";"19";"6336";"1787";"283";"953";"158";"364";"151";"2193";"353";"94";"-";"-";"-";"-";"-"
"793001";"793001";"93";"16";"3";"2255";"1826";"9";"3";"1814";"543";"39";"243";"37";"50";"69";"680";"135";"18";"-";"-";"-";"-";"-"
"793004";"793004";"93";"16";"3";"708";"595";"3";"1";"591";"149";"11";"70";"12";"20";"24";"250";"49";"6";"-";"-";"-";"-";"-"
"793005";"793005";"93";"16";"3";"724";"556";"1";"0";"555";"182";"9";"63";"14";"11";"36";"212";"27";"1";"-";"-";"-";"-";"-"
"793006";"793006";"93";"16";"3";"391";"348";"1";"1";"346";"71";"12";"42";"9";"2";"11";"174";"24";"1";"-";"-";"-";"-";"-"
"793007";"793007";"93";"16";"3";"1220";"1017";"8";"2";"1007";"344";"30";"104";"25";"41";"30";"323";"101";"9";"-";"-";"-";"-";"-"
"793008";"793008";"93";"16";"3";"418";"374";"4";"1";"369";"78";"4";"35";"6";"10";"17";"174";"43";"2";"-";"-";"-";"-";"-"
"801001";"801001";"102";"17";"3";"1878";"1536";"11";"7";"1518";"672";"53";"138";"25";"89";"30";"392";"96";"23";"0";"0";"0";"-";"-"
"801002";"801002";"102";"17";"3";"861";"714";"6";"3";"705";"258";"33";"58";"11";"31";"6";"209";"75";"22";"0";"2";"0";"-";"-"
"801003";"801003";"102";"17";"3";"581";"486";"2";"1";"483";"149";"17";"42";"5";"17";"10";"181";"52";"10";"0";"0";"0";"-";"-"
