"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - A. Socialdemokratiet";"FV2007 - B. Det Radikale Venstre";"FV2007 - C. Det Konservative Folkeparti";"FV2007 - F. SF - Socialistisk Folkeparti";"FV2007 - K. Kristendemokraterne";"FV2007 - O. Dansk Folkeparti";"FV2007 - V. Venstre, Danmarks Liberale Parti";"FV2007 - Y. Ny Alliance";"FV2007 - Ø. Enhedslisten - De Rød-Grønne";"FV2007 - 1. Uden for partierne";"FV2007 - 2. Uden for partierne";"FV2007 - 3. Uden for partierne";"FV2007 - 4. Uden for partierne";"FV2007 - 5. Uden for partierne"
"746010";"746010";"70";"8";"3";"3790";"3506";"5";"7";"3494";"851";"269";"285";"570";"15";"280";"961";"178";"85";"0";"-";"-";"-";"-"
"746011";"746011";"70";"8";"3";"766";"690";"5";"0";"685";"134";"61";"45";"122";"5";"66";"191";"32";"29";"0";"-";"-";"-";"-"
"746012";"746012";"70";"8";"3";"1186";"1088";"3";"0";"1085";"238";"97";"72";"207";"6";"79";"290";"67";"28";"1";"-";"-";"-";"-"
"746013";"746013";"70";"8";"3";"1622";"1473";"11";"1";"1461";"369";"49";"102";"119";"2";"231";"540";"37";"11";"1";"-";"-";"-";"-"
"746014";"746014";"70";"8";"3";"6631";"5657";"15";"7";"5635";"1650";"289";"544";"741";"31";"604";"1511";"197";"67";"1";"-";"-";"-";"-"
"746015";"746015";"70";"8";"3";"2795";"2572";"6";"1";"2565";"686";"114";"258";"244";"8";"289";"857";"79";"30";"0";"-";"-";"-";"-"
"746016";"746016";"70";"8";"3";"1502";"1356";"2";"3";"1351";"321";"60";"112";"121";"4";"177";"505";"33";"18";"0";"-";"-";"-";"-"
"746017";"746017";"70";"8";"3";"582";"539";"2";"0";"537";"131";"31";"43";"78";"2";"48";"184";"13";"7";"0";"-";"-";"-";"-"
"746018";"746018";"70";"8";"3";"1140";"1022";"5";"1";"1016";"204";"46";"110";"105";"2";"132";"364";"29";"23";"1";"-";"-";"-";"-"
"746019";"746019";"70";"8";"3";"3821";"3391";"14";"9";"3368";"801";"187";"433";"332";"12";"335";"1092";"131";"44";"1";"-";"-";"-";"-"
"751001";"751001";"62";"8";"3";"12665";"11331";"60";"20";"11251";"2647";"1149";"1235";"2181";"86";"672";"2374";"490";"415";"2";"-";"-";"-";"-"
"751002";"751002";"62";"8";"3";"6026";"5198";"29";"9";"5160";"1516";"414";"447";"966";"46";"498";"955";"141";"173";"4";"-";"-";"-";"-"
"751003";"751003";"62";"8";"3";"6468";"5602";"24";"15";"5563";"1666";"299";"550";"881";"38";"619";"1225";"161";"122";"2";"-";"-";"-";"-"
"751004";"751004";"62";"8";"3";"4028";"3570";"15";"7";"3548";"991";"282";"346";"591";"36";"323";"746";"135";"98";"0";"-";"-";"-";"-"
"751006";"751006";"62";"8";"3";"5896";"5315";"21";"8";"5286";"1858";"179";"521";"536";"22";"742";"1248";"122";"56";"2";"-";"-";"-";"-"
"751007";"751007";"63";"8";"3";"5206";"4635";"19";"7";"4609";"1277";"319";"439";"781";"26";"434";"1027";"175";"131";"0";"-";"-";"-";"-"
"751008";"751008";"63";"8";"3";"8095";"6870";"24";"16";"6830";"2209";"352";"558";"1077";"41";"915";"1274";"209";"191";"4";"-";"-";"-";"-"
"751009";"751009";"62";"8";"3";"3261";"2983";"6";"2";"2975";"794";"223";"270";"455";"16";"266";"792";"92";"67";"0";"-";"-";"-";"-"
"751011";"751011";"62";"8";"3";"3192";"2865";"9";"2";"2854";"791";"153";"229";"518";"18";"270";"724";"81";"69";"1";"-";"-";"-";"-"
"751012";"751012";"62";"8";"3";"3276";"3075";"9";"4";"3062";"814";"234";"291";"471";"21";"242";"799";"108";"81";"1";"-";"-";"-";"-"
"751013";"751013";"62";"8";"3";"3530";"3216";"19";"8";"3189";"832";"148";"262";"362";"19";"401";"1033";"88";"44";"0";"-";"-";"-";"-"
"751016";"751016";"63";"8";"3";"441";"406";"2";"1";"403";"100";"23";"45";"61";"2";"45";"99";"10";"18";"0";"-";"-";"-";"-"
"751018";"751018";"63";"8";"3";"4202";"3760";"17";"9";"3734";"1171";"122";"313";"441";"25";"573";"948";"97";"42";"2";"-";"-";"-";"-"
"751019";"751019";"63";"8";"3";"2771";"2539";"6";"5";"2528";"708";"133";"200";"464";"7";"263";"566";"61";"126";"0";"-";"-";"-";"-"
"751021";"751021";"65";"8";"3";"12009";"10036";"59";"20";"9957";"2181";"1144";"1037";"2335";"84";"453";"1799";"455";"466";"3";"-";"-";"-";"-"
"751022";"751022";"64";"8";"3";"3068";"2780";"20";"6";"2754";"753";"233";"219";"515";"36";"245";"530";"102";"120";"1";"-";"-";"-";"-"
"751023";"751023";"64";"8";"3";"5546";"4790";"18";"15";"4757";"1366";"343";"376";"871";"94";"434";"871";"190";"210";"2";"-";"-";"-";"-"
"751024";"751024";"63";"8";"3";"5452";"4928";"26";"6";"4896";"1263";"334";"549";"611";"47";"540";"1252";"187";"113";"0";"-";"-";"-";"-"
"751025";"751025";"63";"8";"3";"5154";"3851";"17";"25";"3809";"1268";"269";"147";"677";"101";"329";"377";"72";"566";"3";"-";"-";"-";"-"
"751026";"751026";"63";"8";"3";"4513";"3934";"19";"7";"3908";"1103";"182";"303";"656";"39";"504";"821";"118";"180";"2";"-";"-";"-";"-"
"751028";"751028";"63";"8";"3";"5739";"4849";"16";"11";"4822";"1619";"185";"375";"624";"40";"687";"1069";"133";"90";"0";"-";"-";"-";"-"
"751030";"751030";"63";"8";"3";"3102";"2799";"15";"10";"2774";"811";"97";"260";"311";"11";"376";"793";"64";"51";"0";"-";"-";"-";"-"
"751031";"751031";"63";"8";"3";"511";"462";"3";"0";"459";"133";"24";"18";"76";"3";"55";"120";"17";"13";"0";"-";"-";"-";"-"
"751033";"751033";"63";"8";"3";"2174";"1931";"5";"2";"1924";"566";"65";"151";"240";"9";"295";"541";"37";"20";"0";"-";"-";"-";"-"
"751041";"751041";"65";"8";"3";"11804";"10549";"50";"21";"10478";"2395";"1341";"932";"2623";"80";"413";"1602";"428";"662";"2";"-";"-";"-";"-"
"751042";"751042";"64";"8";"3";"8996";"8044";"41";"6";"7997";"2141";"910";"643";"1831";"86";"497";"1205";"319";"364";"1";"-";"-";"-";"-"
"751043";"751043";"64";"8";"3";"9452";"8218";"42";"7";"8169";"2262";"804";"766";"1689";"111";"558";"1320";"310";"347";"2";"-";"-";"-";"-"
"751044";"751044";"64";"8";"3";"1152";"906";"7";"4";"895";"231";"50";"64";"167";"12";"109";"180";"45";"37";"0";"-";"-";"-";"-"
"751045";"751045";"65";"8";"3";"7168";"6644";"18";"6";"6620";"1355";"579";"880";"803";"46";"428";"2039";"301";"189";"0";"-";"-";"-";"-"
"751047";"751047";"64";"8";"3";"7209";"6445";"32";"10";"6403";"1811";"338";"718";"846";"51";"754";"1618";"181";"86";"0";"-";"-";"-";"-"
"751048";"751048";"65";"8";"3";"2176";"2002";"7";"2";"1993";"610";"179";"105";"419";"6";"169";"356";"55";"94";"0";"-";"-";"-";"-"
"751049";"751049";"65";"8";"3";"3468";"3160";"14";"7";"3139";"742";"186";"444";"322";"6";"376";"915";"103";"45";"0";"-";"-";"-";"-"
"751050";"751050";"65";"8";"3";"3574";"3226";"5";"7";"3214";"672";"150";"488";"276";"12";"391";"1078";"99";"48";"0";"-";"-";"-";"-"
"751051";"751051";"65";"8";"3";"5003";"4518";"19";"3";"4496";"1137";"293";"478";"539";"29";"504";"1269";"163";"83";"1";"-";"-";"-";"-"
"751053";"751053";"64";"8";"3";"2188";"1876";"5";"5";"1866";"644";"71";"108";"256";"16";"294";"397";"44";"35";"1";"-";"-";"-";"-"
"751055";"751055";"64";"8";"3";"683";"608";"6";"0";"602";"170";"17";"47";"72";"3";"90";"174";"18";"9";"2";"-";"-";"-";"-"
"751056";"751056";"64";"8";"3";"1291";"1174";"7";"1";"1166";"312";"44";"84";"137";"7";"147";"394";"28";"12";"1";"-";"-";"-";"-"
"751061";"751061";"65";"8";"3";"7578";"6487";"32";"12";"6443";"1957";"542";"524";"1318";"114";"484";"1005";"204";"295";"0";"-";"-";"-";"-"
"751062";"751062";"63";"8";"3";"2419";"1910";"3";"12";"1895";"827";"59";"83";"282";"12";"281";"239";"41";"71";"0";"-";"-";"-";"-"
"751063";"751063";"64";"8";"3";"8921";"7483";"36";"20";"7427";"2491";"533";"458";"1630";"108";"685";"915";"235";"369";"3";"-";"-";"-";"-"
"751064";"751064";"63";"8";"3";"4715";"4154";"20";"13";"4121";"1376";"256";"260";"907";"54";"394";"568";"130";"176";"0";"-";"-";"-";"-"
"751065";"751065";"65";"8";"3";"5477";"5057";"14";"12";"5031";"1349";"432";"514";"870";"35";"448";"1115";"156";"112";"0";"-";"-";"-";"-"
"751066";"751066";"62";"8";"3";"4308";"3878";"14";"0";"3864";"668";"271";"655";"415";"19";"331";"1275";"156";"73";"1";"-";"-";"-";"-"
"751067";"751067";"64";"8";"3";"3910";"3473";"24";"6";"3443";"972";"339";"280";"750";"49";"242";"540";"128";"143";"0";"-";"-";"-";"-"
"751068";"751068";"64";"8";"3";"3125";"2675";"10";"6";"2659";"1044";"127";"91";"601";"38";"363";"246";"43";"104";"2";"-";"-";"-";"-"
"756001";"756001";"79";"9";"3";"1823";"1583";"15";"4";"1564";"301";"37";"105";"104";"31";"339";"604";"33";"9";"1";"-";"-";"-";"-"
"756002";"756002";"79";"9";"3";"398";"355";"2";"0";"353";"68";"7";"25";"29";"18";"67";"134";"2";"3";"0";"-";"-";"-";"-"
"756003";"756003";"79";"9";"3";"1896";"1670";"15";"0";"1655";"320";"51";"110";"192";"17";"415";"501";"28";"21";"0";"-";"-";"-";"-"
"756004";"756004";"79";"9";"3";"408";"344";"1";"0";"343";"87";"9";"23";"25";"4";"78";"106";"7";"4";"0";"-";"-";"-";"-"
"756005";"756005";"79";"9";"3";"801";"673";"7";"0";"666";"97";"32";"34";"55";"30";"143";"255";"14";"5";"1";"-";"-";"-";"-"
"756006";"756006";"79";"9";"3";"364";"324";"3";"0";"321";"68";"10";"32";"26";"7";"67";"102";"8";"1";"0";"-";"-";"-";"-"
"756007";"756007";"79";"9";"3";"5262";"4423";"27";"10";"4386";"798";"154";"319";"326";"261";"739";"1695";"69";"23";"2";"-";"-";"-";"-"
"756008";"756008";"79";"9";"3";"707";"611";"8";"2";"601";"77";"7";"29";"37";"70";"138";"231";"11";"1";"0";"-";"-";"-";"-"
"756009";"756009";"79";"9";"3";"347";"300";"1";"1";"298";"37";"9";"24";"16";"15";"52";"140";"5";"0";"0";"-";"-";"-";"-"
"756010";"756010";"79";"9";"3";"241";"223";"2";"1";"220";"26";"8";"16";"16";"17";"28";"105";"4";"0";"0";"-";"-";"-";"-"
"756011";"756011";"79";"9";"3";"11385";"9902";"52";"29";"9821";"2071";"326";"1039";"628";"290";"1490";"3756";"171";"49";"1";"-";"-";"-";"-"
"756012";"756012";"79";"9";"3";"741";"684";"2";"1";"681";"99";"12";"47";"24";"28";"122";"341";"6";"1";"1";"-";"-";"-";"-"
"756013";"756013";"79";"9";"3";"2339";"2069";"11";"7";"2051";"396";"38";"159";"99";"103";"319";"900";"22";"13";"2";"-";"-";"-";"-"
"756014";"756014";"79";"9";"3";"286";"264";"1";"0";"263";"32";"5";"16";"9";"9";"49";"134";"8";"1";"0";"-";"-";"-";"-"
"756015";"756015";"79";"9";"3";"1750";"1557";"4";"0";"1553";"466";"51";"104";"153";"34";"246";"455";"32";"11";"1";"-";"-";"-";"-"
"760001";"760001";"83";"9";"3";"3311";"2840";"11";"6";"2823";"610";"99";"236";"202";"211";"358";"1047";"49";"11";"0";"-";"-";"-";"-"
"760002";"760002";"83";"9";"3";"1102";"992";"3";"0";"989";"127";"48";"76";"75";"50";"144";"451";"13";"3";"2";"-";"-";"-";"-"
"760003";"760003";"83";"9";"3";"505";"436";"1";"2";"433";"45";"21";"34";"49";"13";"81";"183";"4";"3";"0";"-";"-";"-";"-"
"760004";"760004";"83";"9";"3";"550";"479";"4";"0";"475";"55";"14";"48";"28";"21";"76";"224";"8";"1";"0";"-";"-";"-";"-"
"760005";"760005";"83";"9";"3";"427";"366";"0";"1";"365";"38";"10";"30";"24";"9";"56";"189";"9";"0";"0";"-";"-";"-";"-"
"760006";"760006";"83";"9";"3";"340";"306";"2";"1";"303";"33";"7";"16";"25";"30";"49";"132";"10";"1";"0";"-";"-";"-";"-"
"760007";"760007";"83";"9";"3";"476";"399";"1";"0";"398";"70";"6";"27";"40";"38";"56";"154";"6";"1";"0";"-";"-";"-";"-"
"760008";"760008";"83";"9";"3";"670";"581";"4";"1";"576";"81";"11";"38";"43";"28";"99";"262";"9";"5";"0";"-";"-";"-";"-"
"760009";"760009";"83";"9";"3";"598";"525";"2";"2";"521";"86";"20";"34";"40";"50";"85";"188";"15";"3";"0";"-";"-";"-";"-"
"760010";"760010";"83";"9";"3";"2641";"2167";"16";"4";"2147";"282";"48";"253";"148";"156";"411";"807";"34";"8";"0";"-";"-";"-";"-"
"760011";"760011";"83";"9";"3";"308";"281";"3";"0";"278";"25";"6";"29";"22";"5";"30";"152";"7";"2";"0";"-";"-";"-";"-"
"760012";"760012";"83";"9";"3";"929";"859";"0";"1";"858";"136";"66";"62";"110";"12";"87";"346";"23";"16";"0";"-";"-";"-";"-"
"760013";"760013";"83";"9";"3";"337";"296";"1";"0";"295";"35";"20";"12";"22";"6";"46";"148";"5";"1";"0";"-";"-";"-";"-"
"760014";"760014";"83";"9";"3";"3936";"3386";"15";"10";"3361";"806";"152";"243";"378";"79";"417";"1149";"98";"37";"2";"-";"-";"-";"-"
"760015";"760015";"83";"9";"3";"2782";"2463";"15";"3";"2445";"505";"105";"163";"263";"129";"325";"876";"64";"15";"0";"-";"-";"-";"-"
"760016";"760016";"83";"9";"3";"665";"597";"1";"0";"596";"111";"12";"36";"52";"14";"109";"236";"22";"4";"0";"-";"-";"-";"-"
"760017";"760017";"83";"9";"3";"310";"273";"2";"0";"271";"25";"14";"12";"17";"2";"22";"172";"5";"2";"0";"-";"-";"-";"-"
"760018";"760018";"83";"9";"3";"466";"425";"1";"2";"422";"77";"7";"29";"34";"3";"70";"191";"9";"2";"0";"-";"-";"-";"-"
"760019";"760019";"83";"9";"3";"356";"313";"2";"0";"311";"39";"4";"21";"14";"4";"41";"173";"8";"7";"0";"-";"-";"-";"-"
"760020";"760020";"83";"9";"3";"598";"556";"2";"0";"554";"65";"19";"24";"44";"13";"68";"297";"20";"4";"0";"-";"-";"-";"-"
"760021";"760021";"83";"9";"3";"1078";"923";"9";"2";"912";"184";"17";"76";"83";"23";"141";"367";"19";"2";"0";"-";"-";"-";"-"
"760022";"760022";"83";"9";"3";"898";"777";"5";"2";"770";"130";"24";"57";"74";"4";"85";"376";"15";"5";"0";"-";"-";"-";"-"
"760023";"760023";"83";"9";"3";"268";"241";"2";"0";"239";"24";"12";"11";"41";"5";"35";"108";"3";"0";"0";"-";"-";"-";"-"
"760024";"760024";"83";"9";"3";"5854";"4971";"35";"6";"4930";"1008";"148";"480";"372";"458";"553";"1820";"73";"18";"0";"-";"-";"-";"-"
"760025";"760025";"83";"9";"3";"965";"857";"4";"1";"852";"132";"17";"38";"42";"44";"90";"476";"11";"2";"0";"-";"-";"-";"-"
"760026";"760026";"83";"9";"3";"600";"526";"2";"0";"524";"60";"11";"38";"26";"58";"59";"266";"4";"2";"0";"-";"-";"-";"-"
"760027";"760027";"83";"9";"3";"1276";"1147";"0";"0";"1147";"118";"36";"93";"71";"181";"114";"515";"14";"5";"0";"-";"-";"-";"-"
"760028";"760028";"83";"9";"3";"897";"787";"2";"0";"785";"111";"32";"47";"59";"51";"108";"351";"17";"9";"0";"-";"-";"-";"-"
"760029";"760029";"83";"9";"3";"501";"463";"2";"0";"461";"45";"13";"35";"29";"53";"56";"216";"12";"1";"1";"-";"-";"-";"-"
"760030";"760030";"83";"9";"3";"3233";"2856";"10";"5";"2841";"536";"77";"188";"144";"281";"418";"1155";"32";"7";"3";"-";"-";"-";"-"
"760031";"760031";"83";"9";"3";"509";"451";"3";"0";"448";"45";"14";"42";"18";"41";"81";"195";"8";"4";"0";"-";"-";"-";"-"
"760032";"760032";"83";"9";"3";"604";"525";"3";"2";"520";"104";"15";"30";"52";"30";"81";"195";"11";"2";"0";"-";"-";"-";"-"
"760033";"760033";"83";"9";"3";"1337";"1210";"8";"1";"1201";"204";"35";"81";"53";"149";"161";"508";"9";"1";"0";"-";"-";"-";"-"
"760034";"760034";"83";"9";"3";"485";"446";"4";"1";"441";"69";"10";"19";"28";"18";"72";"220";"5";"0";"0";"-";"-";"-";"-"
"760035";"760035";"83";"9";"3";"1705";"1492";"6";"3";"1483";"183";"49";"105";"90";"82";"192";"754";"25";"3";"0";"-";"-";"-";"-"
"760036";"760036";"83";"9";"3";"485";"421";"1";"0";"420";"50";"23";"26";"46";"12";"63";"190";"7";"3";"0";"-";"-";"-";"-"
"766001";"766001";"72";"8";"3";"5306";"4698";"30";"9";"4659";"955";"161";"463";"284";"85";"690";"1883";"116";"22";"0";"-";"-";"-";"-"
"766002";"766002";"72";"8";"3";"3049";"2672";"16";"7";"2649";"695";"56";"174";"219";"101";"457";"897";"39";"10";"1";"-";"-";"-";"-"
"766003";"766003";"72";"8";"3";"1499";"1364";"6";"0";"1358";"188";"34";"83";"94";"147";"208";"571";"26";"7";"0";"-";"-";"-";"-"
"766004";"766004";"72";"8";"3";"1206";"1101";"7";"4";"1090";"182";"56";"120";"81";"21";"142";"438";"47";"3";"0";"-";"-";"-";"-"
"766005";"766005";"72";"8";"3";"475";"431";"4";"2";"425";"67";"10";"39";"22";"25";"92";"163";"6";"1";"0";"-";"-";"-";"-"
"766006";"766006";"72";"8";"3";"1003";"887";"4";"1";"882";"217";"22";"68";"83";"3";"143";"325";"19";"2";"0";"-";"-";"-";"-"
"766007";"766007";"72";"8";"3";"2392";"2099";"10";"4";"2085";"393";"61";"233";"153";"2";"347";"850";"37";"9";"0";"-";"-";"-";"-"
"766008";"766008";"72";"8";"3";"549";"491";"2";"1";"488";"102";"14";"34";"34";"1";"78";"213";"7";"5";"0";"-";"-";"-";"-"
"766009";"766009";"72";"8";"3";"911";"817";"2";"5";"810";"166";"23";"70";"77";"5";"128";"320";"18";"3";"0";"-";"-";"-";"-"
"766010";"766010";"72";"8";"3";"1327";"1180";"8";"1";"1171";"243";"20";"81";"132";"14";"202";"444";"22";"13";"0";"-";"-";"-";"-"
"766011";"766011";"72";"8";"3";"1081";"955";"5";"1";"949";"188";"25";"65";"106";"7";"173";"353";"24";"7";"1";"-";"-";"-";"-"
"766012";"766012";"72";"8";"3";"1416";"1230";"6";"0";"1224";"289";"34";"69";"84";"4";"164";"543";"26";"11";"0";"-";"-";"-";"-"
"766013";"766013";"72";"8";"3";"1249";"1106";"11";"0";"1095";"189";"36";"82";"121";"12";"162";"434";"40";"19";"0";"-";"-";"-";"-"
"766014";"766014";"72";"8";"3";"1203";"1047";"8";"1";"1038";"228";"20";"99";"99";"5";"172";"370";"28";"17";"0";"-";"-";"-";"-"
"766015";"766015";"72";"8";"3";"1697";"1517";"7";"3";"1507";"306";"43";"127";"129";"3";"232";"618";"31";"18";"0";"-";"-";"-";"-"
"766016";"766016";"72";"8";"3";"96";"87";"0";"0";"87";"15";"5";"7";"19";"0";"6";"31";"2";"2";"0";"-";"-";"-";"-"
"766017";"766017";"72";"8";"3";"1025";"928";"4";"1";"923";"180";"45";"62";"92";"3";"151";"366";"19";"5";"0";"-";"-";"-";"-"
"766018";"766018";"72";"8";"3";"414";"359";"3";"0";"356";"49";"9";"24";"31";"4";"74";"150";"12";"3";"0";"-";"-";"-";"-"
"766019";"766019";"72";"8";"3";"585";"500";"5";"0";"495";"67";"15";"33";"69";"6";"99";"189";"13";"4";"0";"-";"-";"-";"-"
"766020";"766020";"72";"8";"3";"1336";"1199";"5";"2";"1192";"233";"33";"92";"86";"38";"164";"513";"26";"7";"0";"-";"-";"-";"-"
"766021";"766021";"72";"8";"3";"2103";"1790";"9";"4";"1777";"338";"53";"130";"136";"18";"383";"677";"36";"6";"0";"-";"-";"-";"-"
"766022";"766022";"72";"8";"3";"1170";"1013";"9";"3";"1001";"194";"37";"66";"84";"11";"177";"410";"15";"6";"1";"-";"-";"-";"-"
"766023";"766023";"72";"8";"3";"586";"535";"5";"1";"529";"97";"23";"29";"35";"2";"118";"215";"6";"4";"0";"-";"-";"-";"-"
"766024";"766024";"72";"8";"3";"752";"666";"4";"2";"660";"139";"20";"43";"52";"12";"126";"264";"4";"0";"0";"-";"-";"-";"-"
"766025";"766025";"72";"8";"3";"366";"327";"1";"1";"325";"36";"13";"18";"38";"2";"69";"145";"2";"2";"0";"-";"-";"-";"-"
"773001";"773001";"87";"10";"3";"725";"653";"5";"0";"648";"201";"28";"60";"64";"13";"93";"178";"7";"3";"1";"0";"-";"-";"-"
"773002";"773002";"87";"10";"3";"546";"477";"0";"1";"476";"131";"29";"50";"43";"3";"77";"127";"6";"10";"0";"0";"-";"-";"-"
"773003";"773003";"87";"10";"3";"325";"283";"4";"0";"279";"50";"20";"31";"26";"2";"37";"107";"3";"3";"0";"0";"-";"-";"-"
"773004";"773004";"87";"10";"3";"465";"409";"1";"0";"408";"128";"18";"49";"33";"1";"49";"123";"3";"4";"0";"0";"-";"-";"-"
"773005";"773005";"87";"10";"3";"345";"293";"1";"0";"292";"58";"14";"31";"23";"0";"49";"104";"8";"5";"0";"0";"-";"-";"-"
"773006";"773006";"87";"10";"3";"329";"299";"1";"0";"298";"55";"21";"44";"36";"0";"43";"89";"3";"7";"0";"0";"-";"-";"-"
"773007";"773007";"87";"10";"3";"736";"631";"5";"1";"625";"151";"31";"47";"45";"2";"94";"247";"6";"2";"0";"0";"-";"-";"-"
"773008";"773008";"87";"10";"3";"530";"459";"4";"1";"454";"116";"13";"44";"34";"1";"87";"146";"11";"2";"0";"0";"-";"-";"-"
"773009";"773009";"87";"10";"3";"700";"609";"1";"4";"604";"162";"21";"61";"44";"9";"82";"210";"10";"5";"0";"0";"-";"-";"-"
"773010";"773010";"87";"10";"3";"514";"435";"4";"1";"430";"126";"18";"54";"31";"6";"54";"131";"7";"2";"1";"0";"-";"-";"-"
"773011";"773011";"87";"10";"3";"480";"422";"4";"0";"418";"109";"21";"22";"33";"6";"75";"143";"8";"1";"0";"0";"-";"-";"-"
"773012";"773012";"87";"10";"3";"687";"624";"1";"0";"623";"171";"23";"68";"54";"3";"80";"215";"8";"1";"0";"0";"-";"-";"-"
"773013";"773013";"87";"10";"3";"677";"582";"6";"2";"574";"137";"31";"61";"36";"6";"66";"228";"6";"3";"0";"0";"-";"-";"-"
"773014";"773014";"87";"10";"3";"757";"642";"5";"3";"634";"132";"21";"66";"56";"3";"91";"254";"10";"1";"0";"0";"-";"-";"-"
"773015";"773015";"87";"10";"3";"513";"458";"0";"1";"457";"119";"12";"30";"43";"6";"89";"149";"6";"2";"0";"1";"-";"-";"-"
"773016";"773016";"87";"10";"3";"500";"438";"6";"2";"430";"82";"21";"36";"35";"5";"82";"157";"9";"3";"0";"0";"-";"-";"-"
"773017";"773017";"87";"10";"3";"612";"506";"5";"0";"501";"144";"15";"42";"31";"3";"105";"154";"5";"2";"0";"0";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7354";"6131";"29";"20";"6082";"2095";"234";"640";"628";"66";"744";"1537";"84";"52";"1";"1";"-";"-";"-"
"779001";"779001";"74";"9";"3";"5770";"4660";"23";"18";"4619";"1433";"231";"259";"634";"41";"650";"1245";"77";"48";"1";"-";"-";"-";"-"
"779002";"779002";"74";"9";"3";"4836";"4290";"20";"6";"4264";"1169";"219";"324";"398";"38";"503";"1500";"73";"40";"0";"-";"-";"-";"-"
"779003";"779003";"74";"9";"3";"5136";"4375";"20";"14";"4341";"1472";"156";"259";"563";"47";"587";"1147";"60";"50";"0";"-";"-";"-";"-"
"779004";"779004";"74";"9";"3";"2889";"2630";"15";"5";"2610";"690";"94";"145";"231";"12";"361";"1019";"50";"8";"0";"-";"-";"-";"-"
"779005";"779005";"74";"9";"3";"1084";"942";"5";"4";"933";"179";"43";"32";"63";"15";"140";"436";"15";"10";"0";"-";"-";"-";"-"
"779006";"779006";"74";"9";"3";"634";"574";"5";"1";"568";"131";"23";"24";"67";"12";"87";"213";"7";"3";"1";"-";"-";"-";"-"
"779007";"779007";"74";"9";"3";"765";"681";"2";"0";"679";"192";"29";"29";"57";"5";"90";"269";"4";"4";"0";"-";"-";"-";"-"
"779008";"779008";"74";"9";"3";"594";"535";"4";"0";"531";"154";"35";"23";"62";"4";"60";"181";"6";"6";"0";"-";"-";"-";"-"
"779009";"779009";"74";"9";"3";"753";"633";"4";"2";"627";"203";"49";"24";"43";"2";"55";"240";"8";"3";"0";"-";"-";"-";"-"
"779010";"779010";"74";"9";"3";"1174";"1035";"9";"1";"1025";"290";"49";"45";"81";"11";"152";"375";"10";"12";"0";"-";"-";"-";"-"
"779011";"779011";"74";"9";"3";"1555";"1342";"10";"1";"1331";"350";"55";"84";"118";"6";"212";"483";"13";"10";"0";"-";"-";"-";"-"
"779012";"779012";"74";"9";"3";"1205";"1020";"3";"1";"1016";"225";"42";"64";"73";"24";"124";"442";"17";"5";"0";"-";"-";"-";"-"
"779013";"779013";"74";"9";"3";"1258";"1071";"7";"1";"1063";"320";"44";"42";"79";"9";"142";"413";"11";"3";"0";"-";"-";"-";"-"
"779014";"779014";"74";"9";"3";"539";"467";"2";"1";"464";"87";"18";"19";"42";"4";"65";"214";"8";"7";"0";"-";"-";"-";"-"
"779015";"779015";"74";"9";"3";"1096";"944";"6";"0";"938";"355";"41";"41";"49";"2";"99";"338";"10";"3";"0";"-";"-";"-";"-"
"779016";"779016";"74";"9";"3";"486";"430";"0";"0";"430";"129";"18";"16";"36";"3";"66";"156";"4";"2";"0";"-";"-";"-";"-"
"779017";"779017";"74";"9";"3";"629";"536";"4";"0";"532";"161";"23";"17";"50";"2";"62";"208";"5";"4";"0";"-";"-";"-";"-"
"779018";"779018";"74";"9";"3";"282";"247";"1";"1";"245";"53";"10";"11";"18";"0";"31";"114";"3";"5";"0";"-";"-";"-";"-"
"779019";"779019";"74";"9";"3";"782";"670";"3";"3";"664";"190";"38";"23";"51";"8";"101";"236";"13";"4";"0";"-";"-";"-";"-"
"779020";"779020";"74";"9";"3";"691";"607";"2";"3";"602";"89";"36";"37";"58";"35";"81";"253";"4";"9";"0";"-";"-";"-";"-"
"779021";"779021";"74";"9";"3";"717";"621";"5";"3";"613";"132";"43";"23";"61";"17";"95";"237";"2";"3";"0";"-";"-";"-";"-"
"779022";"779022";"74";"9";"3";"517";"425";"4";"0";"421";"94";"13";"11";"44";"4";"62";"177";"10";"6";"0";"-";"-";"-";"-"
"779023";"779023";"74";"9";"3";"298";"265";"1";"0";"264";"46";"15";"12";"27";"0";"25";"130";"4";"5";"0";"-";"-";"-";"-"
"779024";"779024";"74";"9";"3";"1149";"1022";"1";"2";"1019";"250";"61";"48";"108";"2";"100";"424";"19";"7";"0";"-";"-";"-";"-"
"779025";"779025";"74";"9";"3";"1316";"1121";"7";"2";"1112";"327";"46";"48";"107";"8";"128";"433";"10";"5";"0";"-";"-";"-";"-"
"787001";"787001";"87";"10";"3";"6990";"5915";"33";"18";"5864";"1960";"199";"581";"653";"84";"649";"1563";"112";"61";"2";"0";"-";"-";"-"
"787002";"787002";"87";"10";"3";"999";"891";"6";"3";"882";"261";"24";"99";"60";"30";"123";"269";"12";"4";"0";"0";"-";"-";"-"
