"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1979 - Stemmeberettigede";"FV1979 - Afgivne stemmer";"FV1979 - Blanke stemmer";"FV1979 - Andre ugyldige stemmer";"FV1979 - Gyldige stemmer";"FV1979 - A. Socialdemokratiet";"FV1979 - B. Det Radikale Venstre";"FV1979 - C. Det Konservative Folkeparti";"FV1979 - E. Danmarks Retsforbund";"FV1979 - F. Socialistisk Folkeparti";"FV1979 - K. Danmarks Kommunistiske Parti";"FV1979 - M. Centrum-Demokraterne";"FV1979 - Q. Kristeligt Folkeparti";"FV1979 - R. Arbejderpartiet KAP";"FV1979 - V. Venstre, Danmarks Liberale Parti";"FV1979 - Y. Venstresocialisterne";"FV1979 - Z. Fremskridtspartiet";"FV1979 - 1. Uden for partierne";"FV1979 - 2. Uden for partierne"
"745001";"745001";"88";"15";"3";"5485";"4556";"33";"10";"4513";"2029";"215";"503";"112";"326";"87";"111";"71";"18";"488";"148";"401";"4";"-"
"745002";"745002";"88";"15";"3";"2217";"2040";"9";"2";"2029";"776";"153";"230";"66";"141";"20";"78";"22";"3";"295";"36";"208";"1";"-"
"745003";"745003";"88";"15";"3";"1297";"1131";"12";"0";"1119";"349";"79";"95";"41";"55";"11";"45";"13";"3";"251";"32";"140";"5";"-"
"745004";"745004";"88";"15";"3";"576";"501";"3";"0";"498";"153";"21";"59";"8";"23";"9";"11";"9";"0";"124";"17";"64";"0";"-"
"745005";"745005";"88";"15";"3";"949";"819";"2";"1";"816";"223";"49";"65";"18";"39";"14";"18";"17";"3";"215";"31";"123";"1";"-"
"745006";"745006";"88";"15";"3";"2698";"2313";"12";"4";"2297";"824";"142";"335";"79";"156";"29";"97";"47";"16";"276";"58";"234";"4";"-"
"747001";"747001";"84";"15";"3";"173";"150";"3";"0";"147";"56";"5";"10";"4";"6";"0";"9";"2";"1";"32";"1";"21";"0";"-"
"747002";"747002";"84";"15";"3";"371";"335";"0";"0";"335";"103";"16";"36";"7";"12";"2";"7";"9";"4";"88";"6";"45";"0";"-"
"747003";"747003";"84";"15";"3";"1583";"1446";"11";"1";"1434";"470";"73";"215";"25";"50";"11";"61";"13";"2";"274";"13";"227";"0";"-"
"747004";"747004";"84";"15";"3";"376";"332";"3";"0";"329";"100";"11";"25";"5";"9";"4";"8";"10";"2";"88";"4";"63";"0";"-"
"747005";"747005";"84";"15";"3";"1759";"1521";"16";"1";"1504";"670";"71";"182";"24";"55";"9";"52";"59";"5";"164";"16";"197";"0";"-"
"747006";"747006";"84";"15";"3";"520";"471";"2";"0";"469";"131";"10";"42";"10";"7";"2";"22";"18";"2";"142";"5";"78";"0";"-"
"747007";"747007";"84";"15";"3";"801";"675";"7";"0";"668";"290";"17";"56";"14";"27";"17";"9";"13";"2";"110";"15";"97";"1";"-"
"749001";"749001";"89";"15";"3";"1831";"1597";"11";"1";"1585";"498";"54";"136";"57";"58";"11";"46";"36";"5";"354";"38";"287";"5";"-"
"749002";"749002";"89";"15";"3";"523";"483";"1";"0";"482";"117";"21";"41";"7";"23";"2";"20";"12";"1";"127";"8";"102";"1";"-"
"749003";"749003";"89";"15";"3";"1498";"1308";"7";"0";"1301";"391";"71";"117";"35";"66";"4";"55";"32";"2";"264";"31";"231";"2";"-"
"749004";"749004";"89";"15";"3";"247";"213";"2";"0";"211";"69";"4";"22";"0";"1";"0";"3";"10";"1";"44";"3";"54";"0";"-"
"751001";"751001";"82";"15";"3";"10662";"9299";"45";"9";"9245";"3476";"427";"1447";"275";"949";"232";"246";"209";"58";"625";"772";"493";"36";"-"
"751002";"751002";"82";"15";"3";"8905";"7740";"28";"13";"7699";"3755";"328";"901";"221";"737";"196";"125";"153";"25";"502";"393";"338";"25";"-"
"751003";"751003";"82";"15";"3";"4432";"3966";"15";"4";"3947";"1599";"247";"544";"140";"445";"95";"113";"60";"17";"304";"158";"214";"11";"-"
"751004";"751004";"82";"15";"3";"6550";"5872";"24";"2";"5846";"1850";"320";"1183";"193";"511";"95";"214";"154";"18";"659";"219";"417";"13";"-"
"751006";"751006";"82";"15";"3";"4105";"3623";"20";"5";"3598";"1610";"216";"465";"103";"372";"65";"114";"46";"7";"273";"90";"236";"1";"-"
"751007";"751007";"83";"15";"3";"5717";"5091";"16";"2";"5073";"1968";"265";"853";"191";"452";"80";"154";"73";"22";"443";"231";"333";"8";"-"
"751009";"751009";"82";"15";"3";"1999";"1822";"6";"0";"1816";"587";"131";"309";"66";"116";"23";"89";"37";"2";"265";"56";"131";"4";"-"
"751011";"751011";"82";"15";"3";"1870";"1657";"6";"1";"1650";"625";"86";"217";"67";"124";"17";"68";"20";"2";"255";"53";"112";"4";"-"
"751012";"751012";"82";"15";"3";"1846";"1635";"7";"1";"1627";"567";"146";"176";"62";"120";"22";"53";"16";"1";"253";"62";"141";"8";"-"
"751013";"751013";"82";"15";"3";"2166";"1898";"14";"3";"1881";"607";"106";"257";"59";"94";"14";"66";"39";"3";"418";"44";"172";"2";"-"
"751016";"751016";"83";"15";"3";"358";"318";"1";"0";"317";"101";"12";"32";"3";"28";"9";"13";"3";"0";"52";"26";"35";"3";"-"
"751018";"751018";"83";"15";"3";"1645";"1434";"12";"1";"1421";"513";"97";"202";"52";"91";"30";"42";"19";"5";"206";"40";"122";"2";"-"
"751019";"751019";"83";"15";"3";"1147";"1046";"2";"1";"1043";"321";"87";"184";"39";"69";"22";"48";"22";"5";"123";"47";"76";"0";"-"
"751021";"751021";"80";"15";"3";"8585";"7141";"26";"12";"7103";"2441";"245";"698";"201";"996";"299";"120";"93";"66";"373";"1076";"389";"106";"-"
"751022";"751022";"83";"15";"3";"2908";"2626";"9";"1";"2616";"980";"151";"362";"85";"203";"44";"114";"57";"6";"238";"178";"192";"6";"-"
"751023";"751023";"83";"15";"3";"4428";"3902";"21";"2";"3879";"1550";"241";"508";"113";"369";"110";"107";"65";"25";"348";"179";"250";"14";"-"
"751025";"751025";"83";"15";"3";"6817";"5784";"39";"9";"5736";"2460";"264";"433";"193";"806";"227";"74";"77";"29";"261";"579";"306";"27";"-"
"751026";"751026";"83";"15";"3";"3495";"3118";"12";"1";"3105";"937";"177";"308";"94";"484";"84";"108";"31";"22";"266";"375";"203";"16";"-"
"751030";"751030";"83";"15";"3";"2216";"1983";"10";"1";"1972";"712";"114";"272";"52";"107";"22";"81";"12";"9";"353";"51";"182";"5";"-"
"751031";"751031";"83";"15";"3";"467";"430";"2";"0";"428";"167";"22";"33";"4";"27";"9";"4";"6";"1";"91";"17";"47";"0";"-"
"751033";"751033";"83";"15";"3";"857";"761";"5";"1";"755";"265";"46";"99";"18";"38";"11";"30";"18";"0";"115";"21";"92";"2";"-"
"751034";"751034";"83";"15";"3";"506";"460";"3";"0";"457";"180";"18";"38";"11";"38";"6";"21";"4";"1";"88";"13";"38";"1";"-"
"751041";"751041";"80";"15";"3";"10901";"9363";"34";"10";"9319";"3479";"389";"656";"241";"1482";"397";"120";"120";"90";"392";"1513";"357";"83";"-"
"751042";"751042";"81";"15";"3";"16976";"14862";"71";"28";"14763";"7000";"628";"1107";"408";"1958";"581";"210";"282";"79";"719";"1170";"580";"41";"-"
"751043";"751043";"81";"15";"3";"8125";"7018";"16";"7";"6995";"3680";"296";"529";"200";"793";"216";"86";"107";"27";"339";"444";"261";"17";"-"
"751044";"751044";"81";"15";"3";"820";"675";"5";"3";"667";"228";"25";"65";"18";"70";"23";"8";"6";"0";"101";"70";"52";"1";"-"
"751045";"751045";"80";"15";"3";"7159";"6253";"34";"9";"6210";"1620";"412";"1267";"174";"502";"90";"321";"138";"38";"802";"333";"488";"25";"-"
"751047";"751047";"81";"15";"3";"4193";"3649";"21";"4";"3624";"1374";"240";"537";"121";"270";"62";"145";"64";"9";"361";"123";"314";"4";"-"
"751048";"751048";"80";"15";"3";"1108";"1003";"5";"2";"996";"384";"57";"102";"27";"68";"13";"47";"18";"3";"156";"44";"74";"3";"-"
"751049";"751049";"80";"15";"3";"3147";"2804";"8";"4";"2792";"848";"183";"532";"69";"254";"47";"112";"41";"11";"336";"110";"243";"6";"-"
"751050";"751050";"80";"15";"3";"1936";"1740";"4";"5";"1731";"506";"107";"362";"51";"117";"15";"94";"25";"11";"204";"61";"176";"2";"-"
"751051";"751051";"80";"15";"3";"3280";"2920";"17";"1";"2902";"990";"185";"505";"91";"158";"34";"141";"19";"4";"421";"85";"260";"9";"-"
"751053";"751053";"81";"15";"3";"1554";"1309";"5";"2";"1302";"535";"63";"102";"33";"110";"28";"43";"9";"5";"170";"63";"135";"6";"-"
"751055";"751055";"81";"15";"3";"534";"488";"4";"0";"484";"167";"32";"55";"10";"17";"5";"23";"12";"1";"107";"13";"41";"1";"-"
"751056";"751056";"81";"15";"3";"1186";"1036";"8";"0";"1028";"330";"49";"73";"27";"57";"15";"29";"20";"6";"275";"39";"106";"2";"-"
"751061";"751061";"80";"15";"3";"6935";"6139";"36";"8";"6095";"2135";"338";"743";"173";"790";"176";"174";"90";"41";"532";"567";"316";"20";"-"
"751062";"751062";"83";"15";"3";"3110";"2676";"8";"4";"2664";"1415";"102";"215";"102";"328";"95";"41";"36";"8";"104";"111";"102";"5";"-"
"751063";"751063";"81";"15";"3";"8378";"7193";"36";"9";"7148";"3466";"329";"501";"224";"961";"294";"135";"117";"38";"353";"452";"264";"14";"-"
"751064";"751064";"83";"15";"3";"5183";"4547";"25";"6";"4516";"2038";"204";"451";"165";"494";"122";"94";"74";"19";"247";"303";"296";"9";"-"
"751101";"751101";"83";"15";"3";"7472";"6392";"39";"6";"6347";"2919";"302";"648";"227";"635";"163";"167";"103";"30";"442";"327";"372";"12";"-"
"751102";"751102";"82";"15";"3";"379";"319";"1";"0";"318";"116";"13";"39";"15";"21";"3";"6";"3";"1";"72";"7";"22";"0";"-"
"751103";"751103";"83";"15";"3";"4460";"4050";"11";"4";"4035";"1343";"302";"660";"126";"347";"59";"152";"67";"12";"481";"185";"284";"17";"-"
"751104";"751104";"82";"15";"3";"475";"420";"0";"0";"420";"107";"25";"36";"20";"21";"5";"7";"7";"0";"129";"7";"56";"0";"-"
"751105";"751105";"83";"15";"3";"3193";"2780";"14";"3";"2763";"1264";"161";"258";"98";"233";"68";"67";"38";"11";"280";"92";"188";"5";"-"
"761001";"761001";"94";"16";"3";"3332";"2878";"16";"3";"2859";"886";"131";"361";"59";"85";"13";"132";"179";"5";"566";"28";"414";"-";"-"
"761002";"761002";"94";"16";"3";"1368";"1148";"6";"2";"1140";"487";"70";"80";"13";"36";"11";"38";"32";"2";"119";"13";"239";"-";"-"
"761003";"761003";"94";"16";"3";"271";"231";"0";"1";"230";"66";"17";"15";"6";"1";"6";"8";"6";"0";"51";"3";"51";"-";"-"
"761004";"761004";"94";"16";"3";"248";"218";"1";"1";"216";"43";"6";"24";"6";"5";"1";"6";"14";"0";"47";"2";"62";"-";"-"
"761005";"761005";"94";"16";"3";"431";"384";"2";"0";"382";"77";"29";"26";"6";"5";"0";"13";"42";"0";"103";"2";"79";"-";"-"
"761006";"761006";"94";"16";"3";"745";"664";"0";"1";"663";"172";"37";"49";"17";"18";"4";"21";"36";"1";"143";"10";"155";"-";"-"
"761007";"761007";"94";"16";"3";"565";"481";"3";"0";"478";"135";"20";"35";"11";"16";"4";"12";"20";"1";"104";"4";"116";"-";"-"
"761008";"761008";"94";"16";"3";"410";"367";"3";"0";"364";"114";"28";"34";"9";"10";"3";"16";"14";"0";"79";"3";"54";"-";"-"
"761009";"761009";"94";"16";"3";"1274";"1120";"6";"0";"1114";"365";"43";"117";"18";"25";"12";"47";"39";"2";"187";"17";"242";"-";"-"
"761010";"761010";"94";"16";"3";"423";"369";"4";"0";"365";"79";"14";"16";"7";"2";"2";"8";"62";"0";"102";"6";"67";"-";"-"
"763001";"763001";"92";"16";"3";"2045";"1806";"12";"5";"1789";"517";"228";"192";"29";"60";"16";"52";"53";"1";"335";"34";"272";"-";"-"
"763002";"763002";"92";"16";"3";"1759";"1511";"9";"7";"1495";"324";"223";"154";"26";"56";"10";"51";"43";"3";"367";"9";"229";"-";"-"
"763003";"763003";"92";"16";"3";"1812";"1564";"10";"4";"1550";"433";"199";"144";"34";"45";"16";"55";"33";"4";"339";"31";"217";"-";"-"
"765001";"765001";"90";"16";"3";"1517";"1218";"7";"0";"1211";"444";"33";"88";"25";"28";"13";"38";"39";"1";"221";"16";"265";"-";"-"
"765002";"765002";"90";"16";"3";"694";"557";"0";"0";"557";"123";"15";"64";"7";"6";"0";"20";"40";"1";"143";"5";"133";"-";"-"
"765003";"765003";"90";"16";"3";"111";"99";"1";"0";"98";"11";"5";"21";"1";"5";"0";"3";"8";"1";"25";"0";"18";"-";"-"
"765004";"765004";"90";"16";"3";"496";"424";"2";"0";"422";"115";"26";"51";"9";"15";"6";"13";"41";"0";"67";"8";"71";"-";"-"
"765006";"765006";"90";"16";"3";"259";"197";"1";"0";"196";"49";"12";"24";"6";"4";"3";"7";"12";"0";"53";"4";"22";"-";"-"
"765105";"765105";"90";"16";"3";"801";"680";"5";"1";"674";"189";"31";"72";"13";"16";"6";"21";"43";"3";"180";"12";"88";"-";"-"
"767101";"767101";"94";"16";"3";"435";"375";"5";"0";"370";"114";"30";"34";"5";"15";"2";"13";"12";"1";"86";"8";"50";"-";"-"
"767102";"767102";"94";"16";"3";"325";"273";"1";"0";"272";"67";"21";"19";"3";"5";"1";"16";"10";"0";"82";"1";"47";"-";"-"
"767103";"767103";"94";"16";"3";"305";"286";"2";"1";"283";"94";"22";"23";"5";"1";"2";"10";"3";"0";"52";"5";"66";"-";"-"
"767104";"767104";"94";"16";"3";"316";"261";"0";"0";"261";"75";"17";"23";"10";"7";"2";"9";"7";"0";"51";"11";"49";"-";"-"
"767105";"767105";"94";"16";"3";"157";"137";"2";"0";"135";"35";"3";"12";"1";"4";"1";"3";"7";"0";"40";"2";"27";"-";"-"
"767106";"767106";"94";"16";"3";"976";"838";"6";"2";"830";"274";"51";"92";"27";"20";"4";"29";"31";"1";"131";"14";"156";"-";"-"
"767107";"767107";"94";"16";"3";"1231";"1082";"10";"2";"1070";"468";"72";"112";"14";"39";"8";"36";"18";"0";"127";"9";"167";"-";"-"
"767108";"767108";"94";"16";"3";"346";"295";"6";"0";"289";"51";"18";"19";"6";"4";"2";"3";"14";"0";"110";"6";"56";"-";"-"
"767109";"767109";"94";"16";"3";"466";"411";"2";"0";"409";"113";"24";"25";"4";"10";"5";"17";"14";"1";"112";"7";"77";"-";"-"
"767110";"767110";"94";"16";"3";"172";"148";"1";"1";"146";"28";"12";"23";"0";"9";"0";"1";"9";"0";"34";"3";"27";"-";"-"
"769001";"769001";"94";"16";"3";"480";"404";"3";"0";"401";"144";"20";"37";"7";"13";"12";"10";"22";"0";"69";"11";"56";"-";"-"
"769002";"769002";"94";"16";"3";"1751";"1488";"9";"1";"1478";"451";"90";"175";"26";"40";"6";"50";"85";"1";"308";"16";"230";"-";"-"
"769003";"769003";"94";"16";"3";"1688";"1398";"10";"3";"1385";"484";"67";"206";"36";"32";"5";"51";"56";"2";"210";"17";"219";"-";"-"
"769004";"769004";"94";"16";"3";"891";"728";"11";"2";"715";"295";"11";"136";"17";"28";"4";"33";"19";"3";"68";"11";"90";"-";"-"
"771001";"771001";"94";"16";"3";"1626";"1409";"5";"2";"1402";"372";"78";"127";"29";"34";"3";"63";"134";"4";"291";"25";"242";"-";"-"
"771002";"771002";"94";"16";"3";"506";"442";"5";"2";"435";"93";"23";"33";"4";"9";"1";"26";"51";"1";"106";"4";"84";"-";"-"
"771003";"771003";"94";"16";"3";"2869";"2491";"13";"5";"2473";"754";"191";"339";"63";"78";"18";"109";"123";"11";"434";"21";"332";"-";"-"
"771004";"771004";"94";"16";"3";"450";"390";"1";"0";"389";"59";"24";"26";"5";"6";"0";"10";"42";"0";"139";"6";"72";"-";"-"
"771005";"771005";"94";"16";"3";"878";"749";"1";"1";"747";"193";"37";"63";"21";"23";"4";"23";"29";"1";"186";"7";"160";"-";"-"
"771006";"771006";"94";"16";"3";"1685";"1458";"9";"3";"1446";"328";"113";"139";"31";"23";"5";"51";"96";"0";"383";"14";"263";"-";"-"
"771007";"771007";"94";"16";"3";"1050";"927";"6";"2";"919";"156";"60";"64";"14";"16";"4";"35";"108";"2";"267";"16";"177";"-";"-"
"771008";"771008";"94";"16";"3";"562";"481";"3";"1";"477";"93";"32";"41";"10";"14";"3";"14";"36";"0";"138";"8";"88";"-";"-"
"773001";"773001";"91";"16";"3";"978";"863";"5";"0";"858";"327";"36";"58";"9";"16";"5";"19";"104";"0";"156";"7";"121";"-";"-"
"773002";"773002";"91";"16";"3";"726";"602";"2";"0";"600";"158";"45";"47";"10";"20";"14";"11";"19";"4";"140";"17";"115";"-";"-"
"773003";"773003";"91";"16";"3";"344";"300";"3";"0";"297";"53";"13";"21";"10";"10";"3";"5";"5";"1";"119";"7";"50";"-";"-"
"773004";"773004";"91";"16";"3";"487";"420";"0";"0";"420";"167";"16";"45";"7";"21";"9";"11";"20";"0";"68";"8";"48";"-";"-"
"773005";"773005";"91";"16";"3";"457";"373";"1";"0";"372";"103";"31";"25";"14";"17";"1";"9";"11";"3";"83";"4";"71";"-";"-"
"773006";"773006";"91";"16";"3";"397";"338";"4";"1";"333";"61";"14";"46";"11";"6";"3";"11";"8";"1";"100";"9";"63";"-";"-"
"773007";"773007";"91";"16";"3";"698";"624";"5";"1";"618";"126";"38";"60";"9";"16";"3";"14";"9";"0";"236";"14";"93";"-";"-"
"773008";"773008";"91";"16";"3";"541";"452";"0";"1";"451";"113";"23";"39";"9";"17";"3";"12";"9";"0";"141";"2";"83";"-";"-"
"773009";"773009";"91";"16";"3";"748";"659";"3";"1";"655";"133";"55";"71";"12";"17";"2";"21";"25";"1";"196";"9";"113";"-";"-"
"773010";"773010";"91";"16";"3";"582";"505";"3";"0";"502";"132";"26";"51";"7";"11";"3";"19";"27";"3";"143";"8";"72";"-";"-"
"773011";"773011";"91";"16";"3";"668";"578";"5";"2";"571";"143";"45";"46";"8";"6";"6";"11";"25";"3";"190";"7";"81";"-";"-"
"773012";"773012";"91";"16";"3";"756";"660";"4";"0";"656";"159";"36";"66";"9";"14";"3";"14";"37";"1";"187";"7";"123";"-";"-"
"773013";"773013";"91";"16";"3";"720";"622";"0";"3";"619";"136";"34";"52";"5";"15";"2";"24";"43";"3";"176";"7";"122";"-";"-"
"773014";"773014";"91";"16";"3";"924";"814";"2";"0";"812";"196";"39";"92";"13";"15";"12";"29";"28";"3";"245";"15";"125";"-";"-"
"773015";"773015";"91";"16";"3";"657";"584";"3";"0";"581";"135";"29";"61";"9";"15";"9";"20";"46";"1";"135";"3";"118";"-";"-"
"773016";"773016";"91";"16";"3";"614";"523";"1";"0";"522";"132";"36";"34";"4";"16";"0";"12";"53";"0";"134";"11";"90";"-";"-"
"773017";"773017";"91";"16";"3";"837";"721";"1";"2";"718";"211";"50";"58";"5";"23";"1";"15";"68";"2";"136";"12";"137";"-";"-"
"773018";"773018";"91";"16";"3";"7021";"6113";"30";"10";"6073";"2757";"296";"706";"112";"262";"64";"154";"239";"12";"599";"78";"794";"-";"-"
"775001";"775001";"93";"16";"3";"615";"524";"3";"0";"521";"130";"18";"49";"8";"4";"7";"23";"15";"1";"165";"10";"91";"-";"-"
"775002";"775002";"93";"16";"3";"716";"612";"6";"2";"604";"148";"22";"60";"7";"8";"1";"17";"34";"1";"184";"2";"120";"-";"-"
"775003";"775003";"93";"16";"3";"521";"471";"1";"1";"469";"107";"20";"50";"6";"8";"0";"10";"14";"2";"206";"2";"44";"-";"-"
"775004";"775004";"93";"16";"3";"1434";"1245";"8";"4";"1233";"320";"60";"130";"17";"24";"9";"35";"114";"2";"299";"13";"210";"-";"-"
"775005";"775005";"93";"16";"3";"1268";"1119";"3";"1";"1115";"355";"36";"189";"18";"31";"1";"30";"28";"5";"289";"24";"109";"-";"-"
"775006";"775006";"93";"16";"3";"723";"627";"1";"1";"625";"135";"30";"80";"1";"7";"3";"24";"50";"5";"190";"6";"94";"-";"-"
"777001";"777001";"92";"16";"3";"1248";"1077";"14";"4";"1059";"395";"135";"90";"22";"32";"15";"34";"34";"6";"123";"9";"164";"-";"-"
"777002";"777002";"92";"16";"3";"1366";"1184";"13";"2";"1169";"310";"169";"111";"16";"17";"3";"32";"92";"2";"214";"7";"196";"-";"-"
"777003";"777003";"92";"16";"3";"1220";"1055";"6";"1";"1048";"328";"142";"86";"26";"29";"11";"26";"29";"3";"205";"10";"153";"-";"-"
"777004";"777004";"92";"16";"3";"622";"532";"3";"0";"529";"106";"92";"50";"7";"12";"3";"16";"9";"2";"144";"9";"79";"-";"-"
"779005";"779005";"92";"16";"3";"1072";"949";"2";"0";"947";"193";"137";"84";"8";"24";"4";"20";"24";"0";"289";"11";"153";"-";"-"
"779006";"779006";"92";"16";"3";"694";"612";"2";"2";"608";"193";"63";"47";"10";"19";"9";"18";"57";"2";"94";"7";"89";"-";"-"
"779007";"779007";"92";"16";"3";"779";"676";"1";"2";"673";"192";"126";"79";"9";"18";"5";"17";"15";"1";"127";"8";"76";"-";"-"
"779111";"779111";"92";"16";"3";"14421";"12252";"65";"12";"12175";"5222";"1269";"1441";"265";"735";"174";"375";"386";"52";"981";"296";"979";"-";"-"
"779114";"779114";"92";"16";"3";"2746";"2404";"9";"3";"2392";"864";"303";"266";"36";"73";"24";"78";"51";"6";"369";"41";"281";"-";"-"
"781001";"781001";"92";"16";"3";"908";"801";"9";"0";"792";"278";"149";"81";"19";"22";"2";"27";"13";"1";"127";"6";"67";"-";"-"
"781002";"781002";"92";"16";"3";"434";"395";"1";"0";"394";"98";"63";"23";"5";"10";"2";"7";"3";"3";"101";"11";"68";"-";"-"
"781004";"781004";"92";"16";"3";"669";"586";"4";"3";"579";"220";"89";"33";"12";"15";"4";"12";"11";"2";"113";"10";"58";"-";"-"
"781005";"781005";"92";"16";"3";"312";"278";"0";"1";"277";"67";"54";"19";"6";"12";"1";"0";"1";"2";"85";"7";"23";"-";"-"
"781006";"781006";"92";"16";"3";"791";"710";"10";"0";"700";"209";"168";"46";"12";"16";"6";"9";"16";"1";"122";"10";"85";"-";"-"
"781008";"781008";"92";"16";"3";"597";"516";"4";"4";"508";"173";"101";"26";"8";"16";"3";"9";"19";"4";"99";"5";"45";"-";"-"
"781009";"781009";"92";"16";"3";"694";"618";"12";"1";"605";"190";"99";"54";"14";"15";"4";"11";"8";"4";"114";"7";"85";"-";"-"
"781010";"781010";"92";"16";"3";"1118";"969";"7";"2";"960";"310";"162";"78";"13";"24";"3";"20";"51";"3";"181";"7";"108";"-";"-"
"783001";"783001";"92";"16";"3";"876";"716";"3";"1";"712";"148";"77";"69";"12";"12";"4";"10";"113";"0";"139";"7";"121";"-";"-"
"783002";"783002";"92";"16";"3";"919";"809";"4";"4";"801";"241";"145";"41";"15";"26";"10";"9";"50";"4";"133";"21";"106";"-";"-"
"783003";"783003";"92";"16";"3";"679";"583";"5";"1";"577";"146";"148";"36";"6";"20";"4";"9";"20";"1";"119";"9";"59";"-";"-"
"783004";"783004";"92";"16";"3";"358";"318";"6";"0";"312";"57";"71";"25";"6";"4";"2";"13";"7";"1";"64";"11";"51";"-";"-"
"783005";"783005";"92";"16";"3";"1133";"989";"7";"3";"979";"299";"163";"95";"11";"27";"5";"26";"34";"0";"213";"9";"97";"-";"-"
"783006";"783006";"92";"16";"3";"1363";"1170";"9";"2";"1159";"415";"164";"108";"21";"43";"11";"26";"18";"4";"177";"17";"155";"-";"-"
"785001";"785001";"90";"16";"3";"2044";"1799";"4";"1";"1794";"437";"72";"250";"49";"26";"14";"47";"176";"8";"383";"28";"304";"-";"-"
"785002";"785002";"90";"16";"3";"2563";"2231";"4";"0";"2227";"580";"74";"381";"48";"37";"24";"95";"208";"3";"422";"20";"335";"-";"-"
"785003";"785003";"90";"16";"3";"1514";"1295";"2";"0";"1293";"298";"53";"177";"26";"33";"6";"36";"147";"2";"281";"19";"215";"-";"-"
"785004";"785004";"90";"16";"3";"1772";"1531";"6";"0";"1525";"378";"33";"207";"13";"19";"10";"49";"290";"1";"273";"12";"240";"-";"-"
"785005";"785005";"90";"16";"3";"1325";"1163";"1";"0";"1162";"249";"42";"188";"29";"32";"7";"55";"119";"2";"249";"20";"170";"-";"-"
"787001";"787001";"90";"16";"3";"6749";"5772";"27";"9";"5736";"2356";"238";"802";"148";"240";"57";"177";"272";"12";"725";"95";"614";"-";"-"
"787002";"787002";"90";"16";"3";"1023";"894";"3";"0";"891";"257";"24";"115";"22";"19";"5";"24";"141";"2";"130";"20";"132";"-";"-"
"787003";"787003";"90";"16";"3";"870";"785";"3";"0";"782";"118";"19";"84";"23";"30";"7";"24";"68";"2";"263";"9";"135";"-";"-"
"787004";"787004";"90";"16";"3";"877";"758";"1";"1";"756";"193";"27";"169";"21";"19";"3";"16";"79";"0";"138";"7";"84";"-";"-"
"787005";"787005";"90";"16";"3";"559";"439";"5";"0";"434";"129";"15";"50";"2";"15";"1";"20";"34";"0";"79";"1";"88";"-";"-"
"787006";"787006";"90";"16";"3";"1179";"1032";"1";"2";"1029";"217";"34";"144";"17";"33";"2";"39";"152";"2";"205";"15";"169";"-";"-"
"787007";"787007";"90";"16";"3";"818";"720";"2";"3";"715";"140";"26";"117";"19";"28";"6";"33";"32";"1";"192";"10";"111";"-";"-"
"787008";"787008";"90";"16";"3";"1095";"947";"7";"0";"940";"237";"63";"120";"21";"23";"1";"28";"46";"1";"237";"17";"146";"-";"-"
"787009";"787009";"90";"16";"3";"564";"488";"3";"2";"483";"64";"19";"81";"13";"7";"2";"18";"79";"0";"90";"9";"101";"-";"-"
"787010";"787010";"90";"16";"3";"1794";"1512";"4";"1";"1507";"391";"49";"224";"48";"17";"1";"47";"125";"1";"296";"21";"287";"-";"-"
"787011";"787011";"90";"16";"3";"376";"323";"0";"1";"322";"45";"18";"40";"10";"8";"2";"8";"58";"0";"81";"5";"47";"-";"-"
"787012";"787012";"90";"16";"3";"2848";"2559";"15";"3";"2541";"790";"143";"389";"51";"98";"14";"120";"149";"10";"412";"27";"338";"-";"-"
"787013";"787013";"90";"16";"3";"368";"317";"1";"1";"315";"68";"11";"42";"12";"11";"2";"12";"32";"1";"58";"6";"60";"-";"-"
"787014";"787014";"90";"16";"3";"517";"468";"0";"0";"468";"62";"11";"65";"8";"14";"3";"19";"55";"1";"146";"8";"76";"-";"-"
"787015";"787015";"90";"16";"3";"1080";"927";"3";"0";"924";"249";"57";"85";"21";"31";"8";"21";"29";"3";"247";"12";"161";"-";"-"
"787016";"787016";"90";"16";"3";"918";"776";"4";"1";"771";"199";"24";"81";"26";"22";"4";"28";"39";"0";"190";"9";"149";"-";"-"
"789001";"789001";"93";"16";"3";"615";"566";"5";"1";"560";"198";"37";"76";"12";"16";"0";"19";"25";"1";"119";"8";"49";"-";"-"
"789002";"789002";"93";"16";"3";"346";"314";"2";"0";"312";"93";"12";"29";"4";"3";"4";"6";"4";"2";"99";"1";"55";"-";"-"
"789003";"789003";"93";"16";"3";"403";"357";"2";"0";"355";"129";"26";"29";"7";"5";"3";"12";"6";"1";"94";"13";"30";"-";"-"
"789004";"789004";"93";"16";"3";"649";"582";"4";"0";"578";"144";"24";"57";"17";"17";"0";"15";"15";"1";"183";"6";"99";"-";"-"
"789005";"789005";"93";"16";"3";"638";"576";"3";"0";"573";"128";"31";"49";"24";"15";"3";"19";"43";"3";"180";"5";"73";"-";"-"
"789006";"789006";"93";"16";"3";"372";"315";"2";"0";"313";"106";"21";"32";"4";"2";"3";"10";"10";"2";"80";"4";"39";"-";"-"
"789007";"789007";"93";"16";"3";"613";"499";"5";"0";"494";"121";"21";"42";"9";"7";"1";"16";"20";"0";"192";"13";"52";"-";"-"
