"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2013 - Stemmeberettigede";"KV2013 - Afgivne stemmer";"KV2013 - Blanke stemmer";"KV2013 - Andre ugyldige stemmer";"KV2013 - Gyldige stemmer";"KV2013 - A";"KV2013 - B";"KV2013 - C";"KV2013 - F";"KV2013 - I";"KV2013 - K";"KV2013 - J";"KV2013 - G";"KV2013 - O";"KV2013 - M";"KV2013 - N";"KV2013 - H";"KV2013 - V";"KV2013 - U";"KV2013 - S";"KV2013 - Z";"KV2013 - Ø";"KV2013 - L";"KV2013 - R";"KV2013 - Å";"KV2013 - D";"KV2013 - P";"KV2013 - E";"KV2013 - T";"KV2013 - W";"KV2013 - 01";"KV2013 - 04";"KV2013 - 05";"KV2013 - Q";"KV2013 - 02";"KV2013 - Æ";"KV2013 - 03";"KV2013 - 06";"KV2013 - Y"
"751001";"751001";"62";"8";"3";"14235";"10431";"180";"31";"10220";"3680";"1018";"657";"738";"507";"34";"-";"-";"397";"-";"20";"-";"1937";"-";"-";"-";"980";"11";"24";"-";"19";"194";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-"
"751002";"751002";"62";"8";"3";"6618";"4630";"71";"9";"4550";"1782";"421";"244";"365";"167";"28";"-";"-";"242";"-";"17";"-";"712";"-";"-";"-";"454";"8";"8";"-";"11";"88";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"751003";"751003";"62";"8";"3";"7003";"5022";"77";"7";"4938";"1936";"264";"355";"303";"182";"18";"-";"-";"424";"-";"21";"-";"889";"-";"-";"-";"470";"0";"9";"-";"17";"47";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"751004";"751004";"62";"8";"3";"4443";"3277";"33";"9";"3235";"1195";"281";"253";"240";"123";"25";"-";"-";"229";"-";"11";"-";"529";"-";"-";"-";"301";"2";"5";"-";"15";"26";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"751006";"751006";"62";"8";"3";"6730";"5255";"66";"13";"5176";"2296";"178";"296";"248";"108";"15";"-";"-";"683";"-";"26";"-";"940";"-";"-";"-";"335";"3";"4";"-";"28";"11";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-"
"751007";"751007";"63";"8";"3";"5789";"4256";"59";"11";"4186";"1613";"316";"338";"299";"154";"10";"-";"-";"290";"-";"19";"-";"699";"-";"-";"-";"384";"2";"6";"-";"9";"43";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-"
"751008";"751008";"63";"8";"3";"9734";"6290";"123";"20";"6147";"2529";"397";"328";"371";"224";"30";"-";"-";"609";"-";"34";"-";"965";"-";"-";"-";"550";"8";"16";"-";"12";"71";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"751009";"751009";"62";"8";"3";"3517";"2849";"31";"3";"2815";"1130";"154";"197";"158";"101";"14";"-";"-";"218";"-";"7";"-";"539";"-";"-";"-";"272";"1";"3";"-";"1";"18";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751011";"751011";"62";"8";"3";"3785";"2993";"40";"3";"2950";"1202";"152";"178";"228";"84";"9";"-";"-";"240";"-";"8";"-";"548";"-";"-";"-";"261";"0";"4";"-";"15";"19";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751012";"751012";"62";"8";"3";"3964";"3230";"37";"4";"3189";"1233";"254";"312";"197";"98";"9";"-";"-";"192";"-";"4";"-";"589";"-";"-";"-";"269";"4";"3";"-";"9";"11";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-"
"751013";"751013";"62";"8";"3";"3840";"2894";"41";"5";"2848";"972";"118";"174";"183";"111";"9";"-";"-";"315";"-";"2";"-";"748";"-";"-";"-";"191";"1";"3";"-";"12";"7";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751016";"751016";"63";"8";"3";"462";"362";"10";"0";"352";"109";"20";"26";"39";"11";"0";"-";"-";"38";"-";"0";"-";"70";"-";"-";"-";"37";"0";"0";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"751018";"751018";"63";"8";"3";"4922";"3557";"49";"7";"3501";"1510";"142";"168";"163";"109";"13";"-";"-";"492";"-";"23";"-";"624";"-";"-";"-";"233";"1";"3";"-";"7";"13";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"751019";"751019";"63";"8";"3";"3573";"2910";"32";"8";"2870";"1062";"181";"208";"257";"110";"6";"-";"-";"248";"-";"14";"-";"465";"-";"-";"-";"280";"1";"4";"-";"10";"22";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751021";"751021";"65";"8";"3";"15025";"9355";"168";"23";"9164";"3082";"1104";"491";"712";"517";"35";"-";"-";"241";"-";"13";"-";"1666";"-";"-";"-";"969";"23";"16";"-";"14";"277";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-"
"751022";"751022";"64";"8";"3";"3348";"2601";"23";"6";"2572";"1056";"187";"173";"190";"91";"18";"-";"-";"199";"-";"6";"-";"373";"-";"-";"-";"236";"3";"3";"-";"6";"28";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"751023";"751023";"64";"8";"3";"6840";"4636";"76";"17";"4543";"1743";"465";"265";"336";"165";"72";"-";"-";"299";"-";"10";"-";"659";"-";"-";"-";"447";"6";"16";"-";"7";"48";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-"
"751024";"751024";"63";"8";"3";"6083";"4711";"50";"7";"4654";"1789";"321";"340";"272";"159";"39";"-";"-";"430";"-";"23";"-";"882";"-";"-";"-";"343";"2";"4";"-";"10";"40";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"751025";"751025";"63";"8";"3";"7563";"3624";"49";"36";"3539";"1298";"885";"97";"178";"70";"70";"-";"-";"185";"-";"6";"-";"287";"-";"-";"-";"379";"5";"11";"-";"9";"51";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-"
"751026";"751026";"63";"8";"3";"5622";"3478";"56";"8";"3414";"1371";"218";"136";"203";"105";"36";"-";"-";"401";"-";"8";"-";"515";"-";"-";"-";"359";"0";"8";"-";"5";"45";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-"
"751028";"751028";"63";"8";"3";"6801";"4224";"66";"12";"4146";"1820";"274";"183";"181";"107";"23";"-";"-";"502";"-";"21";"-";"718";"-";"-";"-";"275";"0";"3";"-";"12";"19";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-"
"751030";"751030";"63";"8";"3";"3428";"2652";"38";"5";"2609";"985";"88";"123";"96";"105";"12";"-";"-";"266";"-";"8";"-";"738";"-";"-";"-";"138";"0";"3";"-";"27";"19";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"751031";"751031";"63";"8";"3";"563";"440";"3";"1";"436";"153";"35";"10";"18";"13";"3";"-";"-";"72";"-";"1";"-";"79";"-";"-";"-";"50";"0";"1";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"751033";"751033";"63";"8";"3";"2673";"1886";"31";"8";"1847";"726";"86";"85";"84";"68";"5";"-";"-";"242";"-";"13";"-";"412";"-";"-";"-";"116";"0";"0";"-";"5";"4";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"751041";"751041";"65";"8";"3";"14765";"10325";"195";"28";"10102";"3357";"1372";"471";"884";"473";"48";"-";"-";"258";"-";"11";"-";"1523";"-";"-";"-";"1332";"22";"21";"-";"12";"308";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-"
"751042";"751042";"64";"8";"3";"10286";"7419";"156";"25";"7238";"2705";"851";"308";"596";"293";"53";"-";"-";"290";"-";"12";"-";"1033";"-";"-";"-";"882";"8";"18";"-";"8";"174";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-"
"751043";"751043";"64";"8";"3";"11483";"7750";"161";"24";"7565";"2759";"808";"404";"552";"347";"41";"-";"-";"346";"-";"19";"-";"1305";"-";"-";"-";"785";"10";"16";"-";"18";"149";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"751044";"751044";"64";"8";"3";"1361";"903";"15";"5";"883";"353";"67";"51";"54";"39";"9";"-";"-";"68";"-";"4";"-";"127";"-";"-";"-";"94";"2";"5";"-";"4";"4";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751045";"751045";"65";"8";"3";"7834";"6344";"66";"9";"6269";"2107";"497";"829";"355";"339";"48";"-";"-";"363";"-";"9";"-";"1255";"-";"-";"-";"414";"8";"4";"-";"13";"26";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751047";"751047";"64";"8";"3";"8458";"6206";"80";"10";"6116";"2446";"278";"574";"332";"198";"29";"-";"-";"561";"-";"23";"-";"1198";"-";"-";"-";"430";"2";"9";"-";"5";"27";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-"
"751048";"751048";"65";"8";"3";"2577";"2092";"28";"3";"2061";"808";"131";"72";"255";"53";"6";"-";"-";"135";"-";"7";"-";"240";"-";"-";"-";"326";"3";"4";"-";"3";"18";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"751049";"751049";"65";"8";"3";"3823";"2946";"25";"4";"2917";"1084";"154";"301";"121";"113";"5";"-";"-";"315";"-";"8";"-";"633";"-";"-";"-";"159";"1";"6";"-";"5";"9";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"751050";"751050";"65";"8";"3";"3738";"2882";"23";"7";"2852";"926";"115";"326";"115";"150";"5";"-";"-";"315";"-";"8";"-";"714";"-";"-";"-";"165";"0";"4";"-";"6";"3";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"751051";"751051";"65";"8";"3";"5998";"4457";"39";"13";"4405";"1699";"168";"237";"205";"150";"13";"-";"-";"345";"-";"19";"-";"1268";"-";"-";"-";"271";"0";"7";"-";"4";"17";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751053";"751053";"64";"8";"3";"2518";"1620";"34";"6";"1580";"681";"51";"75";"94";"47";"12";"-";"-";"206";"-";"16";"-";"248";"-";"-";"-";"139";"0";"2";"-";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751055";"751055";"64";"8";"3";"824";"605";"6";"2";"597";"209";"21";"103";"43";"15";"2";"-";"-";"61";"-";"2";"-";"106";"-";"-";"-";"28";"0";"1";"-";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751056";"751056";"64";"8";"3";"1494";"1145";"14";"3";"1128";"374";"22";"49";"56";"33";"1";"-";"-";"118";"-";"6";"-";"381";"-";"-";"-";"75";"1";"1";"-";"1";"8";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751061";"751061";"65";"8";"3";"8755";"5843";"106";"18";"5719";"2381";"480";"247";"474";"195";"84";"-";"-";"340";"-";"18";"-";"710";"-";"-";"-";"676";"4";"17";"-";"4";"82";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-"
"751062";"751062";"63";"8";"3";"3642";"2077";"27";"8";"2042";"963";"238";"52";"94";"48";"2";"-";"-";"218";"-";"12";"-";"183";"-";"-";"-";"210";"0";"5";"-";"3";"12";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751063";"751063";"64";"8";"3";"10824";"6742";"136";"24";"6582";"2707";"779";"273";"518";"171";"81";"-";"-";"436";"-";"18";"-";"673";"-";"-";"-";"776";"7";"22";"-";"15";"94";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-"
"751064";"751064";"63";"8";"3";"5445";"3882";"35";"12";"3835";"1610";"274";"185";"325";"119";"25";"-";"-";"294";"-";"17";"-";"414";"-";"-";"-";"472";"1";"12";"-";"7";"78";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751065";"751065";"65";"8";"3";"6150";"4720";"61";"8";"4651";"1911";"304";"312";"352";"180";"29";"-";"-";"361";"-";"4";"-";"721";"-";"-";"-";"427";"3";"6";"-";"6";"29";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"751066";"751066";"62";"8";"3";"4843";"3621";"23";"10";"3588";"1039";"230";"456";"154";"223";"15";"-";"-";"244";"-";"8";"-";"922";"-";"-";"-";"254";"4";"7";"-";"7";"23";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751067";"751067";"64";"8";"3";"5070";"3721";"99";"6";"3616";"1307";"391";"196";"329";"182";"41";"-";"-";"157";"-";"6";"-";"547";"-";"-";"-";"344";"5";"11";"-";"5";"93";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"751068";"751068";"64";"8";"3";"3511";"2402";"42";"10";"2350";"1100";"166";"55";"192";"43";"20";"-";"-";"232";"-";"15";"-";"184";"-";"-";"-";"291";"3";"13";"-";"7";"23";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"756001";"756001";"79";"9";"3";"1832";"1437";"14";"4";"1419";"174";"14";"25";"22";"5";"-";"-";"-";"184";"-";"-";"-";"329";"-";"-";"-";"25";"-";"-";"641";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756002";"756002";"79";"9";"3";"433";"329";"7";"1";"321";"85";"4";"10";"6";"4";"-";"-";"-";"25";"-";"-";"-";"107";"-";"-";"-";"7";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756003";"756003";"79";"9";"3";"1934";"1453";"15";"3";"1435";"189";"50";"26";"48";"11";"-";"-";"-";"409";"-";"-";"-";"410";"-";"-";"-";"72";"-";"-";"220";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756004";"756004";"79";"9";"3";"420";"281";"1";"0";"280";"45";"3";"3";"5";"0";"-";"-";"-";"83";"-";"-";"-";"86";"-";"-";"-";"11";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756005";"756005";"79";"9";"3";"830";"565";"5";"0";"560";"44";"8";"13";"13";"2";"-";"-";"-";"67";"-";"-";"-";"113";"-";"-";"-";"17";"-";"-";"283";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756006";"756006";"79";"9";"3";"382";"274";"8";"0";"266";"83";"4";"8";"6";"5";"-";"-";"-";"36";"-";"-";"-";"89";"-";"-";"-";"13";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756007";"756007";"79";"9";"3";"5773";"4149";"28";"26";"4095";"282";"56";"176";"190";"34";"-";"-";"-";"203";"-";"-";"-";"685";"-";"-";"-";"46";"-";"-";"2423";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756008";"756008";"79";"9";"3";"722";"542";"1";"4";"537";"22";"7";"59";"5";"2";"-";"-";"-";"28";"-";"-";"-";"82";"-";"-";"-";"3";"-";"-";"329";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756009";"756009";"79";"9";"3";"368";"280";"3";"3";"274";"18";"4";"16";"10";"3";"-";"-";"-";"21";"-";"-";"-";"68";"-";"-";"-";"1";"-";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756010";"756010";"79";"9";"3";"240";"198";"2";"0";"196";"9";"6";"5";"4";"0";"-";"-";"-";"9";"-";"-";"-";"49";"-";"-";"-";"3";"-";"-";"111";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756011";"756011";"79";"9";"3";"12585";"9458";"102";"54";"9302";"1987";"329";"514";"185";"119";"-";"-";"-";"876";"-";"-";"-";"4243";"-";"-";"-";"222";"-";"-";"827";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756012";"756012";"79";"9";"3";"771";"642";"4";"3";"635";"57";"9";"21";"8";"7";"-";"-";"-";"47";"-";"-";"-";"430";"-";"-";"-";"11";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756013";"756013";"79";"9";"3";"2422";"1944";"15";"9";"1920";"417";"20";"55";"20";"31";"-";"-";"-";"148";"-";"-";"-";"1071";"-";"-";"-";"37";"-";"-";"121";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756014";"756014";"79";"9";"3";"317";"265";"5";"0";"260";"27";"2";"6";"5";"5";"-";"-";"-";"31";"-";"-";"-";"151";"-";"-";"-";"7";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"756015";"756015";"79";"9";"3";"1815";"1423";"17";"2";"1404";"728";"37";"24";"28";"14";"-";"-";"-";"116";"-";"-";"-";"378";"-";"-";"-";"34";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760001";"760001";"83";"9";"3";"3476";"2483";"20";"7";"2456";"551";"-";"68";"387";"24";"392";"134";"-";"216";"-";"-";"-";"620";"-";"-";"22";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760002";"760002";"83";"9";"3";"1088";"878";"4";"1";"873";"94";"-";"22";"58";"7";"42";"29";"-";"45";"-";"-";"-";"564";"-";"-";"0";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760003";"760003";"83";"9";"3";"492";"329";"3";"2";"324";"30";"-";"8";"71";"8";"17";"7";"-";"28";"-";"-";"-";"140";"-";"-";"0";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760004";"760004";"83";"9";"3";"562";"399";"6";"2";"391";"38";"-";"12";"31";"7";"61";"13";"-";"23";"-";"-";"-";"190";"-";"-";"5";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760005";"760005";"83";"9";"3";"451";"320";"6";"1";"313";"44";"-";"5";"17";"2";"22";"18";"-";"23";"-";"-";"-";"176";"-";"-";"0";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760006";"760006";"83";"9";"3";"359";"261";"6";"1";"254";"19";"-";"3";"41";"3";"56";"43";"-";"12";"-";"-";"-";"63";"-";"-";"8";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760007";"760007";"83";"9";"3";"452";"315";"3";"0";"312";"28";"-";"10";"17";"4";"49";"38";"-";"33";"-";"-";"-";"86";"-";"-";"37";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760008";"760008";"83";"9";"3";"672";"481";"7";"1";"473";"56";"-";"10";"20";"5";"31";"51";"-";"39";"-";"-";"-";"242";"-";"-";"4";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760009";"760009";"83";"9";"3";"586";"432";"5";"0";"427";"85";"-";"9";"40";"3";"76";"40";"-";"39";"-";"-";"-";"109";"-";"-";"10";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760010";"760010";"83";"9";"3";"2750";"1974";"20";"7";"1947";"149";"-";"16";"67";"20";"174";"19";"-";"124";"-";"-";"-";"1332";"-";"-";"3";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760011";"760011";"83";"9";"3";"289";"241";"5";"1";"235";"21";"-";"8";"12";"3";"8";"4";"-";"24";"-";"-";"-";"143";"-";"-";"2";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760012";"760012";"83";"9";"3";"995";"828";"3";"1";"824";"150";"-";"42";"120";"18";"59";"34";"-";"58";"-";"-";"-";"324";"-";"-";"2";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760013";"760013";"83";"9";"3";"360";"286";"4";"2";"280";"47";"-";"11";"21";"4";"31";"5";"-";"25";"-";"-";"-";"127";"-";"-";"2";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760014";"760014";"83";"9";"3";"4064";"3077";"34";"15";"3028";"658";"-";"144";"457";"48";"173";"47";"-";"253";"-";"-";"-";"1164";"-";"-";"10";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760015";"760015";"83";"9";"3";"3162";"2505";"29";"5";"2471";"470";"-";"158";"366";"21";"191";"39";"-";"174";"-";"-";"-";"1011";"-";"-";"3";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760016";"760016";"83";"9";"3";"688";"506";"4";"2";"500";"69";"-";"14";"71";"3";"25";"22";"-";"71";"-";"-";"-";"206";"-";"-";"7";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760017";"760017";"83";"9";"3";"326";"271";"7";"0";"264";"30";"-";"3";"17";"3";"30";"8";"-";"14";"-";"-";"-";"157";"-";"-";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760018";"760018";"83";"9";"3";"488";"348";"2";"1";"345";"50";"-";"6";"42";"3";"14";"31";"-";"55";"-";"-";"-";"140";"-";"-";"0";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760019";"760019";"83";"9";"3";"367";"275";"0";"1";"274";"19";"-";"3";"17";"4";"11";"6";"-";"23";"-";"-";"-";"181";"-";"-";"0";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760020";"760020";"83";"9";"3";"597";"485";"8";"1";"476";"58";"-";"5";"18";"7";"9";"30";"-";"30";"-";"-";"-";"314";"-";"-";"0";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760021";"760021";"83";"9";"3";"1159";"870";"7";"2";"861";"126";"-";"13";"55";"21";"16";"21";"-";"59";"-";"-";"-";"532";"-";"-";"1";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760022";"760022";"83";"9";"3";"943";"709";"5";"5";"699";"81";"-";"19";"111";"11";"14";"8";"-";"68";"-";"-";"-";"372";"-";"-";"3";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760023";"760023";"83";"9";"3";"269";"217";"4";"0";"213";"32";"-";"5";"21";"3";"8";"4";"-";"26";"-";"-";"-";"101";"-";"-";"1";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760024";"760024";"83";"9";"3";"6160";"4697";"44";"15";"4638";"1266";"-";"111";"269";"42";"619";"230";"-";"308";"-";"-";"-";"1718";"-";"-";"16";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760025";"760025";"83";"9";"3";"1033";"818";"5";"4";"809";"109";"-";"9";"27";"3";"48";"10";"-";"58";"-";"-";"-";"540";"-";"-";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760026";"760026";"83";"9";"3";"648";"491";"8";"0";"483";"52";"-";"8";"17";"3";"89";"20";"-";"31";"-";"-";"-";"254";"-";"-";"6";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760027";"760027";"83";"9";"3";"1290";"972";"7";"1";"964";"134";"-";"10";"34";"9";"182";"48";"-";"60";"-";"-";"-";"471";"-";"-";"0";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760028";"760028";"83";"9";"3";"936";"732";"6";"1";"725";"138";"-";"10";"26";"4";"50";"28";"-";"57";"-";"-";"-";"396";"-";"-";"2";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760029";"760029";"83";"9";"3";"543";"446";"3";"0";"443";"78";"-";"10";"15";"3";"60";"17";"-";"56";"-";"-";"-";"198";"-";"-";"1";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760030";"760030";"83";"9";"3";"3318";"2582";"32";"7";"2543";"756";"-";"32";"51";"20";"324";"132";"-";"303";"-";"-";"-";"887";"-";"-";"8";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760031";"760031";"83";"9";"3";"525";"400";"1";"1";"398";"46";"-";"2";"21";"8";"39";"15";"-";"41";"-";"-";"-";"220";"-";"-";"2";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760032";"760032";"83";"9";"3";"603";"427";"3";"1";"423";"55";"-";"4";"18";"5";"12";"3";"-";"42";"-";"-";"-";"271";"-";"-";"2";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760033";"760033";"83";"9";"3";"1408";"1124";"8";"0";"1116";"415";"-";"4";"16";"10";"125";"17";"-";"93";"-";"-";"-";"416";"-";"-";"9";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760034";"760034";"83";"9";"3";"512";"423";"2";"0";"421";"28";"-";"3";"6";"0";"5";"8";"-";"29";"-";"-";"-";"335";"-";"-";"0";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760035";"760035";"83";"9";"3";"1733";"1345";"13";"2";"1330";"445";"-";"24";"32";"15";"106";"28";"-";"91";"-";"-";"-";"576";"-";"-";"5";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760036";"760036";"83";"9";"3";"497";"355";"5";"0";"350";"57";"-";"8";"20";"6";"9";"18";"-";"39";"-";"-";"-";"179";"-";"-";"0";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766001";"766001";"72";"8";"3";"5985";"4502";"32";"15";"4455";"1242";"82";"103";"49";"122";"124";"-";"-";"679";"-";"-";"-";"1976";"-";"-";"-";"78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766002";"766002";"72";"8";"3";"3190";"2360";"15";"13";"2332";"933";"39";"41";"29";"32";"162";"-";"-";"351";"-";"-";"-";"701";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
