"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2005 - Stemmeberettigede";"KV2005 - Afgivne stemmer";"KV2005 - Blanke stemmer";"KV2005 - Andre ugyldige stemmer";"KV2005 - Gyldige stemmer";"KV2005 - A";"KV2005 - B";"KV2005 - C";"KV2005 - F";"KV2005 - I";"KV2005 - J";"KV2005 - K";"KV2005 - G";"KV2005 - M";"KV2005 - O";"KV2005 - N";"KV2005 - U";"KV2005 - S";"KV2005 - H";"KV2005 - Y";"KV2005 - V";"KV2005 - Z";"KV2005 - Ø";"KV2005 - R";"KV2005 - Å";"KV2005 - L";"KV2005 - D";"KV2005 - P";"KV2005 - E";"KV2005 - 1";"KV2005 - 2";"KV2005 - 3";"KV2005 - Æ";"KV2005 - Q";"KV2005 - T";"KV2005 - W"
"735001";"735001";"87";"15";"3";"950";"611";"5";"1";"605";"125";"8";"14";"26";"-";"-";"-";"42";"-";"22";"-";"-";"-";"-";"-";"94";"-";"12";"-";"-";"262";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"735002";"735002";"87";"15";"3";"1684";"1088";"10";"4";"1074";"186";"10";"13";"27";"-";"-";"-";"13";"-";"25";"-";"-";"-";"-";"-";"147";"-";"16";"-";"-";"637";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"735003";"735003";"87";"15";"3";"1999";"1237";"8";"2";"1227";"361";"23";"28";"28";"-";"-";"-";"11";"-";"57";"-";"-";"-";"-";"-";"132";"-";"10";"-";"-";"577";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"735004";"735004";"87";"15";"3";"1542";"1048";"6";"1";"1041";"358";"23";"19";"49";"-";"-";"-";"3";"-";"39";"-";"-";"-";"-";"-";"170";"-";"11";"-";"-";"369";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"737001";"737001";"89";"15";"3";"796";"661";"2";"3";"656";"141";"55";"16";"66";"-";"-";"3";"-";"-";"11";"18";"-";"-";"-";"-";"248";"-";"98";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"737002";"737002";"89";"15";"3";"3818";"3087";"20";"4";"3063";"735";"402";"57";"416";"-";"-";"3";"-";"-";"57";"191";"-";"-";"-";"-";"1000";"-";"200";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"737003";"737003";"89";"15";"3";"776";"595";"5";"1";"589";"135";"68";"14";"88";"-";"-";"4";"-";"-";"12";"24";"-";"-";"-";"-";"205";"-";"39";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"737004";"737004";"89";"15";"3";"1201";"886";"5";"0";"881";"193";"128";"11";"104";"-";"-";"1";"-";"-";"13";"59";"-";"-";"-";"-";"307";"-";"65";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"737005";"737005";"89";"15";"3";"1598";"1184";"13";"1";"1170";"331";"33";"26";"41";"-";"-";"0";"-";"-";"50";"22";"-";"-";"-";"-";"634";"-";"15";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"739001";"739001";"86";"15";"3";"2417";"1856";"11";"3";"1842";"951";"151";"48";"93";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"380";"-";"14";"-";"-";"144";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"739002";"739002";"86";"15";"3";"1451";"1064";"8";"2";"1054";"496";"39";"20";"52";"-";"-";"-";"-";"-";"47";"-";"-";"-";"-";"-";"200";"-";"15";"-";"-";"183";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"739003";"739003";"86";"15";"3";"637";"467";"1";"0";"466";"252";"18";"11";"26";"-";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"84";"-";"11";"-";"-";"37";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"739004";"739004";"86";"15";"3";"844";"662";"5";"1";"656";"226";"124";"38";"26";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"178";"-";"10";"-";"-";"30";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"741001";"741001";"88";"15";"3";"2911";"2264";"12";"8";"2244";"370";"308";"449";"147";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"760";"-";"-";"-";"43";"163";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"741002";"741002";"88";"15";"3";"407";"339";"5";"0";"334";"56";"54";"56";"25";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"101";"-";"-";"-";"12";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"743001";"743001";"89";"15";"3";"7305";"4429";"45";"7";"4377";"1669";"220";"47";"646";"-";"-";"85";"-";"-";"211";"-";"-";"-";"-";"-";"1189";"-";"252";"-";"-";"53";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"743002";"743002";"89";"15";"3";"2072";"1303";"12";"2";"1289";"615";"51";"20";"150";"-";"-";"17";"-";"-";"79";"-";"-";"-";"-";"-";"291";"-";"53";"-";"-";"11";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"743003";"743003";"89";"15";"3";"3575";"2221";"28";"6";"2187";"939";"78";"32";"225";"-";"-";"25";"-";"-";"143";"-";"-";"-";"-";"-";"606";"-";"97";"-";"-";"23";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-"
"743004";"743004";"89";"15";"3";"5595";"3241";"39";"14";"3188";"1499";"150";"31";"267";"-";"-";"40";"-";"-";"187";"-";"-";"-";"-";"-";"817";"-";"134";"-";"-";"35";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-"
"743005";"743005";"89";"15";"3";"1896";"1277";"8";"0";"1269";"417";"35";"12";"148";"-";"-";"12";"-";"-";"59";"-";"-";"-";"-";"-";"534";"-";"36";"-";"-";"16";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743006";"743006";"89";"15";"3";"2903";"1939";"13";"1";"1925";"723";"53";"26";"153";"-";"-";"30";"-";"-";"85";"-";"-";"-";"-";"-";"794";"-";"38";"-";"-";"16";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-"
"743007";"743007";"89";"15";"3";"2816";"1849";"17";"2";"1830";"545";"83";"31";"130";"-";"-";"27";"-";"-";"58";"-";"-";"-";"-";"-";"915";"-";"20";"-";"-";"16";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"743008";"743008";"89";"15";"3";"1703";"1115";"11";"3";"1101";"379";"41";"19";"112";"-";"-";"15";"-";"-";"80";"-";"-";"-";"-";"-";"419";"-";"30";"-";"-";"6";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743009";"743009";"89";"15";"3";"4022";"2513";"34";"4";"2475";"1038";"94";"19";"192";"-";"-";"45";"-";"-";"147";"-";"-";"-";"-";"-";"832";"-";"83";"-";"-";"19";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"743010";"743010";"89";"15";"3";"763";"594";"4";"2";"588";"134";"17";"0";"41";"-";"-";"4";"-";"-";"34";"-";"-";"-";"-";"-";"344";"-";"13";"-";"-";"1";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743011";"743011";"89";"15";"3";"179";"125";"0";"0";"125";"26";"1";"0";"0";"-";"-";"6";"-";"-";"5";"-";"-";"-";"-";"-";"87";"-";"0";"-";"-";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743012";"743012";"89";"15";"3";"513";"361";"2";"0";"359";"95";"10";"2";"48";"-";"-";"11";"-";"-";"21";"-";"-";"-";"-";"-";"161";"-";"5";"-";"-";"6";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743013";"743013";"89";"15";"3";"802";"545";"4";"1";"540";"158";"20";"9";"43";"-";"-";"9";"-";"-";"33";"-";"-";"-";"-";"-";"239";"-";"22";"-";"-";"7";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743014";"743014";"89";"15";"3";"368";"280";"1";"0";"279";"59";"40";"5";"49";"-";"-";"4";"-";"-";"15";"-";"-";"-";"-";"-";"87";"-";"19";"-";"-";"0";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"743015";"743015";"89";"15";"3";"1304";"927";"6";"0";"921";"421";"25";"25";"58";"-";"-";"19";"-";"-";"32";"-";"-";"-";"-";"-";"320";"-";"15";"-";"-";"4";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"743016";"743016";"89";"15";"3";"2926";"2035";"10";"1";"2024";"666";"103";"41";"235";"-";"-";"19";"-";"-";"105";"-";"-";"-";"-";"-";"790";"-";"47";"-";"-";"13";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"743017";"743017";"89";"15";"3";"354";"253";"1";"0";"252";"74";"8";"10";"28";"-";"-";"4";"-";"-";"12";"-";"-";"-";"-";"-";"110";"-";"4";"-";"-";"2";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743018";"743018";"89";"15";"3";"313";"242";"6";"0";"236";"61";"17";"1";"20";"-";"-";"7";"-";"-";"14";"-";"-";"-";"-";"-";"109";"-";"6";"-";"-";"1";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"743019";"743019";"89";"15";"3";"516";"344";"4";"0";"340";"89";"10";"2";"27";"-";"-";"13";"-";"-";"25";"-";"-";"-";"-";"-";"160";"-";"8";"-";"-";"3";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"743020";"743020";"89";"15";"3";"2476";"1732";"9";"2";"1721";"517";"57";"36";"208";"-";"-";"17";"-";"-";"106";"-";"-";"-";"-";"-";"735";"-";"31";"-";"-";"12";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"745001";"745001";"88";"15";"3";"6492";"4470";"43";"7";"4420";"2002";"221";"292";"252";"-";"-";"13";"-";"-";"158";"7";"-";"-";"-";"-";"1355";"-";"117";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"745002";"745002";"88";"15";"3";"2859";"2165";"16";"1";"2148";"794";"100";"205";"121";"-";"-";"5";"-";"-";"100";"1";"-";"-";"-";"-";"793";"-";"28";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"745003";"745003";"88";"15";"3";"1545";"1158";"7";"1";"1150";"289";"55";"29";"52";"-";"-";"4";"-";"-";"58";"0";"-";"-";"-";"-";"635";"-";"28";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"745004";"745004";"88";"15";"3";"591";"474";"2";"0";"472";"100";"16";"11";"33";"-";"-";"1";"-";"-";"10";"2";"-";"-";"-";"-";"290";"-";"9";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"745005";"745005";"88";"15";"3";"1124";"802";"10";"1";"791";"213";"35";"40";"67";"-";"-";"2";"-";"-";"47";"0";"-";"-";"-";"-";"359";"-";"28";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"745006";"745006";"88";"15";"3";"4030";"2885";"29";"7";"2849";"937";"206";"222";"94";"-";"-";"17";"-";"-";"122";"5";"-";"-";"-";"-";"1193";"-";"53";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"745036";"745036";"88";"15";"3";"584";"410";"5";"0";"405";"175";"19";"15";"23";"-";"-";"1";"-";"-";"21";"0";"-";"-";"-";"-";"145";"-";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"747004";"747004";"84";"15";"3";"339";"212";"1";"0";"211";"42";"3";"14";"12";"-";"-";"-";"1";"-";"17";"-";"-";"-";"-";"-";"69";"-";"2";"-";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"747005";"747005";"84";"15";"3";"2175";"1470";"20";"2";"1448";"580";"25";"78";"35";"-";"-";"-";"10";"-";"58";"-";"-";"-";"-";"-";"426";"-";"7";"-";"-";"229";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"747006";"747006";"84";"15";"3";"493";"334";"4";"0";"330";"73";"5";"12";"15";"-";"-";"-";"1";"-";"17";"-";"-";"-";"-";"-";"179";"-";"4";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"749001";"749001";"89";"15";"3";"2485";"1800";"11";"2";"1787";"363";"22";"37";"679";"-";"-";"11";"-";"-";"82";"-";"-";"-";"-";"-";"477";"-";"17";"-";"-";"99";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"749002";"749002";"89";"15";"3";"779";"585";"7";"0";"578";"76";"5";"5";"142";"-";"-";"3";"-";"-";"34";"-";"-";"-";"-";"-";"215";"-";"4";"-";"-";"94";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"749003";"749003";"89";"15";"3";"1585";"1112";"11";"1";"1100";"118";"28";"11";"423";"-";"-";"7";"-";"-";"51";"-";"-";"-";"-";"-";"419";"-";"30";"-";"-";"11";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"749004";"749004";"89";"15";"3";"397";"253";"3";"0";"250";"35";"8";"3";"96";"-";"-";"1";"-";"-";"13";"-";"-";"-";"-";"-";"84";"-";"9";"-";"-";"1";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"751001";"751001";"82";"15";"3";"13241";"9662";"73";"11";"9578";"3437";"856";"470";"644";"4";"2";"56";"-";"75";"204";"-";"-";"-";"3";"0";"3237";"-";"478";"4";"82";"0";"11";"5";"5";"-";"-";"-";"-";"-";"5";"0"
"751002";"751002";"82";"15";"3";"6061";"4354";"42";"6";"4306";"1893";"262";"176";"280";"1";"0";"32";"-";"27";"140";"-";"-";"-";"2";"0";"1208";"-";"205";"0";"65";"0";"6";"2";"4";"-";"-";"-";"-";"-";"3";"0"
"751003";"751003";"82";"15";"3";"6804";"4977";"31";"6";"4940";"1994";"224";"186";"265";"0";"1";"23";"-";"25";"221";"-";"-";"-";"0";"0";"1748";"-";"170";"3";"71";"1";"5";"1";"2";"-";"-";"-";"-";"-";"0";"0"
"751004";"751004";"82";"15";"3";"4255";"3167";"13";"2";"3152";"1213";"212";"128";"175";"0";"1";"27";"-";"14";"103";"-";"-";"-";"1";"0";"1093";"-";"138";"2";"39";"2";"1";"2";"0";"-";"-";"-";"-";"-";"1";"0"
"751006";"751006";"82";"15";"3";"3328";"2696";"10";"2";"2684";"1010";"140";"82";"146";"1";"0";"12";"-";"8";"85";"-";"-";"-";"0";"0";"1086";"-";"95";"0";"11";"0";"4";"0";"3";"-";"-";"-";"-";"-";"1";"0"
"751007";"751007";"83";"15";"3";"6107";"4188";"33";"15";"4140";"1641";"345";"128";"244";"0";"1";"77";"-";"19";"149";"-";"-";"-";"1";"1";"1310";"-";"170";"1";"39";"1";"7";"4";"2";"-";"-";"-";"-";"-";"0";"0"
"751009";"751009";"82";"15";"3";"3006";"2452";"14";"3";"2435";"937";"122";"62";"140";"0";"0";"8";"-";"2";"85";"-";"-";"-";"0";"0";"950";"-";"107";"1";"15";"0";"3";"0";"3";"-";"-";"-";"-";"-";"0";"0"
"751011";"751011";"82";"15";"3";"-";"2488";"11";"3";"2474";"972";"125";"54";"156";"1";"0";"12";"-";"7";"101";"-";"-";"-";"0";"0";"903";"-";"110";"3";"26";"0";"3";"1";"0";"-";"-";"-";"-";"-";"0";"0"
"751012";"751012";"82";"15";"3";"4522";"3475";"17";"2";"3456";"829";"169";"206";"110";"3";"0";"23";"-";"8";"93";"-";"-";"-";"0";"0";"1871";"-";"95";"1";"38";"0";"0";"3";"5";"-";"-";"-";"-";"-";"0";"2"
"751013";"751013";"82";"15";"3";"-";"2774";"13";"2";"2759";"964";"80";"74";"124";"0";"2";"6";"-";"5";"135";"-";"-";"-";"0";"0";"1265";"-";"73";"3";"21";"0";"4";"3";"0";"-";"-";"-";"-";"-";"0";"0"
"751016";"751016";"83";"15";"3";"3151";"1945";"15";"9";"1921";"1011";"89";"26";"76";"1";"0";"2";"-";"15";"99";"-";"-";"-";"1";"0";"528";"-";"38";"3";"28";"0";"0";"0";"2";"-";"-";"-";"-";"-";"2";"0"
"751018";"751018";"83";"15";"3";"-";"3248";"13";"5";"3230";"1342";"91";"89";"129";"0";"0";"13";"-";"2";"194";"-";"-";"-";"0";"1";"1134";"-";"53";"4";"169";"0";"4";"1";"3";"-";"-";"-";"-";"-";"1";"0"
"751019";"751019";"83";"15";"3";"8487";"5812";"36";"7";"5769";"2537";"278";"188";"294";"1";"3";"27";"-";"27";"307";"-";"-";"-";"1";"1";"1775";"-";"197";"4";"110";"1";"13";"2";"1";"-";"-";"-";"-";"-";"0";"2"
"751021";"751021";"80";"15";"3";"-";"7918";"92";"6";"7820";"2812";"906";"345";"648";"4";"1";"35";"-";"80";"120";"-";"-";"-";"5";"0";"2267";"-";"485";"3";"64";"3";"10";"9";"12";"-";"-";"-";"-";"-";"9";"2"
"751022";"751022";"83";"15";"3";"6125";"3918";"21";"8";"3889";"1675";"194";"114";"127";"0";"0";"24";"-";"16";"222";"-";"-";"-";"0";"0";"1341";"-";"93";"1";"73";"0";"6";"2";"0";"-";"-";"-";"-";"-";"1";"0"
"751024";"751024";"83";"15";"3";"-";"4053";"22";"0";"4031";"1356";"205";"192";"217";"0";"0";"24";"-";"11";"183";"-";"-";"-";"0";"0";"1625";"-";"128";"2";"80";"0";"5";"2";"0";"-";"-";"-";"-";"-";"0";"1"
"751025";"751025";"83";"15";"3";"-";"4029";"36";"17";"3976";"1488";"719";"63";"237";"0";"2";"87";"-";"52";"121";"-";"-";"-";"1";"1";"1002";"-";"158";"0";"33";"2";"3";"1";"3";"-";"-";"-";"-";"-";"2";"1"
"751026";"751026";"83";"15";"3";"-";"3596";"37";"2";"3557";"1405";"181";"98";"191";"1";"0";"23";"-";"20";"155";"-";"-";"-";"1";"0";"1239";"-";"171";"5";"49";"1";"3";"5";"6";"-";"-";"-";"-";"-";"3";"0"
"751030";"751030";"83";"15";"3";"-";"2478";"12";"2";"2464";"875";"80";"68";"99";"0";"0";"8";"-";"9";"118";"-";"-";"-";"0";"0";"1104";"-";"77";"0";"21";"0";"1";"1";"2";"-";"-";"-";"-";"-";"1";"0"
"751031";"751031";"83";"15";"3";"-";"401";"7";"0";"394";"156";"10";"5";"29";"2";"0";"2";"-";"3";"12";"-";"-";"-";"0";"0";"146";"-";"17";"0";"10";"0";"1";"0";"1";"-";"-";"-";"-";"-";"0";"0"
"751033";"751033";"83";"15";"3";"-";"1593";"9";"2";"1582";"632";"55";"42";"55";"0";"0";"10";"-";"7";"67";"-";"-";"-";"0";"0";"640";"-";"32";"0";"37";"3";"0";"0";"2";"-";"-";"-";"-";"-";"0";"0"
"751041";"751041";"80";"15";"3";"-";"8750";"80";"15";"8655";"3097";"1078";"350";"939";"8";"2";"64";"-";"117";"121";"-";"-";"-";"5";"1";"2062";"-";"716";"5";"57";"3";"11";"3";"10";"-";"-";"-";"-";"-";"6";"0"
"751042";"751042";"81";"15";"3";"-";"6851";"51";"4";"6796";"2803";"662";"202";"590";"4";"0";"82";"-";"53";"138";"-";"-";"-";"0";"0";"1749";"-";"403";"9";"65";"3";"12";"5";"11";"-";"-";"-";"-";"-";"4";"1"
"751043";"751043";"81";"15";"3";"-";"6601";"58";"6";"6537";"2710";"557";"274";"508";"0";"1";"84";"-";"65";"163";"-";"-";"-";"2";"0";"1777";"-";"293";"13";"49";"2";"13";"6";"7";"-";"-";"-";"-";"-";"9";"4"
"751044";"751044";"81";"15";"3";"-";"720";"8";"1";"711";"282";"42";"20";"49";"0";"0";"8";"-";"2";"20";"-";"-";"-";"0";"0";"220";"-";"50";"0";"12";"0";"2";"1";"3";"-";"-";"-";"-";"-";"0";"0"
"751045";"751045";"80";"15";"3";"-";"6084";"22";"3";"6059";"1709";"454";"275";"326";"1";"0";"26";"-";"17";"176";"-";"-";"-";"0";"1";"2805";"-";"213";"2";"38";"0";"3";"4";"6";"-";"-";"-";"-";"-";"0";"3"
"751047";"751047";"81";"15";"3";"-";"5406";"37";"5";"5364";"2065";"252";"204";"264";"0";"0";"41";"-";"12";"222";"-";"-";"-";"0";"0";"2103";"-";"113";"9";"69";"0";"3";"5";"1";"-";"-";"-";"-";"-";"0";"1"
"751048";"751048";"80";"15";"3";"-";"1761";"8";"1";"1752";"656";"271";"28";"106";"1";"0";"10";"-";"5";"60";"-";"-";"-";"0";"0";"440";"-";"156";"1";"15";"0";"0";"1";"1";"-";"-";"-";"-";"-";"1";"0"
"751049";"751049";"80";"15";"3";"-";"2819";"8";"3";"2808";"861";"139";"120";"108";"2";"0";"9";"-";"5";"113";"-";"-";"-";"0";"0";"1361";"-";"57";"2";"29";"0";"1";"0";"0";"-";"-";"-";"-";"-";"0";"1"
"751050";"751050";"80";"15";"3";"-";"2798";"8";"1";"2789";"740";"120";"156";"87";"0";"0";"7";"-";"2";"123";"-";"-";"-";"0";"1";"1460";"-";"54";"5";"25";"0";"3";"1";"2";"-";"-";"-";"-";"-";"3";"0"
"751051";"751051";"80";"15";"3";"-";"3696";"18";"3";"3675";"1201";"195";"119";"161";"0";"0";"15";"-";"14";"141";"-";"-";"-";"0";"0";"1697";"-";"81";"4";"41";"0";"4";"1";"1";"-";"-";"-";"-";"-";"0";"0"
"751053";"751053";"81";"15";"3";"-";"1557";"11";"2";"1544";"676";"54";"44";"68";"0";"0";"12";"-";"10";"106";"-";"-";"-";"0";"0";"512";"-";"44";"1";"16";"0";"0";"0";"1";"-";"-";"-";"-";"-";"0";"0"
"751055";"751055";"81";"15";"3";"-";"527";"3";"2";"522";"193";"16";"32";"17";"0";"0";"3";"-";"4";"31";"-";"-";"-";"0";"0";"211";"-";"12";"0";"1";"0";"1";"1";"0";"-";"-";"-";"-";"-";"0";"0"
"751056";"751056";"81";"15";"3";"-";"1041";"5";"0";"1036";"344";"38";"19";"41";"1";"0";"11";"-";"0";"54";"-";"-";"-";"0";"0";"486";"-";"26";"0";"11";"0";"0";"1";"3";"-";"-";"-";"-";"-";"1";"0"
"751061";"751061";"80";"15";"3";"-";"5589";"43";"17";"5529";"2241";"430";"198";"495";"2";"0";"123";"-";"20";"152";"-";"-";"-";"0";"0";"1450";"-";"317";"3";"71";"1";"14";"5";"4";"-";"-";"-";"-";"-";"2";"1"
"751063";"751063";"81";"15";"3";"-";"6488";"48";"16";"6424";"3060";"487";"174";"496";"0";"2";"79";"-";"36";"212";"-";"-";"-";"1";"0";"1430";"-";"346";"6";"73";"1";"9";"6";"4";"-";"-";"-";"-";"-";"2";"0"
"751064";"751064";"83";"15";"3";"-";"3644";"32";"10";"3602";"1615";"209";"95";"329";"1";"0";"35";"-";"23";"162";"-";"-";"-";"0";"1";"841";"-";"216";"3";"64";"0";"1";"2";"2";"-";"-";"-";"-";"-";"3";"0"
"751065";"751065";"80";"15";"3";"-";"4354";"12";"8";"4334";"1688";"246";"190";"273";"0";"0";"46";"-";"10";"132";"-";"-";"-";"0";"0";"1504";"-";"164";"6";"54";"0";"11";"5";"3";"-";"-";"-";"-";"-";"1";"1"
"751067";"751067";"81";"15";"3";"-";"2995";"30";"6";"2959";"1180";"261";"109";"253";"2";"4";"40";"-";"18";"74";"-";"-";"-";"2";"0";"798";"-";"170";"4";"29";"0";"6";"6";"1";"-";"-";"-";"-";"-";"1";"1"
"751068";"751068";"81";"15";"3";"-";"2314";"2";"4";"2308";"1277";"96";"40";"177";"0";"0";"26";"-";"13";"110";"-";"-";"-";"0";"1";"399";"-";"115";"6";"41";"0";"3";"2";"0";"-";"-";"-";"-";"-";"2";"0"
"761001";"761001";"94";"16";"3";"4811";"3411";"31";"12";"3368";"1029";"104";"675";"91";"-";"-";"172";"-";"-";"295";"-";"-";"-";"-";"-";"993";"-";"9";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"761002";"761002";"94";"16";"3";"2235";"1513";"15";"5";"1493";"538";"30";"315";"25";"-";"-";"42";"-";"-";"113";"-";"-";"-";"-";"-";"419";"-";"9";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"761003";"761003";"94";"16";"3";"882";"582";"11";"1";"570";"150";"19";"96";"29";"-";"-";"17";"-";"-";"52";"-";"-";"-";"-";"-";"203";"-";"4";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"761004";"761004";"94";"16";"3";"2576";"1792";"12";"5";"1775";"696";"29";"155";"45";"-";"-";"111";"-";"-";"129";"-";"-";"-";"-";"-";"593";"-";"16";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"763001";"763001";"92";"16";"3";"2428";"1758";"18";"8";"1732";"430";"55";"48";"263";"-";"-";"14";"-";"-";"83";"-";"-";"-";"-";"-";"827";"-";"11";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"763002";"763002";"92";"16";"3";"1792";"1317";"18";"4";"1295";"432";"47";"56";"103";"-";"-";"12";"-";"-";"106";"-";"-";"-";"-";"-";"533";"-";"5";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"763003";"763003";"92";"16";"3";"1835";"1322";"18";"1";"1303";"432";"131";"27";"110";"-";"-";"4";"-";"-";"102";"-";"-";"-";"-";"-";"490";"-";"7";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"765001";"765001";"90";"16";"3";"1737";"1151";"7";"6";"1138";"573";"5";"212";"16";"-";"-";"5";"-";"-";"74";"-";"-";"-";"-";"-";"232";"-";"7";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-"
"765002";"765002";"90";"16";"3";"808";"547";"3";"3";"541";"227";"8";"57";"5";"-";"-";"3";"-";"-";"35";"-";"-";"-";"-";"-";"196";"-";"3";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"765004";"765004";"90";"16";"3";"646";"480";"1";"1";"478";"173";"59";"22";"18";"-";"-";"0";"-";"-";"22";"-";"-";"-";"-";"-";"162";"-";"9";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-"
"765005";"765005";"90";"16";"3";"874";"666";"8";"0";"658";"218";"11";"4";"15";"-";"-";"10";"-";"-";"9";"-";"-";"-";"-";"-";"323";"-";"54";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-"
"765006";"765006";"90";"16";"3";"246";"187";"0";"0";"187";"48";"2";"3";"13";"-";"-";"5";"-";"-";"5";"-";"-";"-";"-";"-";"102";"-";"8";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-"
"767001";"767001";"94";"16";"3";"3102";"2179";"28";"17";"2134";"555";"79";"425";"58";"-";"-";"17";"-";"-";"102";"-";"0";"-";"-";"-";"878";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"767002";"767002";"94";"16";"3";"2055";"1496";"15";"0";"1481";"329";"65";"124";"26";"-";"-";"9";"-";"-";"47";"-";"0";"-";"-";"-";"873";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"769001";"769001";"94";"16";"3";"479";"372";"4";"0";"368";"119";"11";"14";"15";"-";"-";"18";"-";"-";"53";"-";"-";"-";"-";"-";"135";"-";"3";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"769002";"769002";"94";"16";"3";"1960";"1417";"22";"2";"1393";"503";"12";"47";"24";"-";"-";"58";"-";"-";"232";"-";"-";"-";"-";"-";"509";"-";"7";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
