"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2017 - Stemmeberettigede";"KV2017 - Afgivne stemmer";"KV2017 - Blanke stemmer";"KV2017 - Andre ugyldige stemmer";"KV2017 - Gyldige stemmer";"KV2017 - A";"KV2017 - B";"KV2017 - C";"KV2017 - F";"KV2017 - I";"KV2017 - J";"KV2017 - K";"KV2017 - M";"KV2017 - G";"KV2017 - N";"KV2017 - O";"KV2017 - H";"KV2017 - S";"KV2017 - V";"KV2017 - U";"KV2017 - Z";"KV2017 - Ø";"KV2017 - L";"KV2017 - Å";"KV2017 - R";"KV2017 - D";"KV2017 - P";"KV2017 - E";"KV2017 - Q";"KV2017 - Å1";"KV2017 - K2";"KV2017 - K1";"KV2017 - Æ";"KV2017 - W";"KV2017 - Y";"KV2017 - T"
"740025";"740025";"78";"9";"3";"428";"275";"7";"1";"267";"49";"10";"5";"30";"3";"-";"0";"-";"0";"-";"20";"-";"-";"53";"-";"-";"62";"13";"21";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"1"
"740026";"740026";"78";"9";"3";"2188";"1620";"28";"4";"1588";"565";"64";"57";"162";"28";"-";"13";"-";"8";"-";"85";"-";"-";"387";"-";"-";"114";"7";"37";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"51"
"740027";"740027";"78";"9";"3";"2437";"1897";"13";"1";"1883";"597";"73";"100";"115";"94";"-";"5";"-";"0";"-";"85";"-";"-";"605";"-";"-";"112";"6";"52";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"33"
"740028";"740028";"78";"9";"3";"3613";"2598";"31";"12";"2555";"905";"107";"102";"203";"56";"-";"11";"-";"6";"-";"148";"-";"-";"619";"-";"-";"207";"18";"70";"-";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"49"
"740029";"740029";"78";"9";"3";"5668";"3827";"57";"14";"3756";"1354";"123";"219";"234";"87";"-";"32";"-";"6";"-";"252";"-";"-";"926";"-";"-";"290";"28";"106";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"77"
"740030";"740030";"78";"9";"3";"2788";"2070";"20";"4";"2046";"530";"213";"51";"192";"57";"-";"5";"-";"2";"-";"135";"-";"-";"698";"-";"-";"82";"8";"47";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"22"
"740031";"740031";"78";"9";"3";"7822";"5440";"95";"22";"5323";"1579";"264";"278";"519";"171";"-";"23";"-";"9";"-";"235";"-";"-";"1418";"-";"-";"451";"36";"192";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"126"
"740032";"740032";"78";"9";"3";"2599";"2134";"13";"7";"2114";"726";"103";"107";"101";"107";"-";"7";"-";"3";"-";"90";"-";"-";"673";"-";"-";"72";"6";"56";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"57"
"741001";"741001";"70";"8";"3";"2760";"2255";"32";"6";"2217";"907";"-";"331";"217";"-";"-";"-";"128";"-";"-";"49";"-";"-";"585";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"741002";"741002";"70";"8";"3";"374";"299";"3";"3";"293";"130";"-";"37";"22";"-";"-";"-";"25";"-";"-";"6";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746001";"746001";"70";"8";"3";"1811";"1357";"12";"3";"1342";"385";"35";"79";"229";"47";"-";"-";"-";"1";"-";"118";"-";"-";"336";"-";"-";"58";"-";"48";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746002";"746002";"70";"8";"3";"4391";"3462";"31";"10";"3421";"1314";"511";"202";"84";"90";"-";"-";"-";"0";"-";"307";"-";"-";"759";"-";"-";"61";"-";"73";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746003";"746003";"70";"8";"3";"1418";"1184";"13";"2";"1169";"442";"68";"35";"167";"30";"-";"-";"-";"1";"-";"43";"-";"-";"193";"-";"-";"80";"-";"99";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746004";"746004";"70";"8";"3";"6496";"5044";"61";"5";"4978";"1953";"191";"465";"196";"207";"-";"-";"-";"2";"-";"543";"-";"-";"1126";"-";"-";"139";"-";"118";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746005";"746005";"70";"8";"3";"2754";"2090";"25";"2";"2063";"415";"77";"74";"140";"33";"-";"-";"-";"0";"-";"265";"-";"-";"909";"-";"-";"87";"-";"44";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746006";"746006";"70";"8";"3";"7601";"5505";"60";"9";"5436";"2332";"325";"186";"355";"151";"-";"-";"-";"2";"-";"424";"-";"-";"1081";"-";"-";"308";"-";"227";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746007";"746007";"70";"8";"3";"5171";"4033";"41";"11";"3981";"1559";"375";"178";"173";"148";"-";"-";"-";"1";"-";"259";"-";"-";"1014";"-";"-";"111";"-";"124";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746008";"746008";"70";"8";"3";"5354";"4428";"36";"7";"4385";"1086";"364";"264";"622";"89";"-";"-";"-";"6";"-";"219";"-";"-";"1160";"-";"-";"322";"-";"223";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746009";"746009";"70";"8";"3";"3684";"2855";"33";"4";"2818";"1328";"148";"158";"97";"80";"-";"-";"-";"1";"-";"281";"-";"-";"522";"-";"-";"73";"-";"107";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746010";"746010";"70";"8";"3";"3291";"2663";"29";"1";"2633";"1178";"101";"91";"127";"72";"-";"-";"-";"1";"-";"206";"-";"-";"704";"-";"-";"77";"-";"60";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746011";"746011";"70";"8";"3";"1621";"1288";"11";"2";"1275";"365";"69";"44";"94";"34";"-";"-";"-";"0";"-";"263";"-";"-";"291";"-";"-";"63";"-";"43";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"746012";"746012";"70";"8";"3";"1608";"1255";"16";"0";"1239";"436";"35";"28";"60";"36";"-";"-";"-";"0";"-";"141";"-";"-";"392";"-";"-";"64";"-";"31";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"751001";"751001";"62";"8";"3";"14602";"10929";"159";"18";"10752";"3923";"1057";"441";"1015";"564";"-";"71";"-";"-";"20";"356";"-";"-";"1701";"-";"-";"804";"7";"673";"16";"87";"5";"8";"-";"-";"-";"-";"-";"-";"-";"4"
"751002";"751002";"62";"8";"3";"6693";"4712";"80";"25";"4607";"1819";"395";"144";"452";"268";"-";"43";"-";"-";"6";"232";"-";"-";"569";"-";"-";"380";"3";"247";"5";"35";"2";"7";"-";"-";"-";"-";"-";"-";"-";"0"
"751003";"751003";"62";"8";"3";"7026";"5045";"53";"17";"4975";"1926";"283";"240";"437";"144";"-";"22";"-";"-";"5";"411";"-";"-";"929";"-";"-";"319";"1";"161";"6";"74";"2";"11";"-";"-";"-";"-";"-";"-";"-";"4"
"751004";"751004";"62";"8";"3";"4483";"3347";"36";"8";"3303";"1188";"273";"166";"319";"106";"-";"19";"-";"-";"3";"200";"-";"-";"590";"-";"-";"225";"3";"148";"2";"43";"2";"13";"-";"-";"-";"-";"-";"-";"-";"3"
"751006";"751006";"62";"8";"3";"7250";"5482";"59";"1";"5422";"2535";"212";"220";"339";"140";"-";"25";"-";"-";"3";"641";"-";"-";"905";"-";"-";"194";"0";"107";"5";"77";"1";"13";"-";"-";"-";"-";"-";"-";"-";"5"
"751007";"751007";"63";"8";"3";"5891";"4316";"70";"13";"4233";"1608";"339";"227";"413";"161";"-";"24";"-";"-";"10";"220";"-";"-";"702";"-";"-";"268";"1";"170";"6";"70";"2";"12";"-";"-";"-";"-";"-";"-";"-";"0"
"751008";"751008";"63";"8";"3";"10454";"6563";"101";"25";"6437";"2691";"465";"278";"529";"293";"-";"25";"-";"-";"19";"520";"-";"-";"805";"-";"-";"434";"2";"257";"12";"80";"4";"17";"-";"-";"-";"-";"-";"-";"-";"6"
"751009";"751009";"62";"8";"3";"3603";"2908";"23";"4";"2881";"1182";"146";"142";"289";"54";"-";"10";"-";"-";"4";"216";"-";"-";"511";"-";"-";"176";"1";"118";"1";"24";"1";"5";"-";"-";"-";"-";"-";"-";"-";"1"
"751010";"751010";"62";"8";"3";"9288";"6475";"93";"5";"6377";"1994";"806";"222";"529";"519";"-";"16";"-";"-";"19";"135";"-";"-";"965";"-";"-";"555";"2";"546";"8";"52";"1";"5";"-";"-";"-";"-";"-";"-";"-";"3"
"751011";"751011";"62";"8";"3";"4011";"3044";"27";"2";"3015";"1212";"158";"142";"288";"83";"-";"7";"-";"-";"1";"246";"-";"-";"450";"-";"-";"226";"0";"145";"3";"36";"0";"17";"-";"-";"-";"-";"-";"-";"-";"1"
"751012";"751012";"62";"8";"3";"4083";"3326";"27";"16";"3283";"1230";"232";"220";"354";"97";"-";"8";"-";"-";"4";"192";"-";"-";"583";"-";"-";"206";"0";"105";"1";"41";"1";"8";"-";"-";"-";"-";"-";"-";"-";"1"
"751013";"751013";"62";"8";"3";"4114";"3066";"33";"10";"3023";"1075";"95";"153";"199";"85";"-";"7";"-";"-";"1";"307";"-";"-";"806";"-";"-";"131";"0";"78";"3";"47";"0";"34";"-";"-";"-";"-";"-";"-";"-";"2"
"751016";"751016";"63";"8";"3";"488";"383";"5";"1";"377";"118";"44";"16";"37";"7";"-";"0";"-";"-";"0";"31";"-";"-";"74";"-";"-";"35";"0";"12";"0";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0"
"751018";"751018";"63";"8";"3";"5640";"3878";"41";"20";"3817";"1628";"159";"217";"269";"112";"-";"10";"-";"-";"3";"501";"-";"-";"596";"-";"-";"158";"1";"81";"3";"70";"2";"4";"-";"-";"-";"-";"-";"-";"-";"3"
"751019";"751019";"63";"8";"3";"3918";"3112";"26";"3";"3083";"1155";"197";"155";"338";"96";"-";"3";"-";"-";"0";"254";"-";"-";"477";"-";"-";"213";"0";"125";"3";"56";"0";"8";"-";"-";"-";"-";"-";"-";"-";"3"
"751021";"751021";"65";"8";"3";"17020";"11252";"178";"54";"11020";"3754";"1262";"327";"935";"883";"-";"39";"-";"-";"29";"252";"-";"-";"1575";"-";"-";"976";"5";"872";"15";"75";"1";"16";"-";"-";"-";"-";"-";"-";"-";"4"
"751022";"751022";"64";"8";"3";"3448";"2663";"28";"15";"2620";"1114";"204";"114";"248";"80";"-";"35";"-";"-";"6";"157";"-";"-";"337";"-";"-";"165";"3";"121";"1";"28";"0";"5";"-";"-";"-";"-";"-";"-";"-";"2"
"751023";"751023";"64";"8";"3";"7229";"4713";"80";"31";"4602";"1709";"461";"172";"500";"182";"-";"94";"-";"-";"22";"285";"-";"-";"476";"-";"-";"392";"1";"238";"15";"42";"0";"12";"-";"-";"-";"-";"-";"-";"-";"1"
"751024";"751024";"63";"8";"3";"6145";"4727";"34";"18";"4675";"1776";"336";"250";"441";"106";"-";"34";"-";"-";"11";"378";"-";"-";"817";"-";"-";"252";"0";"189";"9";"68";"1";"3";"-";"-";"-";"-";"-";"-";"-";"4"
"751025";"751025";"63";"8";"3";"6771";"3466";"36";"26";"3404";"1166";"956";"56";"239";"49";"-";"126";"-";"-";"35";"139";"-";"-";"179";"-";"-";"321";"2";"107";"7";"16";"0";"5";"-";"-";"-";"-";"-";"-";"-";"1"
"751026";"751026";"63";"8";"3";"5512";"3397";"40";"26";"3331";"1289";"308";"104";"243";"93";"-";"55";"-";"-";"27";"343";"-";"-";"469";"-";"-";"240";"1";"120";"8";"26";"0";"4";"-";"-";"-";"-";"-";"-";"-";"1"
"751028";"751028";"63";"8";"3";"7189";"4149";"57";"18";"4074";"1688";"307";"130";"244";"96";"-";"48";"-";"-";"25";"493";"-";"-";"635";"-";"-";"233";"2";"106";"3";"49";"2";"11";"-";"-";"-";"-";"-";"-";"-";"2"
"751030";"751030";"63";"8";"3";"3570";"2701";"33";"8";"2660";"1096";"87";"88";"139";"67";"-";"12";"-";"-";"4";"272";"-";"-";"676";"-";"-";"100";"1";"74";"0";"37";"0";"6";"-";"-";"-";"-";"-";"-";"-";"1"
"751031";"751031";"63";"8";"3";"555";"443";"4";"1";"438";"139";"19";"12";"28";"12";"-";"1";"-";"-";"0";"62";"-";"-";"79";"-";"-";"42";"0";"37";"0";"6";"0";"1";"-";"-";"-";"-";"-";"-";"-";"0"
"751033";"751033";"63";"8";"3";"2859";"1985";"27";"8";"1950";"849";"87";"55";"122";"58";"-";"9";"-";"-";"0";"222";"-";"-";"400";"-";"-";"60";"0";"50";"1";"30";"2";"3";"-";"-";"-";"-";"-";"-";"-";"2"
"751041";"751041";"65";"8";"3";"7521";"5580";"100";"24";"5456";"1808";"652";"135";"618";"318";"-";"16";"-";"-";"9";"128";"-";"-";"548";"-";"-";"664";"2";"502";"12";"34";"2";"7";"-";"-";"-";"-";"-";"-";"-";"1"
"751042";"751042";"64";"8";"3";"10471";"7778";"129";"13";"7636";"2816";"808";"195";"841";"356";"-";"43";"-";"-";"15";"264";"-";"-";"767";"-";"-";"717";"2";"709";"20";"65";"2";"12";"-";"-";"-";"-";"-";"-";"-";"4"
"751043";"751043";"64";"8";"3";"13391";"9039";"183";"22";"8834";"3266";"926";"303";"781";"601";"-";"72";"-";"-";"19";"317";"-";"-";"1206";"-";"-";"740";"5";"489";"10";"79";"4";"16";"-";"-";"-";"-";"-";"-";"-";"0"
"751044";"751044";"64";"8";"3";"1496";"963";"6";"5";"952";"345";"58";"31";"118";"41";"-";"10";"-";"-";"0";"61";"-";"-";"117";"-";"-";"65";"3";"83";"1";"17";"0";"0";"-";"-";"-";"-";"-";"-";"-";"2"
"751045";"751045";"65";"8";"3";"8030";"6489";"46";"14";"6429";"2116";"454";"646";"499";"301";"-";"29";"-";"-";"1";"322";"-";"-";"1427";"-";"-";"303";"0";"235";"5";"75";"0";"12";"-";"-";"-";"-";"-";"-";"-";"4"
"751047";"751047";"64";"8";"3";"8863";"6600";"76";"20";"6504";"2614";"319";"318";"586";"171";"-";"33";"-";"-";"14";"611";"-";"-";"1189";"-";"-";"347";"0";"196";"11";"65";"3";"26";"-";"-";"-";"-";"-";"-";"-";"1"
"751048";"751048";"65";"8";"3";"2777";"2225";"18";"6";"2201";"619";"89";"53";"642";"46";"-";"4";"-";"-";"2";"140";"-";"-";"211";"-";"-";"207";"1";"157";"4";"22";"0";"3";"-";"-";"-";"-";"-";"-";"-";"1"
"751049";"751049";"65";"8";"3";"4019";"2992";"34";"3";"2955";"1098";"134";"224";"181";"123";"-";"13";"-";"-";"1";"299";"-";"-";"609";"-";"-";"93";"1";"97";"4";"45";"1";"31";"-";"-";"-";"-";"-";"-";"-";"1"
"751050";"751050";"65";"8";"3";"4022";"3067";"24";"9";"3034";"1004";"136";"240";"187";"105";"-";"13";"-";"-";"0";"293";"-";"-";"773";"-";"-";"129";"2";"84";"3";"56";"0";"9";"-";"-";"-";"-";"-";"-";"-";"0"
"751051";"751051";"65";"8";"3";"6555";"4931";"49";"11";"4871";"1652";"223";"226";"516";"153";"-";"15";"-";"-";"3";"331";"-";"-";"1323";"-";"-";"211";"3";"126";"5";"71";"3";"10";"-";"-";"-";"-";"-";"-";"-";"0"
"751053";"751053";"64";"8";"3";"2570";"1573";"30";"9";"1534";"690";"68";"39";"117";"34";"-";"14";"-";"-";"12";"190";"-";"-";"206";"-";"-";"74";"0";"48";"4";"31";"1";"6";"-";"-";"-";"-";"-";"-";"-";"0"
"751055";"751055";"64";"8";"3";"879";"580";"9";"0";"571";"208";"25";"82";"32";"11";"-";"4";"-";"-";"1";"52";"-";"-";"105";"-";"-";"23";"0";"20";"0";"8";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0"
"751056";"751056";"64";"8";"3";"1565";"1133";"6";"1";"1126";"429";"35";"17";"90";"24";"-";"6";"-";"-";"2";"108";"-";"-";"306";"-";"-";"55";"0";"29";"1";"20";"1";"3";"-";"-";"-";"-";"-";"-";"-";"0"
"751061";"751061";"65";"8";"3";"9306";"6193";"127";"24";"6042";"2443";"506";"169";"676";"210";"-";"117";"-";"-";"14";"337";"-";"-";"581";"-";"-";"568";"2";"324";"10";"65";"3";"17";"-";"-";"-";"-";"-";"-";"-";"0"
"751062";"751062";"63";"8";"3";"3573";"1931";"27";"26";"1878";"904";"239";"48";"98";"42";"-";"11";"-";"-";"59";"148";"-";"-";"117";"-";"-";"138";"0";"55";"6";"9";"0";"4";"-";"-";"-";"-";"-";"-";"-";"0"
"751063";"751063";"64";"8";"3";"10724";"6649";"104";"23";"6522";"2612";"681";"166";"742";"174";"-";"96";"-";"-";"23";"395";"-";"-";"534";"-";"-";"657";"3";"364";"10";"51";"2";"11";"-";"-";"-";"-";"-";"-";"-";"1"
"751064";"751064";"63";"8";"3";"5756";"4105";"61";"10";"4034";"1644";"299";"130";"459";"145";"-";"32";"-";"-";"7";"244";"-";"-";"403";"-";"-";"386";"6";"230";"5";"32";"0";"11";"-";"-";"-";"-";"-";"-";"-";"1"
"751065";"751065";"65";"8";"3";"6249";"4783";"48";"17";"4718";"1894";"298";"228";"467";"156";"-";"36";"-";"-";"4";"345";"-";"-";"668";"-";"-";"348";"2";"190";"11";"55";"0";"13";"-";"-";"-";"-";"-";"-";"-";"3"
"751066";"751066";"62";"8";"3";"4894";"3758";"36";"8";"3714";"1038";"221";"345";"246";"166";"-";"15";"-";"-";"6";"223";"-";"-";"1067";"-";"-";"180";"1";"133";"4";"56";"0";"11";"-";"-";"-";"-";"-";"-";"-";"2"
"751067";"751067";"64";"8";"3";"5351";"3791";"73";"25";"3693";"1367";"405";"106";"411";"199";"-";"53";"-";"-";"0";"124";"-";"-";"422";"-";"-";"309";"3";"255";"5";"29";"1";"3";"-";"-";"-";"-";"-";"-";"-";"1"
"751068";"751068";"64";"8";"3";"3645";"2515";"33";"5";"2477";"1164";"151";"51";"278";"55";"-";"22";"-";"-";"5";"177";"-";"-";"166";"-";"-";"248";"0";"114";"11";"27";"1";"6";"-";"-";"-";"-";"-";"-";"-";"1"
"756001";"756001";"79";"9";"3";"1893";"1435";"10";"4";"1421";"279";"7";"45";"47";"7";"-";"-";"-";"-";"-";"314";"-";"-";"677";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"756002";"756002";"79";"9";"3";"438";"329";"6";"0";"323";"101";"2";"22";"4";"3";"-";"-";"-";"-";"-";"44";"-";"-";"137";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"756003";"756003";"79";"9";"3";"1890";"1363";"14";"5";"1344";"253";"11";"38";"84";"4";"-";"-";"-";"-";"-";"331";"-";"-";"508";"-";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"756004";"756004";"79";"9";"3";"423";"272";"2";"1";"269";"71";"4";"6";"17";"3";"-";"-";"-";"-";"-";"83";"-";"-";"74";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"756005";"756005";"79";"9";"3";"845";"569";"11";"3";"555";"64";"5";"9";"13";"24";"-";"-";"-";"-";"-";"97";"-";"-";"111";"-";"-";"-";"230";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"756006";"756006";"79";"9";"3";"386";"264";"3";"1";"260";"95";"1";"28";"8";"3";"-";"-";"-";"-";"-";"48";"-";"-";"77";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"756007";"756007";"79";"9";"3";"6064";"4199";"44";"27";"4128";"503";"55";"335";"155";"33";"-";"-";"-";"-";"-";"459";"-";"-";"1323";"-";"-";"-";"1254";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-"
"756008";"756008";"79";"9";"3";"723";"523";"3";"3";"517";"39";"3";"12";"9";"2";"-";"-";"-";"-";"-";"99";"-";"-";"320";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"756009";"756009";"79";"9";"3";"355";"256";"2";"0";"254";"14";"1";"11";"2";"3";"-";"-";"-";"-";"-";"21";"-";"-";"120";"-";"-";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"756010";"756010";"79";"9";"3";"267";"217";"3";"0";"214";"22";"1";"22";"5";"4";"-";"-";"-";"-";"-";"21";"-";"-";"79";"-";"-";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"756011";"756011";"79";"9";"3";"12840";"9177";"100";"43";"9034";"2389";"205";"1960";"259";"146";"-";"-";"-";"-";"-";"1119";"-";"-";"2820";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"-";"-";"-"
"756012";"756012";"79";"9";"3";"796";"627";"4";"2";"621";"53";"7";"155";"14";"9";"-";"-";"-";"-";"-";"50";"-";"-";"331";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-"
"756013";"756013";"79";"9";"3";"2475";"1912";"20";"1";"1891";"465";"13";"189";"42";"27";"-";"-";"-";"-";"-";"163";"-";"-";"986";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"756014";"756014";"79";"9";"3";"304";"246";"4";"3";"239";"40";"2";"28";"3";"2";"-";"-";"-";"-";"-";"29";"-";"-";"133";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"756015";"756015";"79";"9";"3";"1888";"1525";"25";"5";"1495";"790";"17";"60";"62";"15";"-";"-";"-";"-";"-";"104";"-";"-";"439";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"760001";"760001";"83";"9";"3";"3996";"2900";"25";"5";"2870";"480";"28";"46";"366";"25";"448";"709";"-";"-";"-";"201";"-";"-";"521";"-";"16";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760002";"760002";"83";"9";"3";"1077";"861";"7";"1";"853";"128";"2";"18";"63";"38";"39";"86";"-";"-";"-";"54";"-";"-";"413";"-";"3";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760003";"760003";"83";"9";"3";"456";"304";"2";"0";"302";"34";"6";"1";"26";"6";"11";"28";"-";"-";"-";"28";"-";"-";"156";"-";"0";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760005";"760005";"83";"9";"3";"806";"557";"3";"0";"554";"125";"7";"6";"42";"8";"37";"85";"-";"-";"-";"39";"-";"-";"189";"-";"7";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760008";"760008";"83";"9";"3";"667";"473";"6";"0";"467";"64";"1";"6";"27";"12";"71";"72";"-";"-";"-";"39";"-";"-";"147";"-";"12";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760009";"760009";"83";"9";"3";"1084";"755";"11";"1";"743";"112";"10";"15";"86";"15";"76";"180";"-";"-";"-";"67";"-";"-";"153";"-";"17";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760010";"760010";"83";"9";"3";"2752";"1841";"16";"3";"1822";"197";"36";"27";"104";"82";"9";"244";"-";"-";"-";"145";"-";"-";"958";"-";"6";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760012";"760012";"83";"9";"3";"1005";"803";"7";"1";"795";"144";"18";"16";"154";"33";"5";"99";"-";"-";"-";"40";"-";"-";"268";"-";"0";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760013";"760013";"83";"9";"3";"684";"509";"6";"0";"503";"93";"2";"3";"39";"7";"3";"39";"-";"-";"-";"20";"-";"-";"292";"-";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760014";"760014";"83";"9";"3";"7414";"5648";"40";"19";"5589";"1207";"68";"152";"1121";"301";"40";"568";"-";"-";"-";"342";"-";"-";"1710";"-";"9";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760016";"760016";"83";"9";"3";"1201";"862";"10";"2";"850";"152";"8";"14";"117";"32";"14";"69";"-";"-";"-";"105";"-";"-";"325";"-";"2";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760019";"760019";"83";"9";"3";"623";"478";"7";"0";"471";"69";"5";"6";"34";"9";"6";"21";"-";"-";"-";"30";"-";"-";"272";"-";"3";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760020";"760020";"83";"9";"3";"577";"460";"6";"1";"453";"77";"7";"5";"30";"11";"9";"38";"-";"-";"-";"33";"-";"-";"236";"-";"2";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760021";"760021";"83";"9";"3";"1155";"865";"3";"1";"861";"183";"10";"15";"63";"4";"10";"49";"-";"-";"-";"58";"-";"-";"457";"-";"1";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760022";"760022";"83";"9";"3";"1241";"901";"10";"0";"891";"140";"15";"17";"135";"21";"5";"41";"-";"-";"-";"87";"-";"-";"413";"-";"7";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760024";"760024";"83";"9";"3";"6279";"4820";"40";"11";"4769";"1385";"51";"87";"333";"83";"83";"979";"-";"-";"-";"273";"-";"-";"1430";"-";"10";"55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760025";"760025";"83";"9";"3";"1043";"799";"10";"2";"787";"134";"3";"11";"26";"2";"5";"71";"-";"-";"-";"52";"-";"-";"477";"-";"1";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760026";"760026";"83";"9";"3";"657";"488";"9";"0";"479";"69";"1";"9";"22";"7";"3";"111";"-";"-";"-";"26";"-";"-";"228";"-";"1";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760027";"760027";"83";"9";"3";"1297";"950";"3";"3";"944";"148";"8";"39";"48";"37";"12";"267";"-";"-";"-";"55";"-";"-";"314";"-";"2";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760028";"760028";"83";"9";"3";"937";"757";"8";"1";"748";"193";"8";"7";"61";"8";"7";"95";"-";"-";"-";"90";"-";"-";"271";"-";"2";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760030";"760030";"83";"9";"3";"3849";"2985";"33";"8";"2944";"785";"17";"32";"90";"24";"130";"713";"-";"-";"-";"160";"-";"-";"966";"-";"10";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760031";"760031";"83";"9";"3";"523";"374";"3";"0";"371";"50";"5";"2";"12";"4";"1";"69";"-";"-";"-";"34";"-";"-";"188";"-";"2";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
