"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2009 - Stemmeberettigede";"KV2009 - Afgivne stemmer";"KV2009 - Blanke stemmer";"KV2009 - Andre ugyldige stemmer";"KV2009 - Gyldige stemmer";"KV2009 - A";"KV2009 - B";"KV2009 - C";"KV2009 - F";"KV2009 - I";"KV2009 - J";"KV2009 - K";"KV2009 - M";"KV2009 - G";"KV2009 - N";"KV2009 - O";"KV2009 - H";"KV2009 - S";"KV2009 - V";"KV2009 - U";"KV2009 - Z";"KV2009 - Ø";"KV2009 - L";"KV2009 - Å";"KV2009 - R";"KV2009 - D";"KV2009 - P";"KV2009 - E";"KV2009 - 1";"KV2009 - 2";"KV2009 - 3";"KV2009 - Æ";"KV2009 - W";"KV2009 - Q";"KV2009 - Y";"KV2009 - T"
"766016";"766016";"72";"8";"3";"89";"75";"0";"0";"75";"22";"0";"3";"11";"-";"-";"0";"0";"-";"-";"2";"-";"-";"34";"-";"-";"1";"-";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766017";"766017";"72";"8";"3";"1087";"825";"6";"1";"818";"237";"6";"12";"68";"-";"-";"1";"0";"-";"-";"108";"-";"-";"381";"-";"-";"1";"-";"-";"-";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766018";"766018";"72";"8";"3";"413";"261";"6";"0";"255";"36";"0";"7";"22";"-";"-";"1";"0";"-";"-";"45";"-";"-";"137";"-";"-";"5";"-";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766019";"766019";"72";"8";"3";"610";"408";"5";"0";"403";"77";"4";"15";"28";"-";"-";"15";"0";"-";"-";"71";"-";"-";"181";"-";"-";"5";"-";"-";"-";"7";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766020";"766020";"72";"8";"3";"1383";"1034";"14";"3";"1017";"321";"2";"17";"44";"-";"-";"55";"0";"-";"-";"105";"-";"-";"456";"-";"-";"12";"-";"-";"-";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766021";"766021";"72";"8";"3";"2181";"1501";"9";"2";"1490";"271";"12";"26";"100";"-";"-";"19";"1";"-";"-";"229";"-";"-";"826";"-";"-";"6";"-";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766022";"766022";"72";"8";"3";"1197";"844";"4";"1";"839";"178";"7";"28";"27";"-";"-";"10";"0";"-";"-";"54";"-";"-";"531";"-";"-";"1";"-";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766023";"766023";"72";"8";"3";"633";"470";"2";"1";"467";"130";"1";"5";"27";"-";"-";"1";"0";"-";"-";"61";"-";"-";"239";"-";"-";"0";"-";"-";"-";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766024";"766024";"72";"8";"3";"750";"546";"10";"2";"534";"187";"2";"10";"44";"-";"-";"7";"0";"-";"-";"57";"-";"-";"224";"-";"-";"1";"-";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766025";"766025";"72";"8";"3";"347";"258";"1";"1";"256";"39";"2";"3";"26";"-";"-";"0";"0";"-";"-";"34";"-";"-";"150";"-";"-";"0";"-";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773001";"773001";"87";"10";"3";"743";"564";"2";"0";"562";"158";"-";"184";"52";"-";"-";"-";"21";"-";"-";"44";"-";"-";"88";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773002";"773002";"87";"10";"3";"568";"423";"4";"0";"419";"132";"-";"64";"59";"-";"-";"-";"46";"-";"-";"23";"-";"-";"85";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773003";"773003";"87";"10";"3";"323";"267";"4";"0";"263";"90";"-";"21";"21";"-";"-";"-";"3";"-";"-";"18";"-";"-";"105";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773004";"773004";"87";"10";"3";"476";"361";"7";"0";"354";"128";"-";"35";"41";"-";"-";"-";"21";"-";"-";"43";"-";"-";"73";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773005";"773005";"87";"10";"3";"364";"265";"1";"0";"264";"67";"-";"23";"35";"-";"-";"-";"10";"-";"-";"30";"-";"-";"96";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773006";"773006";"87";"10";"3";"330";"258";"3";"1";"254";"58";"-";"54";"48";"-";"-";"-";"5";"-";"-";"16";"-";"-";"68";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773007";"773007";"87";"10";"3";"750";"565";"4";"2";"559";"172";"-";"44";"39";"-";"-";"-";"18";"-";"-";"46";"-";"-";"229";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773008";"773008";"87";"10";"3";"524";"405";"2";"2";"401";"106";"-";"31";"39";"-";"-";"-";"2";"-";"-";"36";"-";"-";"185";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773009";"773009";"87";"10";"3";"702";"555";"5";"0";"550";"171";"-";"54";"53";"-";"-";"-";"23";"-";"-";"39";"-";"-";"190";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773010";"773010";"87";"10";"3";"513";"377";"3";"1";"373";"115";"-";"23";"44";"-";"-";"-";"20";"-";"-";"50";"-";"-";"110";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773011";"773011";"87";"10";"3";"497";"377";"6";"0";"371";"108";"-";"26";"34";"-";"-";"-";"16";"-";"-";"44";"-";"-";"103";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773012";"773012";"87";"10";"3";"704";"549";"6";"1";"542";"169";"-";"52";"59";"-";"-";"-";"34";"-";"-";"41";"-";"-";"158";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773013";"773013";"87";"10";"3";"685";"533";"5";"1";"527";"98";"-";"48";"36";"-";"-";"-";"42";"-";"-";"160";"-";"-";"106";"-";"-";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773014";"773014";"87";"10";"3";"737";"557";"4";"2";"551";"106";"-";"27";"46";"-";"-";"-";"22";"-";"-";"85";"-";"-";"150";"-";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773015";"773015";"87";"10";"3";"523";"406";"2";"0";"404";"90";"-";"19";"28";"-";"-";"-";"21";"-";"-";"74";"-";"-";"141";"-";"-";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773016";"773016";"87";"10";"3";"502";"395";"4";"0";"391";"78";"-";"29";"33";"-";"-";"-";"48";"-";"-";"32";"-";"-";"158";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773017";"773017";"87";"10";"3";"610";"453";"2";"0";"451";"107";"-";"24";"36";"-";"-";"-";"60";"-";"-";"126";"-";"-";"89";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7472";"5265";"51";"14";"5200";"2327";"-";"565";"723";"-";"-";"-";"169";"-";"-";"254";"-";"-";"1009";"-";"-";"-";"153";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779001";"779001";"74";"9";"3";"5854";"3884";"43";"15";"3826";"1903";"142";"219";"381";"-";"-";"10";"-";"-";"-";"211";"-";"-";"865";"-";"-";"-";"-";"-";"-";"78";"-";"-";"-";"-";"-";"-";"-";"17";"-";"-"
"779002";"779002";"74";"9";"3";"4973";"3871";"31";"8";"3832";"1753";"196";"240";"276";"-";"-";"26";"-";"-";"-";"182";"-";"-";"1064";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-"
"779003";"779003";"74";"9";"3";"5389";"3976";"26";"11";"3939";"2249";"119";"163";"317";"-";"-";"16";"-";"-";"-";"232";"-";"-";"774";"-";"-";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-"
"779004";"779004";"74";"9";"3";"2977";"2338";"11";"3";"2324";"947";"49";"71";"107";"-";"-";"2";"-";"-";"-";"373";"-";"-";"748";"-";"-";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-"
"779005";"779005";"74";"9";"3";"1094";"831";"8";"4";"819";"199";"24";"15";"44";"-";"-";"6";"-";"-";"-";"88";"-";"-";"436";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-"
"779006";"779006";"74";"9";"3";"649";"533";"1";"0";"532";"162";"23";"103";"22";"-";"-";"4";"-";"-";"-";"36";"-";"-";"168";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-"
"779007";"779007";"74";"9";"3";"765";"608";"4";"1";"603";"298";"22";"19";"32";"-";"-";"2";"-";"-";"-";"21";"-";"-";"203";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-"
"779008";"779008";"74";"9";"3";"600";"463";"4";"1";"458";"124";"19";"6";"37";"-";"-";"0";"-";"-";"-";"13";"-";"-";"255";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-"
"779009";"779009";"74";"9";"3";"771";"574";"6";"3";"565";"135";"58";"6";"50";"-";"-";"0";"-";"-";"-";"18";"-";"-";"292";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-"
"779010";"779010";"74";"9";"3";"1194";"922";"4";"0";"918";"204";"43";"14";"103";"-";"-";"3";"-";"-";"-";"41";"-";"-";"503";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-"
"779011";"779011";"74";"9";"3";"1589";"1212";"14";"1";"1197";"193";"101";"19";"123";"-";"-";"0";"-";"-";"-";"199";"-";"-";"461";"-";"-";"-";"-";"-";"-";"98";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-"
"779012";"779012";"74";"9";"3";"1206";"871";"7";"6";"858";"163";"26";"23";"45";"-";"-";"10";"-";"-";"-";"103";"-";"-";"475";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-"
"779013";"779013";"74";"9";"3";"1300";"913";"5";"2";"906";"382";"22";"41";"41";"-";"-";"5";"-";"-";"-";"68";"-";"-";"340";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-"
"779014";"779014";"74";"9";"3";"551";"396";"8";"2";"386";"78";"21";"10";"25";"-";"-";"2";"-";"-";"-";"35";"-";"-";"214";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-"
"779015";"779015";"74";"9";"3";"1093";"828";"6";"2";"820";"348";"36";"16";"42";"-";"-";"1";"-";"-";"-";"41";"-";"-";"327";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-"
"779016";"779016";"74";"9";"3";"491";"364";"3";"0";"361";"138";"13";"6";"27";"-";"-";"0";"-";"-";"-";"28";"-";"-";"143";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-"
"779017";"779017";"74";"9";"3";"659";"454";"8";"1";"445";"118";"25";"6";"39";"-";"-";"1";"-";"-";"-";"23";"-";"-";"230";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-"
"779018";"779018";"74";"9";"3";"279";"195";"2";"0";"193";"40";"13";"4";"10";"-";"-";"0";"-";"-";"-";"14";"-";"-";"107";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-"
"779019";"779019";"74";"9";"3";"803";"580";"8";"0";"572";"157";"54";"6";"34";"-";"-";"2";"-";"-";"-";"39";"-";"-";"272";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-"
"779020";"779020";"74";"9";"3";"701";"580";"3";"3";"574";"79";"10";"11";"37";"-";"-";"15";"-";"-";"-";"16";"-";"-";"401";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-"
"779021";"779021";"74";"9";"3";"717";"530";"8";"2";"520";"132";"21";"0";"33";"-";"-";"2";"-";"-";"-";"41";"-";"-";"279";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-"
"779022";"779022";"74";"9";"3";"505";"366";"3";"1";"362";"56";"13";"4";"21";"-";"-";"0";"-";"-";"-";"19";"-";"-";"244";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-"
"779023";"779023";"74";"9";"3";"310";"249";"1";"4";"244";"20";"8";"2";"20";"-";"-";"0";"-";"-";"-";"4";"-";"-";"185";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-"
"779024";"779024";"74";"9";"3";"1186";"940";"3";"3";"934";"141";"40";"11";"73";"-";"-";"3";"-";"-";"-";"35";"-";"-";"621";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-"
"779025";"779025";"74";"9";"3";"1355";"1009";"2";"0";"1007";"270";"39";"16";"61";"-";"-";"2";"-";"-";"-";"49";"-";"-";"563";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-"
"787001";"787001";"87";"10";"3";"7336";"4591";"46";"17";"4528";"1657";"132";"531";"453";"-";"-";"20";"84";"-";"9";"304";"-";"-";"1260";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"78"
"787002";"787002";"87";"10";"3";"1003";"757";"6";"0";"751";"284";"14";"80";"42";"-";"-";"9";"77";"-";"0";"68";"-";"-";"174";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"787003";"787003";"87";"10";"3";"791";"541";"4";"1";"536";"135";"12";"40";"37";"-";"-";"2";"18";"-";"3";"41";"-";"-";"234";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14"
"787004";"787004";"87";"10";"3";"814";"525";"2";"5";"518";"130";"26";"51";"63";"-";"-";"10";"17";"-";"2";"74";"-";"-";"136";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9"
"787005";"787005";"87";"10";"3";"551";"422";"1";"1";"420";"187";"3";"11";"10";"-";"-";"1";"4";"-";"1";"28";"-";"-";"174";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"787006";"787006";"87";"10";"3";"1263";"889";"6";"4";"879";"310";"22";"62";"40";"-";"-";"4";"18";"-";"0";"65";"-";"-";"351";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"787007";"787007";"87";"10";"3";"960";"737";"2";"2";"733";"163";"20";"55";"44";"-";"-";"2";"20";"-";"2";"47";"-";"-";"374";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"787008";"787008";"87";"10";"3";"1155";"803";"6";"2";"795";"240";"43";"92";"103";"-";"-";"5";"27";"-";"0";"61";"-";"-";"216";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8"
"787009";"787009";"87";"10";"3";"507";"381";"7";"0";"374";"74";"11";"29";"29";"-";"-";"2";"39";"-";"1";"51";"-";"-";"131";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"787010";"787010";"87";"10";"3";"1662";"1137";"7";"3";"1127";"403";"98";"103";"79";"-";"-";"4";"74";"-";"1";"188";"-";"-";"161";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16"
"787011";"787011";"87";"10";"3";"324";"235";"0";"1";"234";"42";"13";"70";"25";"-";"-";"0";"5";"-";"0";"35";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"787012";"787012";"87";"10";"3";"3191";"2227";"16";"3";"2208";"712";"70";"302";"198";"-";"-";"14";"31";"-";"1";"180";"-";"-";"673";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27"
"787013";"787013";"87";"10";"3";"332";"223";"2";"2";"219";"46";"12";"20";"26";"-";"-";"10";"4";"-";"0";"48";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9"
"787014";"787014";"87";"10";"3";"462";"341";"3";"1";"337";"80";"5";"41";"32";"-";"-";"4";"9";"-";"0";"34";"-";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"787015";"787015";"87";"10";"3";"958";"738";"5";"3";"730";"345";"5";"26";"64";"-";"-";"0";"34";"-";"4";"47";"-";"-";"187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18"
"787016";"787016";"87";"10";"3";"887";"600";"6";"0";"594";"139";"9";"20";"40";"-";"-";"1";"37";"-";"5";"54";"-";"-";"279";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"787017";"787017";"87";"10";"3";"1706";"1051";"5";"7";"1039";"333";"8";"87";"61";"-";"-";"2";"7";"-";"1";"157";"-";"-";"368";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15"
"787018";"787018";"87";"10";"3";"771";"491";"1";"0";"490";"142";"1";"39";"21";"-";"-";"0";"10";"-";"2";"86";"-";"-";"154";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35"
"787019";"787019";"87";"10";"3";"685";"474";"2";"0";"472";"232";"1";"38";"43";"-";"-";"0";"4";"-";"1";"45";"-";"-";"98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"787020";"787020";"87";"10";"3";"870";"636";"8";"0";"628";"230";"7";"16";"42";"-";"-";"5";"16";"-";"18";"33";"-";"-";"204";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57"
"787021";"787021";"87";"10";"3";"238";"175";"1";"0";"174";"63";"4";"4";"24";"-";"-";"0";"0";"-";"9";"6";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8"
"787023";"787023";"87";"10";"3";"1775";"1198";"8";"4";"1186";"323";"26";"189";"97";"-";"-";"27";"26";"-";"2";"118";"-";"-";"361";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17"
"787024";"787024";"87";"10";"3";"2699";"1830";"14";"3";"1813";"539";"22";"565";"96";"-";"-";"13";"6";"-";"2";"158";"-";"-";"401";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11"
"787025";"787025";"87";"10";"3";"1461";"1030";"2";"0";"1028";"227";"26";"370";"92";"-";"-";"4";"12";"-";"1";"95";"-";"-";"187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14"
"787026";"787026";"87";"10";"3";"1439";"1075";"7";"3";"1065";"244";"10";"415";"41";"-";"-";"13";"12";"-";"0";"125";"-";"-";"202";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"787027";"787027";"87";"10";"3";"1032";"707";"8";"0";"699";"172";"14";"161";"71";"-";"-";"2";"4";"-";"1";"69";"-";"-";"203";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"791001";"791001";"75";"9";"3";"2609";"1722";"23";"3";"1696";"553";"14";"72";"161";"-";"-";"91";"-";"-";"-";"323";"-";"-";"474";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791002";"791002";"75";"9";"3";"2468";"1856";"11";"5";"1840";"512";"41";"193";"367";"-";"-";"8";"-";"-";"-";"118";"-";"-";"582";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791003";"791003";"75";"9";"3";"2722";"1794";"17";"7";"1770";"515";"12";"58";"185";"-";"-";"43";"-";"-";"-";"262";"-";"-";"689";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791004";"791004";"75";"9";"3";"2501";"1848";"10";"5";"1833";"479";"17";"159";"213";"-";"-";"16";"-";"-";"-";"126";"-";"-";"816";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791005";"791005";"75";"9";"3";"1797";"1274";"13";"5";"1256";"300";"45";"224";"184";"-";"-";"2";"-";"-";"-";"115";"-";"-";"376";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791006";"791006";"75";"9";"3";"2542";"1754";"18";"3";"1733";"320";"36";"114";"425";"-";"-";"6";"-";"-";"-";"104";"-";"-";"722";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791007";"791007";"75";"9";"3";"1810";"1280";"18";"3";"1259";"189";"30";"34";"218";"-";"-";"8";"-";"-";"-";"100";"-";"-";"673";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791008";"791008";"75";"9";"3";"21217";"13408";"143";"43";"13222";"5013";"196";"1384";"2347";"-";"-";"65";"-";"-";"-";"860";"-";"-";"3231";"-";"-";"126";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791009";"791009";"76";"9";"3";"5532";"3716";"29";"9";"3678";"1020";"42";"692";"312";"-";"-";"75";"-";"-";"-";"286";"-";"-";"1238";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791010";"791010";"76";"9";"3";"2230";"1439";"13";"3";"1423";"413";"11";"307";"105";"-";"-";"13";"-";"-";"-";"137";"-";"-";"430";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791011";"791011";"76";"9";"3";"1833";"1152";"11";"5";"1136";"331";"18";"68";"114";"-";"-";"8";"-";"-";"-";"106";"-";"-";"479";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791012";"791012";"76";"9";"3";"3525";"2541";"23";"5";"2513";"638";"29";"77";"147";"-";"-";"15";"-";"-";"-";"169";"-";"-";"1428";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791013";"791013";"76";"9";"3";"9400";"6760";"69";"13";"6678";"2352";"175";"843";"910";"-";"-";"63";"-";"-";"-";"381";"-";"-";"1900";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791014";"791014";"76";"9";"3";"2619";"1829";"13";"3";"1813";"517";"17";"93";"221";"-";"-";"9";"-";"-";"-";"94";"-";"-";"846";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791015";"791015";"76";"9";"3";"2565";"1687";"8";"3";"1676";"499";"14";"232";"140";"-";"-";"39";"-";"-";"-";"134";"-";"-";"608";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791016";"791016";"76";"9";"3";"2860";"1998";"16";"4";"1978";"588";"17";"115";"207";"-";"-";"12";"-";"-";"-";"135";"-";"-";"897";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791017";"791017";"76";"9";"3";"2439";"1714";"16";"3";"1695";"521";"23";"128";"140";"-";"-";"29";"-";"-";"-";"165";"-";"-";"682";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810001";"810001";"86";"10";"3";"694";"495";"4";"2";"489";"130";"6";"17";"63";"-";"-";"-";"-";"-";"-";"50";"-";"-";"221";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810002";"810002";"86";"10";"3";"1555";"1051";"5";"1";"1045";"485";"8";"23";"128";"-";"-";"-";"-";"-";"-";"73";"-";"-";"323";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810003";"810003";"86";"10";"3";"3677";"2553";"24";"4";"2525";"872";"51";"94";"299";"-";"-";"-";"-";"-";"-";"144";"-";"-";"1057";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810004";"810004";"86";"10";"3";"1058";"688";"5";"0";"683";"130";"2";"12";"56";"-";"-";"-";"-";"-";"-";"39";"-";"-";"438";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810005";"810005";"86";"10";"3";"2922";"2231";"11";"5";"2215";"953";"20";"67";"128";"-";"-";"-";"-";"-";"-";"81";"-";"-";"960";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810006";"810006";"86";"10";"3";"1143";"818";"6";"1";"811";"263";"14";"9";"82";"-";"-";"-";"-";"-";"-";"54";"-";"-";"383";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810007";"810007";"86";"10";"3";"296";"229";"1";"0";"228";"53";"0";"4";"26";"-";"-";"-";"-";"-";"-";"7";"-";"-";"134";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810008";"810008";"86";"10";"3";"408";"284";"3";"0";"281";"95";"3";"8";"21";"-";"-";"-";"-";"-";"-";"22";"-";"-";"130";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810010";"810010";"86";"10";"3";"9549";"6600";"43";"10";"6547";"2927";"122";"595";"734";"-";"-";"-";"-";"-";"-";"345";"-";"-";"1811";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"810034";"810034";"86";"10";"3";"537";"391";"2";"0";"389";"183";"3";"14";"21";"-";"-";"-";"-";"-";"-";"15";"-";"-";"151";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
